rid,CPC008_A375_6H:BRD-K35413818-019-01-1:10,CPC008_A549_6H:BRD-K35413818-019-01-1:10,CPC008_HCC515_6H:BRD-K35413818-019-01-1:10,CPC008_HEPG2_6H:BRD-K35413818-019-01-1:10,CPC008_HT29_6H:BRD-K35413818-019-01-1:10,CPC008_MCF7_6H:BRD-K35413818-019-01-1:10,CPC008_MCF7_24H:BRD-K35413818-019-01-1:10,CPC008_PC3_6H:BRD-K35413818-019-01-1:10,CPC008_PC3_24H:BRD-K35413818-019-01-1:10,CPC008_VCAP_6H:BRD-K35413818-019-01-1:10,CPC008_VCAP_24H:BRD-K35413818-019-01-1:10
5720,1.20495688915,0.847441136837,-0.306480139494,0.296684980392,0.857126653194,2.33910155296,-0.40934997797,-3.76328611374,0.677952647209,-0.55210006237,1.18059158325
466,0.364534050226,-0.780040085316,-0.314982712269,0.259617209435,-0.381167709827,-0.839046239853,0.894500017166,2.06376075745,-0.0511046275496,1.97153997421,0.314787149429
6009,-0.200877517462,-0.332880020142,0.304501622915,-0.272350013256,-0.36992123723,-0.170956000686,-0.716050028801,1.63518893719,-0.131712332368,-0.178339958191,0.755119562149
2309,-0.511059701443,-0.281774163246,0.311387389898,-1.03930771351,0.424777150154,0.824443876743,0.227399989963,2.13680529594,-0.372498184443,-1.85068011284,0.422598600388
387,-1.66991496086,0.0152551829815,-0.696695804596,-0.310144752264,-0.230950564146,-1.14454293251,-0.193000003695,0.383356243372,-0.838414788246,-0.643079996109,-0.43550363183
3553,0.16742195189,-0.208652704954,0.237892746925,-0.21923917532,-0.912771344185,-0.170182824135,-0.796599984169,1.3535836935,-0.860810875893,0.197699993849,-0.964503526688
427,-0.119080111384,0.0160683840513,-1.43922817707,0.309294015169,0.418840587139,0.0738497301936,1.24189996719,2.77368807793,0.0835969224572,2.18656015396,0.260607987642
5898,0.368509531021,-1.24083411694,-0.393271833658,-0.539103329182,-0.303389459848,1.72947716713,0.268999993801,1.96566879749,-1.18189048767,0.376200020313,-1.34186208248
23365,-1.00606143475,0.685737371445,0.67454636097,0.504286289215,-0.146021857858,-1.74243354797,0.42539998889,-0.924052655697,-0.512805700302,-0.201979994774,-0.0513223968446
6657,-0.0685060843825,-0.0723186135292,0.64330804348,0.300026267767,-0.801796913147,-0.919430196285,-0.909299969673,0.720787107944,-1.00233197212,-0.944560050964,-0.724712848663
5054,0.754629909992,-0.951498568058,0.974725008011,0.0826932489872,0.283091664314,-0.479857206345,-0.68029999733,0.030127491802,0.129889801145,0.290820032358,-0.572157919407
3108,-1.01854634285,0.0712737441063,-0.765431165695,-0.381809711456,-0.411308854818,1.01120853424,0.226949989796,2.50777053833,-0.533629596233,-0.63529998064,-0.89502620697
1950,0.446865737438,-0.442222267389,0.0681866705418,0.302752315998,-0.271309882402,-0.51148557663,-0.422499984503,2.9532225132,-0.558835268021,-1.06253993511,-0.573794543743
351,0.155139476061,-0.122226670384,0.602944493294,0.148352190852,0.251972973347,-0.333614230156,-1.07284998894,-0.745822489262,-0.337909847498,0.538379967213,-0.0690836906433
4846,1.10400676727,0.888332843781,-0.280320972204,-0.197416990995,-0.0813512578607,-0.116453021765,-0.524100005627,1.92233610153,0.492680639029,2.83003997803,0.747783303261
1452,-1.67931675911,-1.21231269836,-0.862294018269,0.673170864582,0.132757842541,0.0358881056309,0.30529999733,1.53866732121,0.263398885727,0.978720009327,0.956045985222
4776,0.400530308485,-0.230251193047,0.558370828629,0.251992583275,-0.414124161005,-0.97632920742,-1.24140000343,1.61500668526,-0.859160780907,0.45917993784,-0.604076087475
6908,0.641327619553,0.0229403674603,-0.426986932755,0.285956859589,0.315980106592,0.101048231125,0.866800010204,2.53470921516,0.337606877089,-0.3290399611,1.50364053249
672,0.63057154417,-0.0624971538782,0.689560294151,0.801799654961,0.931775808334,0.214189946651,1.70420002937,1.90516209602,0.313955485821,0.459719955921,0.863288104534
5710,-0.452615916729,0.298565000296,0.426837921143,0.0654252246022,-0.00142071768641,0.954519331455,0.549699962139,0.300927013159,0.394207775593,0.0258600115776,0.834100961685
2115,0.37343776226,1.19233930111,-1.60190236568,-0.145889133215,1.2229309082,-1.72894918919,-0.772899985313,1.96280574799,0.0099869184196,-0.516580045223,-1.39697873592
7015,1.36718821526,0.0913012325764,0.817991256714,-0.439195662737,-0.575137078762,-0.707472205162,-0.796900033951,1.68708384037,-0.515275716782,1.03177988529,-0.939820110798
8726,-0.191628962755,0.295190989971,0.443705648184,0.863192915916,0.441372096539,0.829755365849,0.647549986839,1.70946347713,0.186376482248,0.783460021019,-0.302564769983
2185,-0.349344313145,-0.215674296021,0.596770167351,-0.463103473186,-0.89272081852,-0.982428789139,-1.14050006866,1.33247709274,-1.05120587349,-0.54017996788,-1.06641936302
3315,-0.569795131683,1.07449388504,-0.186490133405,-0.374998390675,1.966827631,-1.06076931953,-0.25514999032,1.06542384624,-0.0368628799915,-0.188020005822,-0.121031291783
5289,1.17517411709,0.107179775834,0.23262219131,-0.129716396332,-0.227334931493,0.0605229437351,-1.43689990044,1.30255484581,-0.23527854681,0.786640048027,-0.824780344963
