rid,CPC008_A375_6H:BRD-K34294489-001-01-2:10,CPC008_A375_24H:BRD-K34294489-001-01-2:10,CPC008_A549_6H:BRD-K34294489-001-01-2:10,CPC008_HCC515_6H:BRD-K34294489-001-01-2:10,CPC008_HEPG2_6H:BRD-K34294489-001-01-2:10,CPC008_HT29_6H:BRD-K34294489-001-01-2:10,CPC008_MCF7_6H:BRD-K34294489-001-01-2:10,CPC008_MCF7_24H:BRD-K34294489-001-01-2:10,CPC008_PC3_6H:BRD-K34294489-001-01-2:10,CPC008_PC3_24H:BRD-K34294489-001-01-2:10,CPC008_VCAP_6H:BRD-K34294489-001-01-2:10,CPC008_VCAP_24H:BRD-K34294489-001-01-2:10
5720,-0.479468733072,0.910050034523,0.266044914722,-0.822245419025,0.463394582272,-0.862596273422,0.314615935087,0.43599998951,0.122612029314,0.215279042721,-1.0636343956,-0.550570964813
466,-0.42065101862,0.724400043488,0.114363580942,0.402023822069,0.234655842185,0.281026095152,-4.45884561539,-1.02314996719,0.0985057651997,-0.532348871231,-1.36561048031,-0.0213204026222
6009,0.52228307724,-0.290899991989,-0.137395903468,0.573099136353,-1.21879696846,0.0670395120978,0.752101957798,0.0225000083447,-0.212552607059,-0.36330395937,-0.697501003742,-0.416736036539
2309,0.046069636941,0.199299991131,-0.0775942131877,4.20211601257,-0.279812812805,-0.211247503757,-0.634034574032,0.485499978065,1.66789245605,1.23409259319,-1.39563131332,-0.397893488407
387,1.17609643936,-0.187250003219,-0.598880648613,0.520981311798,0.130058407784,0.161519378424,0.0708370506763,1.67304992676,0.334497153759,0.212768554688,-0.0660833269358,0.532545626163
3553,0.525515198708,-0.479600012302,0.746159493923,0.496949017048,0.17583091557,0.260619133711,0.0805107802153,1.67239999771,1.22412455082,2.22873020172,1.41810333729,-0.188188001513
427,-1.63927853107,2.61845016479,0.0750704854727,1.21846151352,-0.172343462706,-0.963740587234,-0.173352703452,-0.611699998379,0.91707187891,0.252060085535,-1.3383128643,0.152531787753
5898,-0.555442154408,0.707399964333,-1.44953465462,-1.07585799694,0.245632454753,-0.6204611063,1.08032679558,-0.653050005436,-1.02058506012,-0.405622988939,0.0860540792346,0.451359719038
23365,0.781376481056,0.426400005817,-0.36355522275,2.78409814835,1.12586092949,0.640237629414,0.957403182983,-0.0794000029564,0.279492467642,0.420099854469,-0.102440923452,-0.332154929638
6657,-0.432127088308,-0.137199997902,0.42893370986,3.58427286148,-0.100604936481,0.547689795494,-0.176719158888,0.949349999428,-0.121193826199,1.08362388611,1.59716534615,-0.105453841388
5054,-0.69774979353,-1.16359996796,-0.497173190117,-0.123060360551,1.86885380745,0.931927859783,2.30317783356,1.44070005417,0.30770111084,-1.31247138977,-0.280163407326,0.376506268978
3108,0.721252858639,0.630599975586,-1.12517237663,-0.108406424522,-0.278104096651,-0.259260982275,0.6686398983,0.24754999578,-0.858743667603,0.258078843355,-0.163502037525,0.220178365707
1950,-0.0174675509334,-0.895150005817,0.344121426344,-0.877394318581,-0.226541846991,0.631543755531,0.175979018211,1.40525007248,0.0343488007784,0.767418682575,0.35251224041,0.129640638828
351,-0.0768464580178,0.120499998331,0.732524573803,-0.911600828171,-1.13570785522,0.0373580232263,0.603768348694,-0.142949998379,-0.523011386395,-0.549006283283,-1.66746461391,-0.133034452796
4846,0.176473736763,0.0760500133038,0.0825100392103,1.39805412292,1.00123906136,0.552607059479,0.337438970804,-0.910899996758,-0.133035004139,0.463082581758,-0.520489811897,0.501194596291
1452,0.5101531744,-0.488400012255,-1.82801604271,0.521907806396,0.910809278488,-0.491842150688,-0.269951105118,-0.524700045586,-0.951044917107,-0.655964672565,-2.08567380905,-0.580548346043
4776,-0.159804582596,-0.644800007343,0.283388823271,1.90639257431,0.114392161369,0.578368365765,-0.768470287323,1.52645003796,0.0119259282947,1.60838532448,1.60839962959,0.352922171354
6908,-0.89590883255,0.121100008488,-0.17752687633,-0.929954349995,0.408716797829,0.500370800495,0.212995156646,-0.830850064754,0.326876163483,-0.291726917028,-0.48603528738,-0.360794872046
672,-0.889551222324,0.96489995718,-0.134620785713,0.643725812435,0.127539128065,-0.766874134541,-0.247683152556,-0.968300044537,0.325241535902,0.0466873049736,-0.719355225563,-0.344604045153
5710,-0.0311409123242,0.461649984121,-0.876642346382,1.02066040039,0.582405686378,-0.671789288521,0.682536423206,0.141249999404,0.0889401882887,0.160180181265,-1.35164797306,-0.0413039475679
2115,-0.0942748337984,0.321650028229,0.321578979492,2.98739337921,-0.447282731533,-0.66259843111,0.31035271287,0.914900004864,0.648742675781,0.791553080082,1.00292611122,0.110606908798
7015,-0.545729875565,-0.339899986982,0.824527680874,2.62212944031,-0.599598288536,0.465037286282,0.392655998468,1.23639988899,-0.107897132635,0.410803735256,1.15408945084,0.122373066843
8726,0.251344144344,1.1482000351,-0.411781400442,1.661439538,0.667571663857,0.514699876308,-0.673592925072,-1.3561000824,-0.784702003002,0.54407030344,-0.20343708992,-0.333154529333
2185,0.541526794434,-0.81970000267,0.130241408944,4.12700366974,-0.50315785408,0.335679203272,0.287073284388,1.16420006752,0.298897862434,1.46771800518,1.15084922314,0.078901425004
3315,0.601822793484,-0.559450030327,-0.34571185708,-1.49090504646,-0.455078244209,-0.380401521921,0.495175153017,-0.127700001001,-0.366441935301,-0.376443177462,0.765968382359,-0.686453521252
5289,-0.436300694942,0.438899993896,0.198664143682,1.13426756859,-0.412785232067,0.302604466677,0.839324533939,0.715199947357,0.0754445791245,0.682387113571,-0.397157758474,0.158537238836
868,0.4134760499,-1.47115004063,0.436697483063,-0.307593792677,-0.167581036687,-0.175747841597,0.376067519188,1.08109998703,0.0595719777048,0.408869028091,0.601136803627,0.178401142359
1677,0.229641795158,1.01524996758,0.129469081759,0.444423556328,-0.20837238431,0.493823111057,0.979794740677,1.45210003853,0.135772526264,0.162097558379,1.04416787624,-0.281743824482
7043,1.7201757431,-0.261500000954,0.899755299091,1.59247708321,0.801320791245,0.231631144881,0.978255987167,0.813950002193,0.851206302643,0.445561945438,1.03991818428,-0.0823586806655
5613,-0.136422678828,-0.716750025749,1.76150429249,2.47077727318,-0.2429921031,0.274560809135,0.142821520567,0.757249951363,-0.704810142517,0.830793499947,1.91409957409,-0.194862157106
595,0.57915610075,-0.439249992371,0.0733900219202,0.49474838376,1.27081561089,0.160754010081,0.211930185556,-0.563399970531,0.141554459929,-0.238236874342,-1.36215496063,0.104964971542
4793,0.11153267324,0.696750044823,-0.395170837641,0.575250029564,-0.816063284874,-0.0117048546672,0.0431379377842,0.380600005388,1.49363946915,0.826767265797,0.163408473134,0.446073144674
2736,0.630307853222,0.197249978781,0.150823175907,2.53514051437,0.610658884048,-0.33151820302,-0.538508176804,0.843800008297,0.183989852667,0.733684241772,1.66001486778,0.48438924551
5290,0.892965137959,-0.344550013542,0.280411928892,0.991884469986,-0.464917957783,-0.0357846878469,0.63602077961,1.12650001049,-0.0257670506835,1.72458577156,0.798356711864,0.116901412606
6194,0.000281753775198,-0.891900002956,0.0,-0.688914418221,0.808196365833,-1.05991530418,0.0,-0.795549988747,-0.384528666735,-0.0528231784701,-0.0276945177466,0.00055297248764
1676,0.900410056114,-1.23979997635,0.940114021301,1.4966930151,-0.0442904978991,0.458857059479,0.540017962456,0.915250003338,0.319672346115,0.996438264847,1.34642553329,0.349852412939
23512,0.298107564449,0.939199984074,-1.48980915546,1.17095112801,0.556280493736,0.114949323237,0.183298915625,0.500850021839,-0.199357494712,-0.0217964798212,-1.84661149979,-0.688334107399
