rid,DOS029_VCAP_24H:BRD-K90816807-001-01-8:5.04,DOS033_A375_24H:BRD-K90816807-001-01-8:5.04,DOS033_A549_24H:BRD-K90816807-001-01-8:5.04,DOS033_HT29_24H:BRD-K90816807-001-01-8:5.04,DOS033_MCF7_24H:BRD-K90816807-001-01-8:5.04,DOS033_PC3_24H:BRD-K90816807-001-01-8:5.04,MUC.CP002_MCF7_6H:BRD-K90816807-001-01-8:10.079,MUC.CP002_MCF7_6H:BRD-K90816807-001-01-8:3.3597,MUC.CP002_MCF7_6H:BRD-K90816807-001-01-8:1.1199,MUC.CP002_MCF7_6H:BRD-K90816807-001-01-8:0.3733,MUC.CP002_MCF7_24H:BRD-K90816807-001-01-8:10.079,MUC.CP002_MCF7_24H:BRD-K90816807-001-01-8:3.3597,MUC.CP002_MCF7_24H:BRD-K90816807-001-01-8:1.1199,MUC.CP002_MCF7_24H:BRD-K90816807-001-01-8:0.3733,MUC.CP002_NKDBA_24H:BRD-K90816807-001-01-8:10.079,MUC.CP002_NKDBA_24H:BRD-K90816807-001-01-8:3.3597,MUC.CP002_NKDBA_24H:BRD-K90816807-001-01-8:1.1199,MUC.CP002_NKDBA_24H:BRD-K90816807-001-01-8:0.3733
2185,0.249334052205,1.46864378452,-0.359962821007,-0.390293836594,1.67893362045,-0.367133319378,0.679881930351,-0.074133336544,-0.523412406445,0.071865439415,-0.41880607605,0.199299991131,-0.41375797987,0.117652371526,0.202292844653,-0.445575833321,-0.46295017004,-0.117071002722
3315,-0.135944247246,0.158870384097,0.248842135072,0.814909219742,-0.426356106997,-0.0892332792282,0.0641503632069,0.225066676736,-0.649120986462,0.419309735298,0.318936556578,-1.12386667728,0.578223228455,-0.119241468608,0.310984373093,0.157932892442,-0.120276644826,0.0334445536137
5289,-0.0685102716088,0.360479444265,-0.94892513752,-0.115416578948,0.294925093651,-0.168333366513,0.86936622858,0.353966683149,2.31679105759,0.74328827858,-0.0729908943176,0.391166687012,-0.334130227566,-0.795631051064,0.360949575901,0.432966172695,0.506684720516,-0.606715261936
868,0.108882501721,0.788298726082,1.4647102356,0.978462338448,1.28424096107,0.690800011158,0.251459062099,1.01436674595,2.15232372284,3.36847996712,0.752627313137,0.27803337574,-0.329757213593,0.354537367821,0.409880936146,0.0456265956163,0.0384770482779,-0.692490339279
1677,-0.132091835141,0.104829959571,-0.742977797985,0.161243110895,0.0907076746225,-0.626133322716,1.12660121918,0.0615333467722,2.33640527725,1.36486780643,-0.558117747307,0.469900041819,-0.428218275309,-0.183496445417,-0.884975373745,-0.726942718029,-0.541616797447,-0.465608686209
7043,0.0362574085593,1.01166784763,0.660480797291,0.94620013237,-0.0410760976374,0.287900000811,0.341662794352,0.734166681767,-0.832527160645,-0.103016257286,-0.0954346656799,0.328999996185,-0.353814721107,0.814265072346,-0.47051641345,-0.694450318813,-0.509565711021,-0.222313806415
5613,2.8913025856,2.01758480072,-0.59898096323,-1.0888286829,0.56167113781,0.513833343983,1.25575017929,-0.115133330226,-0.226938396692,-0.264545738697,-0.391621410847,-0.109433352947,-0.301719635725,-0.22195982933,-0.0774989575148,-0.197687104344,0.00350552797318,-0.339078426361
595,-0.743950903416,-0.0830983743072,-0.284274339676,0.024639448151,0.0126211196184,-0.125900015235,-0.849234700203,0.118433341384,-0.752624690533,-0.416454643011,0.456825047731,0.224633395672,1.31260085106,-0.154174119234,0.148400053382,0.132942453027,0.0658166259527,0.285553991795
4793,0.612751245499,-0.329676419497,0.223765745759,0.776490390301,-0.358594357967,1.49686670303,0.249408394098,-0.186200007796,1.49978733063,0.542429447174,-0.602715313435,0.4075999856,0.048161663115,-0.129048287868,0.137225747108,-0.187610760331,0.692426085472,-0.146774277091
2736,-0.466240465641,1.54465758801,0.165766477585,-0.0749402195215,0.626313984394,-0.447233349085,0.883137702942,0.412033319473,0.28647685051,0.159887850285,0.544027805328,0.155533313751,-0.0268770754337,-0.0719991624355,-0.42929983139,0.0444880612195,0.436674058437,0.61849296093
5290,-0.795984387398,0.318982601166,-0.384812295437,0.265552312136,2.88701653481,-0.768300056458,0.956298828125,-0.256799995899,-0.056801609695,-0.13858743012,-0.636676430702,-0.174899995327,-0.0716136991978,0.862074434757,-0.161953121424,-0.444559752941,-0.445027858019,0.68756622076
6194,0.287215381861,-1.78084301297e-05,0.483202248812,0.551883637905,0.000171001272975,0.283933341503,0.505527257919,0.547466695309,1.03438079357,0.0858866423368,-0.0212007761002,-3.33286690712,0.000568474177271,-0.411939233541,0.000308125599986,-0.758281052113,2.52630416071e-05,-0.00064982729964
1676,-0.644048631191,0.618049561977,-0.0751092731953,-0.0129429195076,1.81141877174,0.796100020409,0.195447549224,-0.185299992561,-1.04184019566,0.016885727644,-0.733376264572,0.0942667126656,-0.692892313004,0.259895116091,-0.312524437904,-0.523069143295,-0.602517008781,0.095702201128
23512,0.452220439911,1.27190375328,0.305984318256,1.02352631092,-1.16419279575,0.252166688442,0.014937389642,0.770933330059,-0.67540538311,-0.937565028667,-2.09686112404,0.467633426189,-0.754911959171,-1.13356232643,-0.252117604017,0.059109300375,-0.454407840967,-0.461920559406
148022,0.661410808563,0.330626726151,-1.27016437054,-0.360922008753,-0.371585607529,0.492800027132,-0.608809769154,0.584200024605,-0.301121234894,0.15597614646,0.00969498697668,0.458866685629,-0.205137774348,0.336100280285,1.36903488636,-0.725280284882,0.0298702120781,0.243907898664
1906,-0.342122614384,1.04633545876,0.0462281703949,-1.68603205681,0.366380274296,-0.12786668539,0.728709578514,0.296033322811,-0.428262293339,0.581143975258,-0.607744038105,0.000833332538605,-0.461980819702,0.126434788108,-0.823363482952,-0.598232269287,-0.845812320709,-0.89797192812
8878,0.870246708393,0.374451607466,0.213050931692,-0.0738651454449,0.658135771751,0.206533312798,-2.05764603615,0.0173999965191,-0.571364164352,-3.62041687965,0.523076415062,-0.300699949265,0.601263046265,-0.00459459424019,0.742579340935,0.143488511443,0.201078951359,-0.54852950573
3091,-0.609866976738,0.255168378353,-1.82021570206,0.16382817924,-0.223744556308,0.480033367872,-0.987504601479,-0.436966687441,0.416961938143,-0.639193892479,-1.61026620865,-0.708966672421,-1.18851077557,-0.293221861124,0.2533223629,0.399152308702,0.286904394627,0.0383681431413
5743,4.06722927094,0.536144077778,0.141658291221,-0.452615886927,1.56531488895,-0.172066673636,-0.154768019915,-0.045500010252,-0.459734201431,0.351285636425,-0.171391233802,0.59350001812,1.45095276833,2.53855347633,-0.608492851257,3.01384091377,0.165037125349,0.028830498457
5321,-0.589811861515,0.173827588558,-0.261394113302,-1.68079888821,-1.8073861599,0.238966658711,0.925464630127,0.424466699362,-0.021216172725,-0.395081341267,-1.75627827644,-0.52233338356,-1.04790186882,0.096259444952,-0.58235502243,-0.389131098986,-0.437688678503,0.366863280535
4144,-0.00790575146675,-0.946360468864,1.30833387375,-0.412878513336,-0.708458304405,0.722166717052,0.284237116575,0.552533328533,0.506149888039,0.889152288437,0.115160450339,0.490766644478,0.215763345361,0.0912465676665,0.73342192173,0.128055334091,0.156485170126,-0.624323427677
1981,0.706710040569,0.661305487156,-0.676186919212,-2.38255095482,-0.229209199548,0.722333371639,0.165709465742,-0.0263999998569,-0.839490652084,-0.577014029026,-0.510671019554,0.740933299065,3.14953947067,0.662188649178,-0.503216207027,-0.325562506914,-0.663964092731,0.0949339941144
695,-0.139538839459,-0.405813843012,3.61134386063,1.74638795853,4.41241931915,-0.111199989915,1.060354352,0.670333385468,1.8351303339,1.11156070232,-0.283859968185,0.408100008965,0.495581239462,0.233037889004,-0.19580835104,-0.030521903187,0.787342846394,-0.2250418365
10398,-0.186353087425,1.61260056496,0.20667719841,-0.763796806335,0.822698295116,0.042700022459,0.774069309235,0.0122666507959,-0.556698083878,0.460848510265,-0.531152963638,0.118099987507,-0.273767828941,0.214823246002,-0.0251716524363,-0.545132160187,-0.0747036188841,-0.290337353945
5708,-3.98143362999,-0.547650694847,-1.57327449322,-0.550297141075,0.860325098038,-0.0580333471298,0.0889394283295,0.0313666760921,-0.181155472994,-0.81580221653,0.474850863218,0.249933302402,1.13190829754,0.281408160925,-0.844505667686,0.495837152004,-0.37632393837,-0.174351811409
1213,-0.765943467617,0.939755618572,-0.402719974518,-0.45358273387,0.0594864189625,-0.83233332634,-0.53031039238,0.215366691351,-0.0053120162338,-0.308635562658,0.427133500576,-0.983833312988,0.661555767059,-0.470289349556,0.237239390612,0.270481169224,0.330815494061,-0.220374748111
226,0.414648085833,4.31635808945,0.784885406494,-0.853168904781,-0.167951405048,-0.52530002594,-0.880890727043,0.222333341837,-0.655317902565,-0.655475080013,0.429005712271,-0.151066631079,0.863602042198,-0.257587403059,0.0219226628542,0.0267878249288,0.19412791729,-0.158388361335
6777,-0.49240064621,1.34779274464,1.50243020058,3.73654294014,0.193584263325,0.143066689372,-0.408813208342,1.17593336105,0.939910173416,2.43718338013,0.288201630116,0.246866673231,-0.374258935452,-0.179285049438,-0.142208814621,-0.325371354818,0.706498861313,-0.208200782537
2113,-0.722977876663,0.361773818731,0.511310219765,-0.308462113142,1.22055530548,-0.00933332741261,1.04871416092,0.0347666703165,0.641965508461,0.655288934708,-0.590555906296,-0.289000064135,-0.580569028854,-0.178680181503,-0.715867042542,-0.756022572517,-0.639712810516,-1.00680685043
3329,0.505927681923,-0.24108466506,-0.0619216859341,-0.223449602723,-1.12085020542,-1.20523333549,-1.2256052494,0.114066660404,-1.03716397285,-0.492637276649,0.69397342205,-0.0170000195503,0.87396043539,-0.248349845409,-0.0551149696112,-0.561109602451,-0.302933305502,-0.491535961628
1050,0.970664143562,0.170849084854,-0.431929767132,0.610842704773,-1.05781412125,-0.910799980164,-0.60284101963,0.540266633034,-0.00401636213064,-0.265673071146,0.297813177109,0.313333332539,0.404191911221,-0.220758795738,3.37939882278,-0.837392449379,-0.269957184792,-1.02363729477
9491,-0.383822500706,-0.0540547072887,0.313388854265,-0.576378405094,0.189360767603,-0.475699990988,0.361732602119,0.00803333520889,-0.749427139759,0.559860467911,-0.278571844101,-0.266933321953,-0.148764237761,-0.388406276703,-0.0820470452309,-0.986947774887,-1.21200895309,-0.0622321069241
22926,0.56518226862,0.071656242013,-4.74242687225,-1.34026312828,-1.50656735897,-0.238533318043,-0.439146757126,-0.254199981689,-0.730007469654,-0.321372002363,0.350261092186,-0.235833317041,0.305853396654,0.927686154842,-0.334329724312,-1.00355148315,-0.703272044659,-0.247261941433
5899,0.252025902271,-0.466642677784,-2.0267560482,-0.227640271187,-0.0770583748817,-1.88226664066,-0.408526927233,-0.297533333302,0.0911330059171,0.41170156002,-0.205665946007,0.0631333291531,1.66963410378,-0.35515922308,-0.676914572716,-0.835275709629,0.271268844604,-0.157436996698
5467,-0.132886841893,1.05702805519,-0.0385811179876,1.07044029236,0.254595577717,0.160099983215,3.66793227196,0.135600015521,0.0758045017719,0.415441423655,-0.15867947042,0.449766635895,-0.260257661343,-0.0775899812579,-0.136134833097,0.130273997784,0.0477931275964,0.121709406376
6774,-0.199618041515,-0.0685173869133,0.700133621693,0.456084430218,0.407496184111,0.34963336587,-0.763110995293,-0.259566664696,4.92890024185,-0.875316798687,-0.642525136471,0.527300000191,-0.990549981594,0.411201000214,-0.224499836564,0.237967371941,-0.0871213674545,-0.187764033675
1788,-0.749983012676,0.258113801479,0.0227833092213,-0.266681492329,1.48671865463,0.0981333255768,0.362283736467,-0.712900042534,-0.602749705315,0.591583549976,-0.696126520634,0.00623333454132,-0.0666462779045,0.0690706521273,-0.682195961475,-0.710439503193,-0.58197748661,0.278698831797
5921,-0.0206720530987,-0.277660906315,0.203060001135,1.13294267654,-0.33914193511,0.413100004196,0.455777734518,0.225333333015,0.16761803627,-0.0924952030182,0.145969361067,-0.484233379364,-0.0765187293291,0.910828769207,0.160416975617,0.34137365222,0.493189454079,0.503796696663
5721,0.902502059937,0.394530206919,0.73979640007,0.378935605288,-0.301166951656,0.536233365536,0.488714754581,-0.234100013971,0.793334722519,0.373606681824,0.734100699425,-0.66269993782,0.441954195499,-0.171755433083,0.276109218597,0.520488917828,0.0713626518846,0.535561561584
2263,0.226543083787,-0.270992577076,0.748710751534,0.529787838459,0.7121104002,0.261800020933,0.794113278389,-0.260433346033,0.043845154345,0.23846398294,-1.23040783405,0.122533321381,-0.578263521194,-0.000734910368919,-0.557656884193,-0.598433196545,-0.986195504665,0.582102119923
808,-1.0829064846,0.455822944641,-0.79458117485,-0.123960137367,2.07601213455,0.666633307934,0.403631985188,-0.459600031376,-0.532724142075,-0.0801665633917,-0.663655877113,0.426833301783,-0.712398588657,0.580708324909,-0.356798529625,-0.188770905137,-0.830156266689,0.953959465027
30001,0.223801404238,-0.0931403562427,0.601013600826,-0.294339030981,-0.673162937164,0.0961666703224,-1.11033332348,0.425000011921,-0.388934224844,0.295649707317,5.09186077118,0.30189999938,0.147520944476,0.0963409096003,-0.992350816727,-0.509035885334,0.173548847437,-0.814798355103
348,-0.797655582428,0.240970730782,-0.747399747372,0.545310974121,1.42674684525,0.126100003719,0.288282603025,0.638233304024,-0.116934880614,0.628267228603,-0.49623811245,0.270800054073,-0.355716019869,-0.549742043018,-0.583585500717,-0.513315439224,-0.486600369215,0.477131694555
30849,1.21819579601,-0.549926578999,-0.926071345806,0.130845189095,-1.10559213161,0.237400025129,-0.278844177723,0.0478333383799,-0.0937644988298,-0.686918854713,0.142928346992,0.0873333513737,0.52455496788,0.140641748905,-0.086656101048,-0.297724157572,0.4423828125,-0.202897161245
1454,1.042750597,1.12363266945,1.03660678864,0.392760753632,0.0956473946571,-0.307099997997,-0.0818384364247,0.382666707039,-0.670169711113,1.89298272133,-0.849369764328,0.129200041294,-0.51135635376,0.129661753774,-0.180134266615,-0.877094626427,-0.403741449118,-0.128633677959
6500,0.0547230988741,0.0441961288452,0.0252271294594,1.48479294777,0.111522883177,0.183700025082,-0.618585348129,0.38740003109,-0.556856989861,-0.571309268475,0.874558627605,-0.113933354616,0.517747879028,0.556131005287,0.516641378403,0.195632278919,0.35035148263,-0.347846448421
5627,0.422497928143,-0.0380198657513,-1.21253991127,0.152634769678,0.922948241234,0.183599993587,-0.351506620646,0.441200017929,0.514915168285,-0.485915392637,-0.00394122116268,-0.192900016904,-0.0355735532939,-0.918970704079,0.912738204002,0.541436910629,0.715115070343,-0.185671836138
5715,-0.143741071224,0.899043440819,0.816809058189,1.31696009636,0.463362306356,1.42293334007,-0.443095743656,-0.420300006866,-0.084883928299,-0.239695161581,0.548537731171,-0.111133366823,0.173134028912,0.256837636232,-0.624501347542,-0.906598329544,-1.04301178455,0.341484308243
4791,0.331883311272,0.456908613443,0.102937355638,-0.148841738701,-0.101400233805,-1.2376999855,0.139395549893,-0.781633377075,-0.536696434021,5.21158599854,-0.808465301991,0.67883336544,-0.533647239208,-0.484708249569,0.234971165657,0.115066759288,0.58489137888,-0.133758798242
56924,1.08508169651,0.526052772999,0.845758199692,0.345636755228,-0.163406610489,-0.268133342266,-0.673049628735,-0.355633348227,2.07163190842,-0.998468220234,-0.0752696841955,-0.36916667223,-0.101096898317,-1.36428916454,-1.12861561775,-0.454422682524,1.94610905647,-0.290218740702
2690,-0.528746306896,0.833141863346,-0.193663656712,0.0300624892116,-0.925322771072,0.879866719246,0.197142794728,0.760966718197,0.343593269587,-0.435371637344,-0.750153779984,0.119299978018,-0.361721366644,1.10783278942,0.336583346128,1.38877034187,0.0757670179009,-0.34607475996
1019,0.296271622181,0.33405226469,-0.843665599823,-0.735765695572,-0.373983323574,-0.864433348179,-1.3750320673,-0.527766704559,-0.760148644447,-1.30413627625,0.735050201416,-0.195933356881,0.147931575775,-0.78961122036,0.743526697159,0.666827201843,0.0413942486048,0.429334998131
51422,-1.18799352646,0.605035543442,0.319851130247,0.0567560084164,1.01384055614,-0.719400048256,1.0698004961,-0.180300012231,1.50904750824,0.369973987341,-0.491205126047,0.298433333635,-0.0546335428953,0.472982883453,-0.616469025612,0.212826490402,0.0607161447406,0.572633385658
5788,-1.08040046692,1.37206184864,-0.393318772316,0.645673751831,0.682825088501,-0.57106667757,0.429097563028,0.248000010848,-0.567897260189,0.819478094578,-0.257204771042,-0.244766712189,-0.470233678818,-0.0290206484497,-0.335505306721,-0.731504917145,-0.452270150185,-0.336549460888
6709,0.733182907104,1.0908844471,-1.06731700897,0.352935433388,-0.736800611019,-0.11916667223,-0.517105817795,-0.191066682339,0.686207175255,0.661041200161,-0.51853197813,-0.578033328056,0.839700341225,0.337223410606,0.435433864594,0.813996016979,0.121531434357,-1.07281649113
1277,0.6232432127,-4.82334756851,0.921093463898,0.585361778736,0.881742417812,0.971899986267,-0.0274839065969,0.328066647053,0.562527835369,-0.213389337063,0.120198197663,0.392199993134,0.665045678616,0.280488580465,-0.0447361245751,-0.261024296284,0.610026717186,0.21894814074
993,0.439723700285,-0.207341820002,-0.55398696661,-0.365685254335,-0.895891010761,-0.453500032425,-0.41755849123,0.124599993229,-0.394475847483,0.248097598553,0.707143247128,0.631066679955,0.355241119862,0.390656769276,-0.414644479752,-0.00623600557446,-0.495255768299,-0.176389709115
7157,1.40242552757,0.703358530998,-1.08150696754,-3.97744417191,-1.09371650219,0.383333325386,-0.588816583157,0.0641333311796,-0.696495771408,-4.29613304138,0.196352928877,-0.30220001936,0.985586106777,-0.254042506218,0.416931539774,-0.0210479423404,-0.149342238903,-0.0586030781269
1958,-0.740783333778,0.401352077723,-0.378497481346,1.22285103798,0.761668860912,-0.99776673317,-1.0617620945,-0.09620000422,1.13385415077,-0.964979112148,-1.35027658939,0.149533331394,-0.183510094881,-1.66473650932,0.76941549778,0.176390305161,0.415087580681,-0.210467219353
4582,-0.218507856131,0.427506923676,-0.455861032009,0.278901398182,-1.21382987499,0.925633370876,-0.647825717926,0.234533339739,-0.876575231552,0.152859836817,0.229183316231,0.530300021172,1.50362491608,-1.59743833542,1.4636746645,-0.260921895504,1.95939493179,2.77246713638
9212,0.888270258904,0.520629048347,-0.141020685434,0.271403133869,0.451109915972,0.529733359814,-0.106229990721,0.126433342695,-1.45817065239,-0.374007254839,-0.634182810783,0.612166702747,-0.136402130127,0.2588545084,-0.358669787645,-0.611281096935,-0.735017061234,-0.106110945344
8440,-2.45024442673,1.30450367928,-0.345498770475,-1.20366573334,-0.770729005337,-1.42986667156,1.09825825691,-0.602333366871,0.112984508276,-0.336892694235,-0.96958309412,0.496733307838,-0.5576197505,-0.676817476749,1.08193540573,0.125977575779,0.228425681591,-0.0905773937702
6790,1.05200195312,0.742979645729,-1.14018440247,-0.245622590184,-1.10157513618,0.897233426571,-0.424301832914,0.806200027466,-0.00567372143269,-0.532546043396,0.447235137224,0.244766652584,0.660015463829,0.309017926455,-0.458450078964,0.124855965376,0.545887768269,0.304018199444
8851,-0.102413795888,0.998512148857,0.455945312977,-0.574274659157,-0.0677883923054,1.34309995174,-0.973986446857,0.555033326149,-0.407982856035,0.896031200886,0.0389356315136,1.78526675701,-0.641958355904,0.3605286479,-0.448649525642,0.228478714824,-0.114220798016,-1.25787580013
2534,-0.305983603001,0.059041891247,-0.143486618996,-0.0255383383483,-0.211674869061,-1.17746675014,-0.371663093567,-0.0542666763067,-0.365077704191,-0.475382268429,-0.183949887753,0.449333310127,-0.425366997719,-0.705265581608,-0.763202786446,-0.667085289955,-0.092222891748,-0.204361975193
4893,-0.74329996109,0.445637315512,-1.38473141193,-0.908921897411,-0.52654916048,-0.994466662407,-0.839181125164,0.130899995565,-0.695333003998,-0.643080234528,1.27044868469,-0.303666651249,0.774396538734,-0.231293663383,-0.812771975994,-0.702338814735,-0.293091833591,0.935144007206
665,0.730302929878,0.432309478521,0.934693872929,0.294798433781,-0.426126927137,0.919033288956,0.908730924129,0.130133360624,-0.904287934303,-1.01957464218,-0.113249957561,0.496300011873,-0.224722936749,-0.82513743639,-0.0931234657764,0.404992640018,0.415838778019,-0.523380339146
4313,-0.844949245453,0.135716706514,-0.0946149230003,-0.591244518757,0.850325584412,0.504200041294,0.422800809145,-0.237300008535,-0.400723159313,-0.0948362275958,-0.938259124756,-0.228166669607,-0.845606386662,0.12153942883,0.0977096557617,-0.26449495554,-0.709303557873,-0.0912200883031
