rid,DOS001_VCAP_6H:BRD-K71006848-001-01-0:5,DOS001_VCAP_24H:BRD-K71006848-001-01-0:5,DOS031_MCF7_24H:BRD-K71006848-001-01-0:5,DOS031_PC3_24H:BRD-K71006848-001-01-0:5
5720,-0.0558417588472,-0.351438164711,0.222000032663,-0.367950022221
466,1.5144585371,0.767885386944,0.508949995041,0.114300005138
6009,0.697152018547,1.18660092354,-1.5392999649,-0.900400042534
2309,0.151867985725,0.963654518127,-0.268999993801,-0.356000006199
387,0.915285170078,0.731885313988,0.372350007296,-1.0909999609
3553,-0.812314271927,-0.430596679449,-0.104950010777,-0.284599989653
427,0.81553542614,0.253485798836,1.95814990997,0.364099979401
5898,-0.744563817978,-0.437881708145,0.528050005436,-0.745149970055
23365,1.01602625847,0.966244399548,-0.26709997654,-0.682749986649
6657,-0.189025938511,-0.651469171047,-0.272450000048,0.666450023651
5054,-0.706195354462,1.10820555687,0.791300058365,-0.162399992347
3108,-0.452534228563,0.532937765121,-1.03110003471,-0.866750001907
1950,0.377587795258,-1.23355102539,1.25034999847,-0.337350010872
351,0.349601924419,-0.018897652626,0.178550004959,1.15050005913
4846,-0.737913012505,0.0258428007364,0.131300002337,-0.292150020599
1452,1.39775896072,0.388979673386,-1.18470001221,0.141699999571
4776,-0.724556446075,-0.367552876472,0.139249995351,-0.353399991989
6908,0.710018157959,0.415617078543,-0.289399981499,-0.710350036621
672,0.657272875309,0.280782133341,0.608099997044,0.523299992085
5710,-0.441865742207,0.262282580137,0.425000011921,0.730250000954
2115,0.781984388828,2.00453734398,-1.17090010643,-0.369749993086
7015,0.120458230376,-0.791441082954,0.420800000429,1.25725007057
8726,1.00123727322,0.911497235298,0.393700003624,-0.232649981976
2185,-0.155290037394,-1.15319132805,-0.518649995327,0.948850035667
3315,-0.607493638992,-0.0193082541227,0.337249994278,-0.915050029755
5289,-0.502840042114,-0.476206421852,-0.611349999905,1.20134997368
868,-0.448417007923,0.704857766628,0.117149978876,-0.036950007081
1677,0.00676359608769,0.207870155573,1.42325007915,0.441699981689
7043,-0.800443828106,-0.554777264595,0.0628000050783,0.4850499928
5613,-0.714073359966,-0.276939034462,0.813300013542,0.0560499876738
595,0.686192989349,0.632709980011,-0.833500027657,0.729250013828
4793,-0.273937106133,0.0732173100114,-0.00979998707771,-0.308200001717
2736,-0.218884900212,-0.155061632395,-0.477950036526,1.02744996548
5290,-0.250386565924,-0.700239777565,-0.317849993706,0.826099991798
6194,0.0,0.173161178827,-1.03429996967,0.417050004005
1676,-0.425141632557,-0.454010665417,0.212850034237,-0.0677999854088
23512,-2.85481381416,0.73292773962,0.564849972725,0.675150036812
148022,-0.224261343479,0.651595473289,-0.494399994612,2.17969989777
1906,-0.677973508835,-0.184385851026,0.0952499955893,-0.678399980068
8878,-0.592816412449,0.347118705511,0.759000003338,0.24375000596
3091,-1.24654436111,-1.31960010529,0.304100006819,-0.587249994278
5743,0.690620779991,-0.833265304565,-0.770049989223,1.38689994812
5321,-0.905203938484,-0.331637740135,0.290650010109,-0.00779999792576
