rid,CPC001_HA1E_6H:BRD-K54708045-001-01-3:10,CPC001_HA1E_24H:BRD-K54708045-001-01-3:10,CPC001_HCC515_6H:BRD-K54708045-001-01-3:10,CPC001_HCC515_24H:BRD-K54708045-001-01-3:10,CPC001_PC3_6H:BRD-K54708045-001-01-3:10,CPC001_PC3_24H:BRD-K54708045-001-01-3:10,CPC001_VCAP_6H:BRD-K54708045-001-01-3:10,CPC001_VCAP_24H:BRD-K54708045-001-01-3:10,CPC017_A375_6H:BRD-K54708045-001-01-3:10,CPC017_A549_6H:BRD-K54708045-001-01-3:10,CPC017_A549_24H:BRD-K54708045-001-01-3:10,CPC017_ASC_24H:BRD-K54708045-001-01-3:10,CPC017_HEPG2_6H:BRD-K54708045-001-01-3:10,CPC017_HT29_6H:BRD-K54708045-001-01-3:10,CPC017_MCF7_6H:BRD-K54708045-001-01-3:10,CPC017_MCF7_24H:BRD-K54708045-001-01-3:10,CPC017_NPC_24H:BRD-K54708045-001-01-3:10,CPC017_PHH_24H:BRD-K54708045-001-01-3:10,CPC017_SKB_24H:BRD-K54708045-001-01-3:10
5720,0.258838891983,-0.221305549145,0.38425001502,0.336542695761,0.519254922867,-2.72001075745,-0.706243157387,-0.96781951189,-0.79750007391,0.269974082708,-0.656100332737,0.595991015434,0.722466468811,0.221681565046,-2.57623314857,0.0301993153989,-1.04594445229,-0.607685804367,0.344399988651
466,0.40875479579,0.0731136575341,-1.14544999599,-0.0911036431789,-0.0732299163938,-0.510698795319,-0.530471742153,-1.09078395367,0.294700026512,1.14823615551,0.103440664709,0.853109538555,-0.362466871738,-0.812696158886,-1.2935475111,0.0475397184491,-0.843375921249,-0.117022633553,0.591899991035
6009,-0.828324973583,0.185350254178,0.273350000381,0.417288959026,0.433430284262,0.475399494171,-0.228213682771,-0.346386343241,0.0306666493416,-0.0255386829376,-1.00984764099,0.421577841043,0.77789503336,0.0709593147039,0.560985326767,-0.112441301346,0.179941892624,0.455795526505,-0.145199984312
2309,-0.17741535604,0.161481678486,-0.345950007439,-0.128669962287,0.506609857082,1.4774479866,-0.515229403973,-2.05426979065,0.0284333527088,0.956470966339,-0.115097738802,1.13271927834,0.255237221718,0.54069340229,0.407080948353,0.766132950783,1.12026441097,0.507741749287,0.0580500364304
387,-0.039606012404,0.0401831865311,-0.667850017548,-0.341385006905,0.472018331289,0.208170115948,-0.272713005543,-0.849856495857,-0.637999951839,0.0771632343531,-0.412522286177,1.36143684387,0.423852205276,-0.0458326600492,2.659760952,0.347032308578,0.834119319916,0.0019441395998,-0.0187499988824
3553,-0.0043447650969,0.851794779301,1.5257999897,0.426831543446,2.04356265068,3.26581096649,0.638209104538,1.34288144112,-0.195399969816,-0.465112924576,1.53173923492,-0.352888047695,0.0999174192548,-0.160360485315,-0.390853196383,-0.294795662165,-0.272878974676,-0.288661003113,-1.16999995708
427,-0.102173477411,0.844150722027,-0.928000032902,-0.569835305214,-0.152769342065,0.00856991112232,-0.00599869107828,-0.697762131691,-0.387666642666,-0.791059911251,0.132408484817,1.06707465649,0.489811778069,-0.78748357296,-0.199409097433,-0.00702633243054,-0.946714401245,0.213058516383,0.162350013852
5898,0.336437046528,-0.821576595306,-0.257950007915,-0.44685742259,0.503310501575,0.427051544189,-0.206223458052,0.207426160574,-0.78423333168,0.618918955326,-0.179470866919,0.805315077305,0.358571141958,-0.911399126053,-0.619740068913,0.117478609085,-0.0775651633739,-0.566833615303,-0.727400004864
23365,0.232600927353,0.808644235134,-2.88954997063,1.32536005974,0.307147264481,0.940381109715,-0.0384370274842,-0.541260838509,0.148833334446,-0.230523526669,-0.658648729324,0.664868831635,-0.245421648026,-0.560627043247,1.49257087708,0.241765707731,1.35402047634,-0.752067685127,0.17080001533
6657,-0.359292715788,0.291133731604,-0.0670000016689,0.111091047525,0.0603243112564,0.220745399594,0.555177688599,1.52759099007,-0.424033343792,-0.60414993763,0.940653443336,-0.0729444772005,-0.148550018668,-0.780203580856,-1.41583573818,-0.404136538506,0.611939430237,-1.04312181473,-0.561849951744
5054,0.146137669683,-0.0777290016413,-0.612150013447,-0.477378338575,-0.255217462778,0.217891544104,-0.445062398911,1.37489676476,0.706333339214,-0.142096847296,0.31475803256,0.114935159683,0.894100427628,-0.891789913177,-0.155616492033,-0.236812517047,0.0356708616018,1.02396893501,1.40674996376
3108,0.524901151657,-1.1199297905,1.03594994545,-0.355194270611,0.318129956722,0.58027279377,-0.408430337906,-0.546659231186,1.41779994965,1.51633739471,-0.812726080418,0.235661804676,0.0101906657219,-0.0753814429045,1.218116045,-0.117316439748,9.56992149353,-0.204108759761,-1.11189997196
1950,0.135827720165,0.47158023715,0.305049985647,-1.33732795715,-0.905854344368,-0.402798622847,0.551149368286,0.480215549469,-0.244466692209,-0.489107728004,1.69914746284,-0.417713820934,0.145103037357,-0.701671123505,-0.900930762291,-0.227695941925,-0.333150833845,-0.397065281868,-0.0427999980748
351,-0.346663832664,-0.0779676884413,-0.417950004339,-1.08031892776,-0.742413759232,-2.24619197845,0.616683006287,-0.099406093359,-0.000900000042748,-0.153771013021,0.522795855999,-1.04058015347,0.11770311743,-0.987015962601,-1.16003847122,-0.204503625631,-2.0965025425,-0.678477227688,-0.195950001478
4846,1.03850698471,-0.027944624424,1.0000500679,-1.04453265667,0.395940184593,-0.102652348578,0.147710189223,0.377188503742,0.352733403444,-0.81113922596,-0.255378633738,2.55043053627,0.475844323635,0.302755326033,-0.318256556988,-0.74424892664,0.82475477457,0.111028403044,-0.563499987125
