rid,CPC005_A375_6H:BRD-A49148672-004-01-6:10,CPC005_A375_24H:BRD-A49148672-004-01-6:10,CPC005_A549_6H:BRD-A49148672-004-01-6:10,CPC005_A549_24H:BRD-A49148672-004-01-6:10,CPC005_HA1E_6H:BRD-A49148672-004-01-6:10,CPC005_HA1E_24H:BRD-A49148672-004-01-6:10,CPC005_HCC515_6H:BRD-A49148672-004-01-6:10,CPC005_HT29_6H:BRD-A49148672-004-01-6:10,CPC005_HT29_24H:BRD-A49148672-004-01-6:10,CPC005_MCF7_24H:BRD-A49148672-004-01-6:10,CPC005_MCF7_6H:BRD-A49148672-004-01-6:10,CPC005_PC3_6H:BRD-A49148672-004-01-6:10,CPC005_PC3_24H:BRD-A49148672-004-01-6:10,CPC005_VCAP_6H:BRD-A49148672-004-01-6:10,CPC005_VCAP_24H:BRD-A49148672-004-01-6:10,CPC011_A375_6H:BRD-K49481516-004-14-2:10,CPC011_A549_6H:BRD-K49481516-004-14-2:10,CPC011_A549_24H:BRD-K49481516-004-14-2:10,CPC011_HA1E_6H:BRD-K49481516-004-14-2:10,CPC011_HT29_6H:BRD-K49481516-004-14-2:10,CPC011_MCF7_6H:BRD-K49481516-004-14-2:10,CPC011_MCF7_24H:BRD-K49481516-004-14-2:10,CPC011_PC3_6H:BRD-K49481516-004-14-2:10,CPC011_PC3_24H:BRD-K49481516-004-14-2:10,CPC011_VCAP_6H:BRD-K49481516-004-14-2:10,CPC011_VCAP_24H:BRD-K49481516-004-14-2:10,CPD002_MCF7_24H:BRD-K49481516-004-12-6:10,CPD002_MCF7_6H:BRD-K49481516-004-12-6:10,CPD002_PC3_6H:BRD-K49481516-004-12-6:10,CPD002_PC3_24H:BRD-K49481516-004-12-6:10
5720,0.197889700532,0.263262629509,-0.223755896091,0.182932779193,-0.628949999809,0.269340604544,-0.286149978638,0.0945000052452,0.647491931915,-0.290234982967,0.790216982365,-0.0657637417316,-0.325031667948,-0.440913468599,0.275529503822,-2.99531555176,-0.416833400726,1.02489495277,0.71825003624,-3.05198550224,-4.39235019684,0.182449996471,0.392441511154,-1.08798015118,-0.235125765204,0.638389468193,0.250479876995,0.252633333206,0.530009925365,0.15064792335
466,0.0706436187029,0.561595797539,0.153277367353,-0.235497444868,0.0386999845505,0.262056946754,-0.91295003891,0.70710003376,0.137245953083,-0.564776360989,0.183452352881,-0.0110394321382,-1.69129860401,-0.251819908619,0.505954563618,-0.792408585548,-0.389100015163,0.803328871727,0.991900026798,0.734021306038,1.19930005074,-0.605650007725,0.556738913059,0.829911887646,-0.305253744125,0.0820525959134,-0.177209600806,-0.51686668396,-0.0431141406298,0.77536636591
6009,-0.276974797249,1.06612884998,0.224516034126,-0.0392009019852,-0.410349994898,-0.247170090675,0.0912500023842,0.0265499949455,0.0864372551441,-0.848165035248,1.01581561565,-1.33479499817,-0.55588299036,-0.00958853960037,-0.131588235497,0.105878859758,0.250899970531,0.293790459633,0.601249992847,-0.749565541744,0.78125,-0.322600007057,0.228045389056,-0.314510911703,-0.977934479713,-0.471796631813,0.242433041334,-0.072599992156,-0.115302354097,-0.501852154732
2309,0.632441580296,-0.288973093033,-1.16316771507,-0.586600422859,0.0539000034332,-0.248481631279,0.154449999332,-0.543349981308,-0.250077366829,0.0590696744621,-1.43758428097,0.216303646564,-0.169998601079,-0.648018121719,-0.913054585457,2.75510454178,-0.312599956989,-0.576126456261,0.405550003052,0.441726565361,0.180700004101,-0.958549976349,-0.621832132339,-0.468597054482,-0.648322582245,0.00695596821606,0.30836981535,0.166700035334,-0.444341123104,0.586409747601
387,0.342462271452,1.24189829826,-0.272873997688,0.824803709984,-0.445749998093,0.861014008522,0.350750029087,0.747650027275,0.481828451157,0.0280222818255,-0.663490593433,0.379458338022,0.5191796422,-0.699869334698,-1.13541448116,1.59346556664,-0.186566650867,0.29435172677,0.246649995446,1.12705647945,1.58099997044,-0.60119998455,-0.351423352957,0.645869374275,-0.667757868767,-0.542323946953,-0.102863788605,-0.929566681385,-0.426219791174,-0.396641522646
3553,0.125839859247,0.00247511267662,0.66286033392,-0.225666284561,0.500750005245,-0.970072567463,1.09064996243,-0.826099991798,0.78583085537,-0.508183121681,1.31219995022,-0.263193756342,0.0906826257706,1.5619341135,0.860926389694,1.79594314098,0.578033328056,-0.789370179176,-0.998900055885,1.12916517258,3.69560003281,0.0439500063658,-0.354365080595,-0.304126769304,1.12238526344,0.192467302084,1.03016078472,-0.296933352947,0.59002327919,0.470020830631
427,1.92065405846,0.193587735295,-2.00839972496,-0.461819648743,-0.143999993801,-0.0343016982079,-0.68130004406,0.532400012016,-0.444220900536,-0.280177772045,0.340513527393,0.332554101944,0.0212115459144,-0.640756249428,-0.596592664719,1.3924369812,-0.387366682291,0.34632062912,0.28774997592,1.96264815331,0.881150007248,-0.400000035763,1.02264082432,0.672825694084,-0.114945352077,0.0529757924378,1.63863492012,0.514699995518,1.27188837528,-0.0955706313252
5898,0.109866678715,0.579551041126,0.251276791096,0.672162175179,0.199200034142,0.699682295322,0.360599994659,1.25434994698,0.433194994926,0.65192002058,0.785198748112,-0.530695617199,-0.929297149181,1.81336736679,0.946487903595,-1.15824007988,-0.132133334875,0.252475142479,-0.0468500033021,1.00472438335,0.989049971104,0.187099963427,0.152593016624,-0.881624698639,1.03603982925,-0.347610712051,-0.400167196989,-0.774466693401,0.346080183983,0.245435103774
23365,0.0697243139148,0.260098814964,-0.408341854811,0.160480871797,1.41865003109,0.155937105417,-0.651650011539,-0.358550012112,-0.312183856964,0.708722472191,-0.532319843769,-0.615182340145,0.5830321908,-0.30851444602,0.313042402267,2.13130688667,0.245666667819,-1.37718093395,-1.56920003891,0.387129515409,1.22210001945,1.22025001049,-0.371793478727,0.394536614418,-0.527101635933,-0.712489426136,-1.23165178299,2.12376666069,0.329332351685,-0.253551632166
6657,0.458279311657,0.276019483805,0.349539935589,0.00583535432816,-0.0267499983311,-0.15248888731,-0.0832499936223,-0.191250026226,-0.143023759127,-0.249843597412,0.571892261505,-0.158046096563,0.568395674229,1.27558529377,0.604408025742,3.11868619919,0.269566655159,-0.803468823433,-0.812649965286,1.42208242416,0.806099951267,2.55529999733,-0.398093491793,0.562740504742,0.721932351589,0.156760364771,0.929712176323,1.29946672916,0.131220057607,-0.810204088688
5054,0.0295564606786,0.22167289257,-0.72848123312,0.0383471101522,1.72799992561,0.406650096178,0.402350008488,-0.691150009632,0.155432149768,-0.461478501558,0.528076887131,0.297830045223,0.39081415534,0.83968937397,-0.892765104771,0.262033313513,-0.225733339787,0.261411964893,0.928549945354,0.00894119590521,1.80184996128,-0.209050014615,0.636513650417,0.450801938772,0.0213911067694,0.45562183857,1.64375257492,2.80833339691,-0.188990086317,0.455388247967
3108,-0.480429619551,0.0506234765053,-0.381455391645,-0.433514475822,-0.579149961472,-0.168118089437,-1.26164996624,-1.13150000572,0.446280241013,0.370274633169,-0.352284431458,-0.0493630506098,-0.956802248955,0.0485545545816,-0.0542499572039,1.30979382992,-0.1807333529,0.28223747015,0.0276999995112,1.93104457855,1.91480004787,-0.464249998331,0.464466333389,0.805220663548,-0.129043728113,0.166385903955,-0.723756432533,0.249500006437,0.394508868456,-0.564345300198
1950,-0.404253423214,-0.718683004379,-0.31780141592,-0.247276544571,-0.302649974823,0.178372323513,0.748799979687,0.70300000906,-0.490300536156,-0.760875165462,1.22706699371,0.729576826096,-0.669582307339,-0.208025485277,-0.374529749155,2.62952804565,0.505633354187,-0.772608816624,-0.0156500041485,1.8439053297,1.64285004139,-0.396299988031,-0.183567583561,0.352583169937,1.39279937744,0.0924290791154,0.450103610754,-0.537266731262,1.19431769848,0.455787748098
351,-0.545243263245,-0.515895307064,0.331963926554,0.0205514132977,2.59444999695,0.132286041975,0.0295000001788,-0.676299989223,-0.00110626965761,-0.517859518528,0.329669505358,1.0545822382,0.762798666954,-0.493524640799,-0.16953985393,-2.81605100632,0.174800008535,-0.349615335464,0.695200026035,0.724749982357,-0.192350000143,0.137500017881,0.0186355449259,0.218570306897,-0.539832293987,-0.42028978467,-0.177763789892,-0.62326669693,0.441782772541,-0.564506530762
4846,0.0923926234245,-0.408416181803,0.130530595779,-0.638831436634,-1.14560008049,-0.144448548555,-0.58235001564,1.19690001011,-0.465273052454,0.493812412024,1.05183124542,-0.66405415535,-0.611914455891,-0.0135231614113,0.0241116657853,2.27382612228,0.632800042629,-0.27839165926,-1.25650000572,0.230218559504,0.958099961281,0.0457500219345,-0.0854183286428,-0.407107919455,-0.0912594944239,0.725785851479,-0.610709190369,0.24646666646,-0.197233363986,-1.14471697807
