rid,PCLB001_MCF7_24H:BRD-A69592287-001-01-3:10,PCLB001_MCF7_24H:BRD-A69592287-001-01-3:2.5,PCLB001_MCF7_24H:BRD-A69592287-001-01-3:0.63,PCLB001_MCF7_24H:BRD-A69592287-001-01-3:0.16,PCLB001_A375_24H:BRD-A69592287-001-01-3:10,PCLB001_A375_24H:BRD-A69592287-001-01-3:2.5,PCLB001_A375_24H:BRD-A69592287-001-01-3:0.63,PCLB001_A375_24H:BRD-A69592287-001-01-3:0.16,PCLB001_A375_6H:BRD-A69592287-001-01-3:10,PCLB001_A375_6H:BRD-A69592287-001-01-3:2.5,PCLB001_A375_6H:BRD-A69592287-001-01-3:0.63,PCLB001_A375_6H:BRD-A69592287-001-01-3:0.16,PCLB001_A549_24H:BRD-A69592287-001-01-3:2.5,PCLB001_A549_24H:BRD-A69592287-001-01-3:10,PCLB001_A549_24H:BRD-A69592287-001-01-3:0.63,PCLB001_A549_24H:BRD-A69592287-001-01-3:0.16,PCLB001_A549_6H:BRD-A69592287-001-01-3:3.33,PCLB001_A549_6H:BRD-A69592287-001-01-3:1.11,PCLB001_A549_6H:BRD-A69592287-001-01-3:0.37,PCLB001_A549_6H:BRD-A69592287-001-01-3:10,PCLB001_A549_6H:BRD-A69592287-001-01-3:2.5,PCLB001_A549_6H:BRD-A69592287-001-01-3:0.63,PCLB001_A549_6H:BRD-A69592287-001-01-3:0.16,PCLB001_HA1E_24H:BRD-A69592287-001-01-3:3.33,PCLB001_HA1E_24H:BRD-A69592287-001-01-3:1.11,PCLB001_HA1E_24H:BRD-A69592287-001-01-3:0.37,PCLB001_HA1E_24H:BRD-A69592287-001-01-3:2.5,PCLB001_HA1E_24H:BRD-A69592287-001-01-3:10,PCLB001_HA1E_24H:BRD-A69592287-001-01-3:0.63,PCLB001_HA1E_24H:BRD-A69592287-001-01-3:0.16,PCLB001_HA1E_6H:BRD-A69592287-001-01-3:2.5,PCLB001_HA1E_6H:BRD-A69592287-001-01-3:10,PCLB001_HA1E_6H:BRD-A69592287-001-01-3:0.63,PCLB001_HA1E_6H:BRD-A69592287-001-01-3:0.16,PCLB001_HCC515_24H:BRD-A69592287-001-01-3:10,PCLB001_HCC515_24H:BRD-A69592287-001-01-3:2.5,PCLB001_HCC515_24H:BRD-A69592287-001-01-3:0.63,PCLB001_HCC515_24H:BRD-A69592287-001-01-3:0.16,PCLB001_HCC515_6H:BRD-A69592287-001-01-3:10,PCLB001_HCC515_6H:BRD-A69592287-001-01-3:2.5,PCLB001_HCC515_6H:BRD-A69592287-001-01-3:0.63,PCLB001_HCC515_6H:BRD-A69592287-001-01-3:0.16,PCLB001_HEPG2_24H:BRD-A69592287-001-01-3:2.5,PCLB001_HEPG2_24H:BRD-A69592287-001-01-3:0.63,PCLB001_HEPG2_24H:BRD-A69592287-001-01-3:0.16,PCLB001_HEPG2_6H:BRD-A69592287-001-01-3:10,PCLB001_HEPG2_6H:BRD-A69592287-001-01-3:3.33,PCLB001_HEPG2_6H:BRD-A69592287-001-01-3:1.11,PCLB001_HEPG2_6H:BRD-A69592287-001-01-3:0.37,PCLB001_HT29_24H:BRD-A69592287-001-01-3:3.33,PCLB001_HT29_24H:BRD-A69592287-001-01-3:1.11,PCLB001_HT29_24H:BRD-A69592287-001-01-3:0.37,PCLB001_HT29_24H:BRD-A69592287-001-01-3:10,PCLB001_HT29_24H:BRD-A69592287-001-01-3:2.5,PCLB001_HT29_24H:BRD-A69592287-001-01-3:0.63,PCLB001_HT29_24H:BRD-A69592287-001-01-3:0.16,PCLB001_HT29_6H:BRD-A69592287-001-01-3:10,PCLB001_HT29_6H:BRD-A69592287-001-01-3:2.5,PCLB001_HT29_6H:BRD-A69592287-001-01-3:0.63,PCLB001_HT29_6H:BRD-A69592287-001-01-3:0.16,PCLB001_JURKAT_24H:BRD-A69592287-001-01-3:0.37,PCLB001_JURKAT_24H:BRD-A69592287-001-01-3:10,PCLB001_JURKAT_24H:BRD-A69592287-001-01-3:0.16,PCLB001_JURKAT_6H:BRD-A69592287-001-01-3:3.33,PCLB001_JURKAT_6H:BRD-A69592287-001-01-3:1.11,PCLB001_JURKAT_6H:BRD-A69592287-001-01-3:0.37,PCLB001_JURKAT_6H:BRD-A69592287-001-01-3:2.5,PCLB001_JURKAT_6H:BRD-A69592287-001-01-3:10,PCLB001_JURKAT_6H:BRD-A69592287-001-01-3:0.63,PCLB001_JURKAT_6H:BRD-A69592287-001-01-3:0.16,PCLB001_MCF7_6H:BRD-A69592287-001-01-3:3.33,PCLB001_MCF7_6H:BRD-A69592287-001-01-3:1.11,PCLB001_MCF7_6H:BRD-A69592287-001-01-3:0.37,PCLB001_MCF7_6H:BRD-A69592287-001-01-3:10,PCLB001_MCF7_6H:BRD-A69592287-001-01-3:2.5,PCLB001_MCF7_6H:BRD-A69592287-001-01-3:0.63,PCLB001_MCF7_6H:BRD-A69592287-001-01-3:0.16,PCLB001_PC3_24H:BRD-A69592287-001-01-3:10,PCLB001_PC3_24H:BRD-A69592287-001-01-3:2.5,PCLB001_PC3_24H:BRD-A69592287-001-01-3:0.63,PCLB001_PC3_24H:BRD-A69592287-001-01-3:0.16,PCLB001_PC3_6H:BRD-A69592287-001-01-3:3.33,PCLB001_PC3_6H:BRD-A69592287-001-01-3:1.11,PCLB001_PC3_6H:BRD-A69592287-001-01-3:0.37,PCLB001_PC3_6H:BRD-A69592287-001-01-3:10,PCLB001_PC3_6H:BRD-A69592287-001-01-3:2.5,PCLB001_PC3_6H:BRD-A69592287-001-01-3:0.63,PCLB001_PC3_6H:BRD-A69592287-001-01-3:0.16,PCLB001_U266_24H:BRD-A69592287-001-01-3:1.11,PCLB001_U266_24H:BRD-A69592287-001-01-3:0.37,PCLB001_U266_24H:BRD-A69592287-001-01-3:10,PCLB001_U266_24H:BRD-A69592287-001-01-3:3.33,PCLB001_U266_6H:BRD-A69592287-001-01-3:2.5,PCLB001_U266_6H:BRD-A69592287-001-01-3:10,PCLB001_U266_6H:BRD-A69592287-001-01-3:0.63,PCLB001_U266_6H:BRD-A69592287-001-01-3:0.16
5720,-0.329896509647,-0.913966655731,-2.05376267433,-2.9230864048,-7.57778787613,-1.71990132332,-0.646685183048,-0.295200765133,-4.70800018311,0.33760368824,0.381066679955,0.22958818078,-4.69708538055,-6.86299991608,-2.48547673225,0.12792339921,0.261114388704,-0.587416887283,0.161632120609,-5.04144859314,-0.407736629248,-1.06570386887,0.383466362953,-0.787255942822,-0.5407538414,-0.00649413466454,-4.41530323029,-8.67962265015,-3.07082414627,-1.33987140656,-0.299740254879,-8.36009979248,-0.693322181702,-0.922967433929,-2.20166492462,0.0204479005188,0.275891780853,0.332037687302,-0.750601887703,-0.733644425869,-0.727811276913,0.372393727303,-3.29787397385,-2.15077757835,-2.07853293419,-9.72240066528,-0.209322795272,-0.739852964878,-0.2736736238,-0.489250183105,-0.42015516758,-1.29372358322,-1.09040498734,-0.216873347759,-0.637337386608,-0.924380123615,-2.13388562202,0.170069769025,-0.518713533878,-0.071194767952,-0.721430122852,-10.0,-0.293500006199,2.95995473862,-0.237221494317,-0.654616951942,-2.6095867157,-8.17749977112,-1.7289763689,-0.60537147522,-0.116077497602,-0.404851436615,-0.366766631603,-1.46766531467,-0.567039310932,-0.219665974379,-0.907413482666,-8.69900417328,-4.86625909805,-2.77045035362,-2.80801820755,-0.477898091078,-0.566040098667,-0.829889953136,-3.73061728477,-0.623607933521,-0.264999985695,-1.10017466545,-7.90135002136,-3.44433879852,-10.0,-8.18869972229,-0.58406239748,-7.45600318909,-0.727189779282,0.129351899028
466,1.11020827293,0.5271666646,0.116450294852,0.0654773265123,-2.03248906136,0.0715460032225,0.430976957083,-0.0812554508448,-2.07675004005,-0.863460659981,-2.94013977051,-2.927038908,-0.201779231429,-1.13285005093,0.200292676687,0.538889110088,1.16314852238,0.560781598091,-0.250399559736,-0.289897292852,-0.477271825075,-0.119090750813,-0.386871993542,-1.79894828796,-0.00304391980171,-0.0642718225718,0.974099874496,-0.0522783100605,0.795951485634,0.436604708433,-0.292242884636,-2.91919994354,-0.387372434139,-0.251273453236,-0.669644713402,0.353135168552,-0.631312966347,-0.290937423706,-0.712754487991,0.26365378499,-1.74168121815,0.519032239914,-0.448927521706,-0.10118971765,0.403979003429,-0.494449973106,-0.474353373051,-0.755875766277,-0.591169714928,-0.160663694143,-0.727126121521,-0.957293748856,0.148489192128,-0.0796373486519,-0.554773211479,-0.841074645519,-1.41614234447,-0.250226855278,-0.836902439594,-0.277943283319,-1.34191465378,-1.47969996929,-0.379949986935,-0.588111519814,-0.924883663654,0.482032954693,-0.787526190281,0.674499988556,-0.795528948307,-0.297673225403,0.0986860692501,-0.447696596384,0.568199932575,-1.70601868629,-0.97440212965,-1.17521560192,-2.14680743217,-0.0125902146101,-0.99932038784,-0.198439791799,-0.0717433169484,0.169502601027,-0.124422103167,-0.573212623596,-1.5872849226,-0.181249037385,0.124833360314,0.180839121342,0.39564999938,-0.936462640762,-0.518000006676,-1.40610003471,-0.36188852787,-1.15253305435,-0.0244734883308,0.259061157703
6009,1.32959985733,0.516466677189,0.732282042503,-0.178599998355,-5.66346359253,0.381928116083,0.038918312639,0.677747368813,-2.0555999279,0.433901011944,1.10114753246,-0.0710240006447,-0.537394881248,-3.47074985504,0.0502592399716,0.741624116898,0.76424497366,0.642183184624,0.391392409801,-0.170723676682,0.9699614048,-0.192569330335,0.491653382778,-1.72966098785,0.423915863037,0.499878078699,-1.32904875278,-1.90767896175,-0.695262491703,-0.434428304434,-0.36588075757,-5.57779979706,-0.133179426193,-0.662908732891,-1.99958503246,0.424919724464,0.462137162685,0.173361599445,-0.862391233444,-0.710798382759,-1.1012057066,0.398464947939,-0.367469877005,0.554194331169,-0.305411994457,-2.98484992981,0.556328058243,-0.0762733370066,0.12348112464,-0.328270286322,-0.506979167461,-1.09917974472,-1.04489791393,-0.86783850193,-0.499138563871,-0.999180436134,-1.4994956255,0.0851025879383,-0.830025196075,-0.167276114225,0.112340122461,-3.05990004539,0.759299993515,-0.328149497509,0.278371870518,0.632364392281,-0.734086930752,-3.30719995499,0.491416484118,1.20780754089,-0.571632623672,-0.0974553674459,0.355299949646,-1.05093288422,0.0965736210346,0.386529386044,0.0722871273756,-1.81014466286,0.000360280275345,0.522889137268,-1.47010993958,0.503108978271,0.000105321407318,-1.0586616993,-1.84811210632,1.09778237343,0.0900666862726,-0.0361906662583,-2.80919981003,-1.75743055344,-6.18050003052,-2.02480006218,1.67391061783,-3.02563285828,0.826807796955,0.728316366673
2309,0.0954058468342,0.0389999896288,-0.841186761856,1.07525110245,1.41516041756,0.498096227646,0.249386906624,-0.478495150805,-0.589949965477,0.948024392128,0.497040450573,0.0113308727741,-0.627613782883,-0.381900012493,0.536818385124,-0.397284418344,1.12800168991,0.429587364197,1.07172548771,1.01732158661,0.607072353363,0.359739631414,-0.751910448074,-4.217877388,-0.455256193876,-0.385687768459,-0.718536496162,-3.71227955818,0.117323726416,-1.5085105896,-1.12558233738,-3.00110006332,0.605699717999,-0.447278231382,0.184697285295,0.379716008902,0.0320798307657,-0.513129591942,0.109423443675,-0.231577157974,-0.0828199982643,0.387804448605,0.496240079403,-0.0393392890692,-0.84242939949,-1.09509992599,0.173283830285,0.877354800701,-0.250674754381,1.70808434486,-0.0912162959576,-0.0283545851707,0.195417270064,0.483993291855,-0.110906362534,-0.776751995087,-0.584865033627,0.889517426491,-0.406483083963,-0.462070256472,-0.415697813034,0.332700014114,-0.945949971676,-4.34180927277,-0.826250016689,0.388526707888,-2.58101177216,0.50830000639,-2.18769216537,0.363827556372,0.526587486267,1.00680303574,0.600633382797,-0.764188289642,0.526601850986,-0.202536985278,-1.95322406292,1.32402038574,1.95047926903,1.22415757179,0.57294023037,1.20646119118,0.546471595764,-0.543282032013,1.27534663677,-0.375816702843,1.28473329544,-0.700467765331,-2.54820013046,-0.522863328457,-2.40794992447,0.0684999972582,1.20840656757,-0.293449521065,0.996376574039,0.77422529459
387,-0.0953626260161,-0.354433327913,-1.56628060341,-0.557846665382,-7.31769180298,-0.797087311745,-0.569024443626,0.447479814291,-6.7186999321,0.258626401424,0.414511561394,0.226398557425,-2.25202965736,-5.13334989548,-1.00433039665,0.614177703857,-1.71156859398,-0.0361662134528,-0.320459187031,-5.91654205322,-0.950960755348,-1.26750969887,1.36562001705,-4.07345438004,-1.52268862724,-0.576274931431,-5.63438510895,-8.6110534668,-3.43050932884,-1.52530026436,-0.796452999115,-7.96180009842,-0.333278775215,-0.0344789810479,-1.87012696266,0.294322788715,0.307964205742,1.06492221355,-1.12307071686,-0.469497650862,-0.797906339169,0.315365642309,-2.14837431908,-1.63489258289,-1.08486700058,-7.07349967957,-0.616878330708,-0.809353113174,-0.181753098965,0.197867482901,-2.14220786095,1.14583516121,-0.920782446861,0.00833813846111,-0.547795891762,0.498013645411,-1.68087518215,0.218012779951,-0.596138775349,0.334574252367,-1.98093008995,-7.30870008469,-1.94880008698,-3.52647781372,-1.84686350822,0.616185843945,-3.28192329407,-4.59630012512,-1.94517529011,0.383116364479,-0.237296298146,-0.41620066762,0.690133392811,-1.05490911007,-0.448744893074,0.0841377079487,-0.316616088152,-7.1431684494,-4.02649927139,-1.72975361347,-2.05846190453,-1.67812311649,-0.588576793671,-1.44481551647,-6.2517080307,-1.73869109154,0.25980001688,-0.279823660851,-4.60405015945,-2.32999897003,-6.00520038605,-6.55929994583,-0.892823696136,-5.07378768921,-0.137773394585,0.350618541241
3553,0.276362597942,-0.28423333168,1.07339382172,-0.223590791225,5.00968980789,0.189425453544,0.360731035471,0.565511167049,4.86985015869,-0.829763829708,0.843329668045,-0.17778031528,1.26623916626,5.5095500946,0.670621275902,-0.291923940182,-0.0295736789703,0.149912536144,0.838825345039,4.31515979767,0.263216584921,0.958181858063,-0.684674143791,5.26689624786,4.02347755432,1.61253654957,2.21057009697,4.2745218277,1.68105554581,0.603211343288,-0.0224487408996,4.15869998932,1.0983133316,1.56052827835,2.57160925865,-0.309173166752,0.552201271057,0.263807892799,1.50027084351,1.3146468401,1.05759012699,-0.221486210823,1.2696852684,0.791286408901,1.37333858013,5.95009994507,0.296642571688,0.811031699181,1.45822393894,0.174798622727,0.963979780674,1.58583068848,0.430269479752,0.0972178503871,0.957894384861,1.55906569958,1.90725052357,-0.484216928482,0.940478265285,1.10447847843,3.77554512024,4.01520013809,2.22944998741,1.59485030174,1.84373164177,1.05266022682,2.42521905899,2.0664999485,1.92050862312,0.979182839394,-0.638342320919,0.528741836548,-0.0372666567564,1.21855139732,0.623318314552,0.417842209339,0.78209400177,0.457326442003,-1.38711643219,-0.963597893715,0.209411665797,3.12888336182,1.57614505291,1.30241084099,1.63377058506,1.94698166847,1.42726671696,0.603032052517,6.16979980469,3.052339077,3.76014995575,2.9117000103,1.26326549053,3.92224740982,1.27796518803,-0.280821114779
427,0.333757787943,-0.228233352304,0.640423536301,-1.22282254696,2.7863099575,-0.453820586205,-0.129306614399,0.636661350727,1.24909996986,0.14534932375,-0.293451339006,-0.578466415405,-0.342251121998,3.1547498703,0.0664046183228,0.157703384757,-0.366394937038,-0.631512880325,0.249692991376,-0.18910202384,-0.37829503417,-0.223754197359,-0.33504486084,-0.331721365452,-0.616166710854,-0.278913587332,-0.58269405365,1.67081868649,-0.0228364355862,-0.250609755516,-0.320026695728,1.34270000458,-0.133677229285,-0.306782066822,0.161594301462,-0.80390560627,0.11060693115,-0.194088220596,0.502611994743,-0.193100422621,-0.876350224018,-0.175271198153,-0.35057502985,-0.276479154825,0.661766767502,0.0467500090599,-0.590027570724,-0.204602390528,-0.858113288879,-0.394348293543,-0.305526316166,0.680340409279,-0.277600288391,-0.405616313219,0.572243332863,0.804234325886,0.614914059639,-0.0395079106092,0.585984706879,-0.471852958202,0.342404276133,0.715600013733,-0.45094999671,1.17670404911,0.56686103344,0.556161463261,0.0706202089787,3.17989993095,-0.327992707491,-0.213413029909,0.596693277359,1.47757768631,0.167533352971,-0.216762334108,-0.0611602701247,-0.807312905788,-0.355062484741,-0.349303305149,-0.0303001776338,-0.259788513184,0.0673399120569,-0.868450403214,-0.181627839804,0.349368542433,-0.127660989761,0.480091512203,0.299800008535,1.11374187469,-0.203049987555,-0.106786191463,-0.121000006795,-1.30130004883,-0.362999856472,-1.36590480804,-0.169694676995,-0.567224562168
5898,0.62463414669,-0.529200017452,-0.0194479338825,-1.09209346771,0.277553409338,0.400357812643,0.232120975852,-0.418847322464,0.164300009608,0.218360066414,-1.2072173357,-1.75370025635,0.131821587682,2.01469993591,-0.123251229525,0.378092259169,1.63842582703,-0.602057933807,0.059084430337,1.48169338703,-0.388170331717,-0.28610688448,-0.573325037956,0.810052096844,1.62396216393,-0.00275114178658,0.96064054966,0.872209250927,0.997923612595,-0.767756700516,-0.30304479599,-0.430099993944,-0.590020120144,-0.5812048316,0.73856562376,0.171465396881,-0.210634574294,-0.239100769162,0.380094021559,-0.754211902618,0.497555464506,0.0487650334835,0.33489716053,0.696926236153,-0.343674480915,3.1006000042,0.809226155281,0.149934411049,-1.16051030159,0.0595393851399,-1.74298536777,-0.746076881886,0.400996595621,-0.0990698114038,0.295742690563,-0.0339394658804,-0.278412044048,-0.180072247982,-2.09058785439,-0.424593657255,0.667313039303,2.54320001602,-0.0681000053883,1.24194324017,1.29472923279,-0.232812196016,0.201822549105,2.27999997139,0.842642426491,0.0719278603792,-0.626322031021,-1.29547452927,-0.237333357334,0.428719967604,-0.545455753803,-1.46479153633,-1.77139747143,0.701576352119,0.37297308445,0.461695373058,-0.171177685261,1.68860566616,0.715837419033,-1.25025773048,2.33668041229,0.708179891109,0.0459333062172,-0.377628922462,0.747799992561,-0.174407601357,-0.688300013542,1.78020000458,1.2671918869,1.43363142014,0.696913361549,0.630939126015
23365,0.177351087332,-0.137266695499,-0.436624825001,-0.839919090271,0.60876429081,-0.419170975685,-0.319837868214,0.419208019972,1.03225004673,0.181584373116,0.461452484131,0.00847628712654,-0.357800275087,0.752449989319,-0.180803894997,-0.0602427646518,-0.710965752602,0.238246574998,-1.17488574982,-0.785834312439,-0.24471013248,-0.875971972942,0.262720495462,-1.00230836868,-0.404955685139,-0.588023543358,-0.840324163437,1.23623299599,0.0391448177397,0.586275577545,-0.197179496288,0.794300019741,-0.0697819367051,-0.348355412483,-0.772152543068,0.351419448853,0.39671048522,0.275325149298,-0.0502094328403,-0.263327598572,-0.0325003303587,-0.198204278946,0.37043607235,-0.124681644142,0.758217453957,-0.724849998951,-0.0883843526244,-0.157250240445,0.832859098911,0.154043525457,-0.475063920021,0.935161292553,-0.556938350201,0.0639641284943,-0.474408864975,0.986545324326,-0.402065485716,-0.168128699064,-0.490687191486,0.142400205135,0.00766162574291,-10.0,-0.263700008392,-0.101846672595,0.231444612145,0.438038140535,0.601149439812,-0.514999985695,-0.872145175934,-0.10628400743,0.149728819728,-0.820552170277,0.660266697407,0.620525360107,-1.3891762495,-0.724345982075,0.494931906462,-4.9885225296,-1.75576758385,-1.50146842003,-0.0776449143887,-0.957526504993,-0.335001885891,-1.05505502224,-0.0508806034923,-1.3857101202,0.224833339453,-4.5421090126,0.532549977303,0.792818367481,2.42974996567,1.00479996204,0.182712092996,0.513950705528,-0.153219237924,0.252267926931
6657,0.0940123721957,0.066899985075,1.41629314423,0.514093339443,4.77716350555,0.285143017769,0.122849240899,0.804428398609,3.53399991989,-0.303359627724,0.703340768814,1.20982909203,0.783634364605,6.4781999588,0.227044045925,0.100576706231,0.0907063633204,0.176323086023,1.17200613022,3.52871990204,0.801831901073,0.995889425278,0.113922871649,5.68585014343,2.57346010208,0.917875349522,3.46298646927,3.75049424171,1.93123006821,0.61099344492,0.556680679321,2.84050011635,0.548912644386,1.36144387722,1.20573270321,-0.464419722557,0.643110990524,0.78655821085,0.898267507553,0.437530428171,0.605756282806,-0.811165452003,1.70303380489,0.878505825996,1.36637949944,4.40129995346,0.327722221613,0.876662015915,0.596804976463,0.105063855648,0.57064896822,1.25425410271,0.39833599329,-0.0264092683792,0.71024364233,1.52715480328,1.26044166088,-0.187723234296,0.967093348503,0.980070888996,2.20208716393,6.0748000145,1.82074999809,1.87436318398,1.26808321476,0.403586447239,2.35965800285,0.500699996948,1.88897645473,0.52820110321,-0.814748883247,1.20969486237,0.174366667867,1.15747392178,1.04436945915,0.554642319679,1.22999119759,4.18096494675,1.62978971004,0.585507810116,1.28267586231,1.01317369938,0.347712934017,1.96847987175,2.53733587265,1.7517182827,0.276433348656,0.727711558342,6.11870002747,3.63323903084,3.51109981537,4.02419996262,0.744747519493,5.3609919548,0.756231188774,-0.800826132298
