rid,CPC018_A375_6H:BRD-A95696820-001-01-4:10,CPC018_A549_6H:BRD-A95696820-001-01-4:10,CPC018_A549_24H:BRD-A95696820-001-01-4:10,CPC018_ASC_24H:BRD-A95696820-001-01-4:10,CPC018_HEPG2_6H:BRD-A95696820-001-01-4:10,CPC018_HT29_6H:BRD-A95696820-001-01-4:10,CPC018_MCF7_6H:BRD-A95696820-001-01-4:10,CPC018_MCF7_24H:BRD-A95696820-001-01-4:10,CPC018_NPC_24H:BRD-A95696820-001-01-4:10,CPC018_PHH_24H:BRD-A95696820-001-01-4:10,CPC018_SKB_24H:BRD-A95696820-001-01-4:10,NMH002_FIBRNPC_24H:BRD-A81585303-001-01-1:10,NMH002_FIBRNPC_6H:BRD-A81585303-001-01-1:10,NMH002_NEU_6H:BRD-A81585303-001-01-1:10,NMH002_NEU_24H:BRD-A81585303-001-01-1:10,NMH002_NPC_6H:BRD-A81585303-001-01-1:10,NMH002_NPC_24H:BRD-A81585303-001-01-1:10
4846,0.14687538147,1.7735234499,-0.480749994516,-0.14265434444,-0.714269161224,-0.205518871546,0.0816889107227,-0.167347565293,1.3707036972,0.914701282978,-0.570389568806,0.8886962533,-1.13372552395,0.162366628647,-0.589100003242,-0.279511839151,-0.33866751194
1452,-0.185471862555,0.647378265858,-0.0164500027895,0.221684873104,0.262115389109,-0.304033339024,0.197000235319,-0.219622686505,0.0582606047392,-0.506401002407,-0.87961679697,0.87257874012,-1.08708763123,0.646472454071,0.0608000159264,0.718778014183,1.51067519188
4776,1.4056456089,0.591992378235,0.0302499979734,1.92878937721,0.17547725141,0.413275808096,0.255641877651,-0.0898773893714,4.83913135529,1.11071121693,0.668840885162,0.83578902483,0.107182025909,-1.07411527634,1.50436675549,-1.26587843895,0.631195127964
6908,-0.818453550339,-0.0835502296686,0.345100015402,-1.21433067322,-0.33979088068,-0.107881113887,0.367194712162,-0.650546371937,0.254995405674,-0.884048342705,1.21938419342,0.811533212662,0.113999813795,0.601600170135,-0.14280000329,0.899825274944,1.63270902634
672,-0.263401806355,-1.53505206108,1.33480000496,0.292961835861,0.869723320007,-0.301883161068,0.280533134937,-0.639469861984,0.481877774,0.686109185219,-0.377884566784,0.471570283175,1.6776714325,0.499426245689,-0.267966687679,0.853242993355,1.6211938858
5710,-0.561295151711,0.6198797822,-0.18694999814,-1.41655755043,-0.603442966938,0.134604096413,0.240429207683,0.760007977486,0.250497967005,-0.890768706799,0.338105887175,0.908855199814,-1.65727901459,-0.132720515132,0.161533355713,0.583246052265,1.00723099709
2115,0.186220556498,0.722529768944,0.745750010014,0.122885487974,1.55529379845,0.818734407425,0.760537028313,0.0288768410683,0.595549225807,-0.789562523365,0.416530847549,-0.0363416671753,-0.288553774357,0.255395680666,-0.2757999897,1.04346835613,-0.877053260803
7015,1.04153323174,1.15071761608,-0.348800003529,0.730241596699,1.0675368309,0.216305881739,-0.578661084175,-0.740257799625,0.255158305168,0.482535541058,-0.0959225594997,-0.84946835041,-0.511301159859,-0.729601860046,0.452133357525,-0.993507504463,-0.020825356245
8726,-0.365125209093,-0.222343429923,0.519500017166,1.23079609871,-0.617695689201,-0.023641269654,0.659106791019,0.665434360504,0.128516286612,0.615220427513,-0.737790763378,-0.174531757832,-0.311838388443,-0.34020575881,-0.189500004053,0.248821094632,-0.979722499847
2185,1.29688644409,0.876769423485,-0.504700005054,0.911921322346,0.771608233452,0.536357283592,0.274730205536,-0.686734259129,-0.751655101776,0.913138210773,-0.651801049709,-1.28796947002,-0.156325235963,-0.323765844107,0.943166673183,-1.408172369,-0.541131675243
3315,-1.43683254719,-0.238170534372,-0.983449995518,-1.73431146145,0.486218690872,-0.21033488214,0.176048129797,0.730228066444,0.633330821991,-1.23961269855,0.15691947937,0.222822487354,-1.83554947376,0.0346660763025,0.443033337593,1.13519072533,0.21221204102
5289,-0.397053718567,1.10217773914,-0.0876000076532,-0.51075977087,2.06539106369,1.36768102646,0.271565198898,-0.61189866066,0.518452942371,0.450895935297,-0.225700467825,-0.342257499695,-1.55190968513,0.0698530972004,0.322033345699,-0.558745026588,1.15935587883
868,0.768252849579,-0.13913422823,-0.0967499911785,0.0357050150633,0.874936342239,1.21928739548,0.309087574482,0.588433742523,-1.91330623627,0.74465072155,-0.819690823555,0.239009767771,0.6463560462,0.653324484825,0.458700031042,0.948662936687,-0.659024894238
1677,0.362283408642,1.27847027779,-0.733649969101,0.0594047009945,0.444967210293,0.95103263855,-0.143725723028,-0.380423843861,0.425911039114,1.15899419785,-0.870138764381,-0.886046171188,0.659590899944,-0.00637093186378,0.316066682339,-0.686482608318,0.0943608880043
7043,1.24676704407,1.05763721466,-0.507600009441,0.85608124733,1.09145152569,1.42900395393,0.957632064819,1.00028204918,-0.797094464302,0.448322802782,-1.16288709641,-1.1184720993,-0.150662437081,-0.415167957544,-0.146233350039,-0.947412371635,0.233068421483
5613,0.293770104647,0.82598567009,0.225650012493,1.04879379272,0.633741259575,0.890042841434,0.880291819572,-1.3582931757,-0.737553596497,0.181626707315,-0.621936202049,-1.14971661568,-0.47645971179,0.442481547594,-0.104966677725,-0.69300532341,-0.77342903614
595,-0.241545438766,-0.15631327033,0.466300010681,-0.14270426333,-0.176465764642,-0.296942830086,0.0358132869005,1.09691560268,0.281484037638,-0.837959885597,1.32808148861,0.412586599588,0.0554361045361,0.679589629173,-0.0494333393872,0.884484648705,1.43858742714
4793,-0.942080020905,-0.462722927332,-0.723500013351,1.13873708248,-1.24673950672,0.775133192539,0.00584223866463,0.994046330452,-0.314364701509,-0.920229315758,0.374246120453,0.545364975929,-0.260995388031,0.655165493488,-1.17906677723,1.26374769211,0.959151983261
2736,1.10664367676,2.32661724091,0.159999981523,2.51655220985,-0.190371692181,0.576208233833,0.849269807339,0.428311407566,-1.26235246658,-1.04963588715,-0.660904109478,-0.35862082243,-0.208322167397,-0.26386231184,0.2174000144,0.118774816394,0.0452343523502
5290,0.858711838722,0.13656398654,0.353899985552,1.07300615311,-0.44399484992,0.0446859747171,0.583257138729,-0.256823480129,-0.399789571762,0.0366539917886,-1.0298807621,-0.828652620316,0.278741657734,-1.00686526299,0.078033298254,-0.835338234901,-0.96472543478
6194,-0.652846336365,0.211551874876,0.0372499972582,-0.000260258442722,0.825846374035,-0.497421205044,0.27855437994,-0.063967525959,-0.000197315413971,-0.00227290322073,-0.000490954727866,0.557480931282,-0.956419289112,-0.738740384579,-0.689999997616,-0.234388262033,-0.977898657322
1676,1.47960162163,0.987167835236,0.145700007677,1.59698271751,0.49933296442,0.561688363552,-0.00734260678291,0.469055861235,-0.0681657791138,0.849596202374,-0.356482088566,-1.85812580585,-1.41102218628,-0.832948625088,0.159999996424,-1.2279484272,-0.363733500242
23512,0.714302659035,0.690479397774,1.21245002747,1.29495453835,0.544791221619,-1.06201910973,0.64502376318,-0.251023471355,-0.767572641373,0.746096253395,-2.1924469471,-0.972582101822,-1.55989396572,-0.0588632971048,-0.177500009537,0.426424622536,0.223176702857
148022,0.603812813759,0.233499884605,-0.560299992561,-0.521995306015,0.343941181898,0.221510410309,-0.0427411794662,-0.358095407486,0.725381970406,0.385189473629,0.566792666912,1.44049847126,-1.34078788757,0.0478056371212,0.228833347559,-0.487382620573,-0.135135307908
1906,1.08738017082,0.605727910995,-3.36159992218,1.0199354887,0.562288701534,0.851897716522,0.730763852596,-0.51806640625,0.704127967358,0.563857793808,-2.17159414291,-1.01002120972,-0.249283835292,-0.5504976511,-0.135033324361,-1.45322716236,-0.340820908546
8878,-0.757260799408,0.215869694948,0.404849976301,-2.13894510269,-0.595153987408,-0.506989598274,-0.208510234952,-0.832629621029,-0.410992771387,-0.00198513455689,-0.291293352842,-0.0274465549737,-0.7763209939,0.377064228058,-0.133866667747,0.191652327776,0.643770992756
3091,0.370745539665,-0.964042425156,0.00935000181198,-3.19243001938,0.418637484312,0.0944958627224,-0.504548668861,-0.133113116026,-1.31780457497,0.0500214546919,-0.100714497268,0.237777635455,0.501981794834,0.0882779508829,-0.361266702414,0.478681981564,-0.324256122112
5743,0.879303812981,-0.257176309824,0.587450027466,1.9077694416,-0.23655050993,0.493793696165,-0.0276121497154,0.762088656425,-0.530312657356,0.668860316277,1.35059893131,-0.302201360464,0.694252550602,-1.20833277702,1.68163335323,-0.653559088707,-0.194201618433
5321,0.658106923103,0.361124813557,0.20814999938,1.22036933899,-0.00686354935169,0.585251569748,0.506889879704,-0.822418034077,-0.097842849791,-0.0142749994993,-0.135074421763,-1.04338014126,-0.133785665035,-1.5762822628,-0.0429666787386,-2.59496498108,-1.15994167328
4144,0.31986951828,0.309400886297,0.452099978924,1.07361459732,1.45111954212,-0.863510251045,-0.547235429287,0.0389726683497,-0.486989617348,-0.00257754698396,0.744513988495,-0.897315859795,-2.99886846542,-0.11997589469,1.18776679039,-0.423579484224,0.759704649448
1981,0.848282337189,3.41029167175,0.138199985027,1.36030626297,0.661639153957,0.595160126686,0.0809080004692,0.283042967319,0.403905928135,-0.144221097231,2.44527935982,0.474759578705,-1.33895134926,-0.717423737049,0.0316666960716,-0.090846195817,0.535742878914
695,0.476843595505,-1.121763587,-0.344949990511,-0.559352338314,-0.255395889282,0.0685619041324,-1.63819766045,2.8297264576,-0.356133133173,0.743332147598,-0.165200755,-0.137381970882,0.0540929734707,-0.0814132988453,0.287333369255,0.820590794086,0.810814797878
10398,0.787294507027,0.400433540344,0.302950024605,-0.719492375851,0.904263734818,0.675667524338,0.751062631607,-1.52619349957,-0.529032886028,-0.129210054874,0.649502158165,0.842316806316,-0.667435646057,-0.045140132308,0.385933339596,0.402493655682,2.02859735489
5708,0.364135086536,-2.74770021439,-0.753749966621,-0.584769427776,-0.235055342317,0.58134996891,-0.0351403057575,0.0890988409519,1.2014529705,-2.94983410835,-0.389424920082,-0.807608127594,-0.277130901814,-0.0727678984404,-0.197099983692,-1.86662459373,0.663070201874
1213,-0.425575971603,-1.00940895081,-0.90189999342,-0.954568743706,-0.386179745197,-0.234708204865,0.512937545776,0.137528508902,-0.571990251541,-0.199253484607,0.970597743988,0.53915899992,-1.91139400005,0.577969610691,-0.610900044441,0.688748180866,-0.0670054852962
226,-0.239945560694,-0.14438059926,0.583299994469,-0.578726649284,-0.189464569092,-0.246551990509,0.860360860825,0.328431457281,0.272056341171,-1.13964724541,1.01229143143,0.139854505658,-1.03827285767,0.766027390957,-0.390033364296,0.802388310432,2.13993787766
6777,-0.580865442753,1.14381861687,-0.819249987602,0.226726576686,-0.613450527191,0.296734452248,-0.00468330830336,0.804727077484,0.0468774922192,-0.30364048481,1.95339620113,1.43651223183,-0.0461031794548,-0.0510448813438,1.47093343735,-0.0426691100001,0.903062462807
2113,-0.880048751831,0.593066334724,-0.974799990654,0.779945015907,0.618474602699,0.817454576492,1.81359827518,-0.703586101532,-0.412171989679,0.314626425505,0.574626982212,-0.523401081562,-0.761372804642,-0.675965964794,0.481000006199,-1.21505069733,1.08231890202
3329,-1.27911710739,-0.0472255945206,1.58685004711,0.269556999207,-0.21993330121,-0.84821075201,0.321613907814,0.0938361883163,0.906511843204,-0.208683282137,0.89781165123,0.712883710861,-1.44065380096,-0.477681159973,0.296433329582,0.617821574211,-0.346354842186
1050,-0.201184779406,0.485567271709,0.674650013447,-1.16264605522,-0.951216459274,0.194360554218,0.376034140587,1.02211046219,-0.311584442854,-0.247268363833,0.149167254567,0.198143541813,0.849328935146,-0.0257694870234,0.663499951363,0.0994851887226,-0.399948596954
9491,1.31739854813,-0.213724881411,-0.397150009871,0.993173420429,0.0727794468403,0.728446722031,-0.1547935009,0.0874905139208,0.50180876255,0.203765526414,-0.344128131866,-0.908111453056,-0.328092843294,-0.97312194109,0.371566712856,-1.5291018486,0.256637126207
22926,-0.279157578945,0.411066263914,-0.0325500071049,0.390232771635,0.486023485661,0.650581538677,-0.831429600716,0.381672590971,0.110953062773,-0.356059163809,0.608975172043,0.557848870754,0.0902427136898,0.622808933258,-0.428033351898,0.329065740108,2.23493504524
5899,0.0725046694279,-0.0970466583967,0.0513999909163,0.335711508989,-1.5837931633,0.382928729057,-0.447944581509,0.00398750603199,0.0579968243837,0.0147123197094,-0.215800821781,-0.04188144207,0.112886846066,-0.104683756828,0.438433378935,0.561742961407,0.952916622162
5467,0.401276797056,1.23993992805,-1.25709998608,0.312102913857,0.326274245977,0.483503043652,-0.204768776894,1.92202937603,-0.308478832245,0.264303147793,0.57113546133,-0.782273173332,-0.326440215111,0.245100215077,0.0748666673899,-0.0973837822676,0.265150666237
6774,-0.0155624747276,0.0531371235847,0.208500012755,0.726761579514,-0.0322245433927,0.376629590988,0.118046060205,0.579651296139,0.080217204988,-0.104845419526,0.284885168076,0.709917545319,0.460879147053,1.39182245731,-0.579433321953,1.74302864075,0.55420923233
1788,1.34724402428,-0.0736469626427,-0.0970999971032,1.68394207954,0.337870240211,0.713256716728,0.770620822906,-0.367539554834,-0.887396156788,-0.0852393507957,-0.478877365589,-1.34745740891,-0.744838297367,-0.833763003349,0.847900032997,-1.61288547516,0.43291285634
5921,1.40132009983,0.10705947876,-1.1153999567,0.205357551575,-9.64105129242e-05,0.0633253604174,0.182324379683,0.748159766197,-0.215574502945,0.972603619099,-0.0951190218329,0.398156404495,0.545667231083,0.65875184536,-0.549899935722,1.33299279213,-0.0182633399963
5721,-0.499167144299,-0.834264993668,-2.75870013237,-0.719043374062,-0.44091552496,-1.20492827892,-0.0635115802288,-0.254244536161,0.617003619671,-0.911846160889,0.71464240551,-1.23654735088,-0.695567250252,-0.254414737225,0.327400028706,0.446393191814,0.573189496994
2263,1.13764476776,1.80408906937,0.235499992967,1.33973097801,5.19089412689,-0.111171334982,0.648314416409,-0.57642364502,-0.000532656908035,-0.120148897171,-0.251303374767,-0.681922912598,-0.936568379402,-0.659363090992,0.244900017977,-1.38328075409,-0.643999218941
808,1.51408565044,0.425327837467,0.238400012255,1.66313672066,0.0722894966602,0.314731776714,-0.220480278134,0.427902787924,1.57252538204,0.937116622925,-0.250668644905,-0.397376179695,-0.871084213257,-0.885217547417,-0.391399979591,-1.28099048138,0.255078971386
30001,-0.543152570724,-0.0516331344843,1.03885006905,1.96521854401,-0.32911118865,0.0774742141366,-0.412523627281,0.204867362976,0.000629646703601,-0.63956785202,0.702125608921,0.517214655876,-0.145160198212,-0.432019770145,0.165133357048,0.290346115828,2.09784436226
348,1.29941487312,0.521794319153,-0.11060000211,-0.0243604779243,0.14063988626,0.0584032535553,-0.0547971576452,-0.568047702312,-0.362556636333,-0.697320520878,1.02167701721,-0.0471888780594,-0.279203891754,-0.541693687439,1.6086666584,-1.26866471767,0.843958735466
30849,0.00829399749637,0.236883640289,0.370449990034,-0.835403680801,0.17694786191,-0.302393078804,0.0980320423841,0.856095552444,0.374594956636,-0.875761151314,-0.281401753426,-0.450566828251,0.307791113853,-0.243295326829,-0.492666661739,1.04682528973,1.07613706589
1454,-0.0865040272474,0.291956543922,0.457699984312,-0.788912713528,-0.045432060957,0.280212759972,-0.310115009546,0.150340855122,-0.101580947638,-1.46223163605,1.03854131699,0.210135102272,-0.425887107849,0.00260245613754,-1.02476668358,0.435626208782,1.386028409
6500,0.424215316772,-0.443740874529,0.0371500104666,-0.169451385736,-0.451797425747,-0.00191380083561,0.673100709915,0.811530292034,0.498490393162,-0.310087412596,0.780393481255,0.403501778841,0.724734663963,0.755271553993,-0.333233326674,3.01923894882,0.976110935211
5627,-0.797480821609,0.399652659893,-0.162900000811,-0.756947278976,-1.21641838551,0.363827168941,0.281474709511,-0.00289545953274,-0.0398002415895,-0.83311098814,0.536265552044,0.803686976433,1.0665948391,0.408215761185,0.1331666857,1.4654481411,0.608244240284
5715,-0.836187839508,-0.860427081585,-0.894950032234,-0.245673507452,-0.878633737564,0.411456733942,-0.0897960066795,1.0463193655,-0.0389536693692,-1.25052499771,0.760562896729,0.807953476906,-0.577390134335,-0.443233907223,-0.206500008702,0.436160266399,0.887405157089
4791,0.224850073457,0.337601184845,0.860399961472,0.453016638756,-0.528906881809,0.311282724142,-1.11063361168,0.441927999258,0.915912389755,0.0505967400968,-0.621179103851,-0.192015871406,0.103018924594,-0.699658691883,0.284333348274,-1.07118904591,0.0726638063788
56924,-0.39077308774,-0.210230946541,-0.47034996748,-0.26956358552,0.102617293596,0.0620061457157,-1.30075752735,-0.606939435005,-0.962859034538,-0.650440692902,-0.856428861618,0.748331129551,-0.0779185295105,0.786588847637,0.0624666810036,0.44468742609,0.53885024786
2690,-0.684514403343,0.164270728827,0.361000001431,-1.08811616898,-0.495434761047,0.0705218315125,0.726956307888,-0.0784927159548,0.296549916267,0.252094805241,-0.68743377924,0.747818112373,1.52690923214,-0.431443542242,-0.00300002098083,0.661059617996,-0.0128904152662
1019,-1.07996582985,0.00154869258404,-0.149350017309,-2.76790523529,-1.39406645298,-1.08535385132,0.694303870201,-0.348427414894,-0.243101477623,-0.699573278427,-0.380904406309,0.636379182339,-0.238645642996,-0.0776560902596,-0.483400017023,0.611898541451,-0.279584228992
51422,-0.48060721159,1.45421087742,-0.778450012207,-0.0524919033051,0.0438353121281,0.553138315678,-0.973702967167,0.691448330879,0.169300794601,0.070061519742,0.747104942799,0.257098734379,-0.811571717262,-1.00586438179,-0.0366333276033,-0.493140846491,0.272268772125
5788,1.00393211842,0.427282214165,-0.520850002766,0.928514361382,0.320344716311,0.411750912666,-0.0602279230952,-0.740645468235,-0.0990024209023,0.53738284111,-1.31362068653,-0.829775571823,-0.815144658089,-0.321114242077,0.538033306599,0.048192679882,-0.68877863884
6709,-0.25032222271,-0.545328140259,0.297900021076,0.521152019501,-0.758737385273,-0.251377165318,-0.580919146538,-0.422861337662,-0.716904222965,0.859437286854,-0.587488651276,0.0756153166294,0.637994706631,0.28610727191,0.25123333931,0.796431779861,1.61392116547
1277,0.0312736965716,0.620151162148,-0.0516499876976,-0.00048333714949,-0.929861187935,-1.0662252903,-0.698189556599,0.0805209726095,-0.723029792309,-0.762556731701,0.000114584072435,0.399188786745,0.405838429928,0.419614434242,-0.401833355427,0.373450517654,-0.784549832344
993,-0.526688814163,-1.58248889446,0.100449994206,0.718316674232,0.40015566349,-0.25027897954,-2.1583981514,-0.223151415586,-0.0191281922162,-0.0560922697186,-0.592654049397,-0.0266034007072,-0.456731379032,0.632430791855,0.335033357143,0.893053293228,1.41486942768
7157,-0.374448239803,-1.3048530817,-0.833149969578,-0.108386069536,0.290135353804,-0.555334448814,-0.129240348935,-2.04939174652,0.576945245266,-1.00817453861,0.279079914093,0.666455507278,0.363815248013,0.43155837059,0.599433362484,0.929631888866,1.33372366428
1958,0.0831870734692,0.623144328594,0.0646499991417,-0.634113073349,0.698937892914,-0.151079833508,0.131601840258,0.0998271256685,6.91617250443,-0.578184306622,1.76351809502,1.61621570587,-0.298530399799,0.499820411205,0.0561333596706,1.047945261,-0.172841399908
4582,-0.00499095022678,-1.70930862427,1.32589995861,0.718167126179,0.887577176094,0.353923916817,0.793558716774,0.187324136496,1.89375686646,0.0165122970939,0.283797174692,1.16036343575,-0.336911976337,0.562260329723,-0.494499981403,-0.572240352631,-0.121408820152
9212,0.694117724895,0.399121403694,0.938699960709,0.73338341713,1.71544003487,1.13606989384,1.33127331734,0.647666454315,-0.755915641785,-0.169634461403,-0.457604169846,-1.43667578697,-0.907821655273,-0.503559708595,-0.197333335876,-0.664124727249,1.10425031185
8440,-0.671157002449,-0.893838882446,1.06060004234,-1.20297908783,-0.279337584972,-1.36382210255,0.035666257143,-0.132380515337,0.161061421037,0.0351362973452,-0.362981289625,1.40628755093,0.181790813804,0.184392288327,-0.353266686201,0.981900930405,-1.44788944721
6790,0.419551789761,0.584177970886,-0.396849989891,-0.122251451015,0.709263682365,-0.0428133904934,0.630409598351,0.929784297943,0.276974320412,-0.479894727468,0.293852925301,0.412723302841,-0.0425412803888,-0.212421864271,-0.0291000008583,0.868258297443,1.14247262478
8851,-0.258190214634,1.16518092155,0.835650026798,0.581808924675,-0.884033203125,0.736629068851,-0.606765687466,1.26189267635,0.443245232105,1.07258141041,0.534155249596,0.0522281676531,1.32246637344,0.714445054531,-0.541233360767,0.121491312981,-0.288384586573
2534,-0.278298169374,-0.384559720755,0.395250022411,0.315392285585,0.261182367802,1.12622785568,0.742075800896,-0.271856099367,0.160293266177,-0.313662588596,0.843122005463,0.447018623352,-0.10416212678,0.308199942112,0.0673999935389,1.0033519268,1.76631951332
4893,0.585629105568,0.285096764565,-0.12839999795,1.42240262032,0.703135251999,0.135922908783,1.0092035532,-0.231157004833,0.412320077419,0.877979636192,-0.894017577171,-0.713362932205,0.129766076803,-0.98394370079,1.20016670227,-0.67657905817,2.00938105583
665,-0.599555969238,-1.0439504385,-0.433800011873,-0.330959677696,-1.99330866337,-0.146241933107,-0.278763800859,0.924392938614,0.864798724651,-0.214424133301,0.247554272413,0.447438240051,-0.429433375597,1.02466332912,-0.627166628838,0.633566141129,0.82743614912
4313,0.798187196255,0.666021645069,-0.81970000267,0.202959880233,0.0859844237566,0.710940003395,1.2825769186,-0.04524320364,-0.609151244164,0.357338309288,-0.0542041659355,-0.426940143108,0.0879196822643,-1.37715733051,-0.144099980593,-0.597897768021,0.426832199097
1022,-1.25580847263,-1.02783036232,-1.52069997787,-0.502955913544,1.31294381618,0.651419460773,-0.364344209433,-0.369545400143,-2.98327898979,0.229685664177,0.649773061275,-0.879299759865,0.226536646485,0.241762205958,0.431266665459,-0.612595438957,-1.61738324165
5880,0.633036911488,-0.240147083998,-0.594699978828,-0.125476390123,-0.193672969937,-0.189265310764,-0.946644186974,-0.53893327713,-0.189272299409,-0.366397023201,1.54510128498,0.556803941727,-0.790448904037,0.637920022011,0.176866665483,0.611551105976,-0.123868823051
3162,-1.78725063801,-1.01315903664,0.577700018883,-0.938332140446,-1.4446079731,-1.01314067841,-0.232728391886,-0.210567340255,-0.0787097811699,-0.274048984051,0.153764888644,0.122588180006,-0.725391745567,0.000492237508297,0.0547666698694,2.79405498505,0.25651165843
1282,-0.523617625237,-0.885347008705,-0.966899991035,-2.65228223801,0.378006339073,0.541342616081,0.590707540512,-0.0777359008789,-0.523446500301,-0.67424851656,-0.0534312911332,0.175593063235,-0.655347824097,-0.828982830048,0.555400013924,0.194483816624,-0.0359820276499
3383,-0.161904543638,1.06836915016,-0.187550008297,0.105076052248,-0.0820011049509,-0.14476326108,-0.691207528114,0.417093604803,0.350483030081,-0.247841194272,-1.14602935314,0.0458814352751,0.365254312754,-0.657498955727,0.0561666674912,-1.01864397526,-1.23953735828
727,1.76721477509,0.975136160851,-0.592649996281,1.51631617546,-0.449844539165,0.772558033466,-0.634074568748,0.135328739882,0.70512098074,0.470066726208,-1.64036214352,-0.922439038754,-1.05620968342,-0.332026660442,0.589966714382,-1.11611652374,-0.0502281263471
4792,-0.0857386887074,0.30223941803,-0.668250024319,-0.161739379168,-0.465767323971,0.0171163678169,-0.958585858345,-0.669671714306,0.614848971367,-0.119626790285,0.537204027176,0.359191715717,0.648030996323,-0.922677755356,-0.707466721535,1.03638291359,0.734425067902
