rid,NMH001_FIBRNPC_6H:BRD-K85903480-001-01-5:10,NMH001_FIBRNPC_24H:BRD-K85903480-001-01-5:10,NMH001_NEU_6H:BRD-K85903480-001-01-5:10,NMH001_NEU_24H:BRD-K85903480-001-01-5:10,NMH001_NPC_6H:BRD-K85903480-001-01-5:10,NMH001_NPC_24H:BRD-K85903480-001-01-5:10
5720,1.56084990501,-0.221249997616,0.423112720251,-0.375842452049,0.986006855965,0.945722997189
466,1.10599994659,-0.189900010824,-0.0139377936721,-0.742005586624,-0.00423021614552,-0.698592960835
6009,-0.279000014067,-0.368900001049,-0.273173302412,-0.259597301483,-0.896275579929,0.335562974215
2309,0.190999984741,-0.447849988937,-0.502238273621,-0.985915958881,0.559239685535,-0.192117363214
387,0.0615999922156,-1.66519999504,-0.900194644928,-0.140920549631,0.675817370415,0.521591663361
3553,-1.02960002422,0.691249966621,0.148514539003,0.576228141785,-0.401847660542,0.040859170258
427,0.651199996471,0.380499988794,0.011326789856,-0.849150598049,-0.795987606049,-0.638368546963
5898,0.454699993134,0.235900014639,-0.724111318588,-0.731676101685,-0.655079126358,-0.480749905109
23365,0.4007999897,-0.48630002141,-0.357106149197,0.839263260365,1.87175059319,-0.303338259459
6657,-1.13645005226,0.250499993563,0.680866003036,-0.0839448571205,-0.970624983311,0.195649310946
5054,0.863499999046,0.229200005531,-0.112834461033,-0.831517219543,0.338846385479,-0.00813657045364
3108,0.292100012302,-0.387049973011,-0.845756411552,-0.388616174459,-0.751841068268,-0.915680110455
1950,-1.22780001163,0.457949995995,-0.456677258015,0.304541349411,-0.519988358021,-0.533914327621
351,0.824249982834,-0.157249987125,0.00115989882033,0.000362742866855,0.447467565536,-0.290631622076
4846,-0.00895000994205,0.0584000013769,-0.0684142708778,0.130109861493,-0.230736494064,-1.31672561169
1452,-1.38170003891,-0.709450006485,-0.965296149254,-0.494848251343,1.13011550903,-1.00924944878
4776,0.0620499998331,0.00589996576309,0.0348579026759,0.252838402987,-0.345791697502,0.378286033869
6908,0.638949990273,0.163599997759,-0.186360910535,0.190810322762,0.168687075377,0.164065957069
672,1.20050001144,-0.516650021076,0.138797089458,0.297000586987,-0.0976234972477,0.340062707663
5710,0.634400010109,-0.153750002384,0.0648860856891,0.159862443805,0.804149091244,0.489170521498
2115,0.434300005436,-0.330349981785,0.426904976368,2.62534427643,0.911992430687,-0.463403552771
7015,-1.06219995022,-0.120949998498,-1.77328312397,-0.529238343239,-0.872839808464,0.0467884987593
8726,-0.894400000572,-0.765149950981,-0.6559009552,0.250071376562,0.0416457429528,-0.595561027527
