rid,DOS002_VCAP_6H:BRD-K53120552-001-01-7:4.81,DOS002_VCAP_24H:BRD-K53120552-001-01-7:4.81,DOS032_A549_24H:BRD-K53120552-001-01-7:4.81,DOS032_HT29_24H:BRD-K53120552-001-01-7:4.81,DOS032_MCF7_24H:BRD-K53120552-001-01-7:4.81,DOS032_PC3_24H:BRD-K53120552-001-01-7:4.81
5720,0.684450030327,0.565323591232,-0.103749990463,0.927444219589,0.750691175461,0.259450018406
466,0.511200010777,0.486103177071,0.762600004673,-0.141597777605,0.288565725088,0.0957999974489
6009,-0.218599975109,0.551355063915,0.488249987364,-0.262273460627,0.171360701323,0.0826499983668
2309,-0.376100003719,-0.419113785028,-0.995999932289,-1.07663667202,-1.72251963615,-1.28914999962
387,-0.099849998951,0.0753500014544,-0.910750031471,-0.193133413792,-0.353973150253,-0.744999945164
3553,-0.718349993229,-0.666984081268,1.19875001907,1.09181213379,0.678713619709,-0.981999993324
427,-0.472550004721,0.0637388527393,0.368349999189,0.466793835163,-0.45818811655,-1.00495004654
5898,-0.136849999428,0.19900855422,0.376100003719,0.157759964466,0.357397288084,0.224250018597
23365,0.098700016737,-0.00656570028514,-0.453949987888,0.84992069006,-3.90934514999,-1.61070001125
6657,-1.01804995537,-0.195476263762,1.55560004711,0.233244806528,0.891709923744,0.119000017643
5054,0.283599972725,-0.57273119688,0.0322999954224,-0.028655692935,0.560067176819,-0.683600008488
3108,-0.0289999991655,0.159968182445,0.228500008583,-0.602180063725,-0.0877627432346,-3.61919999123
1950,-0.54129999876,-0.0553219467402,0.960749983788,-0.226986169815,0.117047429085,0.149899989367
351,0.0,-0.158664777875,0.548699975014,0.021216288209,1.27684772015,1.51370000839
4846,-0.264899998903,0.415937632322,0.78385001421,-0.262379407883,0.784402430058,-3.25684976578
1452,-0.386349976063,-0.737748026848,-0.335599988699,-0.419490158558,-0.562099933624,-1.92790007591
4776,-0.892199993134,0.133535712957,1.4781498909,0.0923990085721,0.99408274889,0.646899998188
6908,0.567200005054,0.710472047329,-1.39125001431,-0.0520752370358,0.927867054939,0.750400006771
672,-0.486149996519,0.288355469704,-1.6168500185,-0.635359287262,-0.119259774685,0.307850003242
5710,0.803449988365,0.648643612862,-0.0683500021696,-0.22916045785,-0.691249251366,-1.29685008526
2115,0.588150024414,-0.216184914112,0.985350012779,0.234386995435,0.0890574753284,-0.619199991226
7015,-0.503000020981,-0.10248143971,1.30180001259,-0.157301053405,0.172776013613,0.528199970722
8726,1.81034994125,0.118781477213,0.322499990463,0.416340589523,-0.298878073692,-0.109249994159
2185,-0.349950015545,-0.452010244131,1.16079998016,0.378884971142,0.362239181995,0.352800011635
3315,0.18520000577,-0.0412475168705,-0.0867999941111,0.120305374265,-1.47846496105,-0.508049964905
5289,-0.98064994812,-0.74892115593,-0.585500001907,0.142231181264,1.12822723389,1.59095001221
868,0.204050004482,1.01151847839,-1.12419998646,0.538582623005,-0.159616723657,-1.00975000858
1677,-0.884150028229,0.372726112604,2.54565000534,-0.68850338459,-0.0376711785793,-0.38789999485
7043,-0.577600002289,0.184335008264,0.222000002861,0.526272773743,0.597210645676,-0.208650007844
5613,-0.315050005913,-0.36084395647,0.158049985766,-0.0551453828812,1.19422912598,1.01065003872
595,-0.508050024509,0.35462719202,-0.724849998951,-0.538737893105,0.0394522845745,0.523200035095
4793,-0.726500034332,-0.135869815946,-1.33360004425,-0.0775277763605,-0.304381728172,-0.842149972916
2736,-1.21759998798,-0.779424786568,0.717550039291,1.16816306114,0.912688136101,-0.449200004339
5290,0.103649996221,-0.0438051074743,0.564550042152,-0.467727422714,0.341507941484,0.829050004482
6194,0.00034999998752,0.0,0.0,-1.01277673244,0.0172793269157,-0.954999983311
1676,-0.485599994659,0.32397800684,0.397499978542,0.54768204689,2.00199365616,1.38199996948
23512,-0.230900019407,0.355212181807,-1.1942499876,0.26510310173,0.0334576144814,-0.0917999744415
148022,-0.532149970531,0.607597351074,-0.688300013542,0.000191479921341,0.818001925945,-0.907850027084
1906,-1.25794994831,-1.49571347237,-1.21850001812,0.362440228462,1.51870846748,-0.10925000906
8878,-0.0493000000715,0.00107803195715,0.0838000178337,-0.182841032743,-0.474110841751,0.508149981499
3091,-1.1548999548,0.13658246398,0.244499996305,0.887557625771,0.156835794449,1.55629992485
