rid,ERG003_VCAP_6H:BRD-K28925416:10,ERG003_VCAP_6H:BRD-K28925416:30,ERG004_VCAP_6H:BRD-K28925416:10,ERG004_VCAP_6H:BRD-K28925416:30,ERG003_VCAP_24H:BRD-K28925416:10,ERG003_VCAP_24H:BRD-K28925416:30,ERG004_VCAP_24H:BRD-K28925416:10,ERG004_VCAP_24H:BRD-K28925416:30
5720,0.0170499999076,0.257899999619,-0.270893990993,1.06044638157,0.591750025749,1.70370006561,-0.0316060893238,0.686435341835
466,1.03349995613,0.781650006771,0.434670895338,-1.12504589558,0.99874997139,0.649350047112,0.21123021841,0.10061994195
6009,-0.671400010586,1.68650007248,0.0393069088459,-0.819479644299,-0.0737000107765,-0.626600027084,0.438422054052,0.231816470623
2309,-0.276300013065,-0.150249987841,-0.308298885822,-0.0272916555405,0.57264995575,0.88220000267,0.213079959154,-0.483365744352
387,1.06430006027,0.5611500144,0.0800442770123,-0.557341814041,-0.80134999752,0.615499973297,0.744981110096,-0.021573677659
3553,0.779449999332,-0.833599984646,0.628405272961,1.20392370224,0.329350024462,0.409150004387,-0.953091979027,-0.120204776525
427,-1.03170001507,1.00594997406,0.278233706951,0.983595013618,-1.43024992943,0.173299998045,0.208084523678,-0.475883632898
5898,-0.140100002289,-0.468600004911,-1.10706329346,0.485638767481,-0.227699995041,-0.0556499958038,-0.992159545422,-0.379901826382
23365,-0.548500001431,-1.50559997559,-0.0477376952767,-0.951320290565,0.559949994087,0.358599990606,-0.275779992342,0.204389005899
6657,-0.487150013447,0.0182999968529,-0.250750660896,-0.00660409033298,0.535050034523,-0.0217000246048,-0.350270390511,-0.642991125584
5054,0.251399993896,-0.44445002079,0.251352846622,-0.66830945015,-0.108199998736,-0.623450040817,-0.902897238731,-0.631716251373
3108,-0.986750006676,0.0212000012398,0.552437543869,0.644792973995,-0.619500041008,-0.360549986362,-0.831689417362,-0.225297152996
1950,-0.225949987769,-0.440250009298,0.065350279212,0.291545063257,-0.608600020409,-0.715300023556,-0.331755340099,0.173872619867
351,-0.194599986076,-0.647400021553,0.280801028013,0.522211074829,-0.0577000007033,-0.242099940777,-0.983400762081,0.415818214417
4846,-0.316100001335,0.0273499991745,-0.981940031052,-0.0236582458019,-0.746850013733,0.643149971962,-0.211653500795,-0.0129210352898
1452,-0.137450009584,0.263000011444,-0.343751460314,1.35155808926,-0.25594997406,1.37839996815,0.347764343023,0.16002112627
4776,0.304049998522,-0.600149989128,0.107225082815,0.528419137001,0.0908500030637,-0.64794999361,-0.683759152889,-0.0222098827362
6908,-0.427250027657,0.528999984264,0.823509812355,-0.059941470623,1.00104999542,0.652300000191,0.652540683746,0.190045416355
672,-0.508800029755,0.867949962616,0.03008749336,-0.142494261265,0.0984500050545,0.565050005913,0.629927515984,0.524355351925
5710,-0.706550002098,1.08470010757,-0.266612142324,-1.16273975372,0.83930003643,0.918300032616,0.803690314293,-0.47682338953
2115,-0.165550008416,-0.0586999952793,-0.288673520088,-1.21315515041,0.641350030899,-0.238750010729,0.455115318298,-0.366248816252
7015,0.112949997187,-1.00530004501,-0.552061200142,0.864762783051,0.658450007439,0.719650030136,-0.588590443134,0.0823797285557
8726,0.331700026989,1.01794993877,0.627686619759,0.738592803478,0.277300000191,0.934199988842,0.543296158314,1.26165926456
2185,-0.317000001669,0.267199993134,0.169532597065,1.0700315237,0.405800014734,0.311650007963,-0.16100782156,0.0902154743671
3315,-0.144250005484,0.4361500144,-0.242320388556,0.35039716959,0.202200010419,-0.744849979877,-0.381994605064,0.243347451091
5289,0.083599999547,0.319899976254,0.209764271975,0.571433603764,-0.556749999523,-0.459100008011,-0.52100288868,0.148212462664
868,0.193149998784,0.611899971962,-0.0576246082783,1.02146673203,-0.0990500003099,0.590550005436,-0.3161688447,0.243341714144
1677,0.0468499958515,0.0341999977827,0.605533599854,1.34570550919,-0.121299982071,0.544049978256,-0.409956991673,-0.228462919593
7043,0.351549983025,-0.235500007868,-0.648849129677,-0.27672368288,-0.551550030708,-0.875050008297,-1.26354980469,0.242072239518
5613,-0.813199996948,-1.1753000021,0.368638515472,1.83940935135,-0.248300015926,0.349300026894,-1.21436393261,0.315311610699
595,0.21225002408,-1.03624999523,0.463746875525,0.390547007322,0.305900007486,1.07319998741,0.338915556669,0.237504646182
4793,-0.198949992657,-0.227949976921,-0.729916870594,-0.0269275903702,-0.422949999571,0.504950046539,-0.480404168367,0.0521620213985
2736,1.09615004063,-0.97595000267,0.39982971549,0.678651094437,0.488150000572,-0.130849957466,0.0426704138517,-0.0614040642977
5290,-0.387149989605,-0.461050003767,0.225148573518,0.637400925159,0.863050043583,0.237099975348,-0.213161528111,0.809499502182
6194,-0.337449997663,0.172749996185,-0.159953981638,-0.0116278678179,-0.20220002532,0.478049993515,-0.183857351542,-0.330709636211
1676,0.925999999046,-0.130099996924,-0.130350023508,0.967930555344,0.0189500004053,-0.913300037384,-0.563168883324,0.0740037560463
23512,0.917349994183,0.822350025177,-0.113377645612,-0.950902581215,-0.139300003648,0.0985000133514,-0.145803660154,-0.112838581204
148022,-0.492349982262,-0.305700004101,0.0322265475988,0.281138032675,-0.281149983406,0.28924998641,-1.0378677845,-0.219188660383
1906,-0.448649972677,-1.1385499239,-1.16236388683,-0.484235793352,-0.783450007439,-0.156500011683,-0.622809708118,-0.411467462778
8878,-0.243900001049,0.57380002737,-0.296495497227,0.127478554845,-0.31559997797,-0.426950007677,0.0327726006508,-0.0928050577641
3091,-0.038149997592,1.56225001812,0.312705755234,-0.616539359093,-0.672999978065,0.496349990368,0.556896150112,-0.270215183496
5743,0.0551499724388,0.246399998665,0.0920185148716,0.698479652405,0.863549947739,0.0444499962032,-1.10063099861,-0.362527370453
5321,-0.901650011539,-0.240299999714,-0.849932074547,0.653358817101,0.43489998579,1.2214499712,0.575171768665,-0.640942037106
4144,0.879549980164,0.845999956131,0.717505216599,-0.360952287912,-0.231449991465,0.0982999950647,-0.573509514332,-0.69231069088
1981,0.441049993038,0.203850001097,0.228105932474,1.0206631422,0.51289999485,0.717000007629,0.615276813507,0.143886193633
695,-0.342949986458,-0.23765000701,-0.0426574349403,0.829259932041,-0.496450006962,-0.929800033569,-0.576346218586,0.562331616879
10398,-1.14744997025,0.28900000453,-0.0719862580299,0.266628593206,-0.325149983168,-0.458750009537,-0.259220659733,-0.404188871384
5708,-0.196149975061,-0.0365500040352,0.436997503042,0.175588667393,0.520650029182,-0.012549996376,-0.080183967948,-0.726734936237
1213,-0.65340000391,0.715999960899,0.304902464151,-0.407562732697,-0.735599994659,-0.449299991131,0.5672352314,-0.315676987171
226,0.730350017548,0.436400026083,-0.0844186246395,0.680330455303,0.106850028038,0.443350017071,-0.468777090311,0.0989176630974
