rid,PCLB002_A375_24H:BRD-K55533488:10,PCLB002_A375_24H:BRD-K55533488:3.33,PCLB002_A375_24H:BRD-K55533488:1.11,PCLB002_A375_24H:BRD-K55533488:0.37,PCLB002_A375_24H:BRD-K55533488:0.12,PCLB002_A375_24H:BRD-K55533488:0.04,PCLB002_A549_24H:BRD-K55533488:10,PCLB002_A549_24H:BRD-K55533488:3.33,PCLB002_A549_24H:BRD-K55533488:1.11,PCLB002_A549_24H:BRD-K55533488:0.37,PCLB002_A549_24H:BRD-K55533488:0.12,PCLB002_A549_24H:BRD-K55533488:0.04,PCLB002_HA1E_24H:BRD-K55533488:10,PCLB002_HA1E_24H:BRD-K55533488:3.33,PCLB002_HA1E_24H:BRD-K55533488:1.11,PCLB002_HA1E_24H:BRD-K55533488:0.37,PCLB002_HA1E_24H:BRD-K55533488:0.12,PCLB002_HA1E_24H:BRD-K55533488:0.04,PCLB002_HCC515_24H:BRD-K55533488:10,PCLB002_HCC515_24H:BRD-K55533488:3.33,PCLB002_HCC515_24H:BRD-K55533488:1.11,PCLB002_HCC515_24H:BRD-K55533488:0.37,PCLB002_HCC515_24H:BRD-K55533488:0.12,PCLB002_HCC515_24H:BRD-K55533488:0.04,PCLB002_HEPG2_24H:BRD-K55533488:10,PCLB002_HEPG2_24H:BRD-K55533488:3.33,PCLB002_HEPG2_24H:BRD-K55533488:1.11,PCLB002_HEPG2_24H:BRD-K55533488:0.37,PCLB002_HEPG2_24H:BRD-K55533488:0.12,PCLB002_HEPG2_24H:BRD-K55533488:0.04,PCLB002_HT29_24H:BRD-K55533488:10,PCLB002_HT29_24H:BRD-K55533488:3.33,PCLB002_HT29_24H:BRD-K55533488:1.11,PCLB002_HT29_24H:BRD-K55533488:0.37,PCLB002_HT29_24H:BRD-K55533488:0.12,PCLB002_HT29_24H:BRD-K55533488:0.04,PCLB002_MCF7_24H:BRD-K55533488:10,PCLB002_MCF7_24H:BRD-K55533488:3.33,PCLB002_MCF7_24H:BRD-K55533488:1.11,PCLB002_MCF7_24H:BRD-K55533488:0.37,PCLB002_MCF7_24H:BRD-K55533488:0.12,PCLB002_MCF7_24H:BRD-K55533488:0.04,PCLB002_PC3_24H:BRD-K55533488:10,PCLB002_PC3_24H:BRD-K55533488:3.33,PCLB002_PC3_24H:BRD-K55533488:1.11,PCLB002_PC3_24H:BRD-K55533488:0.37,PCLB002_PC3_24H:BRD-K55533488:0.12,PCLB002_PC3_24H:BRD-K55533488:0.04
5720,0.716648697853,-2.51254081726,0.274724155664,0.28837531805,-0.0155618041754,0.0811788886786,-1.87728857994,-1.32382488251,0.318133354187,-0.471044480801,-0.562066674232,-0.040435552597,-0.382178753614,-2.23567581177,-0.562397122383,-0.379336744547,-0.780532121658,-0.740845024586,-1.09634518623,-1.98078298569,-0.809322714806,-0.591068208218,-0.10105112195,-0.141733378172,0.176875323057,-1.59559369087,-1.44649076462,-0.0984443128109,1.19196414948,-0.162114739418,0.0593666732311,-1.58117234707,-0.154581785202,-0.165470540524,-0.320288002491,0.434868246317,0.0382401868701,-1.93142318726,-1.40098059177,0.43154489994,0.0602796450257,0.0414575710893,-1.40758395195,-1.3672554493,0.170908734202,-0.793313086033,-1.1391453743,-0.32332444191
466,-0.157218068838,-0.693934977055,-0.105594284832,0.155790388584,-1.22356641293,0.504634261131,0.689516484737,-0.210674226284,-0.606700062752,1.13649594784,0.22606664896,-0.327855050564,0.0494690537453,-1.63990843296,0.271101146936,0.026246778667,-0.910018861294,-1.31201195717,0.722407698631,-1.04527771473,0.478275507689,0.582620620728,-0.849427223206,-0.00101106613874,-0.455321520567,0.0373629331589,0.303127855062,0.599197804928,-0.284199714661,0.798739016056,-0.0914333313704,-0.901672244072,2.97770571709,0.0960174798965,-0.702817738056,1.7014811039,-0.732785701752,-2.02985906601,-0.245360851288,0.850851237774,0.0605388581753,0.552666306496,-0.92711687088,0.485286831856,0.579789459705,0.595661461353,-0.575329303741,-0.59305113554
6009,-0.492931783199,2.19402575493,-0.895052969456,-0.259919881821,-0.456360518932,-0.927818179131,0.410075753927,2.00360298157,-0.285300016403,0.319474816322,-0.676066756248,-0.903742313385,0.492914825678,1.66719281673,0.572113513947,-0.733925998211,-1.10081422329,1.68587732315,-0.701761126518,2.13650226593,0.0660009011626,0.184682846069,-0.416803181171,-1.01666724682,0.659307301044,2.32403326035,0.463649868965,-0.469363421202,0.122655034065,0.037499293685,0.947133362293,1.37094891071,-0.360886633396,0.546469807625,-0.672783970833,-0.271828055382,-0.261029660702,1.0237019062,0.681839227676,-0.43240404129,0.0898848026991,0.26979804039,1.05952632427,2.20937657356,-0.426184058189,0.879374742508,0.322796225548,0.136773303151
2309,0.30762219429,-1.95185732841,0.106754660606,-0.246336266398,-0.694430053234,0.0351456999779,-0.737118065357,-2.050822258,-1.74769997597,0.294010281563,-0.16740000248,-0.473694831133,0.605606079102,0.0785285830498,-0.748160123825,1.38311684132,0.561334431171,0.612775981426,-0.34837192297,0.797057509422,-0.48992228508,0.433801352978,-0.800000965595,0.832306027412,0.10528165102,-1.79493772984,0.09833958745,0.650019168854,-0.867327570915,-1.30191302299,-0.604733347893,-1.73582172394,-1.95904421806,-0.840506196022,-0.536320090294,-1.70900666714,-0.871045291424,-1.54868721962,-0.936555862427,-0.231559827924,-0.0389956235886,-0.20976293087,1.08721280098,2.20300459862,-0.0822072401643,0.898452401161,3.80134129524,-0.605179309845
387,-0.694193124771,6.65273046494,1.74331951141,-0.115490376949,-0.908537626266,-0.501576244831,2.3853700161,-1.19862222672,-0.770866692066,0.74329918623,-0.420933365822,0.172534391284,0.133220791817,1.30443072319,0.718465685844,0.220621779561,-0.0206510722637,0.364186108112,1.08823931217,2.76650619507,1.21638643742,1.3274872303,-0.888379573822,-2.97297596931,0.692234039307,2.36546707153,0.426188439131,0.836598873138,0.221443250775,0.681974053383,2.80703353882,4.33507204056,-0.798168718815,0.871779441833,0.854234993458,0.0403268635273,-0.164917230606,1.76513028145,0.755830109119,-0.175741642714,1.23335921764,-1.37649142742,1.16798615456,1.94138646126,0.112381204963,1.00108885765,-0.444515407085,-0.442188173532
3553,0.215167582035,0.936085939407,1.77433168888,0.103734649718,0.228402882814,0.65245860815,0.430928885937,0.478049635887,0.550400078297,-0.700865149498,-0.318066686392,-0.0532799139619,0.410997062922,0.450654923916,0.340071082115,-0.0667856261134,-0.461968779564,2.22892022133,-0.620054125786,1.43455147743,-0.963767766953,-0.42838254571,0.524282693863,0.223569050431,-0.712467670441,0.826009273529,-0.38434317708,0.581911325455,-0.426172167063,0.520875096321,0.176099956036,0.735361933708,0.586076140404,-0.0985994488001,1.08006334305,0.991596102715,1.77537870407,1.11195492744,-0.514128863811,1.27562558651,-0.31445389986,0.218610033393,1.34541940689,1.47788321972,0.367335349321,0.456294238567,0.0386455431581,0.498049527407
427,-0.779950916767,0.552624344826,0.582942545414,-0.11464496702,-0.014617703855,1.10691034794,-0.33597779274,-1.10220861435,2.59726691246,0.102363176644,0.618700027466,0.623607873917,0.649605751038,-2.75809621811,-1.14906334877,0.0400991514325,-1.81812787056,0.847880363464,0.174567103386,-1.51784980297,0.183980152011,-0.562777161598,0.513824224472,0.195585951209,0.580948829651,0.642355680466,0.520766019821,-0.684926271439,-0.272238373756,-0.0728063955903,-1.6414000988,0.338187217712,-1.90079879761,0.346825301647,-0.707857489586,-0.339270055294,1.13483023643,0.308947741985,0.974889874458,0.163132369518,-1.34843945503,-0.283692240715,-0.254734218121,0.697429955006,1.05265963078,1.97717523575,-2.63292384148,-0.376410037279
5898,-0.451061636209,0.829774081707,-0.884742677212,0.560492813587,-0.244121462107,-0.179918289185,-0.0912044942379,0.946423828602,-1.41483330727,-0.410288959742,0.0723000019789,-0.256600946188,-0.7456189394,0.830179572105,-0.956894993782,-0.697302520275,-0.487398535013,-4.47498512268,-1.19530332088,0.871957361698,-1.03505301476,-0.579250752926,-0.980036139488,0.351651370525,-0.23334017396,0.856569290161,-1.15789866447,0.25354835391,-0.9837692976,0.0308170951903,0.387500017881,-0.177894234657,-0.449770838022,-1.03743207455,-0.270231217146,-0.161744460464,0.943080425262,1.07254552841,0.147082999349,1.40642356873,-0.945088267326,-0.0521459877491,0.190333247185,1.11028862,-0.34185397625,0.140224888921,-0.327814728022,0.297777831554
23365,-0.333194434643,-0.775613367558,-0.432881951332,0.699967205524,-0.396316170692,0.49122402072,-0.831705451012,-0.0251732692122,-0.322699993849,-0.234850466251,0.415966659784,-0.676357448101,0.37403857708,0.202897876501,-1.09673273563,1.376994133,0.783745527267,-0.460747003555,0.371550858021,0.606392920017,0.933307886124,0.374746322632,-0.109880685806,-0.168433710933,0.769606232643,-0.4258454144,-0.729002416134,-0.591801941395,-0.40228959918,-0.272883415222,-0.181199997663,0.885284662247,0.165751993656,-0.250567108393,-0.400037437677,-0.269426733255,1.2108733654,0.179184779525,-0.21686707437,0.383975684643,0.270178467035,1.25496828556,-0.00597232580185,-0.205030396581,0.305343210697,-0.562970817089,-0.389530986547,0.0160941630602
6657,-0.842304706573,-0.340539246798,-0.56482976675,-0.541669130325,-1.3073734045,0.806527197361,0.473713934422,-1.5506478548,-0.291700035334,0.0941683799028,-0.0882999897003,0.413409292698,0.615514099598,0.330315947533,0.69087100029,-0.281908810139,-0.669394910336,0.823203146458,0.15055911243,0.64542132616,-0.103598631918,0.410082638264,0.3608096838,-0.83290296793,0.0254519581795,0.245819464326,3.92112374306,0.0137157142162,0.00933668017387,-0.00292921066284,-0.610333323479,0.013139218092,-0.60455095768,0.68167424202,1.74932897091,1.04233336449,0.482841104269,-0.724978685379,-0.458895146847,0.0644243061543,-1.07398581505,1.07536292076,-1.21665716171,1.44952130318,-0.542651236057,-0.0909857824445,0.336353600025,0.166267856956
5054,-0.194608300924,-0.432304918766,0.0251800864935,0.39908644557,0.935345709324,-0.5330773592,-0.0365134067833,-0.409291386604,0.853400051594,-0.961733222008,-0.732200026512,-0.950133264065,0.88695526123,-1.21292710304,0.339167773724,0.978167653084,0.763289988041,-0.349562257528,-0.119429677725,2.84042954445,-0.539917469025,-0.11558072269,-0.231599137187,-1.37825214863,0.343509018421,-1.02738440037,2.16245508194,0.81531727314,0.0242310762405,0.820719242096,-0.459300041199,0.666404604912,0.754434347153,0.851242482662,-0.199257403612,0.457788974047,-0.843768239021,0.817466795444,-0.0395837426186,0.150068178773,-0.511187672615,0.162275582552,0.607685804367,1.72787833214,0.0787898600101,0.9716360569,-0.202558964491,0.426065295935
3108,-0.115140154958,3.01071500778,0.17626644671,0.369420707226,2.84740972519,-0.600405871868,0.236698910594,2.47734975815,-0.000366672873497,0.981123328209,-0.436400026083,0.309438288212,0.532660424709,1.14974856377,-0.0636631399393,0.276250362396,-0.320462524891,-0.780535638332,0.191400542855,5.93816804886,0.38560077548,0.21548640728,-0.632216393948,-1.84473240376,0.267075896263,0.0560098290443,0.211224958301,0.0239080190659,0.0429388731718,1.33085691929,0.101433321834,0.902050018311,-1.27577543259,-0.554224252701,-1.57290863991,-0.229329824448,0.489756971598,2.0729598999,0.0539254546165,-0.344054341316,0.282995730639,-0.257119596004,-0.382655054331,3.09408450127,-0.220858797431,0.370451271534,0.280110388994,-0.767220139503
1950,-0.555957317352,0.725489616394,-0.0932581648231,-0.636352479458,-0.626270651817,-0.361480265856,-0.0696413218975,-0.337147384882,1.41643345356,0.659285008907,-0.0485000014305,-0.0213157832623,1.5177090168,0.626248836517,0.664272964001,-0.642002046108,0.347619920969,-0.476158231497,-1.8167245388,1.88716685772,0.679347813129,0.387256622314,0.0368083119392,0.380680084229,-0.311695992947,0.456252753735,-0.595740199089,0.152560353279,0.157518729568,-1.0339345932,0.115199998021,0.694947361946,0.850679993629,-1.07955336571,1.29506850243,0.628133893013,-0.435791373253,0.524135947227,0.266270309687,0.0322246700525,-1.24093389511,0.0221727266908,-1.26366519928,1.23438239098,1.05884790421,-0.0865759700537,0.705619692802,-0.239616841078
