rid,DOS058_A375_24H:BRD-K61847735-019-01-7:5,DOS058_A549_24H:BRD-K61847735-019-01-7:5,DOS058_PC3_24H:BRD-K61847735-019-01-7:5
5720,0.796799957752,-0.0439999997616,0.0368999987841
466,1.12534999847,0.653949975967,0.332149982452
6009,-0.499949991703,-0.266550004482,1.63890004158
2309,-0.244100004435,-0.438549995422,-0.539700031281
387,-0.235449999571,0.353150010109,2.04830002785
3553,-0.415200024843,-0.405050009489,-0.340750008821
427,0.119949996471,-0.153499990702,-1.44544994831
5898,0.691749989986,-0.299100011587,0.760800004005
23365,-2.00904989243,0.380599975586,-0.369749993086
6657,-0.981099963188,0.0609499812126,-0.906399965286
5054,0.0336499810219,-0.0944999754429,-0.260649979115
3108,0.0209500193596,-0.429399996996,0.102599993348
1950,-0.640049993992,-0.506150007248,-1.37000000477
351,-0.293150007725,-0.610949993134,0.179000020027
4846,0.0513999760151,0.470700025558,-0.801599979401
1452,-0.0102000003681,0.120600014925,0.102799996734
4776,-0.716549992561,-0.947849988937,-1.04400002956
6908,0.63789999485,0.243249982595,0.364749968052
672,-0.447849988937,-1.08695006371,-1.03055000305
5710,0.304949998856,0.938899993896,-0.0650500059128
2115,-0.59810000658,-0.277300000191,-0.0691999942064
7015,-0.506900012493,-0.438250005245,-0.32855001092
8726,-1.10399997234,0.458649992943,-0.204699993134
2185,-0.978500008583,-0.74614995718,-1.56634998322
3315,0.419799983501,-0.039450019598,0.952649950981
5289,0.0138000026345,-4.28970003128,-1.18044996262
868,-0.339300006628,0.339049994946,-0.556650042534
1677,-0.771499991417,-0.585650026798,-1.07484996319
7043,-1.47530007362,-0.405950009823,-0.899800002575
5613,-0.0275499820709,0.697149991989,-1.4497500658
595,-0.0207499861717,0.603049993515,-0.289749979973
4793,0.40805003047,0.0581000447273,0.183300018311
2736,-1.4960000515,-0.809550046921,-0.0334500074387
5290,0.037349998951,-0.334599971771,-0.81124997139
6194,-0.976999998093,0.0,-0.102799996734
1676,-0.458750009537,-0.781100034714,-1.06029999256
23512,0.344749987125,-0.900249958038,-0.851249992847
148022,-0.344700008631,-0.690400004387,0.311399996281
1906,-0.355799973011,0.496300041676,-0.829200029373
8878,-1.7772500515,-1.45564997196,-0.460999965668
3091,0.348300009966,-0.799399971962,-1.44599997997
5743,0.0486999750137,-0.700900018215,-0.135650008917
5321,0.49739998579,0.091899998486,-1.05499994755
4144,0.284749984741,0.282700002193,-1.91525006294
1981,-0.104099996388,-0.1229499951,0.911999940872
695,-0.0226499997079,-0.705150008202,-0.735850036144
10398,-0.794999957085,-1.35674989223,-0.938449978828
5708,0.730250000954,-1.42545008659,-1.11024999619
1213,0.511299967766,-0.892100036144,0.138799995184
226,0.684800028801,1.12564992905,1.13505005836
6777,-0.855350017548,0.0240000002086,0.963999986649
2113,-1.07824993134,-0.352149993181,-0.749650001526
3329,-0.421550005674,-0.0824000239372,0.280499994755
1050,-2.60030031204,0.828949987888,-0.454999983311
9491,-1.04410004616,-0.433899968863,-1.8804500103
22926,-0.581699967384,-1.29295003414,0.185450002551
5899,0.630649983883,-0.350899994373,0.581400036812
5467,-1.49140000343,0.202299997211,0.542199969292
6774,-0.00974999368191,0.129950001836,-0.129549980164
1788,-0.819100022316,-1.08920001984,-0.201350003481
5921,0.910750031471,0.0781499966979,-0.140299990773
5721,0.192550003529,-0.294649988413,0.102599978447
2263,-1.85210001469,0.258249998093,-0.0436500012875
808,-0.475749969482,-0.498799979687,-1.34039998055
30001,-0.178550004959,-0.53719997406,-0.136549979448
348,1.10914993286,0.284500002861,-0.73575001955
30849,-1.21289992332,-0.634649991989,-0.962399959564
1454,-0.06740000844,-0.239200010896,-0.660249948502
6500,0.425300002098,-0.829649984837,-0.258499979973
5627,0.89335000515,-0.97855001688,-0.604250013828
5715,0.27325001359,0.830299973488,-0.905300021172
4791,-0.545650005341,-0.614749968052,-0.777349948883
56924,0.17760001123,0.0587999820709,-0.288300007582
2690,0.684249997139,0.0961500033736,0.0038999915123
1019,0.355199992657,0.956249952316,-0.90499997139
51422,0.211699992418,-0.590849995613,0.206600010395
5788,-1.18790006638,0.323350012302,0.143950000405
6709,0.355049997568,-0.645049989223,0.0390000008047
1277,0.308499991894,-0.117949992418,-0.490900009871
993,1.53979992867,-0.000599980354309,1.12475001812
7157,0.0760500058532,-0.476050019264,-0.288049995899
1958,-1.10350000858,-1.9348000288,-0.268249988556
4582,-1.22864997387,0.000550001859665,0.131599992514
9212,-0.704400002956,-0.485349953175,-1.422549963
8440,-0.619650006294,0.874650001526,0.539600014687
6790,-0.449450016022,-0.306249976158,0.583100020885
8851,0.132899999619,-0.188599973917,0.420100003481
2534,0.161200001836,0.0578000247478,-0.170850008726
4893,-0.814500033855,0.281199991703,-0.908650040627
665,0.447699993849,-4.74384975433,0.234099984169
4313,0.349350005388,0.0647000074387,-2.22210001945
1022,-0.619799971581,0.981249988079,0.573849976063
5880,-0.322350025177,0.759899973869,0.0439499616623
3162,0.271699994802,-0.297800004482,0.41605001688
1282,0.247799962759,-1.61779999733,-1.09325003624
3383,-0.961899995804,-0.178449988365,-1.42994999886
727,-0.918500006199,-1.11400008202,-0.81819999218
4792,-0.167549997568,0.787400007248,0.687299966812
4794,-0.250900000334,-0.556900024414,-0.760649979115
902,-0.772650003433,-0.394050002098,-0.670249998569
8091,0.0627999976277,0.767699956894,-1.0068500042
3486,0.0509499907494,0.535750031471,0.849900007248
10818,-0.950800001621,0.0757499933243,-1.93975007534
3454,-1.3164999485,-0.20530000329,-1.44550001621
4282,-1.01989996433,-0.165549993515,-0.0577000007033
1605,-0.189899981022,0.890699982643,-0.484250068665
10644,-0.22159999609,-0.313800007105,-0.74430000782
2065,-0.153500005603,-1.10879993439,-0.104299992323
8321,0.177950009704,-0.104649990797,-0.35609999299
8503,0.0735500007868,-1.14314997196,-1.09529995918
7027,-0.285800009966,-0.186549991369,-0.967100024223
6850,-0.906299948692,-0.53360003233,-1.18639993668
1978,-0.110100001097,-0.0434999987483,0.0980500131845
896,0.818899989128,-0.471300005913,-0.102300018072
5777,0.220600008965,1.11240005493,0.497550010681
1846,1.19484996796,0.435900002718,1.08174991608
5925,-1.15694999695,-1.66750001907,0.210850000381
142,0.315950006247,0.0029000043869,0.750349998474
1021,0.504899978638,-0.230650007725,0.798650026321
5699,-0.23995000124,-1.17904996872,-0.91354995966
8061,0.706550002098,-0.268549978733,0.752749979496
1870,1.30589997768,0.991950035095,0.809199988842
1398,0.586250007153,-0.45064997673,-0.488900005817
3312,-0.432399988174,-0.14414998889,0.507749974728
891,0.129799991846,0.542150020599,-0.768299996853
4775,-0.56559997797,-1.08255004883,-0.524900019169
5111,0.337249994278,-0.193949997425,0.834599971771
5696,0.399250030518,0.00734996795654,0.600199997425
5588,0.519199967384,0.389800012112,-1.17925000191
6839,-0.57080000639,0.1195499897,1.40530002117
329,-0.215499997139,-0.593899965286,2.64464998245
5058,-0.197750002146,-0.51289999485,-0.0600999966264
998,-2.35149979591,1.06500005722,0.703899979591
9134,0.8886500597,0.242150008678,-1.52559995651
6616,-0.746249973774,0.131150007248,-0.0362499989569
5223,-0.380500018597,-0.180300012231,1.72564995289
