rid,ERG011_VCAP_6H:BRD-K87112191-001-02-9:10,ERG011_VCAP_6H:BRD-K87112191-001-02-9:2,ERG011_VCAP_6H:BRD-K87112191-001-02-9:0.4,ERG011_VCAP_24H:BRD-K87112191-001-02-9:10,ERG011_VCAP_24H:BRD-K87112191-001-02-9:2,ERG011_VCAP_24H:BRD-K87112191-001-02-9:0.4
5720,-0.216649994254,-0.4700999856,1.42385005951,0.0585746020079,0.150715619326,-0.35040935874
466,0.564749956131,0.621150016785,-0.198850005865,-0.487650752068,-0.380474627018,-0.0224750116467
6009,0.851850032806,0.709900021553,0.364449977875,-1.10410630703,-0.631045937538,-0.633880078793
2309,1.91054999828,2.33445000648,1.08204996586,3.57470607758,2.34290194511,1.30210363865
387,0.423449993134,0.376550018787,0.740400016308,-0.841878712177,-0.30543923378,-0.572225689888
3553,-0.490549981594,-0.382699996233,0.226999998093,1.03801476955,0.755188345909,0.96924507618
427,0.532899975777,0.278349995613,0.491900026798,0.289148688316,0.719579935074,0.403854757547
5898,1.07134997845,0.898000001907,0.345100015402,-0.476099938154,0.220954060555,0.0812028050423
23365,1.23965001106,1.05830001831,-0.49564999342,-0.535199165344,-0.576019525528,0.101681284606
6657,-0.829699993134,-0.821449995041,-0.473099976778,0.594271302223,0.565865278244,0.843105375767
5054,0.0514000058174,-0.175699993968,-0.55604994297,-0.215169578791,-0.544980287552,-0.135326474905
3108,1.16729998589,0.610650002956,3.22774982452,0.621084749699,-0.00342616438866,-0.654677867889
1950,-0.28900000453,-0.872200012207,-0.304399996996,0.50225353241,0.0562562346458,-0.326349079609
351,0.674499988556,0.674499988556,0.0586999952793,-0.184698536992,0.518689572811,0.146426022053
4846,0.627099990845,0.169600009918,0.465649992228,2.60754084587,-0.416224718094,1.42682540417
1452,1.05465006828,0.96305000782,0.67509996891,0.199588090181,0.020112901926,0.78635764122
4776,-0.683349967003,-0.329649984837,0.0997000038624,1.12228441238,0.387525320053,0.835703074932
6908,1.37634992599,0.563050031662,-0.579999983311,-0.213472396135,-0.492096990347,-0.448414325714
672,0.314300000668,0.440299987793,0.359200000763,-1.55196034908,-0.708113670349,0.248614013195
5710,0.96145004034,-4.32789993286,0.88529998064,-0.378669023514,-0.782387077808,0.243743211031
2115,-0.450450003147,-0.207549989223,-0.00639998912811,-0.0231625288725,-0.550545394421,-0.130908966064
7015,-0.572049975395,-0.259750008583,0.0856000036001,1.63252210617,1.05323565006,2.54503941536
8726,0.335950016975,-0.392250001431,-0.380549997091,-0.930510103703,-1.0444034338,-0.770630061626
2185,-0.78100001812,-0.38924998045,-0.658599972725,1.22854995728,0.484875589609,0.642817914486
3315,0.479449987411,1.29780006409,0.225699990988,0.845672726631,-0.345523267984,-0.168505057693
5289,2.1726500988,0.402350008488,0.743250012398,-0.878940463066,-0.492909371853,0.542844831944
868,2.11805009842,1.32165002823,1.46290004253,1.45247232914,0.319242954254,0.675577759743
1677,-1.1290500164,-0.516149997711,-0.045450001955,-0.385932803154,0.570942759514,0.17478980124
7043,-0.778550028801,-1.09165000916,-0.154249995947,-0.104885332286,-0.209850907326,0.00791507214308
5613,-0.659600019455,-0.282550007105,-0.582650005817,1.07682585716,0.251857757568,0.720463335514
595,1.06470000744,0.264100015163,0.834499955177,-0.687864303589,-0.342119842768,0.102815374732
4793,-0.012800000608,0.143050000072,-0.488450020552,0.431155025959,-0.32275429368,-0.394477367401
2736,-0.417999982834,-0.102749995887,0.349000006914,0.655482053757,1.96046829224,0.67522495985
5290,0.0533499717712,0.0972999930382,-0.215800002217,0.873141884804,0.617970883846,1.2093963623
6194,0.0,0.0,-0.996200025082,-1.39501237869,0.0,0.0
1676,-1.04165005684,-0.238749995828,0.0779500007629,0.965000033379,0.997630476952,1.16368496418
23512,-0.233750000596,-0.0448500066996,0.024549998343,-2.57047796249,-1.38259589672,-0.877783000469
148022,-0.539499998093,-0.7174000144,-0.199649989605,-0.585262775421,-0.693450808525,0.138386905193
1906,-0.214300006628,0.0262999981642,0.371749997139,0.784820973873,-0.425037205219,-0.0522667728364
8878,0.251699984074,-1.18145000935,-0.174199998379,0.035608112812,-0.399270534515,0.081114038825
3091,0.627699971199,-0.00119999796152,-1.29664993286,-0.140560626984,-0.00846379995346,0.0773280262947
5743,-0.0796499997377,1.71105003357,2.4646999836,0.0931252092123,-0.209785714746,0.304286360741
5321,-0.271750003099,-0.276650011539,-0.0470499992371,1.13552999496,0.770782589912,0.68927115202
4144,-2.59489989281,-1.5204000473,-0.858150005341,0.195725589991,1.58980429173,1.4742692709
1981,-0.650049984455,-1.36345005035,-1.28605008125,-0.942597448826,-0.563712835312,-0.316757500172
695,0.0848999992013,-0.0996999964118,-0.352500021458,-0.382571995258,-1.60484075546,-0.835876226425
10398,-0.638000011444,-1.37890005112,-0.149649992585,-0.19030110538,0.546333432198,0.21772621572
5708,-0.130350008607,0.134700000286,0.57389998436,-1.64262914658,-2.47996592522,-0.914781093597
1213,-0.270900011063,0.127749994397,0.244800001383,-2.34459924698,-1.2788939476,-1.04667949677
226,-0.27429997921,-0.156499996781,-1.41805005074,-1.03061139584,-0.928206920624,-0.218524366617
6777,-0.0798000395298,-0.0713999867439,-0.71875,-0.0201322026551,6.11839389801,-0.29617986083
2113,-1.09899997711,-0.488950014114,0.119800001383,0.91325455904,0.281811416149,0.0672487542033
3329,-0.173700004816,0.236349999905,0.252649992704,-1.88576388359,-0.562493085861,0.21659077704
1050,-1.10045003891,-0.79515004158,-0.492700010538,-0.927008152008,-0.0212102085352,0.275061130524
9491,-0.707849979401,0.428350031376,-0.11455000937,0.736531853676,0.241372853518,0.851559042931
22926,-0.0774000138044,0.14050000906,0.525900006294,-0.848541200161,0.233791187406,0.209215298295
