rid,CPC004_A375_6H:BRD-A62525898-001-04-5:10,CPC004_HA1E_6H:BRD-A62525898-001-04-5:10,CPC004_HA1E_24H:BRD-A62525898-001-04-5:10,CPC004_HCC515_6H:BRD-A62525898-001-04-5:10,CPC004_HCC515_24H:BRD-A62525898-001-04-5:10,CPC004_HEPG2_6H:BRD-A62525898-001-04-5:10,CPC004_HT29_6H:BRD-A62525898-001-04-5:10,CPC004_MCF7_6H:BRD-A62525898-001-04-5:10,CPC004_PC3_6H:BRD-A62525898-001-04-5:10,CPC004_PC3_24H:BRD-A62525898-001-04-5:10,CPC004_VCAP_6H:BRD-A62525898-001-04-5:10,CPC004_VCAP_24H:BRD-A62525898-001-04-5:10,CPC015_A375_6H:BRD-A62525898-001-04-5:10,CPC015_A549_6H:BRD-A62525898-001-04-5:10,CPC015_A549_24H:BRD-A62525898-001-04-5:10,CPC015_ASC_24H:BRD-A62525898-001-04-5:10,CPC015_HEPG2_6H:BRD-A62525898-001-04-5:10,CPC015_HT29_6H:BRD-A62525898-001-04-5:10,CPC015_MCF7_6H:BRD-A62525898-001-04-5:10,CPC015_MCF7_24H:BRD-A62525898-001-04-5:10,CPC015_NPC_24H:BRD-A62525898-001-04-5:10,CPC015_PHH_24H:BRD-A62525898-001-04-5:10,CPC015_SKB_24H:BRD-A62525898-001-04-5:10,CPD001_MCF7_6H:BRD-K82624463-001-01-1:10,CPD001_MCF7_24H:BRD-K82624463-001-01-1:10,CPD001_PC3_24H:BRD-K82624463-001-01-1:10
5720,-2.88847517967,-0.15625,0.181763142347,-1.79612517357,-0.225438714027,-0.217885434628,-1.69670510292,-0.298949986696,-0.51614677906,-0.300525277853,-0.744801878929,-1.48817169666,-0.180366694927,-0.235449999571,0.00717866420746,0.0369563475251,-0.342449992895,0.171402707696,-0.442273199558,0.121569372714,0.613715171814,0.736799955368,0.697899997234,0.045856166631,-0.753633320332,0.248575344682
466,0.0825070440769,-1.41960000992,-0.392638415098,-0.813819289207,-0.1753834337,-1.71940386295,-0.348138809204,-0.225449994206,-0.0936491042376,-0.889285266399,-1.0370156765,0.988034844398,-0.0308333337307,-0.7799000144,-1.71562790871,0.583784222603,0.127449989319,-0.536215186119,-0.6237642169,0.278372168541,-0.146190345287,-0.909549951553,-0.283800005913,0.19222047925,-0.406733334064,0.131986394525
6009,0.509621560574,-0.517599999905,-0.467118471861,1.57862961292,-0.657991707325,-0.22029595077,-0.557249188423,0.398550003767,0.353951454163,0.2410851717,0.812505543232,-0.891951799393,-0.194333344698,-0.710099995136,-0.237521559,-0.153312325478,-0.581600010395,-0.303598880768,-0.585442960262,-0.718612670898,0.183926105499,0.589600026608,-0.71130001545,-1.09258341789,-0.124799996614,-0.228837758303
2309,1.1992944479,-0.314350008965,-0.197151437402,-0.526769578457,-0.0455688610673,-0.320100367069,-0.560976564884,0.310000002384,-0.469541668892,-0.586552917957,-0.650430679321,0.230046764016,-0.342033326626,-0.447449982166,0.231266334653,0.218592867255,-0.891000032425,0.213195115328,1.0072735548,-0.570813000202,0.085559502244,0.0837500095367,-0.478450000286,-0.0178440473974,0.0927999913692,-0.211628288031
387,1.0321419239,-1.01639997959,0.889514446259,3.06382441521,0.382654607296,-0.0833593904972,-0.176694557071,0.217299997807,1.68332493305,0.448176503181,1.14909338951,-2.05336523056,-0.00853335857391,-0.625699996948,0.440469503403,-0.21715554595,0.528549969196,-0.182186290622,-0.683584988117,-0.689526200294,0.830560564995,0.435350000858,-0.776399970055,-0.945798397064,-0.299466669559,-0.362062901258
3553,1.11796176434,2.30649995804,0.220775365829,-0.378751218319,-0.953994631767,0.565027415752,1.96529853344,-0.0101499557495,-0.345818221569,-0.573791623116,2.59816408157,-1.34369909763,0.175033330917,0.866400003433,-0.531317353249,-0.161613732576,0.0331000089645,-0.082159884274,-0.727204144001,-0.513222098351,0.208230674267,-0.430400013924,0.862399995327,-0.152046352625,0.566866755486,-0.416493058205
427,0.0996651053429,-1.28009998798,-0.523933053017,-0.927313685417,0.0923677533865,-1.10157501698,-1.42254090309,-0.401549994946,-0.872252047062,-0.927262306213,-0.932824611664,0.364930689335,-0.0206333398819,0.807249963284,-1.0352461338,0.540716469288,-0.387000024319,0.430957823992,-0.786255598068,-0.21670126915,-0.503722786903,-0.769700050354,0.418449997902,-0.627290904522,-0.127599999309,-0.453065276146
5898,0.24224126339,-0.480499982834,-1.32051682472,0.888543307781,-1.49637269974,0.423686802387,-0.496876209974,-0.452050000429,-0.0209542755038,-0.743792057037,-0.5461769104,-0.391035884619,0.770966649055,0.803300023079,-0.295787513256,0.337417781353,0.299699991941,0.213623136282,-0.909500777721,0.410603731871,-0.91245663166,0.095400005579,0.292050004005,0.510926127434,0.179866671562,-0.0126205254346
23365,1.11497569084,0.287800014019,-0.594908237457,2.2073404789,-0.0693014934659,0.825940728188,0.920332670212,0.782000005245,0.934197366238,0.11070035398,0.641941308975,2.59433865547,-0.0122666656971,0.657150030136,0.044806689024,0.285928279161,0.397199988365,0.0839004814625,-0.683620214462,0.481041967869,0.666550815105,-1.02055001259,-0.606550037861,0.788167119026,0.27486667037,-0.0152390450239
6657,-0.165872856975,1.22874999046,1.16800701618,-0.641810595989,-0.743128716946,1.26007974148,0.725207209587,-0.219799995422,-0.642517447472,0.186398014426,0.637772798538,-2.31059455872,-0.234099984169,0.789000034332,-0.523750603199,-0.799290418625,0.0205000042915,-0.161103576422,-0.90174216032,-0.260005891323,0.572950601578,-0.159850001335,0.0597999989986,0.51233536005,0.384866654873,0.575462758541
