rid,DOS029_VCAP_24H:BRD-K66221011-001-01-3:5,DOS033_A375_24H:BRD-K66221011-001-01-3:5,DOS033_A549_24H:BRD-K66221011-001-01-3:5,DOS033_HT29_24H:BRD-K66221011-001-01-3:5,DOS033_MCF7_24H:BRD-K66221011-001-01-3:5,DOS033_PC3_24H:BRD-K66221011-001-01-3:5
5720,0.764581203461,0.0799745172262,0.37355273962,-0.0569134689867,-0.143235981464,0.790562987328
466,1.42752218246,-0.765712618828,-0.291104108095,0.331658869982,0.361314892769,0.0985327363014
6009,-0.407551378012,-0.322967290878,-0.955861508846,-1.10750114918,-0.693160891533,-0.893673300743
2309,-0.754682123661,0.121245399117,-0.439064830542,1.68219530582,-0.450691044331,0.00727774202824
387,-0.0212141275406,-0.16580426693,-0.116677165031,0.893399953842,0.0491955429316,-0.224490135908
3553,-0.850598335266,0.481158643961,1.14083623886,-1.22188985348,-0.098534040153,0.299663960934
427,-0.716089844704,-0.430898666382,-0.0973227098584,1.54042267799,-0.479674935341,0.731101810932
5898,0.755199432373,-0.930415630341,-1.26738238335,-0.230648636818,1.58426690102,-0.0537525564432
23365,-0.298446238041,-0.0571297854185,0.291561365128,0.258241653442,0.343909114599,-0.285392642021
6657,-0.372733354568,0.232083842158,0.349885106087,-1.00532162189,-0.409578680992,-0.0963859558105
5054,-0.262187182903,-2.23116922379,-0.0219923555851,-0.0704072117805,-0.610247671604,-0.873531103134
3108,0.278715193272,-0.396556854248,-2.59318685532,-0.140341743827,0.0780956074595,0.0371072292328
1950,0.716816782951,-0.228372633457,-0.23663765192,-0.430185437202,-0.618254959583,0.647295832634
351,0.372752666473,0.148125305772,-0.210616439581,-0.128526806831,-0.423277020454,-0.702531814575
4846,0.0803562402725,0.188583418727,-1.99969506264,-0.0570055171847,0.28657373786,0.498503774405
1452,-0.600975036621,0.277179598808,-0.162219539285,0.778717577457,0.266479492188,0.0703580453992
4776,1.57790887356,-0.089503929019,0.459665089846,-0.704119682312,-0.711037695408,0.0962102040648
6908,0.368801832199,0.263859450817,0.271167039871,1.61762845516,-0.62557798624,0.329948067665
672,0.428521931171,-0.430592119694,-0.115478999913,0.371233522892,0.605876684189,0.650354981422
5710,0.674410998821,-0.700506150723,-0.0418717563152,-1.40756058693,-2.94026231766,-0.535231769085
2115,0.363123983145,0.617622554302,1.14988160133,1.5383118391,0.187723100185,-0.207500427961
7015,-1.03335428238,0.298184812069,0.733505606651,-0.455440759659,-0.386534392834,0.766187727451
8726,-0.460400640965,-0.339833676815,-0.529696106911,0.507184326649,-0.156234547496,0.843760967255
2185,-0.409183621407,-0.095112003386,0.276712477207,-0.913633525372,-0.633146286011,-0.217811226845
3315,-0.173807606101,-0.588294625282,-0.854141592979,-0.0255630239844,0.122301876545,-2.02481913567
5289,-0.695967435837,0.937250494957,0.614384412766,-0.0443759672344,-0.0651044249535,0.568599879742
868,-0.28210490942,0.514287471771,-0.67721003294,-0.0104887336493,-0.648330450058,0.219871610403
1677,0.300899893045,0.52733784914,-0.117584839463,1.08109593391,-0.747010171413,0.353526651859
7043,-0.849879801273,-0.0469850152731,0.493140608072,-1.12230682373,-1.01501441002,-0.477416813374
5613,-0.447648942471,0.292893588543,1.7750749588,-0.334516257048,-0.658389151096,0.0765745788813
595,0.421365439892,-0.374838471413,-0.864825189114,0.0445412024856,0.545383930206,-0.383069902658
4793,0.404471307993,-0.698578953743,-0.937001824379,-0.131902560592,-0.209885746241,0.224489629269
2736,-0.55150783062,-0.137921392918,0.921586573124,0.293583959341,-0.143427461386,0.300008773804
5290,-0.676858246326,-0.411002844572,0.899566113949,-0.378526300192,-0.737418293953,0.0347167253494
6194,-0.0642063468695,0.000518797605764,0.235419392586,3.14978969982e-05,-0.58927321434,-1.00296378136
1676,-0.593284130096,0.223783701658,0.528510272503,-0.854970812798,-0.684417426586,-0.346827328205
23512,-0.200272470713,-0.309233576059,-0.484982013702,-0.387274324894,0.711239635944,0.0335538461804
148022,-0.315030664206,-1.15692329407,1.93170070648,0.828670501709,-0.480195134878,-0.404662668705
1906,-0.619891107082,0.181435748935,1.24604773521,-0.710814714432,-0.514815270901,0.414129495621
8878,-0.435814350843,-0.11346359551,0.213386654854,0.268633574247,-1.15010774136,-0.83291554451
3091,0.15221311152,-0.138705685735,1.18545079231,1.17091846466,-1.16955065727,0.0978041663766
5743,5.39779520035,-0.117835365236,0.55053550005,1.28733062744,-0.628423452377,-0.243422061205
5321,-0.619306266308,4.15174627304,-1.52886641026,-0.401292294264,1.15172708035,-0.0380183756351
4144,0.302960574627,0.8886064291,0.545571804047,-2.04912400246,-2.55807137489,0.116753339767
1981,0.277520179749,-0.9564858675,0.477204918861,-0.57856297493,-0.188134849072,0.56781411171
695,0.352531462908,-0.3864608109,-0.34238666296,0.406874626875,5.34958028793,-1.02832531929
10398,0.0423416644335,0.591153383255,0.615472078323,-0.692968130112,-0.613990306854,0.309914201498
5708,-0.937775611877,4.71234703064,0.36796066165,-0.32484087348,0.134120613337,5.56599569321
1213,-0.0368346571922,0.123862653971,0.228156656027,0.292740881443,0.327240556479,-0.665115058422
226,0.70038318634,6.04447841644,-1.39933025837,-0.610450863838,-0.568391740322,5.0361123085
6777,1.04286694527,1.02930998802,-0.511547863483,-0.101461842656,-1.05825960636,2.47831296921
2113,-0.0403889119625,0.866449534893,0.889965176582,-0.606238782406,-0.211364895105,-0.97542732954
3329,0.505763590336,0.0314453542233,-1.06642580032,0.708098590374,-0.0573213398457,-1.12525093555
1050,0.568244695663,-0.12494635582,0.424613952637,0.48355692625,0.243818446994,0.217732995749
9491,1.47395443916,-0.874343037605,-0.217101067305,-1.38681542873,-0.0927228331566,-0.226161047816
