rid,CPC011_A375_6H:BRD-K06388322-001-05-8:10,CPC011_A375_6H:BRD-K06388322-003-07-0:10,CPC011_A549_6H:BRD-K06388322-001-05-8:10,CPC011_A549_6H:BRD-K06388322-003-07-0:10,CPC011_A549_24H:BRD-K06388322-001-05-8:10,CPC011_A549_24H:BRD-K06388322-003-07-0:10,CPC011_HA1E_6H:BRD-K06388322-001-05-8:10,CPC011_HA1E_6H:BRD-K06388322-003-07-0:10,CPC011_HT29_6H:BRD-K06388322-001-05-8:10,CPC011_HT29_6H:BRD-K06388322-003-07-0:10,CPC011_MCF7_6H:BRD-K06388322-001-05-8:10,CPC011_MCF7_6H:BRD-K06388322-003-07-0:10,CPC011_MCF7_24H:BRD-K06388322-001-05-8:10,CPC011_MCF7_24H:BRD-K06388322-003-07-0:10,CPC011_PC3_6H:BRD-K06388322-001-05-8:10,CPC011_PC3_6H:BRD-K06388322-003-07-0:10,CPC011_PC3_24H:BRD-K06388322-001-05-8:10,CPC011_PC3_24H:BRD-K06388322-003-07-0:10,CPC011_VCAP_6H:BRD-K06388322-001-05-8:10,CPC011_VCAP_6H:BRD-K06388322-003-07-0:10,CPC011_VCAP_24H:BRD-K06388322-001-05-8:10,CPC011_VCAP_24H:BRD-K06388322-003-07-0:10,CPD003_MCF7_6H:BRD-K06388322-001-04-1:10,CPD003_MCF7_24H:BRD-K06388322-001-04-1:10,CPD003_PC3_6H:BRD-K06388322-001-04-1:10,CPD003_PC3_24H:BRD-K06388322-001-04-1:10
5720,-2.35363101959,-0.644840538502,1.16078293324,-1.01254236698,0.897949934006,-1.49996674061,0.36384999752,-0.324349999428,-0.696098804474,-5.0200586319,-4.95384979248,-4.79405021667,-0.409699976444,1.05939996243,-0.737899243832,-0.682345509529,-0.567942321301,-0.0228686854243,0.243928968906,-0.915774643421,-0.43552172184,-0.326746970415,-0.456749975681,0.245491415262,-0.608984827995,-0.726400017738
466,-1.71237277985,1.07119262218,1.29955124855,-0.261493086815,1.2431499958,-2.43073344231,-0.915600001812,0.86645001173,0.283936589956,1.09537386894,0.91654998064,1.04919993877,0.328500002623,0.607400000095,0.773992538452,0.543024778366,0.584267497063,0.121063351631,-0.402728617191,-1.20679235458,0.546975076199,-0.43323123455,0.820349991322,0.125204011798,-0.0134790614247,-0.284500002861
6009,-0.975395441055,1.68399834633,0.414960950613,0.685678243637,0.628199994564,-1.11483335495,0.0198500007391,0.435300022364,-0.635654568672,0.574797809124,0.621699988842,-0.0511000156403,-0.684650063515,0.93590003252,0.50341796875,-0.306013524532,-0.156240984797,-0.468688040972,-0.0278810746968,-0.0496597848833,0.238234996796,0.948617815971,-0.138400003314,0.0142969563603,-0.752771794796,-0.0974500030279
2309,-0.29479855299,1.04437375069,-2.09387922287,-1.5882601738,-0.595649957657,-0.639100074768,-1.02625000477,0.453400015831,-0.729493618011,0.455087304115,0.259999990463,1.2906999588,-0.23710000515,-0.382299989462,-1.51049900055,0.685607075691,-0.191247269511,-0.0346608757973,-0.268875837326,-0.0635899603367,-0.22811961174,-0.202125012875,-0.867549955845,-0.10746397078,-1.05480027199,-0.18314999342
387,-1.47437345982,1.26174843311,1.1056728363,-0.0933166965842,2.30235004425,-0.768666684628,-0.481850028038,0.21715003252,-0.807625412941,1.20952820778,0.348949968815,-2.68700003624,0.972300052643,1.19959998131,-0.462322533131,0.418369680643,-0.533754348755,0.71423625946,0.34159129858,0.848624706268,-0.234117463231,2.29497051239,-0.435899972916,-0.230087846518,-1.1891425848,-0.790799975395
3553,0.399250000715,-0.552469491959,-0.479968339205,0.664601445198,-1.1901999712,1.56326675415,0.916599988937,0.183699995279,1.11235070229,1.58870768547,1.98304998875,1.90259993076,-0.0383500158787,-0.272099971771,-0.788200736046,0.416962087154,-0.889344215393,1.27963197231,-0.157555520535,1.26848745346,0.136370867491,-0.128812417388,1.35684990883,-0.156914114952,0.20504231751,0.509850025177
427,-0.383156985044,-0.12120616436,1.2522405386,-1.71258354187,0.0938500016928,-0.334966689348,0.2541000247,0.841400027275,0.730193018913,1.12105774879,1.05869996548,1.2865499258,-0.58470004797,0.486750006676,0.0493501462042,-0.0239167362452,-0.0788369178772,0.709929823875,-0.0781645029783,0.833541989326,-0.0199019741267,-0.272666871548,-0.0658999979496,0.329569995403,0.748585939407,2.06859993935
5898,-0.447118550539,0.645825147629,0.577201247215,0.168931499124,-0.347299993038,-0.185533344746,-0.838450014591,-0.536249995232,-1.63510155678,1.01222741604,0.212049990892,1.2920999527,0.0874000042677,-0.515599966049,-1.09062898159,0.159463763237,-0.796011149883,-0.127810120583,-0.732403755188,0.368237048388,-0.279266387224,0.176071256399,0.596799969673,-0.225412249565,-0.549211919308,0.00549998879433
23365,-0.157266736031,0.63885307312,0.568731427193,0.447057127953,0.516650021076,0.0420666635036,-0.540750026703,0.071850001812,0.501565337181,1.04685950279,-0.0982999950647,2.35430002213,0.343800008297,-0.306649982929,0.859686136246,0.66871201992,-0.00970853492618,0.213468715549,-0.0368850678205,-0.200497671962,0.20145881176,1.33065772057,0.26550000906,0.162673681974,-0.256203114986,-0.543699979782
6657,1.87891829014,-0.591785669327,-1.0912694931,0.897066295147,-0.866199970245,0.458400011063,0.83370000124,0.189600005746,1.15405189991,1.98129832745,1.33460009098,1.38034999371,-0.498099982738,-0.243499994278,1.74699568748,-0.738819301128,1.41273128986,-0.579307258129,1.07582521439,0.374111115932,0.28994601965,-0.0902343392372,1.12679994106,-0.586912035942,0.3478538692,0.645249962807
