rid,CPC004_A375_6H:BRD-A09472452-015-11-9:10,CPC004_HA1E_6H:BRD-A09472452-015-11-9:10,CPC004_HA1E_24H:BRD-A09472452-015-11-9:10,CPC004_HCC515_6H:BRD-A09472452-015-11-9:10,CPC004_HCC515_24H:BRD-A09472452-015-11-9:10,CPC004_HEPG2_6H:BRD-A09472452-015-11-9:10,CPC004_HT29_6H:BRD-A09472452-015-11-9:10,CPC004_MCF7_6H:BRD-A09472452-015-11-9:10,CPC004_PC3_6H:BRD-A09472452-015-11-9:10,CPC004_PC3_24H:BRD-A09472452-015-11-9:10,CPC004_VCAP_6H:BRD-A09472452-015-11-9:10,CPC004_VCAP_24H:BRD-A09472452-015-11-9:10,CPC017_A375_6H:BRD-A09472452-015-11-9:10,CPC020_A375_6H:BRD-A09472452-015-19-2:10,CPC017_A549_6H:BRD-A09472452-015-11-9:10,CPC020_A549_6H:BRD-A09472452-015-19-2:10,CPC017_A549_24H:BRD-A09472452-015-11-9:10,CPC017_ASC_24H:BRD-A09472452-015-11-9:10,CPC020_HA1E_6H:BRD-A09472452-015-19-2:10,CPC020_HCC515_6H:BRD-A09472452-015-19-2:10,CPC017_HEPG2_6H:BRD-A09472452-015-11-9:10,CPC017_HT29_6H:BRD-A09472452-015-11-9:10,CPC020_HT29_6H:BRD-A09472452-015-19-2:10,CPC017_MCF7_6H:BRD-A09472452-015-11-9:10,CPC020_MCF7_6H:BRD-A09472452-015-19-2:10,CPC017_MCF7_24H:BRD-A09472452-015-11-9:10,CPD002_MCF7_24H:BRD-A09472452-015-17-6:10,CPC020_MCF7_24H:BRD-A09472452-015-19-2:10,CPC017_NPC_24H:BRD-A09472452-015-11-9:10,CPC020_PC3_6H:BRD-A09472452-015-19-2:10,CPC020_PC3_24H:BRD-A09472452-015-19-2:10,CPC017_PHH_24H:BRD-A09472452-015-11-9:10,CPC017_SKB_24H:BRD-A09472452-015-11-9:10,CPC020_VCAP_6H:BRD-A09472452-015-19-2:10,CPC020_VCAP_24H:BRD-A09472452-015-19-2:10,CPD002_MCF7_6H:BRD-A09472452-015-17-6:10,CPD002_PC3_6H:BRD-A09472452-015-17-6:10,CPD002_PC3_24H:BRD-A09472452-015-17-6:10
5720,-3.51940345764,-0.0342951864004,-0.0995805338025,-0.102611064911,0.924709677696,0.0557732321322,-0.202835738659,-0.738826274872,-0.558178186417,-0.0728271454573,-1.01335883141,-0.455319821835,-0.394815772772,-0.0988476127386,-1.13841545582,0.548299968243,0.198669686913,0.0529615283012,-0.136913567781,-0.465499997139,-0.912709236145,-0.449609518051,0.686825990677,-1.33263158798,-0.00176189094782,0.704001665115,-0.29800003767,0.490916669369,0.0456695705652,-0.76320630312,0.286991715431,-0.448150008917,-0.0942000001669,1.21643829346,-0.0161915123463,0.133943140507,-0.220781356096,0.0150499939919
466,0.695892989635,-0.464751660824,-0.0562616214156,-0.421666681767,0.415742427111,0.358965396881,0.250026911497,-0.755982875824,-0.187458708882,-0.206427574158,-1.93088507652,0.440918534994,-0.0691844001412,-0.318524479866,-0.748483181,0.0833000019193,0.666508734226,0.184361547232,-0.178627312183,-0.690600037575,0.813024878502,-0.953864812851,1.06529057026,-1.30647397041,0.0825986415148,0.370663464069,-0.589400053024,0.302346408367,0.0680200979114,-1.3220038414,1.09241652489,0.622749984264,0.606299996376,-0.17370903492,0.694553613663,0.7544054389,0.59016174078,-2.04520010948
6009,0.391939997673,0.236236512661,0.676550149918,-0.650589764118,0.316712468863,0.300645112991,0.166471868753,0.0786830037832,-0.947769880295,-0.224173471332,-0.743562817574,0.515769660473,0.000551387667656,0.0204104781151,-0.823444366455,-0.0283499956131,0.495531946421,-0.154232487082,0.303982824087,0.361600011587,0.474734425545,-0.53359079361,0.241211354733,-0.378224313259,-0.367587327957,-0.221406966448,0.0166000053287,0.937066316605,-0.037685457617,-0.22253832221,0.800514996052,0.849900007248,-0.211400002241,0.195883750916,-0.404427558184,0.895861268044,-0.554976284504,0.837850034237
2309,-0.0137101523578,0.0234420821071,0.0470041036606,-0.607598364353,-0.256783992052,-0.777923703194,0.312096655369,-0.979156851768,-0.159170985222,-0.278225541115,-0.557447731495,0.442972362041,-0.228639051318,1.34493970871,-0.787690162659,1.36315000057,0.0121453059837,-0.413058549166,-0.477181911469,-1.08379995823,-0.761792898178,-0.113928809762,1.00060069561,0.749738693237,0.386778652668,-0.467377394438,0.362700015306,2.2963488102,0.000922378152609,1.74129378796,0.382640570402,-0.391999989748,0.182600006461,1.42366576195,1.78237390518,0.483789145947,-0.180789396167,-0.784399986267
387,0.307620555162,0.0765386521816,1.66770076752,0.556381821632,1.31428802013,1.02209746838,1.04234814644,0.140576794744,0.499361157417,0.266840159893,0.54046523571,0.089616060257,0.400778353214,0.299024701118,-0.108359135687,0.394450008869,0.391104608774,-0.322715520859,-0.453600943089,0.850699961185,0.379249274731,-0.240470141172,1.34717130661,0.590617060661,0.245524942875,-0.110750131309,0.710333347321,-0.492952346802,-0.498329669237,-0.963575005531,-0.0205313712358,0.826900005341,-0.797399997711,0.315108180046,-0.2602429986,0.0450023561716,-0.00532525032759,0.468250006437
3553,0.708018004894,1.19359302521,-0.310987561941,-0.0335549116135,-0.862635314465,0.402944654226,-0.2254948318,0.886588215828,1.00039637089,-0.290137559175,1.35952544212,-0.191701263189,0.430501580238,-0.424035727978,0.267624378204,-1.11860001087,-1.31814837456,-0.634402394295,0.338674008846,0.53309994936,-0.203401342034,0.509487748146,-1.47079992294,-0.676388680935,-0.703429102898,-0.022398903966,-0.729066729546,0.24652493,-0.0389892309904,-3.77886033058,-2.26885509491,-0.222450003028,-1.27760004997,-1.16078138351,-0.768651366234,-2.19326806068,1.76152098179,-0.699950039387
427,-0.190472990274,0.405738383532,0.355489343405,-0.78166282177,-0.368798673153,0.358383595943,1.0440299511,0.683755636215,-0.703049182892,-0.584234178066,-1.72337770462,-0.271318376064,-0.105254501104,-0.161277934909,-0.711009025574,-0.153399989009,0.224876195192,-0.450702369213,0.158917292953,-0.00364999473095,1.06612348557,-0.355613410473,1.4386703968,1.28980910778,0.247513443232,-0.184501588345,0.000966668128967,1.57945799828,0.20318980515,0.200183019042,1.51165831089,-0.30759999156,1.10790002346,-0.593662261963,0.486136257648,0.780457556248,-0.282454997301,1.51275002956
5898,-1.34002006054,0.294228464365,0.184039980173,-0.164141982794,0.19023758173,-0.953741312027,0.0604706704617,0.0866654962301,-1.02550196648,-0.751532673836,-1.51541566849,-0.263704568148,0.550023794174,-0.584936857224,-0.0640347599983,0.441700041294,0.638051331043,-0.320534318686,-0.571068525314,-1.30470001698,-0.207770645618,-0.298643410206,-0.312769293785,-0.237254261971,0.125726893544,0.178748756647,-0.395566672087,0.569538235664,-0.750479221344,-0.268885493279,0.366115063429,0.191249996424,0.973999977112,-1.3531857729,-0.295137405396,-1.00230097771,-0.27506929636,-2.77535009384
23365,0.116320624948,0.871793627739,0.582421302795,0.539670050144,0.521882653236,-0.257236421108,0.670292556286,0.936603307724,0.222117945552,0.016272360459,-0.173024922609,-0.24326723814,0.28555893898,0.159842967987,0.320376366377,1.17990005016,0.30042642355,-0.175665289164,0.182548448443,0.741100013256,-0.0105291232467,-0.144945845008,0.820631206036,1.45974373817,0.597318530083,-0.414285421371,0.0671666562557,-0.0159343760461,-0.578950464725,-0.7327221632,-0.00434359908104,0.247349992394,0.725799977779,-0.0653775930405,0.161713913083,-0.716501951218,-1.04649984837,-0.0939999967813
6657,-0.543894052505,-0.497611135244,-0.329451441765,0.210554331541,0.507850468159,-0.0199652314186,-0.36362054944,1.28256821632,-0.640514612198,-0.307264477015,0.713778018951,0.230085387826,-0.122904077172,0.108734190464,0.235918849707,-1.32375001907,0.0591547787189,0.0233695209026,0.19832149148,0.209950000048,0.30897423625,0.389940291643,-1.65967416763,-0.0394057631493,-1.19338726997,-0.24508228898,-0.0477000027895,-0.0431334972382,0.624421954155,0.38612356782,-1.72609162331,-0.482950001955,-0.945399999619,-1.46761238575,-0.819839000702,-2.1356959343,-0.00880490243435,1.85775005817
5054,-0.405754983425,0.284127444029,0.278509050608,0.124768778682,0.00712371990085,-0.702607393265,0.280607938766,1.26941204071,-0.357353627682,-0.137188270688,0.138568967581,-0.840528070927,-0.665253162384,-0.667920470238,0.134695276618,-1.07784998417,0.247233912349,0.323855936527,-1.11560463905,0.0226500034332,-0.480810254812,1.65352416039,-0.116533756256,-0.628720521927,-0.870727360249,-0.289735406637,0.451066702604,0.165950000286,0.318461328745,0.0868553742766,-0.326963186264,1.04460000992,0.54439997673,-0.459334284067,0.173521876335,0.536765098572,0.451817721128,-1.55914998055
3108,-0.0246092118323,-0.726205468178,0.677120566368,0.780130207539,-0.193918809295,-0.278210729361,-0.59962105751,-0.27453866601,0.0661814361811,-1.23262262344,-0.193436056376,-0.358951210976,-0.147771835327,0.165390074253,0.245758503675,0.442050009966,0.0717493593693,-0.174916997552,-0.0513404607773,-0.719699978828,-0.547793447971,0.282330453396,0.461318314075,0.176158949733,0.654165387154,-0.349596083164,0.347599983215,-0.913530707359,7.1064991951,0.0458418726921,0.516070246696,-0.033649995923,0.711099982262,0.0536985844374,-0.361022353172,0.0893656313419,-0.861632823944,-0.345149993896
1950,-0.593552589417,-0.463411450386,0.479520231485,-0.783021986485,-0.360716700554,0.664256632328,-1.06471073627,0.22939234972,-0.446955144405,-0.37190720439,0.847176790237,-0.816894471645,-0.80877238512,0.43213570118,-0.0210364237428,-0.315499991179,-0.250628739595,0.667919158936,-1.13366341591,0.369150012732,-0.188206121325,0.104731865227,-0.83254724741,-1.08946120739,-0.582810521126,1.62042462826,0.271366685629,-0.702072799206,-0.448346108198,0.713547289371,0.697914123535,-0.837249994278,-0.874800026417,-0.60409706831,-0.206922382116,-0.907089114189,0.248443841934,0.520200014114
351,0.886387348175,-1.17710852623,-0.935124754906,-0.323400706053,-0.463192343712,-0.00455555552617,-0.364386588335,-0.586535334587,-0.030327392742,0.294292896986,-0.949660420418,-0.379206210375,-0.570418357849,0.376187801361,-0.931498527527,-0.430450022221,-1.83603954315,0.532012403011,0.695535421371,-0.99950003624,-2.78066921234,0.269345283508,-1.20110249519,-0.702065050602,-1.22884106636,-0.10746113956,0.119566649199,0.489039093256,0.451409012079,-0.0605248808861,-0.0847460925579,0.00034999998752,0.780900001526,0.299862116575,-0.196499884129,-0.0818204432726,-0.364341855049,-0.956550002098
4846,-1.12876224518,-0.351021140814,-0.660088121891,0.039711073041,-0.642759203911,0.0601487159729,-0.185845226049,-0.317088574171,-0.231151014566,-0.302227467299,0.0496930778027,-0.236858263612,-0.317460477352,-0.549097776413,0.342620819807,-0.278750002384,-0.651611924171,-0.298393189907,0.687879920006,-0.679849982262,0.279682010412,-0.502161085606,0.961401581764,-0.97847700119,0.61252361536,-0.210513278842,0.117466673255,0.0481537133455,0.970646619797,0.0508600324392,0.0787072330713,-0.517549991608,-0.459800004959,2.22532629967,1.33831942081,1.32959747314,-1.45129537582,-0.4741499722
1452,0.230741262436,0.724785745144,-0.957409739494,-0.20727430284,-0.705649554729,2.9013338089,-2.16262698174,-0.206288576126,-0.28514444828,-0.00871841143817,0.641847968102,0.090620778501,0.828681826591,1.20526599884,-0.191410437226,0.694350004196,-0.608167231083,-0.926471531391,-3.52583122253,-0.976549983025,-0.262462317944,0.21394751966,0.898260951042,0.000394739210606,0.689798653126,-0.574377000332,-0.352766722441,0.701028585434,0.460435152054,-0.0804907232523,0.306364774704,0.388549983501,0.521099984646,0.331203401089,1.10930538177,0.924504756927,0.545427978039,-1.01374995708
4776,-0.355676919222,-0.391495347023,-0.625075221062,-1.30100488663,-0.581345617771,0.769244134426,-0.0859237536788,1.10816526413,-0.0770446658134,-0.383794933558,1.87786746025,-0.310408383608,-0.174295186996,-0.259248495102,0.506848573685,-1.29299998283,-0.833855926991,-0.15291236341,0.199061363935,0.673449993134,-0.085802167654,0.137645304203,-1.64609098434,-1.20156538486,-0.948690652847,0.301354944706,0.413500010967,-0.0949817299843,0.511641383171,0.317745357752,-1.81500017643,-0.587199985981,-0.803099989891,-1.38354730606,-0.786945223808,-1.88971781731,-0.172942370176,2.2703499794
6908,0.488285958767,-0.487861841917,-0.201212644577,-0.845117509365,0.617465734482,0.654567778111,-0.00326435267925,-0.029739677906,-0.525476574898,-0.487871855497,-0.567803800106,0.560913980007,0.103436887264,-0.215744495392,-0.342938095331,0.161650002003,0.498157501221,-0.580510079861,0.104566335678,-0.163099989295,0.40688559413,-0.286938488483,1.08220005035,-0.726047515869,0.17597232759,0.0423668511212,0.455466687679,0.0352076850832,-0.257712900639,-0.439748674631,0.749926447868,-0.0975999981165,-0.0913999974728,0.712272942066,0.948241233826,0.831661105156,0.673189640045,0.973049998283
672,-0.234715268016,-0.877422749996,-0.409943073988,-0.0448221564293,0.545694589615,-0.452857106924,-0.232261717319,-0.229742586613,-0.323800086975,-0.372641503811,-0.128997847438,0.0134473610669,-0.515950620174,0.0882771685719,-0.318387687206,1.367000103,0.39349758625,0.721884548664,-0.505518138409,-0.776400029659,0.442769646645,-0.404305279255,1.07773327827,-0.148044496775,1.02574515343,0.527684211731,-0.566066622734,-1.57438206673,0.702441334724,1.0393679142,0.621479511261,-0.591549992561,-0.222200006247,-0.646712422371,-0.672158360481,3.1057882309,-0.544734597206,-0.395449995995
5710,-0.368122547865,0.724130392075,0.135935485363,-1.5066344738,0.438157081604,-0.0911879390478,-0.251479685307,0.662656724453,-0.132220938802,0.00438422523439,-0.335471987724,0.104667544365,0.356200516224,0.491555303335,0.0872460752726,0.610249996185,0.580088853836,0.362949222326,0.462704479694,-0.370350033045,-0.800713956356,-0.711771905422,0.874544858932,0.173170015216,0.857119679451,0.523744523525,0.827100038528,0.0296890884638,0.257422149181,0.358332693577,-0.811055362225,0.465950012207,0.376100003719,-0.140000224113,-2.07840418816,0.164104625583,-0.0108194127679,0.139599993825
