rid,DOS020_VCAP_6H:BRD-K45114520-001-01-0:4.77,DOS020_VCAP_24H:BRD-K45114520-001-01-0:4.77,DOS043_A375_24H:BRD-K45114520-001-01-0:4.77,DOS043_A549_24H:BRD-K45114520-001-01-0:4.77,DOS043_HT29_24H:BRD-K45114520-001-01-0:4.77,ERG010_VCAP_6H:BRD-K45114520-001-01-0:9.539,ERG010_VCAP_24H:BRD-K45114520-001-01-0:9.539
5720,-0.091983050108,-7.62014007568,-1.03254139423,-0.62450003624,0.633697032928,-1.43435001373,-2.93564987183
466,-0.68054318428,-0.314444839954,0.14629778266,-0.209900021553,0.520199358463,-1.30344998837,-1.8843998909
6009,-0.561445951462,-0.17820635438,-0.702044010162,0.524749994278,-0.143951684237,2.22729992867,-0.87524998188
2309,-0.289553582668,0.475913375616,-0.533043563366,0.888750016689,-0.810651659966,-4.12879991531,-1.07995009422
387,0.0966022238135,-0.0653233230114,-1.15567111969,-0.781450033188,0.460623383522,3.04700016975,-0.993849992752
3553,-0.199294582009,1.24528121948,1.68537473679,1.00010001659,0.64638030529,8.28355026245,4.84000015259
427,0.0473277121782,-0.100711107254,0.177899077535,0.161349996924,-0.200874522328,-0.201799988747,-1.41275000572
5898,-0.113466829062,1.56346559525,0.533634126186,1.00789999962,-0.103502556682,1.34100008011,0.704450011253
23365,-0.103429615498,0.3469607234,1.32241475582,0.147750020027,0.0973543226719,0.758949995041,-1.16264998913
6657,0.185188174248,0.0704936459661,0.332717180252,0.689899981022,-0.238218739629,5.01020002365,4.45614957809
5054,-0.955072581768,0.68923920393,-0.205751806498,0.325199991465,-0.015056528151,1.00574994087,1.65275001526
3108,1.05683767796,0.61882174015,-0.423947691917,-0.348000019789,0.59648090601,4.57670021057,0.25150001049
1950,-0.506066322327,0.929290413857,1.4359292984,0.560299992561,0.590165138245,0.511549949646,2.42234992981
351,-1.02298212051,-0.178243741393,0.512687623501,0.86360001564,-0.335171639919,-0.311899989843,-4.59060001373
4846,1.03416013718,-0.964534640312,1.06787776947,-0.427949994802,-0.0171975214034,3.19945001602,3.0938501358
1452,-0.442774504423,0.718633115292,1.44357001781,-0.434099972248,0.210877805948,-1.14904999733,-1.97525000572
4776,0.14423212409,-0.293070346117,0.962250769138,0.733150005341,-0.0653014481068,3.04920005798,2.66960000992
6908,-0.465201377869,1.35244357586,-1.17183744907,-0.551800012589,0.657242178917,-5.10594987869,-1.51545000076
672,-0.204757869244,1.1226388216,-0.843628108501,0.599600017071,1.1331243515,-4.57019996643,-0.877800047398
5710,0.165569782257,0.602493345737,-0.248904883862,-0.0546500012279,0.132889568806,-5.19505023956,-6.40890026093
2115,0.503205299377,0.214921504259,1.68372690678,0.517850041389,-0.113192245364,6.5341501236,2.28614997864
7015,0.575235784054,0.545752108097,0.515845358372,1.55185008049,0.361324548721,2.48164987564,1.85220003128
8726,0.240011125803,1.03759300709,-1.15633487701,-0.601100027561,-0.295405387878,0.458999991417,-0.408450007439
2185,0.46099704504,1.39381754398,0.694737553596,1.02390003204,-0.322790503502,7.12030029297,5.56804990768
3315,0.797275066376,-0.154699206352,-1.16548323631,-0.565800011158,-0.60051035881,-1.46950006485,-0.0351999998093
5289,0.309551179409,-0.00647859275341,0.85225892067,1.31200003624,-0.078677624464,0.0978499948978,0.26139998436
868,0.0862239301205,1.16298925877,1.08902037144,0.9605499506,-0.489305078983,4.92549991608,5.24625015259
1677,-1.4051463604,2.05332994461,0.918593943119,0.802399992943,-0.172340929508,1.99524998665,2.28644990921
7043,-0.173192933202,0.420234233141,0.774238288403,0.755550026894,-0.59199899435,5.54755020142,4.55890035629
5613,0.0216704308987,0.402560830116,0.678769528866,0.750649988651,0.32755023241,2.65564990044,3.01165008545
595,0.261437624693,-0.504123985767,-0.328685224056,-0.490699976683,-0.0127064138651,-3.43424987793,-3.19595003128
4793,-0.202978938818,0.353585571051,-0.916754722595,-0.530300021172,-0.314420700073,-2.83395004272,0.424700021744
2736,0.136283934116,-0.0345679819584,1.59419572353,0.48290002346,0.664927601814,10.0,5.19815015793
