rid,CPC020_A375_6H:BRD-A53952395-003-21-0:10,CPC020_A549_6H:BRD-A53952395-003-21-0:10,CPC020_HA1E_6H:BRD-A53952395-003-21-0:10,CPC020_HCC515_6H:BRD-A53952395-003-21-0:10,CPC020_HT29_6H:BRD-A53952395-003-21-0:10,CPD001_MCF7_6H:BRD-A53952395-003-19-4:10,CPC020_MCF7_6H:BRD-A53952395-003-21-0:10,CPD001_MCF7_24H:BRD-A53952395-003-19-4:10,CPC020_MCF7_24H:BRD-A53952395-003-21-0:10,CPC020_PC3_6H:BRD-A53952395-003-21-0:10,CPD001_PC3_24H:BRD-A53952395-003-19-4:10,CPC020_PC3_24H:BRD-A53952395-003-21-0:10,CPC020_VCAP_6H:BRD-A53952395-003-21-0:10,CPC020_VCAP_24H:BRD-A53952395-003-21-0:10
5720,0.0321599990129,-0.502550005913,1.47692775726,-0.0061499774456,0.0118658840656,-0.398857295513,1.1080956459,-0.205832526088,-1.48910880089,-0.00467902421951,-0.13696667552,0.0445025339723,-0.0399739146233,0.316907018423
466,0.370120048523,-0.377350002527,0.8132365942,-0.761749982834,0.794031023979,-3.31982851028,1.15378153324,0.552832841873,0.011299982667,0.0365592986345,0.176233321428,-0.107688821852,0.619903743267,-0.162011265755
6009,1.04860007763,-0.57849997282,1.71140503883,-0.262199997902,1.12744414806,-1.01567625999,1.20454823971,0.277107656002,-0.488785356283,-0.084472745657,0.266999989748,0.633505284786,0.346821457148,0.363518059254
2309,-0.368759959936,0.417800009251,-3.93089032173,-0.615350008011,-0.161207467318,-0.0834471434355,0.810966849327,-0.241651266813,1.58133518696,-0.00762206315994,0.848633348942,-0.219170868397,-0.658008098602,-0.514659404755
387,-0.0441799759865,-1.6319000721,1.27134883404,-0.808350026608,0.89748775959,2.65758562088,-0.61295235157,1.27939796448,0.769973218441,-0.0973891466856,0.17726662755,-0.626461088657,-0.0414409637451,-1.43085098267
3553,0.109659999609,0.3138499856,-0.269507020712,-0.221249997616,-0.900527238846,0.415018677711,-0.275776088238,0.0378333851695,0.466023981571,-0.318276852369,-0.639866709709,0.234150409698,-0.136418491602,-0.426509588957
427,0.56524002552,-0.532099962234,1.42728209496,-1.8573499918,0.673222541809,-1.08367669582,-0.161462083459,-0.245889693499,-0.770565629005,0.369387120008,0.455433338881,-0.688191056252,0.608148992062,-0.122201144695
5898,0.117859989405,-2.13144993782,0.361478090286,-0.83159995079,0.238124683499,-0.901507616043,-0.116924501956,0.353196144104,-0.615976333618,0.416999876499,0.0918999761343,-1.5351215601,0.527049183846,-0.267979681492
23365,-0.300620019436,-0.903999984264,0.329434752464,-0.136449992657,0.610761761665,1.19134950638,-0.73297482729,1.21939396858,0.0659426748753,0.463442564011,-1.07696676254,-0.337980717421,0.0653885304928,-0.693096458912
6657,-0.465140014887,0.565250039101,-0.229506954551,0.092699944973,-0.406531274319,0.842089772224,-1.01415920258,-1.0085940361,0.52034676075,0.315247118473,0.127433344722,0.964226126671,-0.526947855949,-0.153279542923
5054,-0.692140042782,-0.540799975395,1.29272794724,0.158899992704,0.238980427384,4.57358312607,-0.537464737892,-0.87540191412,3.44787931442,-1.12021756172,0.309466660023,-1.36999511719,0.272141367197,0.664513707161
3108,0.149080008268,-1.03244996071,0.0260748490691,-0.803249955177,-0.0200415998697,-0.0164538472891,0.280059874058,-0.358189076185,0.364388346672,2.24159169197,-0.628566682339,0.442297548056,-0.198248937726,0.27429369092
1950,0.260640025139,0.666749954224,1.68389618397,1.34984993935,-0.288670539856,-0.197130560875,0.470936685801,-0.841341257095,0.484339416027,0.362781643867,-0.296733319759,0.288616091013,-0.42923283577,0.245244756341
351,-0.280460000038,0.730949997902,0.197483897209,-0.70609998703,-0.106549650431,-0.0142409279943,-0.420723706484,-1.26451337337,0.965824782848,-0.566955983639,0.0229333043098,1.03175139427,0.672129511833,0.342127621174
4846,-0.380499958992,-0.085549980402,0.525887489319,-0.230299994349,0.128944247961,0.223037451506,0.0976002216339,1.42640793324,0.579763233662,-0.213368505239,-1.12926673889,-1.14561653137,0.573114573956,6.48008155823
1452,0.189219996333,0.892949998379,-0.0646838843822,-0.753450036049,0.358632683754,-0.0707954317331,0.68108355999,0.282056510448,-0.607300162315,-0.789135694504,-0.93736666441,-0.257935464382,0.0414868146181,-0.665296733379
4776,-0.138879984617,0.0920500010252,-0.50016862154,0.496150016785,-0.324761271477,1.15046966076,-0.640062749386,-0.830755710602,0.683820128441,0.188597947359,-0.216366663575,-0.0134512810037,-1.11039316654,-0.592764496803
6908,0.406879991293,-0.381049990654,1.5103867054,-0.265450000763,0.809674501419,0.0200874432921,-0.0670265853405,-0.011793717742,-0.834674835205,0.170833721757,-0.21443335712,-0.686215281487,0.293129920959,-0.347088873386
672,-0.395840018988,0.812950015068,0.120137631893,1.2404999733,0.776173055172,-0.823525846004,0.731049895287,0.161406487226,-1.26330065727,0.595630466938,-0.201599985361,-0.669688105583,0.000762522220612,0.145802751184
5710,-0.198179990053,-0.0568999946117,-0.489485830069,0.100050002337,0.15307636559,0.853269517422,-0.564564943314,1.13401222229,0.271510541439,0.137385860085,0.40043336153,-0.317347288132,-0.446147084236,-1.68719983101
2115,-0.446180015802,-1.03610002995,-0.145664647222,-0.408399999142,-0.335687577724,1.1779769659,-0.0238143205643,-0.466420888901,0.744581401348,-0.135862112045,0.748399972916,-0.593741297722,-1.17716145515,0.185111895204
7015,-0.00166000425816,0.367749989033,0.023529406637,0.508400022984,-0.0302769131958,0.876772224903,-0.227383702993,-0.970792353153,1.28508472443,-0.0145900025964,0.308833360672,0.557152569294,-0.50724196434,-0.454314947128
8726,0.416220009327,-0.698750019073,0.880545675755,0.364749997854,-0.0343286581337,3.9089589119,0.770388484001,0.66882121563,0.031701400876,0.147058770061,1.03606677055,-1.14154469967,0.415180534124,-0.278160452843
2185,-0.00452000647783,0.482050001621,-0.240057051182,0.012600004673,-0.484330892563,0.237202972174,-0.973657131195,-1.03739666939,0.74788403511,0.427612692118,-0.139899998903,0.481606781483,-0.485665678978,-0.227251768112
3315,0.034040004015,-0.329499989748,-1.9045239687,-0.337249994278,0.522505760193,0.44749134779,0.664540886879,0.173854842782,0.0680936053395,-0.371069222689,0.170366674662,-0.344125628471,-0.223389402032,-0.382826477289
5289,0.670340001583,0.275399982929,1.7468957901,-0.226649999619,-0.00478073209524,0.395873844624,0.10869923234,-0.562576234341,0.391258895397,0.11896982789,2.27923345566,0.655084431171,-0.48513263464,-0.268758833408
868,1.11576008797,0.337100028992,-1.25712609291,-0.199499994516,-0.390174090862,-0.129481360316,-0.486114323139,0.0508087873459,-0.382901549339,0.169434428215,-0.0142666697502,0.17397145927,-0.16835039854,-0.848055183887
1677,2.08364009857,1.04649996758,-0.408225595951,0.298500001431,-0.569854676723,-0.394844263792,0.475999206305,0.996205925941,0.857821345329,-0.274895071983,0.367266654968,0.448091179132,-0.498814344406,-0.409987568855
7043,-0.132839992642,0.741050004959,-0.706869959831,-0.430200010538,-0.290030837059,0.55226367712,-1.01139998436,0.161890551448,1.12304782867,0.658434033394,-0.402400016785,0.134033516049,-0.213042676449,-0.816515922546
5613,-0.256280004978,0.448200017214,0.55424451828,0.339349985123,-0.243178069592,-0.359292387962,0.253379762173,-1.44286096096,0.686966300011,0.727454781532,-0.4878000319,-0.0795252770185,-0.708970010281,-0.0465832799673
595,-0.194380015135,-0.920450031757,-0.430034220219,-2.28080010414,0.0804883688688,0.763056755066,0.23494233191,1.4796615839,-0.320640474558,-0.677579581738,0.505900025368,-1.23558521271,-0.785413146019,-1.32238698006
4793,0.023839995265,-0.313999980688,0.045270524919,-0.769800007343,-0.275652468204,1.00399386883,0.588108420372,0.321807980537,0.36823785305,0.326675891876,-0.0310666561127,0.191342696548,-0.433914244175,0.65440094471
2736,-0.299919992685,-0.339349985123,-0.501437664032,0.380650013685,-0.811477422714,0.238078176975,-0.480269581079,-0.371246129274,0.41169705987,0.648091077805,-0.478366732597,1.10519528389,0.137195855379,-0.349464207888
5290,0.661820054054,0.50744998455,0.808977365494,0.656399965286,-0.0223572552204,0.301541060209,-0.30935126543,-0.703971147537,1.21115648746,-0.404088914394,-0.407666653395,0.520323336124,-0.147139072418,-0.0314303785563
6194,0.261620014906,0.0,-0.278882354498,-1.01139998436,-0.43312972784,0.373625457287,0.655243992805,-0.0316582471132,-0.385961025953,0.348281413317,-0.393166691065,0.560886383057,0.000153474175022,0.530711770058
1676,-0.076700001955,0.286500006914,-0.728150248528,0.264850020409,-0.37592458725,1.03036093712,-1.30508112907,-0.272207677364,0.656580686569,0.407554477453,-0.594399988651,-0.116241179407,-1.62647128105,-0.660170376301
23512,-1.38681995869,0.42539998889,-0.672997355461,-0.246549993753,0.251111209393,0.19777277112,0.493240267038,0.915700852871,0.641317427158,-1.39513993263,-1.07260012627,-0.0279151573777,-2.94308161736,-0.336015641689
148022,-0.806360065937,-0.142700016499,-0.174802482128,-0.361100018024,-0.577076971531,1.2195546627,-0.291627198458,0.834494233131,-1.71584367752,-0.407510519028,0.0769666731358,-1.63034594059,0.327352464199,-0.453276872635
1906,0.111199989915,-0.477699995041,-0.082537099719,0.483900010586,0.0542771965265,0.653179645538,-0.731460630894,-1.49994254112,1.25128507614,-0.289370328188,-0.188700005412,0.483576387167,0.0961204841733,0.102110132575
8878,0.383459985256,-0.437600016594,-0.000769264996052,2.15659999847,-0.670868515968,0.555816352367,-1.64202773571,0.799423158169,-1.04211366177,0.0719497799873,-0.118833318353,-2.51455235481,-0.191619813442,-0.966871738434
3091,-0.0307199954987,0.623549997807,1.00397992134,-0.601099967957,0.240925118327,-1.38916432858,0.422609508038,-0.577594637871,-0.209264874458,0.313948780298,0.166000008583,-0.783919453621,-0.455371290445,-0.801873326302
5743,1.92309999466,0.0133500024676,0.32155457139,-0.809049963951,-0.244567409158,0.56958925724,-0.115277737379,-0.0793686509132,0.671100974083,-0.425027608871,-0.0426666736603,-0.713169753551,-0.246750161052,-0.814536094666
5321,-0.108199998736,0.797099947929,-0.671212434769,0.500099956989,-0.50541883707,0.259286880493,-0.454031676054,-2.69339680672,0.333015054464,-0.684645831585,-0.581166684628,0.640920877457,-0.125230953097,-0.567034602165
4144,-0.222719997168,2.16089987755,-0.37262570858,1.73995006084,-0.00573030114174,1.38245642185,1.03780603409,-1.13486981392,-0.894058227539,-0.230708897114,-0.360966682434,1.11361396313,0.448639422655,0.434363663197
1981,-0.894240021706,1.14509999752,-1.65018820763,-0.371050000191,-0.414621174335,0.289702326059,-0.0253436062485,0.159636393189,0.371880799532,-0.776261091232,-0.416566669941,-0.439154744148,0.375464081764,-0.0189995728433
695,-0.437680006027,0.323599994183,-0.514756500721,0.33345001936,-1.00086534023,1.36407601833,-0.429621040821,0.097918510437,-0.476267397404,-0.145127087831,-0.0606999993324,0.0055005447939,-0.500960052013,0.377852261066
10398,1.12191998959,0.972400009632,0.504880189896,-0.482800006866,-0.381380736828,0.741949081421,-0.748508870602,-1.27182221413,1.15932679176,-0.58579403162,0.153633341193,-0.511358141899,0.195366725326,-0.394540905952
5708,0.592859983444,-0.248050004244,0.583683490753,0.0679500102997,0.405219048262,0.435725063086,0.621904611588,-0.94223690033,0.694465398788,1.90083706379,-0.0821333378553,-0.668888270855,0.186090663075,-0.173007458448
1213,-0.174779981375,-0.789849996567,0.221139594913,-1.0786999464,0.39076307416,1.03611147404,-0.212792113423,0.975550949574,0.229860499501,0.331774234772,-0.27083337307,-1.00545597076,0.841198205948,-0.169183403254
226,-0.103500001132,-3.99029994011,0.303671598434,-0.272450000048,-0.619933187962,0.87694478035,-0.449949294329,1.39292287827,-0.311719179153,0.390904933214,0.209533318877,-1.00578558445,0.400222688913,-0.763746976852
6777,-0.0684799998999,-0.157700002193,-0.0150640811771,0.312449991703,0.0435447096825,5.02179908752,0.0803141966462,2.11180949211,-0.549147605896,1.19004189968,0.791100025177,0.635302901268,-0.115733265877,0.624653935432
2113,0.184480011463,0.790199995041,-0.310972213745,0.586099982262,-0.0416741371155,-0.0273774452507,-0.375459343195,-0.917586565018,0.385421335697,0.531946182251,0.115466661751,0.395635038614,-0.770026683807,-0.126125514507
3329,-0.0493199974298,-0.516499996185,2.60544013977,-0.761800050735,0.309336185455,0.985071122646,-0.0708064585924,0.893613398075,-1.21961951256,0.350557088852,-0.110633328557,-0.544105708599,0.452183544636,-0.138822123408
1050,-2.47824001312,-0.820950031281,-0.569267690182,0.0,0.0371769107878,0.474565714598,1.58647227287,0.0700486302376,-1.23622107506,-0.376787304878,-0.240866675973,0.936979413033,-0.00595673173666,0.210716873407
