rid,CPC004_A375_6H:BRD-K30816563-003-01-1:10,CPC003_HA1E_6H:BRD-K70505054-001-02-9:10,CPC003_HA1E_6H:BRD-K14204120-003-02-4:10,CPC004_HA1E_6H:BRD-K30816563-003-01-1:10,CPC003_HA1E_24H:BRD-K70505054-001-02-9:10,CPC003_HA1E_24H:BRD-K14204120-003-02-4:10,CPC004_HA1E_24H:BRD-K30816563-003-01-1:10,CPC003_HCC515_6H:BRD-K70505054-001-02-9:10,CPC003_HCC515_6H:BRD-K14204120-003-02-4:10,CPC004_HCC515_6H:BRD-K30816563-003-01-1:10,CPC003_HCC515_24H:BRD-K70505054-001-02-9:10,CPC003_HCC515_24H:BRD-K14204120-003-02-4:10,CPC004_HCC515_24H:BRD-K30816563-003-01-1:10,CPC004_HEPG2_6H:BRD-K30816563-003-01-1:10,CPC004_HT29_6H:BRD-K30816563-003-01-1:10,CPC004_MCF7_6H:BRD-K30816563-003-01-1:10,CPC003_PC3_6H:BRD-K70505054-001-02-9:10,CPC003_PC3_6H:BRD-K14204120-003-02-4:10,CPC004_PC3_6H:BRD-K30816563-003-01-1:10,CPC003_PC3_24H:BRD-K70505054-001-02-9:10,CPC003_PC3_24H:BRD-K14204120-003-02-4:10,CPC004_PC3_24H:BRD-K30816563-003-01-1:10,CPC003_VCAP_6H:BRD-K70505054-001-02-9:10,CPC003_VCAP_6H:BRD-K14204120-003-02-4:10,CPC004_VCAP_6H:BRD-K30816563-003-01-1:10,CPC003_VCAP_24H:BRD-K70505054-001-02-9:10,CPC003_VCAP_24H:BRD-K14204120-003-02-4:10,CPC004_VCAP_24H:BRD-K30816563-003-01-1:10,CPC015_A375_6H:BRD-K14204120-003-02-4:10,CPC015_A375_6H:BRD-K70505054-001-02-9:10,CPC015_A549_6H:BRD-K14204120-003-02-4:10,CPC015_A549_6H:BRD-K70505054-001-02-9:10,CPC015_A549_24H:BRD-K14204120-003-02-4:10,CPC015_A549_24H:BRD-K70505054-001-02-9:10,CPC015_ASC_24H:BRD-K14204120-003-02-4:10,CPC015_ASC_24H:BRD-K70505054-001-02-9:10,CPC015_HEPG2_6H:BRD-K14204120-003-02-4:10,CPC015_HEPG2_6H:BRD-K70505054-001-02-9:10,CPC015_HT29_6H:BRD-K14204120-003-02-4:10,CPC015_HT29_6H:BRD-K70505054-001-02-9:10,CPC015_MCF7_6H:BRD-K14204120-003-02-4:10,CPC015_MCF7_6H:BRD-K70505054-001-02-9:10,CPC015_MCF7_24H:BRD-K14204120-003-02-4:10,CPC015_MCF7_24H:BRD-K70505054-001-02-9:10,CPC015_NPC_24H:BRD-K14204120-003-02-4:10,CPC015_NPC_24H:BRD-K70505054-001-02-9:10,CPC015_PHH_24H:BRD-K14204120-003-02-4:10,CPC015_PHH_24H:BRD-K70505054-001-02-9:10,CPC015_SKB_24H:BRD-K14204120-003-02-4:10,CPC015_SKB_24H:BRD-K70505054-001-02-9:10,CPC018_A375_6H:BRD-K30816563-003-01-1:10,CPC018_A549_6H:BRD-K30816563-003-01-1:10,CPC018_A549_24H:BRD-K30816563-003-01-1:10,CPC018_ASC_24H:BRD-K30816563-003-01-1:10,CPC018_HEPG2_6H:BRD-K30816563-003-01-1:10,CPC018_HT29_6H:BRD-K30816563-003-01-1:10,CPC018_MCF7_6H:BRD-K30816563-003-01-1:10,CPD001_MCF7_6H:BRD-K30816563-003-02-9:10,CPC018_MCF7_24H:BRD-K30816563-003-01-1:10,CPD001_MCF7_24H:BRD-K30816563-003-02-9:10,CPC018_NPC_24H:BRD-K30816563-003-01-1:10,CPD001_PC3_24H:BRD-K30816563-003-02-9:10,CPC018_PHH_24H:BRD-K30816563-003-01-1:10,CPC018_SKB_24H:BRD-K30816563-003-01-1:10
5720,-3.00049138069,0.430649995804,-1.84059989452,-0.138733327389,0.23728145659,0.783350944519,-1.09733402729,0.875957131386,-2.02397751808,-0.686900615692,0.45576530695,0.433142006397,-1.39814841747,-0.016567312181,-0.801746487617,-1.46791350842,0.413451761007,0.886454343796,0.339963406324,-0.21850425005,0.113842390478,-6.70315265656,-0.845620274544,-0.985395431519,-0.209182888269,-1.00970005989,0.653750002384,0.518263816833,-0.935700058937,0.706836879253,-0.487399995327,0.411449968815,0.153524965048,0.630769610405,0.138750001788,0.635642051697,0.396100014448,0.402300000191,-3.31052613258,0.773651182652,-1.3305811882,0.648939847946,-1.78501927853,1.79609119892,0.437756896019,-0.485845297575,-0.0929499939084,-0.0527999997139,-0.303650021553,1.18389999866,-0.0651796236634,0.605197548866,0.215149998665,-0.408020913601,-1.14095973969,0.0384230092168,0.0942679345608,0.242473065853,0.682095110416,0.499006658792,1.93533551693,0.16057510674,-0.197597682476,-0.673003554344
466,-1.00683951378,0.444449990988,0.60790002346,-0.277933359146,0.271941900253,0.266845285892,-3.24253416061,0.496925324202,1.10624837875,-0.974584937096,1.04367637634,1.32381868362,-1.44739198685,0.481881171465,-1.07419145107,-1.7584939003,0.607835412025,0.678274810314,0.07723454386,0.430510640144,0.166354268789,1.62669336796,0.326755434275,-0.469793736935,1.05616605282,-0.0809000134468,0.732299983501,0.42086660862,-0.0597333312035,1.67835593224,0.0820999965072,-0.329400002956,0.361187517643,1.07838630676,-0.589900016785,-0.749031841755,0.633750021458,-0.456900000572,-1.86593103409,0.673730254173,-0.65702354908,0.470769166946,-0.412884831429,2.02422475815,0.796701312065,2.14638757706,0.315549999475,-0.638599991798,-1.40114998817,-0.30220001936,1.27331697941,-0.51943218708,-2.12930011749,0.788202822208,-0.359957247972,-2.84135007858,0.447173058987,0.567274391651,-0.0876600444317,-1.15582954884,-0.779795944691,0.977273821831,-1.07679247856,0.515660226345
6009,0.978035092354,-1.07379996777,-0.0922999978065,0.345533311367,0.00465469434857,-0.240612342954,1.00892472267,-0.488044083118,0.228613138199,0.938653171062,-0.403819352388,-0.621820211411,-0.0370780825615,1.00712502003,0.81409239769,0.709348201752,0.237912535667,0.371793597937,1.02924573421,0.35957545042,0.00793042033911,0.698083043098,0.1741412431,0.26912856102,-0.00842912495136,1.05460000038,-0.93005001545,0.275864034891,0.186733365059,0.724757552147,-0.468550026417,-0.352649986744,-0.886264383793,0.124722242355,-0.918449997902,0.450112581253,0.0533500015736,0.696449995041,0.871904432774,-0.384717822075,-0.511548876762,1.18099737167,0.290511608124,1.99147391319,-0.547091186047,-1.37541413307,1.04885005951,-0.39234995842,-0.172650009394,-0.234050035477,0.180915549397,-0.200111359358,2.09955000877,1.64550828934,-0.0811464563012,-0.141143798828,-1.08482706547,0.654226303101,-0.251093924046,1.37004733086,1.01916944981,0.222862571478,1.06058084965,0.479946941137
2309,0.273445427418,-0.413300007582,-2.48189997673,0.0286999940872,0.286092102528,-0.661783516407,1.28738617897,-0.720852732658,0.5726801157,-0.0834323689342,0.0723582804203,-0.46976339817,-0.0675927102566,-1.52939713001,0.405370116234,-1.36891555786,-0.985024988651,-0.296356022358,-0.215158164501,-0.583664596081,-0.119049452245,2.76286125183,1.09641325474,-0.684025228024,-0.89867913723,-1.21959996223,-0.945600032806,-0.611617147923,-0.0358999818563,0.0345356464386,-0.568349957466,3.16814994812,0.172573372722,-1.21663880348,-0.625625014305,-0.112647950649,-0.0333000011742,0.418000012636,1.52108848095,-0.711061835289,1.00440192223,-0.667538642883,-0.457956492901,-1.6873884201,-0.0198023915291,-0.451042711735,0.195100009441,1.01524996758,-1.14015007019,0.291700005531,-0.508477151394,0.49957036972,0.657400012016,-0.747204065323,-2.39315342903,0.0848428234458,0.945105969906,0.220366746187,0.0588412210345,2.22462558746,1.04106259346,0.896191239357,0.505576610565,0.442882627249
387,1.10601496696,0.868799984455,-7.58135032654,-0.13146661222,-0.0868414118886,0.117141842842,2.96167492867,-0.238437056541,0.885177016258,0.625955998898,1.56234514713,-0.0214079320431,-0.858581244946,0.80132651329,1.18787992001,0.546918094158,-0.0951347649097,0.195410341024,1.42191195488,0.345815867186,0.434272617102,-0.273909926414,0.30569383502,-2.50722932816,0.616339445114,0.554200053215,0.22310000658,-0.31038209796,0.535866677761,-0.149382025003,0.480450004339,-0.578799962997,0.132622554898,0.932753443718,-0.424674987793,-0.499850273132,0.611499965191,2.65415000916,2.88655352592,0.176402017474,1.33680355549,-0.119718194008,0.774672865868,1.99431121349,0.07004737854,-1.36464524269,0.755200028419,0.977150022984,0.741150021553,0.1549000144,1.37662088871,0.380048215389,1.89400005341,-0.380179017782,0.0489399209619,1.70305514336,-0.0160993561149,0.577619194984,0.93488317728,2.97864723206,1.9809602499,1.56080842018,1.3312484026,0.15547850728
3553,-1.42226243019,-1.25894999504,0.732500016689,-0.291366696358,0.962450861931,-0.489948987961,-0.540178060532,0.791782617569,1.30612587929,-0.685351729393,0.10521620512,-1.17456483841,-0.38653999567,-0.126388773322,-0.135904088616,0.203893870115,0.285278409719,0.754152297974,-0.23635289073,-1.71913516521,-0.0721942782402,0.913232803345,-0.10198187083,-0.0696507543325,0.218721434474,0.907150030136,-0.0326499938965,0.484295874834,0.620000004768,-1.4934387207,1.02119994164,1.06165003777,0.374672830105,-1.33290243149,0.363499999046,-0.800331830978,0.480199992657,0.398100018501,-0.645136535168,-0.277782559395,0.337979972363,-1.22045040131,-0.0764501318336,0.38742685318,-0.452516138554,-0.195887506008,0.146950006485,0.692099988461,1.58229994774,0.316300034523,-0.40720063448,-0.611507177353,-1.27575004101,1.04298639297,0.509772002697,-0.668951928616,-0.260321319103,-0.753280758858,-0.802470743656,-0.606506228447,-0.963230729103,0.0961340665817,1.44186639786,0.236174196005
427,-0.853575348854,0.517799973488,-1.03384995461,-0.319733321667,-0.190827786922,0.425225734711,0.252630323172,-0.659440159798,1.23483920097,-0.674340963364,3.21850442886,0.585512638092,-0.770180702209,1.14906191826,-0.445598751307,0.159490272403,-0.745866477489,-0.0289428979158,-0.0517480373383,1.16310930252,-0.410575628281,0.692977011204,0.00118355453014,-0.105054184794,1.44761013985,0.330200016499,0.233349978924,-0.684030890465,-0.0828666687012,0.984246850014,0.233599990606,-2.4063000679,0.00902360677719,3.56253933907,0.287125021219,1.01167237759,-0.360600024462,-0.238399982452,0.884098649025,0.657308995724,1.37836277485,1.15117287636,-0.375644534826,0.747154891491,1.08840894699,0.226068332791,-1.03244996071,-0.324500024319,0.849650025368,0.0821000039577,2.71426081657,-0.358564972878,-1.4945499897,1.58776903152,0.658780634403,1.2525434494,-0.232451587915,0.204016819596,-0.451601862907,-0.66895622015,2.65029191971,-0.0947211384773,-0.293161898851,0.978852152824
5898,-0.826529324055,0.741649985313,0.746749997139,-0.704200029373,0.285018146038,0.14603254199,-0.707537531853,-0.00845447182655,1.01948165894,-0.139516487718,0.852446913719,-0.160796403885,1.14471518993,-0.785468041897,0.40297588706,-0.0830214321613,-0.0171710252762,0.364297449589,-0.0512776598334,0.349868178368,-0.304839581251,1.05061018467,-0.241010129452,0.727000296116,0.391328155994,-0.525650024414,0.735149979591,-0.110793836415,-0.0837333351374,-0.0503271445632,-0.896049976349,0.576099991798,-0.575537860394,-1.5847260952,0.141174986959,-1.93586087227,0.220299988985,-2.24329996109,-0.627685964108,-0.687455773354,-0.665092349052,-1.11378657818,0.270362436771,0.974826812744,0.114906862378,0.414122283459,0.0328500121832,0.101099997759,-0.238749995828,0.925450026989,0.56684833765,-0.172776401043,-0.267450004816,0.886705458164,-0.28185531497,0.852101445198,-0.390574276447,0.0615167096257,0.512097239494,-3.9660115242,-0.980539023876,-0.00921531021595,-1.03557252884,0.598281741142
23365,0.602640628815,0.982200026512,0.111999988556,0.298033356667,0.0957407057285,0.224502980709,0.884202480316,-0.550780773163,0.814463376999,-0.126357793808,0.896417438984,-0.030473921448,0.24337875843,-0.0827207937837,-0.295536875725,-0.0671011209488,0.767775654793,1.23265051842,0.164945274591,0.0677390024066,-0.165833830833,2.20413398743,-0.799067318439,0.174882620573,0.661015689373,0.673150002956,-0.240099996328,-0.208405673504,-0.330666661263,-0.17547391355,0.428900003433,-0.0361000001431,-0.205839306116,4.11873292923,-0.031874999404,-0.13616424799,0.11669999361,0.275700002909,0.81342458725,0.897166252136,-0.728408873081,-0.943378210068,1.3573513031,-2.05934524536,0.70832324028,-1.44358921051,-0.248549997807,0.511749982834,-0.293999999762,-0.487450003624,0.494654923677,-0.057790197432,0.862299978733,0.208867073059,0.102050080895,0.724197149277,-0.530612230301,-0.868821084499,0.819240510464,-0.543108344078,-0.103389300406,0.177229717374,0.295813024044,0.0915709137917
6657,-0.83423358202,-1.18545007706,0.432300001383,-0.102933317423,0.647740602493,-0.763822793961,-0.660493254662,-0.977024257183,2.58852291107,-1.07418012619,-1.29515421391,-0.956392884254,0.104028940201,0.00920349359512,-0.68793797493,0.0141178332269,0.47210919857,-0.165394127369,-0.332565099001,-0.33114439249,-0.55345416069,1.41567564011,-0.157892107964,0.288551568985,-0.0998571887612,0.512749969959,-0.518750011921,-1.30695593357,-0.136600017548,-0.662984371185,1.00429999828,2.98664999008,0.359791338444,-1.16599273682,0.640974998474,0.124916188419,0.031300008297,1.46944999695,-1.7115418911,0.626765847206,-0.769330859184,-0.340769976377,0.0153824537992,2.0326693058,0.332048147917,-0.161097809672,0.288749992847,0.745350003242,1.66614997387,1.34709990025,0.536039829254,-0.65779787302,-0.601799964905,-0.212069883943,0.309620469809,-0.855447232723,0.0180551074445,-1.34830617905,-0.563145875931,-0.158412918448,0.596364140511,-1.00121998787,0.650654911995,0.107548087835
