rid,ERG003_VCAP_6H:BRD-K51592837-001-01-6:10,ERG003_VCAP_6H:BRD-K51592837-001-01-6:30,ERG004_VCAP_6H:BRD-K51592837-001-01-6:10,ERG004_VCAP_6H:BRD-K51592837-001-01-6:30,ERG003_VCAP_24H:BRD-K51592837-001-01-6:10,ERG003_VCAP_24H:BRD-K51592837-001-01-6:30,ERG004_VCAP_24H:BRD-K51592837-001-01-6:10,ERG004_VCAP_24H:BRD-K51592837-001-01-6:30
5720,1.06835007668,1.50305008888,-0.53803563118,0.0800238549709,0.139350011945,-2.71680021286,-1.47662091255,-2.0046145916
466,-0.584550023079,0.493000030518,0.123926758766,0.125769600272,0.0152000002563,-1.24835002422,-1.23313260078,-0.328948020935
6009,-0.211250007153,0.532150030136,0.7177734375,-0.0372427403927,-0.513000011444,-0.58134996891,-1.27269566059,-1.37298715115
2309,-0.362699985504,-0.187999993563,0.984357893467,1.75739479065,0.168650001287,0.492200016975,-0.153116598725,1.4147182703
387,1.37220001221,0.780250012875,-0.2743229568,-0.028498897329,0.261799991131,-0.425500005484,-1.3512532711,-1.40990293026
3553,-1.04610002041,-0.433099985123,0.0495530962944,-0.646393239498,0.170850008726,-0.908150017262,0.284430772066,0.471044391394
427,0.807200014591,0.856199979782,1.38809359074,0.70955991745,0.020750015974,0.0176499783993,-0.173385679722,0.904516100883
5898,0.574550032616,0.347350001335,0.183189481497,0.179767146707,0.889450013638,1.67299997807,-0.403867423534,1.30205821991
23365,0.672699987888,-1.14555001259,0.0856697261333,-0.585751652718,-1.10584998131,-0.461849987507,-1.03961884975,0.659803032875
6657,0.864349961281,-0.632399976254,0.993802070618,0.347819387913,-0.44374999404,0.62784999609,-0.700002372265,0.76713347435
5054,0.660199999809,-1.75224995613,1.45215725899,-0.721667468548,0.517199993134,0.458900004625,-0.0588788092136,1.29079318047
3108,-0.562849998474,-1.07829999924,0.222082421184,-1.08253860474,0.232300013304,-0.866400003433,-0.110739320517,-0.00843004882336
1950,0.735649943352,-0.585349977016,0.126073032618,-0.0706413462758,0.890450000763,2.92960000038,-0.235145628452,3.40456199646
351,0.465050011873,-0.824649989605,1.22374176979,0.591739237309,-0.0494499802589,1.66545009613,0.729056596756,1.57364153862
4846,-0.950900018215,-1.05729997158,-0.102900058031,-0.00311332941055,-0.520850002766,1.5530500412,-0.408137768507,-0.125912308693
1452,-0.145949989557,0.0529499948025,-0.713730573654,-0.447872638702,-1.2078499794,0.225100010633,0.846625566483,0.703472316265
4776,-0.889299988747,-0.475299954414,0.108729720116,-0.203265219927,-0.625800013542,1.0503000021,0.713087975979,1.26353633404
6908,-0.658349990845,-0.0613500028849,1.18267202377,0.211969658732,-1.03005003929,1.87954998016,-0.000746190547943,2.39369082451
672,0.187000006437,0.190499991179,0.15159574151,0.4937312603,0.0961999893188,-0.305999994278,-0.799624204636,-2.63981866837
5710,0.0822000056505,0.294599980116,0.392280042171,-0.588327527046,-0.0493000000715,-2.06314992905,-0.547351717949,0.35746884346
2115,-0.347099989653,-0.564549982548,-0.0130513161421,0.0926081091166,0.0163000002503,0.573400020599,-0.00968197546899,0.499798953533
7015,-0.3287999928,-1.07940006256,0.373817741871,-0.756741404533,0.0586000084877,0.425200015306,0.408658742905,0.0221198797226
8726,0.82984995842,-0.420100003481,0.654018878937,-1.20235621929,0.208550006151,-1.74695003033,0.509504556656,-0.334474444389
2185,-0.549099981785,0.225050002337,-1.56223392487,0.237268328667,-0.263099998236,1.83330011368,0.710188865662,0.729001522064
3315,0.172850012779,-1.14654994011,0.927382826805,-0.653596043587,-1.19765007496,-0.393550008535,1.47595238686,0.233478665352
5289,0.20530000329,0.569050014019,-1.11640644073,0.634935081005,0.56510001421,-0.781200051308,-0.227069497108,2.40661430359
868,0.306699991226,0.526449978352,0.649014413357,0.378080368042,0.199449986219,1.29704999924,0.585915803909,1.67220401764
1677,-0.5257999897,0.853150010109,-0.906622648239,0.365339756012,-0.0656500011683,2.35844993591,0.9835947752,0.209571450949
7043,0.584599971771,1.23979997635,0.808635830879,-0.29430860281,0.13829998672,0.984650015831,-0.187493503094,0.513264298439
5613,0.248950004578,-1.04315006733,0.28468850255,-0.775761604309,0.506799995899,0.132050007582,0.0477370917797,-0.167139574885
595,-1.35070002079,-1.42554998398,1.37494969368,-0.818963825703,0.335299998522,0.606199979782,0.0747947767377,-0.262498319149
4793,0.908900022507,-0.892599999905,0.21160197258,-1.26377105713,-0.0121999979019,1.94169998169,-1.23129832745,0.497278302908
2736,0.315650016069,0.0324999988079,1.06102335453,-1.02297401428,-0.334199965,-0.223450005054,0.64212679863,0.468320995569
5290,-0.463750004768,-1.44054996967,-0.561818242073,-0.357947021723,0.0183000005782,1.30054998398,0.918855190277,2.11374807358
6194,-0.554350018501,-0.106350004673,-0.0883486792445,-0.446633219719,0.110850006342,-0.433200031519,0.190858721733,-0.547363460064
1676,-0.276449978352,-0.373399972916,-0.41411614418,0.0180757567286,-0.0652000010014,2.63934993744,0.883633673191,1.70643615723
23512,0.861349999905,0.854050040245,-0.111759319901,0.233108073473,0.112749993801,-0.105500012636,-1.08083760738,-1.03047025204
148022,0.22499999404,-0.0741000026464,-0.114448308945,-0.210463032126,0.222800016403,1.54970002174,0.282698333263,0.678848981857
1906,0.190699994564,-0.00670000910759,-0.0118086338043,0.401361167431,0.369150042534,2.19290018082,-0.600208044052,-0.133887201548
