rid,CPC003_HA1E_6H:BRD-K15409150-001-01-7:10,CPC003_HA1E_24H:BRD-K15409150-001-01-7:10,CPC003_HCC515_6H:BRD-K15409150-001-01-7:10,CPC003_HCC515_24H:BRD-K15409150-001-01-7:10,CPC003_PC3_6H:BRD-K15409150-001-01-7:10,CPC003_PC3_24H:BRD-K15409150-001-01-7:10,CPC003_VCAP_6H:BRD-K15409150-001-01-7:10,CPC003_VCAP_24H:BRD-K15409150-001-01-7:10,CPC006_A549_24H:BRD-K15409150-001-02-5:30,CPC006_A673_6H:BRD-K15409150-001-02-5:30,CPC006_CL34_6H:BRD-K15409150-001-02-5:30,CPC006_CORL23_6H:BRD-K15409150-001-02-5:30,CPC006_COV644_6H:BRD-K15409150-001-02-5:30,CPC006_EFO27_6H:BRD-K15409150-001-02-5:30,CPC006_HCC15_6H:BRD-K15409150-001-02-5:30,CPC006_HCC515_6H:BRD-K15409150-001-02-5:30,CPC006_HEC108_6H:BRD-K15409150-001-02-5:30,CPC006_HT29_6H:BRD-K15409150-001-02-5:30,CPC006_LOVO_6H:BRD-K15409150-001-02-5:30,CPC006_MCF7_6H:BRD-K15409150-001-02-5:30,CPC006_NCIH1694_6H:BRD-K15409150-001-02-5:30,CPC006_PC3_6H:BRD-K15409150-001-02-5:30,CPC006_RMUGS_6H:BRD-K15409150-001-02-5:30,CPC006_SKMEL1_6H:BRD-K15409150-001-02-5:30,CPC006_SNUC4_6H:BRD-K15409150-001-02-5:30,CPC006_THP1_6H:BRD-K15409150-001-02-5:30,CPC006_VCAP_6H:BRD-K15409150-001-02-5:30,CPC006_VCAP_24H:BRD-K15409150-001-02-5:30,CPC015_A375_6H:BRD-K15409150-001-01-7:10,CPC015_A549_6H:BRD-K15409150-001-01-7:10,CPC015_A549_24H:BRD-K15409150-001-01-7:10,CPC015_ASC_24H:BRD-K15409150-001-01-7:10,CPC015_HEPG2_6H:BRD-K15409150-001-01-7:10,CPC015_HT29_6H:BRD-K15409150-001-01-7:10,CPC015_MCF7_6H:BRD-K15409150-001-01-7:10,CPC015_MCF7_24H:BRD-K15409150-001-01-7:10,CPC015_NPC_24H:BRD-K15409150-001-01-7:10,CPC015_PHH_24H:BRD-K15409150-001-01-7:10,CPC015_SKB_24H:BRD-K15409150-001-01-7:10,CPC006_H1299_6H:BRD-K15409150-001-02-5:30,CPC006_RKO_6H:BRD-K15409150-001-02-5:30
5720,-0.849849998951,-6.24485015869,-0.33063942194,1.38778948784,0.0700414776802,-1.0151143074,-1.08654439449,-1.66834998131,-1.79050004482,2.16199994087,-4.6764998436,-3.23425006866,-1.65374994278,-9.19519996643,-4.29759979248,-5.08260011673,-2.2786924839,-7.39550018311,-5.10270023346,-4.80609893799,-1.68990004063,-5.22904968262,-3.79259991646,-0.701799988747,-1.36440002918,-4.95230007172,-1.41238451004,-10.0,-2.54450321198,-0.549000024796,-1.22553110123,-0.303451061249,-1.01804995537,-0.383137524128,-0.539361000061,-2.29644870758,-0.371100008488,0.0761000066996,-0.188450008631,-3.61059999466,-1.58389997482
466,0.330249994993,-0.678300023079,-0.167840465903,-0.902937054634,-0.113262116909,-1.62477171421,-0.798385977745,-0.281449973583,-1.11889994144,-1.31089997292,-0.296099990606,0.0239999890327,-0.903200030327,0.274699985981,0.0471000000834,-2.60100007057,-0.191936612129,-1.01370000839,-1.14989995956,-0.918619692326,0.385100007057,-2.47140002251,1.04589998722,-0.174549996853,0.547999978065,-2.92720007896,-2.63772511482,1.69599997997,-0.421075999737,0.266250014305,-0.695733428001,0.167864337564,0.60824996233,-0.166341468692,-0.664255321026,-0.279727995396,-4.04279994965,-0.366299986839,0.173299998045,0.305449992418,-2.07179999352
6009,1.51504993439,1.13380002975,1.53747010231,0.896459341049,-0.221254855394,-0.319328963757,1.07977902889,-1.25615000725,-1.6345000267,0.31099998951,-2.34660005569,-1.44260001183,-1.38524997234,-0.34319999814,-2.60989999771,-2.46819996834,0.12957829237,-3.20760011673,-3.08179998398,-1.0651819706,-0.615249991417,-2.88614988327,-1.92655003071,0.16629999876,-0.372500002384,-1.43869996071,-0.271513462067,1.92610001564,-0.514713644981,0.60505002737,-0.552995145321,-0.715074956417,0.26289999485,-0.23021119833,-1.50922775269,0.457634270191,-4.70050001144,-0.125649988651,1.36615002155,0.325299978256,2.21280002594
2309,0.645700037479,-1.7146999836,0.805053532124,3.95499539375,1.08977878094,1.25165379047,1.534735322,2.93575000763,1.18089997768,1.99249994755,0.580500006676,1.16779994965,-1.28439998627,-2.07550001144,1.62870001793,1.00030004978,-0.60431855917,8.58549976349,1.47630000114,5.53368186951,-2.10979986191,7.83444976807,-0.480100005865,-3.98350000381,-1.87119996548,-2.98539996147,0.669248461723,3.65470004082,0.975840330124,0.0475500226021,0.31942230463,-1.19776058197,2.55194997787,0.714214205742,2.02910113335,1.19649708271,-2.47630000114,0.537250041962,-0.774200022221,5.54099988937,-3.46429991722
387,-2.13719987869,-8.23274993896,0.931569099426,0.819453120232,-0.268444299698,-1.41029334068,0.711082339287,-1.56254994869,-3.5664999485,-0.990999996662,-2.72729992867,-2.49779987335,-1.38634991646,-4.01350021362,-2.46819996834,-2.87210011482,-0.0503253340721,-3.80809998512,-4.39589977264,-0.678186297417,-0.419099986553,-1.88750004768,-2.8166000843,0.760599970818,-1.98940002918,-9.48400020599,-0.686370372772,2.57719993591,-2.89300537109,-0.0525499880314,-1.04237866402,-0.64690053463,-0.993449985981,-0.463674426079,-1.01310837269,-2.22684407234,-5.85659980774,0.110849991441,-0.839949965477,0.371999979019,-0.210199996829
3553,0.0829500034451,6.03884983063,-0.865721940994,-0.284217387438,-1.31563806534,-0.530013084412,-0.325592011213,0.142700016499,3.03290009499,-0.452199995518,1.66620004177,1.26440000534,1.12454998493,3.54099988937,2.97799992561,3.4103000164,1.94665813446,2.80380010605,3.85969996452,0.52800899744,1.1888500452,1.74524998665,1.41129994392,0.493999987841,2.01920008659,0.631799995899,0.43202188611,3.20129990578,0.9904910326,-0.291949987411,0.65555036068,1.86515688896,0.122199997306,0.58541059494,1.46036660671,0.731243610382,4.29460000992,0.274749994278,0.498349994421,0.189549997449,1.62950003147
427,-0.984750032425,0.296050012112,0.118921287358,1.5945366621,0.79399740696,0.474002242088,-1.04342603683,-3.68635010719,-0.840200006962,1.23609995842,-0.72619998455,0.207450002432,-1.08695006371,3.15109992027,-0.102799996734,-0.224399998784,0.24941650033,-2.13409996033,2.33850002289,-2.52851271629,0.032950013876,-0.901400029659,-2.55454993248,-0.877799987793,-0.305799990892,-2.18589997292,-1.98954451084,-0.215399995446,-0.391512989998,0.0606500059366,0.219399809837,0.987449169159,-0.989500045776,0.204489529133,-0.443080931902,0.0466175191104,0.77999997139,-0.967900037766,0.250100016594,2.66144990921,-1.10979998112
5898,0.96130001545,5.29969978333,0.0219749510288,1.75251221657,0.100731387734,-0.260059088469,-0.199913740158,0.0615000016987,0.792900025845,-0.201600000262,-0.167899996042,1.19860005379,0.0654000043869,0.0762000009418,0.174700006843,0.686800003052,1.2491672039,-0.238600000739,-1.98710000515,-0.911167919636,0.480199992657,-0.024649977684,-0.581249952316,0.873049974442,0.798699975014,1.46630001068,-0.0840509533882,2.94180011749,-0.50077778101,0.277449995279,0.217463925481,-1.62786591053,1.25734996796,1.31479251385,0.472174674273,0.0694360882044,5.0735001564,0.129349991679,1.26730000973,-1.23559999466,-0.621100008488
23365,-0.461500018835,-3.37395000458,0.421879529953,0.0673475265503,0.33757480979,0.199561983347,1.02412474155,0.24485000968,-1.18139994144,-0.833599984646,0.288700014353,-1.19340002537,-0.0301500111818,1.80669999123,-0.0346000008285,1.4673999548,0.953234910965,-0.883199989796,0.296900004148,0.571111023426,-0.198550000787,-1.40499997139,-0.584999978542,1.33889997005,-0.890200018883,-0.14319999516,-1.3219306469,3.14590001106,-1.00967276096,-0.377799987793,0.447359621525,1.01739358902,-0.176649987698,-0.282550424337,-0.249952062964,1.56086802483,-2.07010006905,0.421850025654,0.00349998474121,1.10039997101,3.85089993477
6657,-0.374050021172,6.85875034332,0.403542220592,-1.91809248924,-0.189072981477,0.00735528022051,-0.115035913885,0.478399991989,1.22130000591,-0.0114000001922,1.78149998188,0.140000000596,2.18694996834,1.96089994907,0.74849998951,2.30570006371,2.22407317162,3.64319992065,2.62400007248,0.606747567654,0.885600030422,1.70834994316,0.541400015354,-0.419299960136,2.55960011482,5.5813999176,0.519705295563,4.03090000153,0.325033903122,1.94355010986,0.857278227806,0.271134704351,0.497550010681,0.532570004463,0.73763024807,0.73436486721,-7.00549983978,-0.263850003481,0.360300004482,-0.0864000022411,1.85370004177
