rid,PCLB003_A375_24H:BRD-K79877282-001-02-7:10,PCLB003_A375_24H:BRD-K79877282-001-02-7:3.33,PCLB003_A375_24H:BRD-K79877282-001-02-7:1.11,PCLB003_A375_24H:BRD-K79877282-001-02-7:0.37,PCLB003_A375_24H:BRD-K79877282-001-02-7:0.12,PCLB003_A375_24H:BRD-K79877282-001-02-7:0.04,PCLB003_A549_24H:BRD-K79877282-001-02-7:10,PCLB003_A549_24H:BRD-K79877282-001-02-7:3.33,PCLB003_A549_24H:BRD-K79877282-001-02-7:1.11,PCLB003_A549_24H:BRD-K79877282-001-02-7:0.37,PCLB003_A549_24H:BRD-K79877282-001-02-7:0.12,PCLB003_A549_24H:BRD-K79877282-001-02-7:0.04,PCLB003_HA1E_24H:BRD-K79877282-001-02-7:10,PCLB003_HA1E_24H:BRD-K79877282-001-02-7:3.33,PCLB003_HA1E_24H:BRD-K79877282-001-02-7:1.11,PCLB003_HA1E_24H:BRD-K79877282-001-02-7:0.37,PCLB003_HA1E_24H:BRD-K79877282-001-02-7:0.12,PCLB003_HA1E_24H:BRD-K79877282-001-02-7:0.04,PCLB003_HCC515_24H:BRD-K79877282-001-02-7:10,PCLB003_HCC515_24H:BRD-K79877282-001-02-7:3.33,PCLB003_HCC515_24H:BRD-K79877282-001-02-7:1.11,PCLB003_HCC515_24H:BRD-K79877282-001-02-7:0.37,PCLB003_HCC515_24H:BRD-K79877282-001-02-7:0.12,PCLB003_HCC515_24H:BRD-K79877282-001-02-7:0.04,PCLB003_HEPG2_24H:BRD-K79877282-001-02-7:10,PCLB003_HEPG2_24H:BRD-K79877282-001-02-7:3.33,PCLB003_HEPG2_24H:BRD-K79877282-001-02-7:1.11,PCLB003_HEPG2_24H:BRD-K79877282-001-02-7:0.37,PCLB003_HEPG2_24H:BRD-K79877282-001-02-7:0.12,PCLB003_HEPG2_24H:BRD-K79877282-001-02-7:0.04,PCLB003_HT29_24H:BRD-K79877282-001-02-7:10,PCLB003_HT29_24H:BRD-K79877282-001-02-7:3.33,PCLB003_HT29_24H:BRD-K79877282-001-02-7:1.11,PCLB003_HT29_24H:BRD-K79877282-001-02-7:0.37,PCLB003_HT29_24H:BRD-K79877282-001-02-7:0.12,PCLB003_HT29_24H:BRD-K79877282-001-02-7:0.04,PCLB003_MCF7_24H:BRD-K79877282-001-02-7:10,PCLB003_MCF7_24H:BRD-K79877282-001-02-7:3.33,PCLB003_MCF7_24H:BRD-K79877282-001-02-7:1.11,PCLB003_MCF7_24H:BRD-K79877282-001-02-7:0.37,PCLB003_MCF7_24H:BRD-K79877282-001-02-7:0.12,PCLB003_MCF7_24H:BRD-K79877282-001-02-7:0.04,PCLB003_PC3_24H:BRD-K79877282-001-02-7:10,PCLB003_PC3_24H:BRD-K79877282-001-02-7:3.33,PCLB003_PC3_24H:BRD-K79877282-001-02-7:1.11,PCLB003_PC3_24H:BRD-K79877282-001-02-7:0.37,PCLB003_PC3_24H:BRD-K79877282-001-02-7:0.12,PCLB003_PC3_24H:BRD-K79877282-001-02-7:0.04
5720,0.178434044123,0.423313111067,1.03425586224,0.623156905174,-0.531285047531,0.0814666450024,-0.153454780579,0.788256764412,0.303185433149,-0.245925188065,-0.12275929749,-0.5344145298,0.407425373793,0.562138199806,1.10554158688,0.89538526535,0.255526185036,0.396580338478,0.166474506259,-0.298639893532,0.453212708235,-1.03746426105,-0.518872320652,0.0699265599251,0.385599702597,-1.60202109814,-1.03331112862,-1.43971347809,-1.13319933414,0.255419880152,0.118329837918,0.605506718159,-0.308464854956,0.322333335876,-0.387322098017,-0.776097595692,0.49872225523,-0.188232973218,-0.742721498013,-1.99643516541,0.405955284834,-0.969944238663,0.0807216018438,0.810938715935,0.0398965030909,-0.0298126637936,-0.357166677713,0.36188146472
466,0.884034752846,-0.274463385344,0.0753436088562,0.593686342239,0.363234728575,0.914400041103,-0.54148209095,1.88065695763,0.317877590656,-0.511544525623,-0.574486494064,0.992645204067,0.577673137188,0.283915281296,0.0902976244688,0.204862579703,0.21678827703,-0.147398233414,-0.463716745377,-0.376773476601,-0.262299060822,-1.81938862801,0.424925804138,-0.366859287024,-1.91960394382,0.260588765144,-2.22679495811,-2.87821674347,-1.37711501122,0.262074947357,0.00295758992434,0.109501928091,0.404112100601,1.85756671429,-2.12199735641,-0.367097049952,0.140215009451,-0.758967459202,-0.0392121560872,-2.97344589233,-0.171420156956,-0.119887709618,0.014550358057,0.514238595963,0.364038676023,0.206329107285,0.0687333643436,0.36065864563
6009,0.705378830433,-0.136677399278,-0.0209388434887,0.0316989123821,-0.0280267596245,0.547833323479,0.162763237953,0.223058268428,0.210661366582,-0.0686096996069,0.133682787418,-0.0370277017355,-0.370855778456,0.0390914008021,-0.244399145246,-0.0103000961244,1.15556168556,0.808544576168,-1.20948028564,-0.947313427925,-0.640944302082,0.270360201597,-1.15172457695,0.0919939950109,-0.71913844347,-0.294877767563,0.0741544365883,0.766600191593,0.0803570449352,-0.406795084476,0.154838979244,-0.0697020888329,-0.869463801384,0.101833350956,-0.832891225815,0.246608495712,-0.337872892618,0.0456436723471,-0.294582337141,1.92041456699,-1.00378990173,0.093839019537,-0.369099289179,-0.166649416089,-0.652776300907,-0.100983299315,0.258666664362,-0.552760839462
2309,0.0574266910553,0.586375415325,0.994711875916,-1.21740055084,-0.121221289039,-0.463733285666,-0.00740492343903,-0.588079571724,0.109233856201,0.198017597198,0.426696419716,-0.199109464884,0.447636634111,0.0510789752007,1.24277365208,0.00703574717045,0.841354072094,-0.484163105488,-0.295169711113,-0.533300757408,-0.714821279049,0.769917011261,-1.30395483971,5.13881921768,-0.204036176205,-1.72628939152,0.90429776907,0.491426825523,0.635607719421,-0.257635623217,-0.0197463296354,-0.807487487793,-0.550158262253,-0.54960000515,-0.845361948013,0.126929685473,-0.191218137741,-0.671683371067,0.272497236729,-0.55713558197,-0.363948225975,-0.524365782738,-0.225199446082,4.91113853455,-0.804344475269,0.142769485712,-0.419300019741,-0.276529729366
387,-0.557996213436,-0.297437012196,-0.794575572014,-0.294257104397,3.24712920189,0.54823333025,-0.815132856369,-0.90626937151,-0.129663974047,-0.672553062439,0.232538849115,0.105566263199,0.212974101305,-3.29742383957,-0.187052607536,-0.81576859951,-0.241302073002,0.129484280944,-0.710902094841,-0.371149718761,-2.42081642151,0.350302815437,-2.63573265076,-0.826899111271,-1.43960738182,-1.6461892128,-0.201711118221,1.35387647152,-0.00260034482926,-2.40598416328,0.291037976742,-0.847967863083,-0.122297048569,0.0633333027363,0.137690931559,0.510279417038,-0.769077658653,0.0361875593662,0.790701985359,0.185951113701,0.443182557821,-0.613742947578,-1.13129472733,0.310553580523,-0.823240160942,-0.376688480377,-0.432800024748,-1.33218550682
3553,-0.0483302623034,-0.176428437233,0.843278348446,0.139055877924,-0.262330830097,0.0114666670561,-0.127114206553,0.819730162621,1.36755335331,0.522023797035,0.65557974577,0.399640232325,-1.1374014616,-0.320378571749,-0.600756824017,0.161699473858,-0.372115492821,0.389990597963,0.507037103176,1.13704037666,0.922886967659,1.41019201279,1.31529247761,-0.0232815742493,0.379292607307,1.39161944389,1.92871809006,0.244559630752,1.40652048588,-0.986939311028,0.0894126594067,0.186417520046,0.282567173243,0.572766661644,0.347806483507,-0.224289104342,0.786138892174,3.81551122665,-0.264937907457,4.93503665924,0.468762874603,0.946150004864,0.0242123268545,-0.107967823744,-0.222092688084,-0.489879965782,-0.444066673517,-0.388384699821
427,-0.192693084478,-5.56890296936,0.677277326584,-0.163482323289,-0.494196921587,0.745633363724,-0.357093006372,0.736622929573,-0.515982627869,-0.0924609825015,1.19940650463,-0.362769752741,0.724826157093,0.562263309956,0.853318452835,-0.0164603814483,-0.298285245895,-0.360919654369,-2.28833007812,-3.22603178024,0.384718060493,0.346463173628,-3.02853775024,0.246363952756,-0.168321996927,-1.27278411388,0.0525320470333,-1.02861022949,0.409107893705,-0.19647423923,0.781965136528,0.375793159008,1.63099014759,1.57360005379,0.2498036623,2.02391076088,-0.288773715496,1.4761595726,1.23533010483,0.724331498146,-0.420917898417,0.24246533215,0.179807633162,0.65216422081,-0.713792562485,-0.684367060661,0.0738999843597,0.271070897579
5898,0.240916669369,0.0550738424063,-0.36599072814,0.326845616102,0.772417664528,0.425999999046,-0.11618886143,1.03032410145,-0.120177820325,0.273368656635,-0.16847550869,-0.213484779,-0.838452100754,0.259307146072,-0.960339069366,-0.544854402542,0.271253377199,0.403685212135,-0.288077831268,-0.637601613998,0.571388602257,1.31293022633,-2.26192498207,-1.43121957779,-0.406833171844,-2.27841806412,1.05132675171,1.0952038765,-1.56698822975,-0.374176800251,0.699161589146,-0.37859672308,0.679754495621,-1.09303331375,-0.0391052961349,0.0769876688719,-2.36960220337,0.0135557688773,0.169349431992,1.42679226398,0.883027970791,0.21140474081,0.620282173157,0.94894528389,-0.0312276892364,0.977472007275,0.661433339119,0.184731692076
23365,-0.842532336712,0.0514869987965,-0.843135118484,0.164385706186,-0.345708459616,0.0377000048757,-0.0199199914932,0.377372145653,-0.219101175666,-0.252882421017,0.617918074131,0.488972514868,-0.35236543417,-0.503033161163,-0.102895379066,-0.139412343502,-0.572839915752,-1.05540537834,-0.514620602131,0.247689604759,-2.13068580627,0.912338256836,0.063102260232,0.689475059509,0.415637493134,0.32413393259,-0.296250522137,-0.276677548885,0.147982001305,0.563308417797,0.643875718117,-0.179192140698,-0.279876083136,-1.3437333107,0.248127162457,0.197344899178,-0.444074630737,0.105205774307,0.301560401917,0.00667598843575,0.0586956739426,-0.308726072311,0.330872476101,-0.0817235708237,-0.0960434377193,0.222144395113,-0.0476666390896,0.837200522423
6657,1.00111556053,0.555765032768,0.548679471016,-0.514631032944,0.0245762467384,0.374100029469,0.881088495255,0.499737173319,0.265826791525,0.661640644073,-0.185994967818,1.09597349167,-0.820734500885,-0.213535308838,-0.85905444622,-0.437780976295,0.491606712341,0.470698058605,0.577342629433,1.39523160458,-0.0766649544239,1.36899137497,1.77591013908,0.409375309944,-0.196751981974,0.733940422535,-0.0427961945534,5.96804046631,0.00847238302231,-0.331440716982,-0.213061198592,0.7934897542,-0.503346323967,4.01490020752,0.709062218666,0.227114677429,0.0499160438776,2.24880242348,-1.13520479202,1.8688904047,-0.108889400959,1.51215529442,-0.450625181198,-0.0233896896243,-1.40339183807,-0.580913186073,-0.0795333385468,0.380551576614
5054,2.2170791626,-0.565944135189,0.0555606484413,-0.606500864029,1.11699867249,1.5922999382,0.121188163757,-0.372398346663,0.482249081135,0.207927078009,0.376574158669,-0.0152731835842,-0.36608684063,0.833803534508,-0.12206608057,-0.317846000195,1.24870181084,-0.556430995464,-1.20325088501,0.660217046738,0.223752036691,-0.94392991066,1.6097881794,1.0387108326,1.82601106167,1.36053919792,1.28812897205,-0.366829991341,-0.497221440077,-0.185415044427,-0.244842648506,0.34934425354,-0.578508913517,0.818333387375,1.17272436619,-2.06908488274,-0.361622542143,1.48215937614,4.01333665848,2.1214966774,0.354689538479,1.24253880978,-0.316133141518,0.391743302345,0.0816587805748,0.564353942871,-0.268400013447,0.0231585726142
3108,0.0230927262455,-0.336890667677,-0.714569568634,-0.23077441752,0.0969735532999,0.780033349991,-0.175900563598,-0.452244788408,-0.0250910520554,-0.800748765469,0.688237667084,-0.0838661491871,-0.0117049664259,0.543810904026,0.0608630925417,-0.389955103397,-0.0544451773167,0.182847827673,-0.380007684231,-0.446326971054,-1.14314413071,4.87046146393,-0.833582043648,5.33073663712,-0.871154308319,-0.968284130096,2.06300878525,2.20920801163,2.81622242928,-0.261027246714,0.312028497458,-0.152900397778,-0.330480217934,3.00770020485,4.75875329971,0.398881942034,-0.25571641326,0.222423300147,0.796243488789,-0.0307877659798,0.656610190868,-1.82527828217,-0.271844446659,-0.330629080534,-0.510015726089,0.374813735485,-0.11099999398,0.253477394581
1950,0.551264345646,0.787175774574,-0.61404132843,0.399692177773,0.299866884947,0.303099989891,-0.276343852282,0.784624814987,-0.103372856975,0.368588268757,0.119975969195,-0.606924474239,0.0867875739932,-0.391735613346,-0.276552915573,-0.0783288925886,0.138173565269,1.09126472473,0.0909355953336,0.0543798208237,0.884077250957,0.041119992733,0.0159717127681,0.246601641178,0.162342071533,1.49097907543,0.399024873972,1.77153396606,0.39784604311,-0.422078192234,0.289069026709,0.280450850725,-0.0181095078588,1.72736692429,0.703366339207,-0.834646046162,-1.01969301701,1.1399435997,-0.930495619774,0.123412780464,-0.536492884159,-0.423677951097,0.0714118406177,1.04951763153,0.175562605262,0.0715614259243,-0.749933362007,0.284881770611
351,-0.392773032188,0.082832545042,0.583242595196,0.6446647048,-0.145925551653,-0.0278000235558,1.25511610508,-0.684042096138,0.419964075089,0.441654056311,-0.0830566212535,-0.153997018933,-0.0356266573071,-0.318763703108,0.815557122231,0.952194035053,-0.15606187284,-0.185667693615,-0.35160022974,-0.0176550745964,0.27813372016,-0.103093013167,-0.365096002817,0.0284286513925,4.09341907501,-0.900860905647,-0.644473016262,0.160456240177,-0.609694600105,-1.0624102354,0.113103151321,-0.181304216385,-0.343157678843,-0.369466692209,-0.125703677535,0.266456663609,-0.863552629948,-0.310386121273,-0.232259362936,1.08394289017,-0.639633536339,0.283113121986,-1.05705761909,-0.621590018272,-0.191781461239,-0.735282301903,-0.591866672039,-0.0195740014315
