rid,CPC005_A375_6H:BRD-A67479912-001-02-6:10,CPC005_A375_24H:BRD-A67479912-001-02-6:10,CPC005_A549_6H:BRD-A67479912-001-02-6:10,CPC005_A549_24H:BRD-A67479912-001-02-6:10,CPC005_HA1E_6H:BRD-A67479912-001-02-6:10,CPC003_HA1E_6H:BRD-K64994968-001-03-6:10,CPC005_HA1E_24H:BRD-A67479912-001-02-6:10,CPC003_HA1E_24H:BRD-K64994968-001-03-6:10,CPC005_HCC515_6H:BRD-A67479912-001-02-6:10,CPC003_HCC515_6H:BRD-K64994968-001-03-6:10,CPC003_HCC515_24H:BRD-K64994968-001-03-6:10,CPC005_HT29_6H:BRD-A67479912-001-02-6:10,CPC005_HT29_24H:BRD-A67479912-001-02-6:10,CPC005_MCF7_24H:BRD-A67479912-001-02-6:10,CPC003_PC3_6H:BRD-K64994968-001-03-6:10,CPC003_PC3_24H:BRD-K64994968-001-03-6:10,CPC003_VCAP_6H:BRD-K64994968-001-03-6:10,CPC003_VCAP_24H:BRD-K64994968-001-03-6:10,CPC005_MCF7_6H:BRD-A67479912-001-02-6:10,CPC005_PC3_6H:BRD-A67479912-001-02-6:10,CPC005_PC3_24H:BRD-A67479912-001-02-6:10,CPC005_VCAP_6H:BRD-A67479912-001-02-6:10,CPC005_VCAP_24H:BRD-A67479912-001-02-6:10,CPC011_A375_6H:BRD-K64994968-001-23-4:10,CPC011_A549_6H:BRD-K64994968-001-23-4:10,CPC011_A549_24H:BRD-K64994968-001-23-4:10,CPC011_HA1E_6H:BRD-K64994968-001-23-4:10,CPC011_HT29_6H:BRD-K64994968-001-23-4:10,CPC011_MCF7_6H:BRD-K64994968-001-23-4:10,CPC011_MCF7_24H:BRD-K64994968-001-23-4:10,CPC011_PC3_6H:BRD-K64994968-001-23-4:10,CPC011_PC3_24H:BRD-K64994968-001-23-4:10,CPC011_VCAP_6H:BRD-K64994968-001-23-4:10,CPC011_VCAP_24H:BRD-K64994968-001-23-4:10,CPC016_A375_6H:BRD-K64994968-001-03-6:10,CPC016_A549_6H:BRD-K64994968-001-03-6:10,CPC016_A549_24H:BRD-K64994968-001-03-6:10,CPC016_ASC_24H:BRD-K64994968-001-03-6:10,CPC016_HEPG2_6H:BRD-K64994968-001-03-6:10,CPC016_HT29_6H:BRD-K64994968-001-03-6:10,CPC016_MCF7_6H:BRD-K64994968-001-03-6:10,CPC016_MCF7_24H:BRD-K64994968-001-03-6:10,CPC016_NEU_24H:BRD-K64994968-001-03-6:10,CPC016_NPC_24H:BRD-K64994968-001-03-6:10,CPC016_SKB_24H:BRD-K64994968-001-03-6:10,CPD002_MCF7_24H:BRD-K47244735-001-01-4:10,CPD002_MCF7_6H:BRD-K47244735-001-01-4:10,CPD002_PC3_6H:BRD-K47244735-001-01-4:10,CPD002_PC3_24H:BRD-K47244735-001-01-4:10,NMH002_FIBRNPC_24H:BRD-K64994968-001-24-2:10,NMH002_FIBRNPC_6H:BRD-K64994968-001-24-2:10,NMH002_NEU_6H:BRD-K64994968-001-24-2:10,NMH002_NEU_24H:BRD-K64994968-001-24-2:10,NMH002_NPC_6H:BRD-K64994968-001-24-2:10,NMH002_NPC_24H:BRD-K64994968-001-24-2:10
5720,-2.30431771278,0.414756059647,0.130947768688,-6.88120651245,-0.307099968195,-1.59710001945,0.068464577198,0.453458964825,-0.333299994469,0.0341669023037,-0.406359374523,-0.921466767788,-0.328290164471,-0.727949738503,-1.22770261765,0.251470506191,-1.25152361393,-0.472649931908,0.887058198452,-0.24733787775,-0.303935468197,0.915341615677,-1.08745646477,0.309546947479,0.189300194383,-1.1477792263,1.15499997139,0.451761186123,0.465749979019,-0.200449988246,-0.473647654057,-0.232742205262,0.567055761814,-0.278037190437,-0.127465471625,0.0523000024259,0.877206206322,-0.770335018635,0.350746035576,-0.280369848013,0.391789406538,0.168487086892,0.314887940884,-0.571440219879,-0.188633173704,0.713950157166,-0.739301562309,-0.43109998107,0.845944404602,-0.170337513089,0.430593281984,-0.362691968679,-0.388914823532,-0.315406411886,-1.03023529053
466,-2.6153242588,-0.30279558897,0.819606184959,0.836467862129,0.111999988556,-1.95809996128,0.820737957954,0.464681744576,-0.515699982643,1.1815341711,0.477345556021,-1.41723334789,-0.0551561973989,-1.18888711929,-1.17871570587,-1.14663481712,-1.37075638771,1.23720002174,0.613863706589,0.503580451012,-0.613842487335,0.184974104166,-1.11523926258,0.164765074849,0.982644736767,-0.381875455379,0.450650006533,-0.537979006767,-0.238050013781,0.45275002718,-1.43193566799,-0.824879527092,-0.0633966699243,-1.69058477879,-0.334798932076,-0.00154998898506,0.689940869808,0.74408018589,-0.533282279968,-0.124060899019,-0.36263614893,-0.045384734869,0.649075984955,0.0284885279834,0.245299309492,0.845418095589,0.14032702148,0.103700011969,0.893973708153,0.212877184153,0.74389487505,-0.298659205437,-1.53102838993,0.64011400938,-0.123522758484
6009,1.38123142719,1.04858708382,-0.0416432395577,-0.147822543979,0.397799968719,0.417050004005,-0.772016406059,-0.339282989502,0.35695001483,0.39764559269,0.361651062965,0.232933342457,-0.811874628067,-0.585579276085,-0.8256508708,-0.344075620174,-0.335553377867,-0.959849953651,0.222265318036,-0.247685700655,-0.074233405292,-1.82456576824,-2.23505163193,0.959353744984,0.261306673288,-0.589629888535,0.0663499981165,-0.231007605791,0.089300006628,0.521499991417,-0.0775140747428,0.166007399559,-0.402141332626,-1.14075255394,-0.334455311298,0.955049991608,-0.0551437027752,1.33831620216,0.0472943112254,-0.436621040106,-0.334806591272,0.381597936153,-0.389328956604,0.531566560268,0.0692513287067,-1.25932347775,-1.05687499046,-0.986333370209,0.0578711926937,0.293448060751,0.10920406878,-0.671114683151,-0.535177946091,0.133806601167,0.218958258629
2309,1.36115837097,-0.525422930717,0.354289978743,0.619007229805,-0.504050016403,-1.80099999905,0.24130615592,-0.817310333252,1.11129999161,2.13693213463,-0.173500925303,0.0322333574295,0.0245040617883,0.977251470089,-1.64026510715,-0.56183809042,-1.09324932098,2.33524990082,-1.25643897057,-1.58194160461,-0.791530847549,3.06268286705,-0.76098382473,-0.192061632872,1.06272697449,0.224482089281,0.494450002909,0.240582376719,0.385749995708,-0.029149999842,0.0209769252688,-0.030199110508,3.12596988678,0.520608127117,0.0759584605694,5.1330499649,-0.28845924139,0.0237094517797,0.908620119095,-0.198551863432,0.588312804699,-1.09824538231,0.0327735841274,0.323197126389,-1.27567410469,-0.151085034013,0.449589550495,-0.0761333405972,0.0180742200464,0.190908044577,0.55799472332,-0.530832946301,0.169602349401,0.320672243834,0.823490858078
387,1.21676933765,-0.504827737808,-0.303360909224,-0.477376103401,-0.251149982214,-0.901799976826,1.00103282928,0.320038408041,-0.979550004005,1.2077729702,0.768228232861,-1.32166671753,-0.818504214287,0.426651358604,-1.27079927921,-0.856425523758,0.674836158752,-0.953349947929,-0.295754939318,-0.286694318056,0.272265404463,-1.03341114521,-0.290573835373,0.275349646807,0.156344622374,-1.56926846504,-0.692050039768,-0.525214552879,-0.990649998188,0.027800001204,0.145877704024,-0.340015113354,0.344631493092,0.712570846081,-0.0269677340984,1.43984997272,0.0616661012173,0.442765295506,0.017998682335,-0.772990345955,-0.613368034363,-0.348913878202,-0.386207044125,-0.195665001869,-0.0529523193836,-1.7473706007,-0.973483145237,-0.325933337212,0.537209868431,0.438337653875,-0.140658065677,-0.139381945133,0.301383495331,0.0424347445369,-1.28371083736
3553,0.68777358532,-0.460530519485,-1.01394093037,-0.235147893429,-0.543550014496,0.67175000906,-0.536226987839,-0.988655924797,0.364199995995,1.95309448242,0.824431538582,1.04686665535,1.10758209229,-0.144502490759,-0.772748291492,-0.475439310074,0.990426719189,-0.558750033379,0.689396440983,-1.11006438732,-1.19543993473,-0.658742547035,1.5964038372,-0.413945376873,-1.14852571487,1.13720107079,0.406699985266,-0.570190310478,0.812099993229,-0.801949977875,-2.41141152382,-0.944204449654,-0.701243937016,0.37553435564,0.29874175787,-0.336500018835,-0.443139493465,0.514379918575,-0.0236923545599,0.325801670551,0.382235407829,0.959478676319,0.174234524369,0.467811971903,0.668378710747,-0.469729095697,0.124584823847,-2.37993335724,-0.980621218681,0.0161293596029,-0.657811045647,-0.220320940018,-0.706457018852,-0.813397169113,0.408252239227
427,2.14005613327,0.167283594608,0.5742867589,-0.56203943491,-0.281349986792,0.602599978447,0.242725193501,0.0283359959722,-0.176849991083,1.58764362335,-0.507359087467,0.875166654587,0.70130777359,0.0509522035718,0.584732055664,0.0170001983643,0.603301286697,2.14230012894,-0.0735008642077,-1.02143335342,0.250856012106,0.569240868092,1.36756742001,-0.392188280821,0.429896086454,-1.01052677631,0.0596999973059,-0.159079477191,-0.297199994326,0.137549996376,-1.53169476986,-0.326512515545,1.50527691841,-0.867722332478,0.313874483109,-0.232850015163,-0.646980643272,-0.319506764412,-0.757583975792,-0.550282895565,-0.0743694081903,-0.0247119814157,2.16649460793,0.568979024887,0.972218811512,0.16243442893,0.902375638485,-0.0738666653633,-0.29870274663,-0.273220956326,0.250552296638,-0.807662427425,-1.11830019951,0.262994736433,-0.40989536047
5898,-1.34043097496,1.20648515224,-0.0406019091606,-0.563077569008,-0.205599993467,-1.04495000839,-0.4297991395,-0.0318110883236,0.0967499911785,0.896000266075,-0.831786453724,0.867466688156,-0.0866627842188,-0.145207032561,-1.55022168159,0.292414158583,0.0821461454034,0.666649997234,0.926473140717,0.86794924736,0.20089609921,-0.186346054077,0.634224891663,-1.79626345634,-0.265101402998,0.410910457373,-1.46510004997,-0.396267175674,-1.24199998379,0.0226499885321,-0.361094295979,-0.0252676159143,-0.765161156654,0.0847501754761,1.01962721348,-0.768749952316,1.34095394611,0.571566939354,0.302370429039,0.931876420975,0.335435152054,0.0282839238644,-0.476654589176,0.0769516825676,-0.610009074211,-0.396429359913,-2.35885596275,0.175900012255,0.869619965553,-1.00186109543,-0.912548840046,0.141141504049,-0.0828668698668,-0.897640585899,-1.23154401779
23365,0.728267729282,-0.432086199522,-0.344508141279,0.259358614683,-0.0870499610901,0.730499982834,0.426321089268,-0.276565611362,-1.66159999371,1.76357507706,1.07177734375,0.0209666490555,-0.547193646431,0.576309919357,1.92302429676,-0.22736556828,0.624157488346,-0.715950012207,-1.89087605476,-0.628783583641,1.07058060169,-0.965585947037,1.01069402695,-0.794630289078,0.0220603197813,-0.17156034708,-2.41525006294,-0.437712430954,-1.14365005493,-0.357299983501,0.295044362545,-0.343756079674,-0.353940218687,-1.05463922024,0.850728750229,1.78735005856,-5.21883583069,0.0950306281447,0.9403039217,-0.0689044296741,0.451459974051,0.145559608936,0.984380781651,-0.183203399181,-0.704098165035,0.745193481445,0.434184134007,-0.227266639471,0.170423001051,-0.622829377651,0.217228621244,1.04793798923,0.130703046918,-0.602951288223,-0.921613276005
6657,0.626493573189,-1.47625541687,-0.983891248703,-0.852677941322,-0.389499992132,0.086649954319,-0.581765651703,-0.777619302273,0.126499995589,2.07388520241,-1.1799094677,0.0640333294868,-0.715637683868,-0.992743074894,0.974115490913,0.462738215923,1.17378735542,0.475199997425,1.15060341358,-0.0359337106347,-0.437043845654,-0.258834064007,1.69596982002,-0.0460202246904,-1.30368065834,0.87993401289,0.45094999671,0.120210304856,-0.216049998999,-0.823849976063,0.0162182450294,0.206912413239,-0.750014781952,1.04239320755,0.21399949491,-1.18274998665,0.27523842454,-1.21031236649,-0.230908334255,0.0672816708684,-0.318772107363,1.25327324867,-0.890801250935,-0.236184701324,0.541647970676,-0.894425809383,0.86812466383,0.159799993038,0.287361383438,0.475547671318,0.21684601903,0.548289597034,-0.769404292107,-0.334389388561,-0.602542877197
