rid,DOS002_VCAP_24H:BRD-K70901996-001-01-3:4.87,DOS032_A549_24H:BRD-K70901996-001-01-3:4.87,DOS032_HT29_24H:BRD-K70901996-001-01-3:4.87,DOS032_MCF7_24H:BRD-K70901996-001-01-3:4.87,DOS032_PC3_24H:BRD-K70901996-001-01-3:4.87
5720,-1.03589296341,-1.2907500267,0.271730303764,0.115736469626,0.726349949837
466,-0.267432868481,0.14849999547,1.05968630314,1.25281500816,0.56970000267
6009,0.500161290169,-0.715499997139,0.252613246441,-0.181155830622,0.955649971962
2309,-1.32281851768,-1.35479998589,-0.432150483131,0.254096925259,-1.00969994068
387,0.296575576067,-0.298299998045,1.40121173859,0.4334436059,-0.557700037956
3553,0.703905642033,1.15960001945,-0.637957692146,-0.942969977856,-0.519749999046
427,0.418032854795,-0.337799996138,-0.394738972187,1.33534312248,0.604200005531
5898,0.0135287865996,-0.274450004101,0.490975499153,-0.710707902908,-1.4822499752
23365,-0.56576949358,0.210800006986,0.194333747029,0.0862984359264,-0.61930000782
6657,0.888039886951,0.380900025368,-0.667374849319,-0.252620816231,2.65604996681
5054,0.565233826637,0.507399976254,0.511679053307,-0.434110850096,-1.06375002861
3108,-1.00578641891,-0.69344997406,-0.0554172247648,0.218826547265,0.300249963999
1950,0.538227140903,0.77454996109,-0.417962729931,-0.319752275944,1.06474995613
351,-0.143044888973,0.937600016594,-0.92933177948,-0.332812994719,1.39579999447
4846,-1.22902810574,-0.935850024223,-0.514132976532,-0.31527325511,-0.760100007057
1452,-1.01098501682,-0.0137500166893,0.982490181923,0.134541213512,-1.01664996147
4776,0.570009708405,2.4564499855,-0.00958237051964,-0.0881347060204,1.96939992905
6908,-0.307080209255,0.523600041866,1.35019731522,-0.38363084197,-0.324199974537
672,-1.15939331055,-2.09485006332,-0.462439000607,0.193027019501,-0.75150001049
5710,-0.964421868324,-0.448850005865,0.607103586197,-0.909502625465,-0.52999997139
2115,-0.319162517786,-1.42179989815,-0.826268911362,0.303788810968,0.949450016022
7015,0.255554556847,-0.265100002289,-0.626803994179,-0.900821506977,1.23070001602
8726,0.230024367571,-0.0596499964595,0.350463092327,-0.0993764698505,0.574000000954
2185,0.898179650307,1.16834998131,-0.703644812107,0.0475780814886,1.65610003471
3315,-0.134404376149,-0.494749993086,0.374223083258,-0.274811565876,-0.300599992275
5289,-0.736914634705,-0.108149990439,-1.10281479359,-0.541168391705,-0.454750001431
868,-0.214200347662,-0.258249998093,-0.786144316196,0.298750400543,-0.0172500014305
1677,0.763777017593,0.0802499949932,0.503138661385,-0.40499201417,0.227549999952
7043,0.759640693665,0.19335000217,-0.64214527607,-0.546408772469,1.39634990692
5613,0.920760810375,0.628700017929,-0.115110635757,0.600739896297,1.36765003204
595,-1.16453433037,0.924299955368,1.29450726509,-0.40046325326,-1.24535000324
4793,-0.185829848051,-0.752549946308,0.291332840919,-1.10577726364,-0.909399986267
2736,0.632832348347,-1.74414992332,-0.48632889986,-0.278871655464,1.10575008392
5290,0.802653551102,1.38759994507,-0.714882671833,0.915561616421,1.8723000288
6194,-0.530438542366,-0.42460000515,0.496419489384,0.000316655292409,0.101250000298
1676,1.149523139,2.06290006638,-0.453309118748,-0.110466435552,1.82519996166
23512,-1.16457629204,-0.218699991703,-0.204619109631,0.22577573359,0.300549983978
148022,-0.362804889679,0.556150019169,-0.357050210238,-0.432297646999,-0.35150000453
1906,1.26394832134,-0.221550002694,-0.883948206902,-0.249666422606,-0.294049978256
8878,-1.09813213348,0.147500008345,-0.406489193439,-0.119166702032,-0.817499995232
3091,-1.7800437212,-0.104300022125,0.0885308980942,0.180233538151,-0.47034996748
5743,0.818882346153,-1.57955002785,2.43476128578,-0.246891766787,0.651299953461
5321,1.45766198635,-1.48245000839,-0.309831500053,-0.838440179825,1.33589994907
4144,-0.204173028469,0.39904999733,-1.31519770622,0.0974942073226,0.902599990368
1981,1.2040990591,-0.784350037575,0.710991621017,-0.740066826344,0.409799993038
695,-2.13870549202,1.41545009613,2.60327029228,-0.3135240376,2.04144978523
10398,1.10922038555,1.22710001469,-0.973380923271,-0.248187601566,-0.525349974632
5708,0.821384191513,4.68680000305,-0.727616667747,-0.285496145487,5.50409984589
1213,0.681206822395,-0.554399967194,0.559468746185,0.181972458959,0.432249963284
226,-0.555024087429,5.54879999161,-1.21222352982,0.205676421523,5.32420015335
6777,0.606938183308,2.1685500145,0.257731765509,0.0500589609146,1.20854997635
2113,1.23322439194,-0.604849994183,-0.0185216516256,-0.749569177628,-1.25610005856
3329,-0.244123131037,0.160800009966,0.470647037029,-0.148416221142,-0.814350008965
1050,-1.04768943787,-0.153200000525,-0.051078915596,-0.368401527405,-1.09294998646
9491,0.949959278107,-0.379700005054,-0.268352508545,0.0201695561409,-1.64690005779
22926,0.567025303841,0.124249994755,-2.31094694138,-0.619221270084,-0.152999997139
5899,-0.234155744314,-0.172800004482,0.22913596034,1.41811740398,-0.764250040054
5467,-0.321711987257,0.985899984837,0.490707278252,0.209894388914,0.0292000100017
6774,-0.228542864323,0.473600000143,-0.800673663616,0.549848139286,-6.11595010757
1788,1.030834198,1.4142999649,-0.419002264738,-0.348600834608,0.930750012398
5921,-0.666182518005,-0.164449989796,-0.0953998714685,-0.00119723379612,0.0150499939919
5721,-0.55914837122,-0.620100021362,0.845121920109,0.17918625474,-2.27745008469
2263,1.40800893307,0.690600037575,1.46039354801,1.27237248421,0.0958499908447
808,1.48837125301,4.90089988708,-0.209564119577,-0.0993723571301,-0.567250013351
30001,0.672558128834,1.82514989376,0.760517597198,0.535067081451,-0.127149969339
348,1.05505859852,1.09455001354,-0.24480612576,-0.250438004732,-0.220550000668
30849,0.705555081367,-3.07924985886,-0.165256738663,-1.57639944553,0.995949983597
1454,-1.1803689003,-1.44384992123,-1.48046958447,0.29186296463,0.615000009537
6500,-1.52367997169,0.743250012398,1.68876802921,0.00401484966278,-0.442999988794
5627,0.20659019053,-0.576699972153,0.7090690732,0.494714736938,-0.675100028515
5715,0.627699494362,0.163300007582,-3.86401176453,0.335608035326,0.496050000191
4791,0.497516214848,0.190600007772,-0.414012134075,0.335606068373,0.0103499889374
56924,-0.439963102341,0.0579999685287,0.719468057156,-0.607052087784,-0.618300020695
2690,0.258491128683,-1.62225008011,0.180751830339,0.523181378841,-0.459749996662
1019,-1.0686198473,0.107100002468,-0.0267083793879,0.592428028584,-0.00415000319481
51422,-0.207461565733,0.911449968815,0.949183762074,-0.080820530653,0.391350030899
