rid,DOS013_VCAP_6H:BRD-K64864583-001-01-0:5.04,DOS013_VCAP_24H:BRD-K64864583-001-01-0:5.04,DOS040_A375_24H:BRD-K64864583-001-01-0:5.04,DOS040_HT29_24H:BRD-K64864583-001-01-0:5.04,DOSBIO002_A375_24H:BRD-K64864583:10.0774,DOSBIO002_A549_24H:BRD-K64864583:10.0774,DOSBIO002_HT29_24H:BRD-K64864583:10.0774,DOSBIO002_PC3_24H:BRD-K64864583:10.0774,DOSBIO002_MCF7_24H:BRD-K64864583:10.0774,DOSBIO002_NEU_24H:BRD-K64864583:10.0774,DOSBIO002_NPC_24H:BRD-K64864583:10.0774
5720,1.78259110451,0.941053628922,1.1847499609,0.524749994278,-0.107086755335,0.169817507267,0.224149942398,0.279336303473,0.588048458099,3.57704997063,0.369965732098
466,1.29272210598,1.54508852959,-0.473999977112,-0.557200014591,-1.18734145164,-0.0799349844456,0.228792399168,0.378992468119,0.220358043909,-0.0960000008345,0.386719852686
6009,0.598944842815,0.741498172283,1.82849991322,0.661449968815,0.736372888088,0.416057258844,0.233469665051,0.205870836973,0.251107484102,-0.283700019121,0.0863390639424
2309,-1.3364610672,-1.55738091469,0.348549991846,1.65834999084,-0.0939638242126,-0.0883065015078,0.231934666634,-0.387008458376,-0.735062301159,0.504499971867,0.381538331509
387,1.02777433395,0.351352334023,-0.19960001111,-0.350499987602,-0.779226481915,-0.507917582989,-0.762068629265,0.00768822431564,-0.772305548191,0.502399981022,-0.319297254086
3553,-0.827028512955,-0.221271008253,-1.05245006084,-1.07310009003,0.661096990108,-1.03279602528,-0.470561683178,-1.16253101826,1.15641725063,0.181850001216,-0.443038970232
427,0.259121537209,0.333726882935,-1.23469996452,-0.819649994373,5.04612159729,-0.132412463427,0.970169305801,0.460913002491,0.11932310462,0.814849972725,0.667356848717
5898,0.594052791595,0.590688049793,0.376800000668,-1.05455005169,1.00227153301,0.0609529912472,0.107791721821,0.351641863585,-2.13489222527,-0.631749987602,-0.663630068302
23365,0.637640237808,-0.545400619507,-1.03415000439,0.0918999910355,-0.897697925568,-0.671258985996,-0.679787874222,-1.30520009995,-0.777967274189,0.00180000066757,-0.91558277607
6657,-0.73263669014,0.245596662164,-0.519550025463,-0.671649992466,0.138267487288,0.206173449755,0.0952839404345,-0.0540917515755,1.71013045311,0.530550003052,0.0612570419908
5054,0.0861484110355,-0.524301707745,-0.319649964571,0.321000009775,0.442397028208,-0.34336873889,0.177754878998,-0.4396058321,-0.42258054018,-0.352899998426,-0.107027254999
3108,0.207214325666,-0.450797259808,0.337799996138,0.169749990106,-0.52900570631,-0.555478215218,0.232698574662,-0.0544832348824,0.243051424623,0.931699991226,0.0131912603974
1950,-0.091067686677,0.981724739075,-0.201199993491,1.13775002956,-0.524674892426,-0.930832087994,-0.0229413807392,0.673373222351,0.412265062332,0.756000041962,1.49151420593
351,-0.507367253304,-0.819220423698,-0.731750011444,-0.541999995708,0.795790314674,0.389962673187,0.0488777458668,-0.168152570724,0.768708765507,-0.480549991131,-0.528747260571
4846,0.505233347416,-0.43053239584,0.0667500048876,0.602450013161,0.437123805285,-0.286420851946,0.0872587636113,0.998789012432,1.12157285213,0.206599995494,-0.0263247042894
1452,-0.545498430729,-1.59660947323,0.751649975777,0.270150005817,-0.112324014306,0.412905424833,-0.483203828335,0.411921679974,-1.04375112057,-0.307750016451,-0.458141505718
4776,-0.658688306808,0.118145257235,-1.40824997425,-0.546050012112,-0.549987196922,-1.20511102676,-0.38948905468,-1.51722168922,-0.0566509962082,-0.692650020123,-0.657695174217
6908,1.20810866356,-0.0530920177698,0.519349992275,0.608799993992,0.162436127663,0.273123264313,0.780274868011,0.398928195238,-0.830821633339,0.685750007629,0.24897621572
672,-1.60201835632,0.0373518913984,-0.76240003109,0.0891000032425,1.20376908779,0.829449057579,0.672934293747,0.934369266033,-0.336643129587,0.285250008106,0.637584507465
5710,0.620822072029,-1.21524214745,-0.322249978781,0.505349993706,-0.830180168152,-0.154002159834,-0.129325553775,-0.225712329149,-1.18439781666,0.0254000015557,-1.10779619217
2115,-0.764613509178,-0.842491745949,-0.88220000267,-1.110049963,-0.599671781063,0.0177099108696,-0.213538214564,0.615794658661,1.70487213135,0.179549992085,0.142715454102
