rid,DOS021_VCAP_24H:BRD-K31479060-001-02-7:5,DOS044_A375_24H:BRD-K31479060-001-02-7:5
5720,0.439949989319,1.09745001793
466,-0.63689994812,1.68789994717
6009,-1.1318500042,1.9482499361
2309,0.299749970436,0.367150008678
387,-1.15415000916,-3.98549985886
3553,0.413399994373,-1.65670013428
427,0.854550004005,-0.188449978828
5898,0.0712999999523,0.885900020599
23365,0.358150005341,-1.03205001354
6657,0.455799996853,-1.76425004005
5054,1.36570000648,0.574349999428
3108,0.308750033379,1.2037498951
1950,1.06570005417,-0.855449974537
351,-5.91935014725,0.300049990416
4846,1.22930002213,0.0300500001758
1452,-0.709250032902,-0.690500020981
4776,-0.245000004768,-1.73304998875
6908,-0.122800022364,0.289149999619
672,-0.934350013733,1.78174996376
5710,-1.36360001564,-1.54460000992
2115,0.909399986267,-1.62989997864
7015,-0.295149981976,-1.72210001945
8726,0.857400000095,-0.430400013924
2185,1.16079998016,-2.57074999809
3315,1.5012999773,1.18584990501
5289,0.555599987507,-1.1686000824
868,-0.268700003624,-1.17499995232
1677,-0.29699999094,-1.81140005589
7043,-0.120499998331,-1.90915000439
5613,-0.872099995613,-2.11630010605
595,-0.689900040627,1.11224997044
4793,1.24574995041,0.842149972916
2736,-0.349150002003,-2.13680005074
5290,-0.74950003624,-1.6101500988
6194,-0.00470000505447,0.000300000014249
1676,-0.622500002384,-4.88634967804
23512,-4.88829994202,-0.231000006199
148022,-0.00100001692772,-1.22705006599
1906,0.180799990892,-0.185100004077
8878,-0.466600000858,0.78385001421
3091,-1.62770009041,0.172949999571
5743,4.33260011673,0.269800007343
5321,-2.70595002174,-0.321550011635
4144,-0.641499996185,-2.01915001869
1981,3.26880002022,-0.48014998436
695,-0.573850035667,-1.51239991188
10398,-0.26519998908,-2.51705002785
5708,-0.722200036049,-1.51469993591
1213,-4.98710012436,0.430949985981
226,-0.256799995899,-1.72699999809
6777,0.0119999945164,0.69470000267
2113,0.0861499905586,-4.10789966583
3329,-1.13580000401,2.04879999161
1050,0.0664999932051,1.05439996719
9491,-0.346749961376,-1.00115001202
22926,-0.705150008202,0.549549996853
5899,-0.43489998579,-0.456849992275
5467,0.161750003695,-1.38909995556
6774,-1.01265001297,-0.232450008392
1788,-0.323199987411,-2.97569990158
5921,1.52674996853,1.01789999008
5721,-0.0916500091553,1.25134992599
2263,-0.0616499781609,-1.93639993668
808,4.26195001602,-1.42510008812
30001,-0.299199998379,-0.342450022697
348,0.92919999361,-0.34010002017
30849,-2.4608001709,-0.0770000070333
1454,0.976149976254,1.30879998207
6500,-1.4281001091,1.31239998341
5627,1.06914997101,1.61794996262
5715,-1.46679997444,0.888849973679
4791,0.233999997377,-1.48369991779
56924,-0.0220499634743,0.363650023937
2690,0.387849986553,0.995900034904
1019,0.997449994087,0.435499966145
51422,-0.0169499963522,-0.698699951172
5788,-0.385699987411,-0.637199997902
6709,0.41859999299,1.35440003872
1277,-0.395199984312,0.326849997044
993,-0.679049968719,0.969900012016
7157,0.480199992657,0.195849999785
1958,-0.387400001287,-0.509700000286
4582,0.538999974728,-0.679549992085
9212,0.396649986506,-3.28699994087
8440,0.0407000184059,0.756000041962
6790,-0.0340999998152,0.228599995375
8851,-0.960649967194,1.47539997101
2534,0.86495000124,0.00615000724792
4893,-0.796000003815,-0.738050043583
665,-0.0188999921083,0.843299984932
4313,1.10080003738,-2.41240000725
1022,-1.05224990845,0.32484999299
5880,0.498599976301,-0.322600007057
3162,-0.183699995279,1.67715001106
1282,-0.684850037098,1.21730005741
3383,-0.355549991131,-0.47855001688
727,0.133449986577,-0.967849969864
4792,-0.512499988079,0.0341000258923
4794,-0.0997000038624,-1.79030001163
902,-1.25874996185,-0.0863000005484
8091,-0.372500002384,-0.30395001173
3486,-0.159850001335,-1.57015001774
10818,0.115900009871,-2.75584983826
3454,0.134299993515,-4.25090026855
4282,-0.0178999900818,0.00170000002254
1605,0.0580999962986,1.10835003853
10644,5.16354990005,0.832200050354
2065,-0.321500003338,0.419700026512
8321,0.501600027084,-1.48379993439
8503,-0.662750005722,-1.110049963
7027,-0.600749969482,0.421199977398
6850,0.624099969864,-2.11400008202
1978,-0.722450017929,3.01875019073
896,-1.75935006142,0.649100005627
5777,0.400150001049,-1.05970001221
1846,0.343949973583,0.502149999142
5925,-1.67204999924,-1.53570008278
142,0.278849989176,-0.304599970579
1021,-0.691749989986,0.391350001097
5699,-0.798900008202,-0.412050008774
8061,-0.446299999952,1.33469998837
1870,-0.536849975586,-0.740849971771
1398,-2.08039999008,1.0392999649
3312,-0.336199998856,0.924700021744
891,-0.828599989414,-0.799950003624
4775,-0.171700000763,0.248899996281
5111,0.471450001001,0.00065000000177
5696,-1.19819998741,1.28285002708
5588,0.645799994469,0.0703999921679
6839,0.0970499962568,0.999949991703
329,-1.00940001011,0.757650017738
5058,0.797099947929,-0.218949973583
998,-0.271349996328,0.952499985695
9134,0.570399999619,-0.450899988413
6616,0.721650004387,-0.611150026321
5223,-1.12150001526,1.32855010033
4690,-0.385900020599,1.09994995594
958,-0.238650023937,-1.49224996567
1616,-0.269000023603,0.362999975681
991,0.0,0.000650000059977
6347,-0.0296999998391,2.29040002823
6714,0.295000016689,0.0982500016689
652,0.825749993324,-1.36979997158
4331,-1.0938000679,0.183500006795
7099,-0.259799987078,0.51289999485
10320,3.59310007095,0.675350010395
2042,-0.201399996877,-1.73000001907
843,-0.324249982834,-1.85374999046
840,-0.589900016785,1.76360011101
7048,-0.575349986553,-0.368799984455
4851,0.0218000039458,-0.566550016403
6464,0.120950013399,1.34909999371
23410,0.392250001431,-1.22475004196
54205,-0.103550009429,1.06739997864
2770,-0.239600002766,0.323249995708
80204,-0.520399987698,-0.824949979782
4208,0.358749985695,5.06064987183
1845,-0.17429998517,2.84059977531
23368,0.105499997735,1.13209998608
5583,-1.11214995384,-0.447899997234
8900,5.0,0.309150010347
581,-0.788499951363,-3.10225009918
6193,1.7594499588,-0.258949995041
6622,-0.471249997616,-1.86644995213
11261,-0.233799993992,0.666800022125
6696,-0.6291000247,0.228999987245
8312,0.84819996357,-0.112450003624
835,-0.737249970436,-0.326799988747
8324,-0.183650016785,0.755849957466
1848,0.522400021553,0.522650003433
154,0.921850025654,-0.328749984503
4312,-0.0213000178337,-1.40459990501
994,-0.0121999979019,1.23035001755
2048,0.700199961662,0.00334998965263
1111,-0.16669999063,-0.553049981594
5154,-1.38389992714,1.22755002975
2920,-0.392250031233,2.0545501709
3122,0.462249994278,0.392299979925
2769,-0.512300014496,-0.161650002003
5900,-0.34525001049,-3.4986000061
6304,0.170700013638,0.0536999963224
5211,0.0656500011683,0.767700016499
2886,-0.678449988365,-2.2474501133
9261,-0.206499993801,1.7009999752
8569,1.33174991608,-4.14279985428
3303,-0.676950037479,0.0275999903679
5331,-1.83574998379,0.0323999971151
5347,-0.851649999619,1.19994997978
4638,-0.8736500144,0.0275999996811
2264,0.304499983788,1.0924500227
1029,-0.0901999920607,-0.028049999848
1027,-0.874699950218,2.05185008049
2597,0.0,-0.00034999998752
55847,-0.257399976254,-0.574499964714
25803,1.08194994926,-0.567200005054
3480,-0.234600007534,0.570549964905
2946,-0.458750009537,-1.7376999855
9517,0.233649984002,1.2881000042
25987,-0.23694999516,-0.264050006866
23670,-0.0573499798775,1.09459996223
11182,0.330900013447,-1.15429997444
2146,1.17215001583,-0.602500021458
3385,-1.47734999657,0.83780002594
5261,0.0338999629021,-1.30174994469
10765,4.94605016708,-0.476000010967
25839,-0.832400023937,0.828999996185
4172,-0.534550011158,-2.44644999504
23161,3.42320013046,-1.52135002613
10298,1.3735499382,0.953299999237
1802,1.63765001297,0.446449995041
58533,0.105599999428,1.29174995422
147179,0.0115000009537,0.921450018883
29937,-0.0958000123501,-0.36645001173
6184,0.217849999666,0.698750019073
9854,0.462049990892,-0.0631500035524
2553,-0.445399999619,1.15365004539
5440,-0.820749998093,1.13695001602
54623,-1.45324993134,-0.223049998283
9533,-0.290049999952,-0.79105001688
8607,0.569850027561,0.798099994659
207,0.469650000334,-0.179399996996
26054,-0.0651499927044,-1.37284994125
10682,-0.605350017548,0.573199987411
8573,0.0430499911308,0.408599972725
23378,0.0913499891758,-0.213800013065
8553,-0.611599981785,0.093699991703
622,0.215199992061,0.0113500058651
9467,-0.702449977398,-2.02399992943
5525,-0.0895500034094,-0.644250035286
256364,1.06209993362,3.39814996719
332,0.73115003109,1.61529994011
2058,1.48039996624,0.854300022125
7849,-0.34580001235,-0.611449956894
23244,0.714850008488,-1.07519996166
7494,0.337899982929,1.54979991913
4836,0.85640001297,-0.214550003409
23647,0.73995000124,0.779349982738
10617,-1.41435003281,2.43330001831
2184,-0.237399995327,0.184599995613
5355,-0.0773499980569,-1.30264997482
6659,-0.875449955463,-1.16814994812
7016,-1.00460004807,-0.984750032425
90861,-5.11154985428,0.624549984932
10670,1.03219997883,1.31509995461
79071,0.331200003624,-0.350650012493
64746,-0.360199987888,2.21965003014
5366,1.01890003681,-0.302349984646
11344,0.577600002289,1.39039993286
10013,0.099500015378,-0.176650002599
5829,1.02700006962,0.429049998522
5257,4.97515010834,-0.0843499898911
22794,1.97165000439,-0.00909999012947
9761,0.358449995518,1.44094991684
23326,0.0,1.98539996147
10972,-0.725850045681,0.557550013065
10523,0.472999989986,2.02090001106
79090,-0.172399997711,-0.726500034332
27032,1.68970012665,-0.237150013447
9097,-1.02165007591,-2.08194994926
10513,-0.116200000048,-2.15390014648
1891,0.689350008965,-1.26994991302
3066,-0.533100008965,2.16779994965
9801,-0.797649979591,2.05664992332
1459,0.420250028372,-0.48085001111
9703,-1.14289999008,1.1955499649
10606,-1.0421500206,0.426750004292
1017,-1.10389995575,-0.0868999958038
9813,-2.18109989166,-0.160950005054
7485,1.04275000095,0.370500028133
2109,0.12784999609,1.07665002346
23271,0.265449970961,-0.639450013638
9915,-0.162750005722,-1.30624997616
9552,1.35039997101,-1.57389998436
93487,-0.618149995804,1.14954996109
2956,3.03850007057,0.615700006485
11065,-0.113700032234,0.826849997044
9653,-0.160850003362,-1.18935000896
200081,-0.657249987125,2.18389987946
3337,-0.52144998312,-0.383850038052
11073,0.87735003233,0.77999997139
23,-3.7718501091,0.34375
5641,0.691550016403,0.309249997139
8720,-0.344949990511,-1.13810002804
10782,0.239600002766,0.681249976158
25932,-1.07799994946,0.0758000016212
3028,-0.352349996567,1.25230002403
6804,-1.22379994392,-0.534049987793
890,-0.279249995947,-0.388800024986
6390,0.158800005913,1.7623000145
4303,-0.127949982882,1.9251999855
10953,-1.32019996643,0.102899998426
22889,0.638249993324,0.614149987698
3098,-0.855549991131,-0.172700002789
11044,0.103150010109,-0.990400016308
8985,-0.423049986362,1.74930000305
66008,0.0877999961376,-0.686750054359
