rid,ERG010_VCAP_6H:BRD-K61779668-001-01-1:10.185,ERG010_VCAP_24H:BRD-K61779668-001-01-1:10.185,ERG017_VCAP_24H:BRD-K61779668:10.02,ERG017_VCAP_24H:BRD-K61779668:3.34,ERG017_VCAP_24H:BRD-K61779668:1.11,ERG017_VCAP_24H:BRD-K61779668:0.37
5720,0.137600004673,-0.159768015146,-0.307089030743,1.41142368317,0.365514218807,1.06017971039
466,1.00314998627,0.720109701157,0.786646306515,0.746682167053,0.44476801157,0.94691413641
6009,0.519749999046,0.680279552937,-0.355956912041,-0.0868732482195,-0.316488683224,-0.901377141476
2309,-0.334299981594,-0.361992478371,-1.21024155617,-0.257884502411,-1.11112999916,-1.1554582119
387,-0.977750003338,0.551269173622,-0.184530556202,0.961411654949,-0.100071310997,-0.464021742344
3553,-0.469700008631,-0.777517676353,1.75498449802,-0.273276418447,0.533623218536,-0.317386269569
427,0.872550010681,0.106870539486,0.623399853706,1.39070487022,1.05009782314,1.50754964352
5898,0.960950016975,-0.472216784954,0.954213619232,0.477953583002,0.193559631705,0.959224581718
23365,0.00625000149012,0.507183432579,0.521201729774,0.888292610645,-0.397382259369,0.0957636162639
6657,-0.772549986839,-1.17651176453,0.754209339619,-0.643608748913,0.0616770982742,-0.826712667942
5054,0.617049992085,-0.531521320343,1.95891273022,-0.733435630798,-0.122921928763,-1.3313164711
3108,-2.04409980774,-0.089571043849,0.733043789864,0.563502967358,0.32294768095,-0.0456706695259
1950,0.318100005388,0.016375683248,0.0714032500982,-1.21963632107,-0.45143648982,-0.19644472003
351,0.493050009012,0.145080059767,0.766596078873,0.896735072136,0.471233487129,1.04805731773
4846,0.472899973392,-1.15958619118,0.3900578022,-1.30792689323,-0.0308780446649,-0.235129415989
1452,0.171749994159,-0.268577933311,-1.09067988396,1.30118215084,-0.404446333647,-0.507426083088
4776,-0.18559999764,-0.752830088139,0.522070467472,-0.31517213583,-0.392467051744,-0.806714594364
6908,0.0793000012636,0.860536277294,-1.0221555233,-0.0321876071393,-0.818364024162,0.155958935618
672,0.886550009251,1.11677026749,-1.60410034657,-0.605305016041,0.0522396564484,0.0932528451085
5710,-0.458550006151,0.24612891674,-0.10537738353,0.301050633192,-1.15143251419,0.142957344651
2115,0.919350028038,0.0159810259938,-0.0763678997755,-1.03380072117,0.524930894375,0.22921641171
7015,0.0594999976456,-0.989794433117,0.484097540379,-0.76557379961,0.404369413853,-0.607475817204
8726,1.47449994087,1.21625041962,-0.405479520559,0.00831218063831,0.00995993614197,0.738425374031
2185,-0.469950020313,-0.964245796204,0.608940064907,-0.953939497471,0.118004254997,-0.365132063627
3315,-0.250699996948,-0.575340986252,1.43041491508,0.262769401073,0.418949127197,-0.35786780715
5289,0.0610500015318,0.309196710587,0.602590680122,-0.927060306072,-0.0796424895525,-1.13401293755
868,0.0429500341415,-0.0383919551969,-0.102481380105,-0.579628229141,-0.444962084293,-0.634594082832
1677,0.695150017738,-1.24160349369,0.248339623213,-0.982074141502,0.247133940458,-0.18775805831
7043,-0.649000048637,-0.862690329552,1.38633286953,0.0672221332788,-0.43612998724,-0.217869400978
5613,0.33394998312,-0.78198826313,0.73341435194,-0.889047145844,-0.43132135272,-0.530426502228
595,-1.0748000145,-0.0499224439263,-0.545645058155,0.260239064693,-0.0808962583542,0.585913956165
4793,0.546649992466,-0.606903970242,0.576772987843,-0.401118189096,-0.0326890870929,-0.381197452545
2736,-0.669250011444,-1.23553645611,0.471556782722,-1.19372570515,-0.708313107491,-0.33381357789
5290,-0.310099989176,-0.822902560234,0.584542870522,-0.595719456673,0.573472380638,-0.741874337196
6194,0.0,0.000256434665062,-0.390766322613,1.17912733555,-0.0960223823786,-0.651381254196
1676,-0.636000037193,-0.923892080784,0.995530664921,-0.111707687378,-0.219011977315,-0.242394283414
23512,1.15665006638,1.64677238464,-0.544104158878,-0.163796946406,-0.490785866976,0.726503014565
148022,-1.2459499836,0.519350767136,-0.395664870739,3.26511764526,0.438881695271,-0.326190441847
1906,0.130600005388,-0.224197804928,0.874732136726,-0.292975008488,-0.144842490554,-0.703490912914
8878,-0.037249982357,0.253120481968,0.713596582413,-0.506011962891,-0.743111014366,-0.234805881977
