rid,CVD001_HEPG2_6H:BRD-A15113563-001-01-8:10,CVD001_HEPG2_6H:BRD-A15113563-001-01-8:2.5,CVD001_HEPG2_24H:BRD-A15113563-001-01-8:10,CVD001_HEPG2_24H:BRD-A15113563-001-01-8:2.5,CVD001_HUH7_6H:BRD-A15113563-001-01-8:10,CVD001_HUH7_6H:BRD-A15113563-001-01-8:2.5,CVD001_HUH7_24H:BRD-A15113563-001-01-8:10,CVD001_HUH7_24H:BRD-A15113563-001-01-8:2.5,CVD001_PHH_6H:BRD-A15113563-001-01-8:10,CVD001_PHH_6H:BRD-A15113563-001-01-8:2.5,CVD001_PHH_24H:BRD-A15113563-001-01-8:10,CVD001_PHH_24H:BRD-A15113563-001-01-8:2.5
5720,-0.830948710442,-0.765983402729,0.23806078732,0.05481377244,-0.940076947212,-2.95270800591,-1.13088083267,-0.736814856529,0.2205529809,0.858058571815,1.66168093681,-0.781700015068
466,0.298404544592,-0.446430206299,-1.45504188538,0.673907279968,-0.726602017879,-0.351653724909,-0.85263389349,-0.56841313839,-0.287862151861,0.864143610001,0.761865973473,-0.00366666540504
6009,-0.486368000507,-0.496407538652,-0.384493649006,0.254631996155,0.292703270912,-0.927268445492,-1.42260050774,-0.644858121872,0.288355350494,0.70276081562,-0.149862766266,-0.093633338809
2309,-0.013109959662,-0.340971648693,-0.809872031212,-0.410010516644,-0.520984232426,-0.4325966537,-0.00633689761162,-0.507957935333,0.317434102297,-0.751677632332,-0.449974238873,-0.68526661396
387,-0.923322141171,0.224267676473,-0.331386685371,-0.0776356756687,-0.417860090733,-1.12858426571,-0.873231351376,-0.267445087433,0.128327041864,0.520917952061,0.619552612305,-0.107866629958
3553,0.877506256104,-0.173434883356,-0.548148989677,0.37785962224,-0.249699398875,0.245344504714,0.201475977898,0.877816557884,0.862217545509,-0.580216765404,-0.218475908041,0.312333315611
427,1.95554757118,1.32698857784,0.881105363369,0.330233722925,0.728796005249,-0.766522109509,-0.0697850883007,-0.214430719614,-0.634603142738,0.428898990154,0.147143483162,0.103033334017
5898,0.378410130739,-0.254913985729,-0.383409947157,0.258181959391,-0.596596002579,-1.39383125305,0.337890863419,-0.0307766124606,-0.514775037766,-0.253286778927,-0.0285351835191,0.104566663504
23365,-0.880492329597,0.729317069054,0.757177054882,-1.01355099678,0.187823668122,-0.330981791019,-0.237573876977,0.296924829483,-0.533872365952,-0.631246268749,0.154894858599,-0.00640000170097
6657,0.387291371822,-0.997538328171,0.041103079915,-0.349876105785,0.892284989357,0.0865670442581,0.53381562233,-0.405766963959,0.584677219391,1.09575474262,-1.09269499779,0.661400020123
5054,-0.0271043777466,0.539433002472,0.436113655567,-0.213408857584,0.728902697563,0.898254454136,1.78401899338,1.36012327671,0.0878041684628,-0.268577039242,0.717667222023,-0.145966663957
3108,0.0238994061947,-0.399327635765,-0.935955882072,-0.682989299297,-0.272895336151,-0.187803685665,-0.713608026505,-0.700015485287,0.181947812438,-0.227427557111,-0.0845516473055,-0.103033363819
1950,-0.445833623409,-0.865468621254,1.10515165329,0.78750193119,0.810157299042,1.29367995262,2.05425071716,1.00982344151,-0.133835509419,-0.302223175764,-1.02086210251,-0.238866686821
351,0.169760406017,-0.833184123039,-0.857135176659,-0.904933512211,0.143507942557,-0.55844438076,-0.570531785488,-1.19088745117,-0.111102089286,-0.885375022888,-1.95033574104,-0.566133379936
4846,0.469241678715,1.4950940609,2.52940440178,0.171118408442,1.12205719948,0.529873251915,0.361130982637,0.132073268294,-0.161177143455,0.305608928204,0.30691331625,2.46979999542
1452,0.573134899139,-0.0863813757896,0.46356856823,-0.386111050844,-0.114258952439,-0.956979036331,-0.0218460261822,-0.440985202789,-0.695892989635,0.74258184433,-0.0152284502983,0.704833328724
4776,0.751945912838,0.10824367404,-0.182730734348,0.0375121608377,0.585744261742,-0.110737353563,-0.322340518236,-0.655099034309,-0.610962152481,0.261142104864,-1.2022793293,0.384366631508
6908,0.68232178688,0.944038271904,-0.712817370892,0.75812292099,1.11522901058,1.58416116238,0.0351065695286,0.79687333107,2.13372564316,0.972623169422,0.833312094212,-0.168666660786
672,-0.00379182398319,0.145456150174,-0.605565607548,0.605425357819,0.429427683353,0.98648494482,0.347341001034,0.548602223396,0.258610904217,-0.336672008038,-0.333155333996,0.90053331852
5710,-0.139693424106,0.000700164586306,-0.273514509201,-2.58829832077,-0.0569476373494,0.270877540112,1.00231611729,0.208775103092,-0.427370488644,0.594037652016,1.22412109375,0.417333334684
2115,0.203348591924,-0.858078956604,-0.188242524862,-0.729502975941,-0.587666511536,-0.109847158194,-0.121523626149,0.200163424015,0.988163113594,-0.242940843105,-0.105631291866,-0.281366676092
7015,-0.724900245667,1.08542013168,0.0592667460442,0.532477140427,0.69074177742,2.94891762733,0.248414695263,0.448867380619,-0.388177931309,1.11274313927,-1.30728244781,0.56806665659
