rid,DOS012_VCAP_6H:BRD-K39597586-001-01-5:5.13,DOS012_VCAP_24H:BRD-K39597586-001-01-5:5.13,PRISM001_A375_6H:BRD-K39597586-001-01-5:10,PRISM001_A375_24H:BRD-K39597586-001-01-5:10,PRISM001_MCF7_6H:BRD-K39597586-001-01-5:10,PRISM001_MCF7_24H:BRD-K39597586-001-01-5:10,PRISM001_PC3_6H:BRD-K39597586-001-01-5:10,PRISM001_PC3_24H:BRD-K39597586-001-01-5:10,DOSBIO001_A375_24H:BRD-K39597586:9.9142,DOSBIO001_A549_24H:BRD-K39597586:9.9142,DOSBIO001_HT29_24H:BRD-K39597586:9.9142,DOSBIO001_MCF7_24H:BRD-K39597586:9.9142,DOSBIO001_PC3_24H:BRD-K39597586:9.9142,DOSBIO001_NEU_24H:BRD-K39597586:9.9142,DOSBIO001_NPC_24H:BRD-K39597586:9.9142
5720,-0.736218094826,-2.8873064518,0.414964228868,0.63924574852,1.4549280405,-0.331524789333,1.08361577988,0.941960394382,0.88865762949,1.49209594727,1.96753311157,0.597492396832,-0.768721282482,2.91879987717,0.249468535185
466,-0.699510812759,-0.26649081707,0.664289832115,-0.745254158974,0.672223627567,0.655414104462,0.364076495171,0.546072483063,-2.96804523468,0.341336071491,-1.61408746243,-0.308482468128,-1.85153579712,0.0331999994814,-0.293107002974
6009,-1.20136547089,-1.2427854538,1.07797551155,0.0208853781223,-0.393858730793,-0.0123531371355,0.322647094727,-0.182579904795,0.164463534951,0.399485379457,0.524959445,-0.990069925785,-0.457701146603,0.892049968243,-0.0846145004034
2309,0.344407141209,2.55935955048,0.223343849182,-0.439647018909,0.449513852596,0.123873323202,-0.401930719614,0.739898979664,0.976276099682,-0.000495433807373,0.186994314194,1.78785336018,0.157045304775,0.431649982929,0.282810986042
387,-0.431238114834,-0.908004581928,-0.0884942263365,-0.552274882793,0.480386912823,-0.607594966888,0.705804884434,-0.257798105478,-0.617015659809,-0.0193555057049,-2.29158854485,-2.65421104431,-1.10243177414,0.646350026131,-0.248412489891
3553,0.618679523468,0.433932483196,1.06381595135,0.998331665993,-0.37347215414,0.427479982376,1.3567738533,0.0448863059282,-0.816351652145,0.00111735612154,0.636628031731,0.412739813328,-0.439874500036,-1.34659993649,-0.806501030922
427,-1.07277560234,-0.541406810284,0.329538971186,1.41356241703,0.329384744167,0.785292267799,0.260020077229,-0.30022957921,0.877900958061,0.157216653228,0.875116348267,0.627918899059,0.257845520973,1.28299999237,1.71642935276
5898,-1.36462378502,-1.17287027836,1.16237342358,0.343863159418,0.683378815651,0.452704310417,0.311815023422,0.889921784401,-0.660348892212,-0.186335548759,1.20853447914,0.0868474468589,-0.447152674198,0.0525000020862,-0.18096613884
23365,-0.339424490929,0.50481146574,-0.670219123363,0.93231844902,0.699644446373,-0.167082741857,0.195662736893,-0.594414532185,-0.53833925724,-0.403432637453,-0.14382083714,-0.670913398266,1.60278737545,0.290549993515,0.822523474693
6657,0.15489269793,-0.243176743388,-2.89306616783,-1.3804744482,-0.275479376316,0.299404740334,-0.396775305271,0.498424530029,-1.19896697998,0.287436902523,1.44034123421,0.347723126411,0.625354409218,1.07620000839,0.15847826004
5054,0.0109730064869,-0.55162858963,-0.0720136165619,-0.258137971163,-0.117869369686,-0.191775619984,0.460766404867,0.266736149788,0.62500166893,0.195734977722,-0.840120494366,-0.0986861288548,0.0337801575661,0.908150017262,1.78625464439
3108,-0.629207849503,0.0354901254177,0.452302902937,1.99608492851,-0.531327426434,0.684982299805,0.602112114429,1.49242389202,0.616227626801,0.313036680222,3.63316345215,-0.0990630462766,-0.0711649358273,-0.596650004387,-0.0239221304655
1950,0.45235401392,0.926537394524,0.409317612648,-0.214960485697,-0.26103413105,0.101856820285,-0.550146222115,1.06890308857,0.156201228499,-0.300357580185,1.66684532166,0.78296405077,0.365764468908,0.53250002861,1.0659828186
351,1.37708055973,0.0602826029062,0.612772405148,0.486784368753,-0.240790486336,0.00829255580902,0.00793018937111,-0.0965748876333,-0.786754906178,-0.0267534926534,1.0832657814,0.598954021931,0.230627432466,0.0397999994457,0.294787496328
4846,1.04685556889,0.923566579819,-0.188447475433,0.146884053946,0.714037954807,0.0134110450745,0.0166853368282,0.885920226574,-0.712836146355,0.375369906425,0.173639237881,1.00570654869,1.30164086819,-0.0504999905825,0.248528271914
1452,0.975297570229,1.53848111629,0.423339486122,-0.764525651932,-0.139439582825,0.585309684277,0.223459377885,-0.522822499275,0.678523898125,-0.166913643479,0.0223486348987,-1.06866693497,-1.22003650665,1.14269995689,-0.0234743002802
4776,0.290466159582,0.428798943758,0.085217513144,-0.868401050568,0.420554578304,0.398177862167,-0.382017701864,-0.0578448921442,-0.0860262513161,0.145295336843,0.115332424641,1.03047204018,1.58707952499,-0.41835001111,-0.297484397888
6908,-0.830275058746,-1.10304880142,-0.385858416557,-0.521149396896,0.0554980263114,0.222153753042,0.580931007862,-0.303608030081,0.148012325168,-0.0420979857445,-1.86283910275,-1.2633087635,-0.268618732691,0.662500023842,-0.53625535965
672,-0.72155302763,-2.82016944885,0.868859887123,0.452398657799,-0.251767963171,-0.725190401077,0.81523501873,-0.429691761732,1.75946712494,-0.977164745331,-0.812787294388,-1.59849691391,-1.05934548378,-0.897499978542,-0.934297323227
5710,-0.168702840805,0.232944369316,-0.537175893784,-2.26371407509,-1.80625534058,-0.825870156288,-6.39106655121,-1.54835319519,-0.478484988213,0.0476422682405,-1.68269598484,-1.75344753265,-0.162182271481,0.779200017452,0.292417019606
