rid,CPC006_A375_6H:BRD-K19894101-001-01-6:11.1,CPC006_A375_24H:BRD-K19894101-001-01-6:11.1,CPC006_A549_6H:BRD-K19894101-001-01-6:11.1,CPC006_A549_24H:BRD-K19894101-001-01-6:11.1,CPC006_A673_6H:BRD-K19894101-001-01-6:11.1,CPC006_AGS_6H:BRD-K19894101-001-01-6:11.1,CPC006_CORL23_6H:BRD-K19894101-001-01-6:11.1,CPC006_DV90_6H:BRD-K19894101-001-01-6:11.1,CPC006_EFO27_6H:BRD-K19894101-001-01-6:11.1,CPC006_HA1E_6H:BRD-K19894101-001-01-6:11.1,CPC006_HA1E_24H:BRD-K19894101-001-01-6:11.1,CPC006_HCC15_6H:BRD-K19894101-001-01-6:11.1,CPC006_HCC515_6H:BRD-K19894101-001-01-6:11.1,CPC006_HCC515_24H:BRD-K19894101-001-01-6:11.1,CPC006_HCT116_6H:BRD-K19894101-001-01-6:11.1,CPC006_HEC108_6H:BRD-K19894101-001-01-6:11.1,CPC006_HEPG2_6H:BRD-K19894101-001-01-6:11.1,CPC006_HT29_6H:BRD-K19894101-001-01-6:11.1,CPC006_HT29_24H:BRD-K19894101-001-01-6:11.1,CPC006_JHUEM2_6H:BRD-K19894101-001-01-6:11.1,CPC006_LOVO_6H:BRD-K19894101-001-01-6:11.1,CPC006_MCF7_6H:BRD-K19894101-001-01-6:11.1,CPC006_MCF7_24H:BRD-K19894101-001-01-6:11.1,CPC006_MDST8_6H:BRD-K19894101-001-01-6:11.1,CPC006_NCIH2073_6H:BRD-K19894101-001-01-6:11.1,CPC006_NCIH508_6H:BRD-K19894101-001-01-6:11.1,CPC006_NCIH596_6H:BRD-K19894101-001-01-6:11.1,CPC006_OV7_6H:BRD-K19894101-001-01-6:11.1,CPC006_PC3_6H:BRD-K19894101-001-01-6:11.1,CPC006_PC3_24H:BRD-K19894101-001-01-6:11.1,CPC006_PL21_6H:BRD-K19894101-001-01-6:11.1,CPC006_RMGI_6H:BRD-K19894101-001-01-6:11.1,CPC006_RMUGS_6H:BRD-K19894101-001-01-6:11.1,CPC006_SKLU1_6H:BRD-K19894101-001-01-6:11.1,CPC006_SKM1_6H:BRD-K19894101-001-01-6:11.1,CPC006_SKMEL1_6H:BRD-K19894101-001-01-6:11.1,CPC006_SKMEL28_6H:BRD-K19894101-001-01-6:11.1,CPC006_SNGM_6H:BRD-K19894101-001-01-6:11.1,CPC006_SNU1040_6H:BRD-K19894101-001-01-6:11.1,CPC006_SNUC4_6H:BRD-K19894101-001-01-6:11.1,CPC006_SW480_6H:BRD-K19894101-001-01-6:11.1,CPC006_SW620_6H:BRD-K19894101-001-01-6:11.1,CPC006_SW948_6H:BRD-K19894101-001-01-6:11.1,CPC006_THP1_6H:BRD-K19894101-001-01-6:11.1,CPC006_TYKNU_6H:BRD-K19894101-001-01-6:11.1,CPC006_U937_6H:BRD-K19894101-001-01-6:11.1,CPC006_VCAP_6H:BRD-K19894101-001-01-6:11.1,CPC006_VCAP_24H:BRD-K19894101-001-01-6:11.1,CPC006_WSUDLCL2_6H:BRD-K19894101-001-01-6:11.1,CPC006_H1299_6H:BRD-K19894101-001-01-6:11.1,CPC006_RKO_6H:BRD-K19894101-001-01-6:11.1
5720,0.440037995577,0.0154803097248,0.597982525826,0.594753623009,-1.61380004883,-0.305449992418,1.73399996758,-0.404750019312,0.474749982357,1.17664909363,-1.67632818222,-0.723670959473,0.557445645332,-0.0317928791046,-0.0462499856949,0.323637962341,0.951732933521,0.244410291314,0.470083892345,1.16184997559,0.0779500007629,-0.316393971443,0.12166942656,1.66960000992,0.639899969101,-0.143600001931,0.883000016212,0.602550029755,0.578781306744,-0.946063697338,-0.0843499973416,-1.01269996166,-0.358900010586,0.0659999847412,0.324800014496,-1.3220499754,0.129500001669,0.426550000906,-2.25219988823,-1.1384999752,0.388049989939,-0.92610001564,-0.013900000602,-0.127599999309,0.597999989986,0.4212000072,0.710034906864,0.724012255669,-0.0714999958873,-0.858250021935,-1.24310004711
466,0.656960189342,3.05118584633,0.318150311708,2.5289516449,-0.296600013971,-0.251149982214,0.0248000007123,-0.461250007153,0.116400003433,0.486602663994,2.07940077782,0.0190655738115,1.11416244507,1.15286755562,-0.179049998522,0.706941068172,1.06853818893,-0.763476848602,0.213151484728,1.16234993935,0.220550000668,0.511882126331,3.0382027626,0.172100007534,0.658100008965,1.20309996605,0.759100019932,0.359549999237,-0.309569716454,1.00430548191,0.454649984837,1.91524994373,-0.332899987698,-0.331900000572,1.38820004463,0.313250005245,0.987249970436,0.531949996948,0.931699991226,0.309350013733,0.0984500050545,0.26004999876,-2.11514997482,-0.799199998379,2.39109992981,0.310900002718,0.953097820282,0.422927558422,0.777649998665,-0.761849999428,-1.41490006447
6009,0.272138565779,1.79403948784,0.0261000916362,1.0982966423,0.254199981689,-0.688700020313,1.05270004272,-1.09259998798,0.255499988794,0.582536399364,3.48766994476,0.0571404397488,-0.0597458928823,1.77686297894,0.422849953175,-0.288790166378,0.294225543737,0.529152333736,0.604089379311,0.625199973583,-0.415399998426,0.2761695683,2.57685613632,0.407150030136,-0.280149996281,0.0,1.05199992657,0.530449986458,1.27478694916,1.77752554417,0.392850011587,-0.0977499932051,0.195150002837,0.0415499806404,1.47294998169,-1.53065013885,0.258949995041,0.725100040436,0.612600028515,-0.652949988842,-0.818099975586,-0.223399996758,0.483250021935,-0.113700002432,2.12439990044,-0.454100012779,-0.0406374037266,1.24357104301,0.447450011969,-0.32389998436,-0.515550017357
2309,0.46354547143,2.51296520233,0.746476829052,2.55624508858,-0.00450000166893,0.682099997997,-0.472299993038,0.181450009346,-1.37085008621,0.00455816090107,1.91361451149,0.199756026268,1.13837063313,2.95910739899,0.214099988341,0.706704616547,0.169066399336,-0.209863454103,-0.0947227403522,0.873199999332,0.486099988222,0.523092567921,2.71926379204,-2.97949981689,0.289050012827,-0.396899998188,1.69055008888,-0.915600001812,-0.92641377449,4.28869724274,-0.154200002551,-0.643550038338,0.367549985647,-0.916600048542,-0.999199986458,-0.261900007725,-0.944849967957,0.124299995601,0.860300004482,0.917600035667,0.399599999189,-1.08920001984,0.267650008202,-1.02830004692,0.20870000124,0.303099989891,-0.0252097100019,0.935107707977,1.13744997978,0.534350037575,-0.924650013447
387,0.253965467215,0.649801969528,-0.202631831169,0.463692456484,-1.56540000439,-0.713600039482,1.73280000687,0.023250002414,0.167349994183,0.907000780106,0.0215057879686,-0.269875615835,0.63988006115,1.95471811295,-0.284399986267,-0.229386389256,0.46213003993,-0.364161729813,0.0258020125329,0.590099990368,-0.288100004196,0.358233243227,1.3081022501,1.36185002327,0.00584999471903,-0.969600021839,0.742249965668,0.108649998903,-0.143087208271,1.60968053341,-0.49849998951,-0.297700017691,-0.154599994421,-0.129800006747,1.11540007591,-0.67735004425,0.0828500017524,-0.304149985313,3.6154999733,-0.217449992895,1.01324999332,-0.259150028229,0.203999996185,0.451700001955,0.830299973488,-1.97060000896,0.329056799412,-0.675005733967,-0.382600009441,-0.685799956322,0.371100008488
3553,-0.462991386652,-0.890908300877,0.58278721571,0.484183490276,2.21740007401,1.25495004654,-0.617999970913,0.418349981308,1.53294992447,-0.106363534927,1.17416214943,0.641292095184,-0.76652264595,0.537370145321,0.428050011396,0.318784981966,-0.870907008648,-0.567942559719,0.161619871855,-0.706399977207,0.346150010824,0.260391145945,-0.300627887249,0.734099984169,-0.141800016165,-0.587400019169,-1.01880002022,0.00874999165535,-1.22462415695,-0.734961628914,0.638350009918,0.509249985218,1.23410010338,1.1956499815,-0.830049991608,1.38960003853,0.319250017405,-0.603399991989,-0.158899992704,1.87609994411,0.150750011206,1.35210001469,0.00154998898506,4.1999001503,0.742100000381,-0.518800020218,-0.806494176388,1.94938588142,-0.136550009251,0.555700004101,1.74160003662
427,-0.833472311497,0.876207590103,-0.546241641045,-0.130556717515,-2.03495001793,-0.158899992704,0.601599991322,-0.184949994087,-0.439049959183,-0.395526260138,0.204637616873,-0.228428587317,0.470010340214,0.236353859305,0.833299994469,-0.127909034491,-0.875554680824,-0.458152353764,0.364656180143,0.388400018215,1.46490001678,0.0812317878008,1.67795872688,0.476350009441,0.258100003004,0.780399978161,-0.560249984264,-0.339100003242,-0.759805738926,-0.121925391257,0.0865500047803,-0.3179500103,-1.04315006733,0.896700024605,1.33875000477,-1.31334996223,-0.615350008011,0.483449995518,0.741800010204,1.09305000305,-0.341850012541,0.533250033855,0.288650006056,-2.08360004425,-0.611500024796,-0.144600003958,0.538013517857,0.829449057579,0.56694996357,-0.645000040531,-0.878050029278
5898,-1.05856192112,4.06184768677,1.33903872967,2.0833029747,0.398399978876,0.451399981976,0.100199997425,-1.17085003853,-3.73885011673,-0.493302583694,3.57492899895,0.647970318794,-0.468106538057,2.35509943962,0.405599981546,0.179733037949,1.42066609859,-0.257411181927,0.113182678819,-0.0594499707222,-0.325749993324,0.354344666004,4.57477426529,0.170450001955,-0.214049994946,1.08360004425,-0.168349981308,-0.191449999809,0.255446851254,5.8647851944,-0.810250043869,0.00304999947548,-2.78334999084,0.151599988341,-0.247550010681,0.523499965668,0.58370000124,1.11175000668,0.0375000014901,-0.407299995422,-0.481650024652,0.962900042534,-0.701599955559,0.355599999428,0.902000010014,-0.181199997663,-0.528206348419,1.43230605125,0.865299999714,-0.916900038719,-0.303499996662
23365,-0.519565939903,-0.925266623497,-0.473863065243,-0.14244325459,-0.707650005817,-0.2323500067,-0.146699994802,0.454750001431,0.545799970627,-0.275982677937,1.35130941868,-0.243338644505,0.512485980988,0.13991740346,0.251399993896,-0.128203138709,0.75826394558,-0.394833415747,-0.387615561485,0.193549990654,1.02394998074,0.413176447153,0.0294891521335,1.06365001202,0.0943999886513,0.250900000334,0.0916000008583,-0.893400013447,0.343009322882,2.45334672928,5.25024986267,0.282949984074,-0.488800019026,0.2799000144,0.202299997211,-0.629400014877,-0.319800019264,-0.476249992847,0.128299996257,0.166049987078,2.82710003853,0.00680000334978,0.367399990559,0.60070002079,0.607800006866,-0.0728000029922,0.296416610479,0.482013434172,0.395200014114,-0.774999976158,1.25299990177
6657,-1.10116028786,-1.49248635769,-1.18046116829,-0.980778336525,-0.195749998093,0.527799963951,-0.418700009584,-0.335299998522,0.553600013256,-0.225212022662,-0.717265486717,0.381060600281,-1.36748301983,-2.28363966942,0.705099999905,-0.711005210876,-0.557717204094,0.40273976326,0.53398168087,-0.667150020599,-0.0975999981165,0.378689050674,-0.521977365017,0.727249979973,-0.235699996352,-0.989600002766,-1.01139998436,-0.19374999404,0.800667464733,-1.30124723911,-0.303400009871,-0.148149996996,0.490299969912,0.265099972486,-1.00769996643,2.1428000927,0.421099990606,1.09610009193,-1.05130004883,0.765550017357,-0.322499990463,-0.567000031471,0.176299959421,-0.259799987078,0.275099992752,-0.394899994135,-1.18363165855,0.420140266418,-0.301950007677,0.275849997997,1.0882499218
