rid,CPC006_A375_6H:BRD-A05874290-001-02-5:160,CPC006_A375_24H:BRD-A05874290-001-02-5:160,CPC006_A549_6H:BRD-A05874290-001-02-5:160,CPC006_A549_24H:BRD-A05874290-001-02-5:160,CPC006_A673_6H:BRD-A05874290-001-02-5:160,CPC006_AGS_6H:BRD-A05874290-001-02-5:160,CPC006_CL34_6H:BRD-A05874290-001-02-5:160,CPC006_CORL23_6H:BRD-A05874290-001-02-5:160,CPC006_COV644_6H:BRD-A05874290-001-02-5:160,CPC006_DV90_6H:BRD-A05874290-001-02-5:160,CPC006_EFO27_6H:BRD-A05874290-001-02-5:160,CPC006_HA1E_6H:BRD-A05874290-001-02-5:160,CPC006_HA1E_24H:BRD-A05874290-001-02-5:160,CPC006_HCC15_6H:BRD-A05874290-001-02-5:160,CPC006_HCC515_6H:BRD-A05874290-001-02-5:160,CPC006_HCC515_24H:BRD-A05874290-001-02-5:160,CPC006_HCT116_6H:BRD-A05874290-001-02-5:160,CPC006_HEC108_6H:BRD-A05874290-001-02-5:160,CPC006_HEPG2_6H:BRD-A05874290-001-02-5:160,CPC006_HT115_6H:BRD-A05874290-001-02-5:160,CPC006_HT29_6H:BRD-A05874290-001-02-5:160,CPC006_HT29_24H:BRD-A05874290-001-02-5:160,CPC006_JHUEM2_6H:BRD-A05874290-001-02-5:160,CPC006_LOVO_6H:BRD-A05874290-001-02-5:160,CPC006_MCF7_6H:BRD-A05874290-001-02-5:160,CPC006_MCF7_24H:BRD-A05874290-001-02-5:160,CPC006_MDST8_6H:BRD-A05874290-001-02-5:160,CPC006_NCIH1694_6H:BRD-A05874290-001-02-5:160,CPC006_NCIH1836_6H:BRD-A05874290-001-02-5:160,CPC006_NCIH2073_6H:BRD-A05874290-001-02-5:160,CPC006_NCIH508_6H:BRD-A05874290-001-02-5:160,CPC006_NCIH596_6H:BRD-A05874290-001-02-5:160,CPC006_NOMO1_6H:BRD-A05874290-001-02-5:160,CPC006_OV7_6H:BRD-A05874290-001-02-5:160,CPC006_PC3_6H:BRD-A05874290-001-02-5:160,CPC006_PC3_24H:BRD-A05874290-001-02-5:160,CPC006_PL21_6H:BRD-A05874290-001-02-5:160,CPC006_RMGI_6H:BRD-A05874290-001-02-5:160,CPC006_RMUGS_6H:BRD-A05874290-001-02-5:160,CPC006_SKLU1_6H:BRD-A05874290-001-02-5:160,CPC006_SKM1_6H:BRD-A05874290-001-02-5:160,CPC006_SKMEL1_6H:BRD-A05874290-001-02-5:160,CPC006_SKMEL28_6H:BRD-A05874290-001-02-5:160,CPC006_SNGM_6H:BRD-A05874290-001-02-5:160,CPC006_SNU1040_6H:BRD-A05874290-001-02-5:160,CPC006_SNUC4_6H:BRD-A05874290-001-02-5:160,CPC006_SNUC5_6H:BRD-A05874290-001-02-5:160,CPC006_SW480_6H:BRD-A05874290-001-02-5:160,CPC006_SW620_6H:BRD-A05874290-001-02-5:160,CPC006_SW948_6H:BRD-A05874290-001-02-5:160,CPC006_T3M10_6H:BRD-A05874290-001-02-5:160,CPC006_THP1_6H:BRD-A05874290-001-02-5:160,CPC006_TYKNU_6H:BRD-A05874290-001-02-5:160,CPC006_U937_6H:BRD-A05874290-001-02-5:160,CPC006_VCAP_6H:BRD-A05874290-001-02-5:160,CPC006_VCAP_24H:BRD-A05874290-001-02-5:160,CPC006_WSUDLCL2_6H:BRD-A05874290-001-02-5:160,CPC006_H1299_6H:BRD-A05874290-001-02-5:160,CPC006_RKO_6H:BRD-A05874290-001-02-5:160
5720,0.371841967106,0.315070718527,0.316231042147,-2.48306512833,-0.0638000071049,-0.116099998355,0.86335003376,-0.150049999356,0.193100005388,0.0501499772072,0.463349997997,0.30003324151,-0.102722115815,0.93415004015,0.343196213245,-0.0268772561103,0.580299973488,1.18853056431,0.520817875862,1.77099990845,0.501212894917,0.0596091747284,2.21219992638,-0.199800014496,-0.362447232008,0.277245908976,0.5449000597,0.632300019264,-1.55970001221,0.106299996376,0.196649998426,-0.116700001061,0.78744995594,0.0383499860764,0.495133578777,0.35665333271,-0.674199998379,1.12844991684,0.816699981689,-0.654750049114,0.439949989319,-0.203749999404,0.810699999332,0.501850008965,-0.505299985409,0.0418000034988,1.10960006714,0.687150001526,0.328534603119,0.181322574615,-1.74780011177,-3.26126694679,-0.212149992585,-0.513350009918,0.701737642288,0.404753625393,-0.59014993906,-0.259799987078,-0.613450050354
466,0.429263591766,0.541239380836,0.359504908323,1.05420970917,0.160300001502,-0.533450007439,-0.184900000691,0.341049998999,0.596249997616,-0.38299998641,-0.0861999988556,0.737258017063,0.544581592083,-0.014250010252,0.709789574146,0.111766338348,0.0347999930382,0.371134608984,0.161375671625,0.467750012875,-0.0228848904371,0.120254799724,0.203500002623,-0.0641999989748,0.0642453879118,0.206450268626,0.0154500007629,-0.745100021362,0.548500001431,-0.287299990654,-0.391349971294,-0.826600015163,0.368800014257,-0.58654999733,0.492885828018,0.538494586945,0.149350002408,-0.10125002265,-0.852550029755,0.204549998045,0.420300006866,-1.70934998989,-0.0777499973774,-0.479149997234,-0.18520000577,-0.392449975014,1.85269999504,-0.428799986839,-0.118437677622,-0.0756918638945,-0.864250063896,-0.570366680622,-0.263399988413,-0.729949951172,0.775030970573,0.118077278137,0.428250014782,0.0729999989271,-0.843050003052
6009,0.691906094551,-0.0500618815422,0.245484411716,3.18647480011,-0.57959997654,-1.4767999649,-0.000900000333786,-0.188249990344,-0.238700002432,-1.10615003109,-0.183699995279,0.0147158913314,-0.129579588771,0.810649991035,0.215671002865,0.219199419022,-5.0,0.960921645164,-0.518281161785,0.121749997139,0.634751141071,-0.135643869638,0.674499988556,-0.400099992752,-0.379083752632,0.0509422719479,0.265000015497,-0.0593999996781,-1.34189999104,1.33019995689,-0.635999977589,-1.01139998436,-2.11470007896,0.208499997854,-0.652131080627,-0.337334066629,0.597550034523,-0.137199997902,-0.48299998045,-0.18710000813,0.253349989653,-1.26209998131,0.027199998498,0.112950026989,-0.570850014687,0.209950000048,0.892549991608,-0.580399990082,-0.211756139994,-0.48075646162,-0.335050046444,-3.98056674004,0.250099986792,-0.901350021362,0.0980996787548,1.47530257702,-0.43054997921,-0.851700007915,-0.165199965239
2309,0.236694633961,-0.156840205193,0.316193878651,0.372011572123,-0.533900022507,0.0789999961853,0.000299990177155,-0.536500036716,1.09395003319,0.173950001597,-0.602100014687,-0.611783504486,0.0329442955554,0.161949962378,-0.442158252001,-0.412135899067,-0.46645000577,0.663849115372,-0.189502239227,-0.398350000381,-0.329581171274,-0.477924525738,0.768999993801,0.0708499997854,-0.828581154346,-0.408803582191,-0.358149975538,-0.129600003362,-0.846499979496,0.0757500082254,0.698900043964,-0.0260000005364,-0.276749968529,0.360499978065,-0.252107977867,-0.783496201038,0.188000023365,0.146800011396,-2.17645001411,-0.685400009155,0.124099999666,-0.0653999969363,-0.00614999234676,-0.657549977303,-0.10909999907,0.496500015259,0.507650017738,-0.28774997592,-0.179503127933,0.573412418365,-0.202199965715,0.129133313894,-0.602149963379,-0.96614998579,-0.37550342083,-0.683577299118,0.0589999854565,0.49065002799,0.175349980593
387,0.684584200382,-0.00740622542799,-0.277871847153,0.639964222908,-1.19655001163,-1.71245002747,0.627249956131,-0.238000005484,-0.394450008869,-1.21074998379,0.271750003099,-0.0160116069019,-2.10525846481,-0.638599991798,-0.242796584964,-0.143090307713,0.498750001192,0.26432159543,-0.277879208326,0.185799986124,-0.657913208008,-0.0792675316334,0.787100017071,-0.314800024033,0.41568005085,-0.0228882133961,0.601800024509,0.164700001478,0.683600008488,0.570699989796,0.184150010347,-1.28910005093,-0.930900037289,-0.0415000021458,0.137537837029,0.370294839144,0.276849985123,-0.202349990606,-0.744799971581,-0.64234995842,0.29414999485,-0.473850011826,0.098799996078,0.150950014591,0.312299996614,0.860199987888,1.10865008831,0.266600012779,0.386681079865,-0.334263086319,0.669700026512,-2.54033327103,0.06004999578,-0.736250042915,-0.129782825708,-0.409319937229,0.520999968052,-0.550000011921,-0.869749963284
3553,0.62487411499,-0.299505203962,0.126313537359,-0.426854223013,1.16789996624,1.68245005608,-0.47595000267,-0.035000000149,-0.363450020552,0.66890001297,0.626299977303,0.706648528576,0.128316521645,-0.455599993467,-0.376273602247,0.0452950596809,-0.42175000906,-0.240705966949,0.320775002241,-0.81895005703,0.353237450123,0.156822502613,-2.44120001793,0.235300004482,0.51885008812,0.228570580482,0.275950014591,-1.17139995098,0.350400000811,-0.27689999342,-0.0237499773502,-0.165299996734,-1.37875008583,-0.0383999943733,0.116449825466,-0.587946355343,-0.346500009298,0.162050008774,0.648749947548,1.81959998608,-0.172100007534,0.0463500022888,1.39715003967,-0.245450019836,0.270250022411,-0.953050017357,0.663800001144,0.152599990368,-0.501941859722,0.377009391785,-0.679700016975,1.73073327541,0.547650039196,0.57465004921,-0.247845843434,0.266537219286,-0.297699987888,0.201049983501,1.06589996815
427,0.0223708599806,0.161337092519,-0.32302287221,1.15724372864,-2.75124979019,0.419650018215,-0.532800018787,0.102950006723,0.265599966049,-0.454849988222,-0.929350018501,-0.331853091717,0.456786513329,-0.0244499966502,0.857849895954,-0.0709563568234,-0.0514500141144,-0.442953079939,-0.433804512024,0.155399993062,-0.587990999222,0.479693681002,0.837100028992,0.769500017166,0.444097459316,-0.166128128767,0.120949983597,-0.91060000658,0.43489998579,-0.253650009632,0.365999996662,-0.584399998188,0.361400008202,-0.384649991989,-0.234477758408,-0.150734469295,-0.513099968433,-0.150249987841,-0.538649976254,0.307850003242,0.249599993229,-0.607500016689,-0.550800025463,0.40180003643,-0.129250019789,-0.817900002003,1.95834994316,-0.168500006199,-0.120195135474,0.00409230589867,1.07844996452,-0.17323333025,1.80745005608,-0.38615000248,0.439409583807,0.0703815370798,-0.788100004196,0.668699979782,0.272799998522
5898,-0.289092123508,-0.00166441500187,0.663998603821,-0.00484308972955,0.660250008106,0.764950037003,-1.15715003014,0.0315500050783,0.183300003409,-0.750949978828,-0.22135001421,0.159700483084,1.00544583797,-1.42869997025,-0.13021697104,-0.525475382805,-0.114300005138,0.187777251005,-0.188797086477,0.233999997377,-0.338100761175,-0.330803364515,0.188199996948,-0.560950040817,0.156898707151,0.161922693253,-0.975300014019,-1.00590002537,-0.700999975204,-1.4498000145,-0.0782499909401,-1.57260000706,-1.30480003357,-0.213149994612,-0.0735221356153,-0.0161002837121,-0.10624999553,-0.0800999999046,0.18559999764,-1.18175005913,-0.379250019789,-0.15530000627,-1.48694992065,-0.159250020981,-0.172949999571,-0.731049954891,0.681099951267,0.856549978256,0.424756884575,0.541980326176,-0.551249980927,-1.31870007515,0.317550003529,0.920149981976,-0.013386387378,0.244261741638,0.770699977875,0.967550039291,-0.296350002289
23365,-0.468452632427,-0.0203756913543,-0.192934408784,-0.491094499826,-0.306600034237,-0.182349994779,0.749799966812,0.907900035381,-0.101350001991,-0.101549983025,-0.268249988556,0.00756921991706,0.254104405642,-1.01555001736,-0.0368303917348,-0.481061726809,0.660599946976,-0.669711410999,-0.469192445278,0.0546500086784,-0.152387320995,0.487827330828,-1.36600005627,0.348699986935,0.15251262486,0.147264540195,-0.677150011063,0.304300010204,-0.80989998579,-0.38630002737,-0.182399988174,-0.385899990797,0.476249992847,-1.45604991913,0.67409402132,-0.448586314917,-0.635800004005,-0.449900001287,-0.761799991131,-0.491900026798,-0.464650005102,-0.397400021553,-0.299500018358,0.85379999876,1.37344992161,0.0146000087261,1.49564993382,-0.148000001907,0.197385624051,0.00135406851768,-0.114449992776,1.16563344002,0.540799975395,-0.28955000639,-1.01838207245,-0.673057675362,0.23584997654,-0.0119500011206,0.12270000577
6657,0.654911994934,0.0610192902386,-0.399205118418,1.6274740696,-0.8042999506,1.91495001316,-0.136050000787,0.354249984026,-0.529699981213,0.10355001688,-0.493550002575,-0.17195430398,-0.263538867235,-0.424400001764,-0.048990342766,0.406246602535,-0.493200004101,-0.971630752087,-0.0854041576385,-0.827450037003,0.365820497274,0.177229166031,-2.90700006485,0.399850010872,0.573692500591,-0.158095017076,0.49255001545,-0.470699995756,1.06830000877,-0.110850006342,-0.17405000329,0.173500001431,-0.651950001717,-0.00104999542236,-0.626598954201,-0.353813230991,-0.509249985218,-0.567700028419,0.53250002861,0.902200043201,-1.17100000381,0.0346499979496,-0.0970499813557,-0.0165500044823,1.95340013504,-0.408149987459,0.635750055313,-0.105100005865,1.32279932499,0.723415493965,0.877299964428,-0.874233365059,-0.19619999826,0.776000022888,-0.327711164951,0.176570981741,0.908149957657,-0.406199991703,0.783699989319
