rid,DOS049_A375_24H:BRD-A91404865-001-01-3:5,DOS049_HT29_24H:BRD-A91404865-001-01-3:5,DOS049_MCF7_24H:BRD-A91404865-001-01-3:5
5720,-1.09449470043,-1.78194999695,-1.33995008469
466,1.40829718113,-0.919350028038,-2.36365008354
6009,-0.175061434507,-1.04509997368,0.541999995708
2309,0.82154250145,0.256200015545,-0.549199998379
387,1.07317972183,0.62264996767,-0.0362499952316
3553,0.222057133913,1.3654500246,0.29359999299
427,-0.123778730631,1.03060007095,-0.66345000267
5898,1.05805325508,-0.550199985504,0.607749998569
23365,0.222130581737,2.21795010567,1.36629998684
6657,-0.344313949347,0.549050033092,1.71199989319
5054,0.553143143654,-0.551299989223,0.89720004797
3108,0.704844117165,1.28619992733,-1.45404994488
1950,-1.40382516384,0.499799966812,0.49564999342
351,-0.95638358593,0.0544500015676,-0.453949987888
4846,0.785383164883,-0.752799987793,-0.632950007915
1452,-0.267343699932,-0.649550080299,-0.530849993229
4776,-0.564590394497,1.65339994431,0.0601500011981
6908,-1.06775152683,-1.13944995403,-0.500450015068
672,-0.176258474588,-1.06489992142,-0.751550018787
5710,0.186061903834,0.305350005627,-0.501199960709
2115,0.229828804731,0.256999999285,0.768949985504
7015,2.25735425949,0.749949991703,1.58860003948
8726,0.511501431465,-0.498549997807,0.0635499954224
2185,-0.152936905622,1.54524993896,0.832899987698
3315,-0.075013294816,-0.165350005031,0.0
5289,0.296449661255,0.404850006104,0.25490000844
868,-0.741609275341,-0.0675000101328,0.700800001621
1677,0.232182323933,0.716899991035,-0.490949988365
7043,-0.368356645107,1.83115005493,1.40175008774
5613,0.274783611298,-0.136849999428,0.597949981689
595,0.51293182373,0.517849981785,0.448449999094
4793,-0.0267394930124,0.13220000267,-0.15680000186
2736,-0.0202689170837,1.27955007553,0.222749993205
5290,0.523161709309,0.392049968243,0.860899984837
6194,0.0,-0.0505999997258,0.336899995804
1676,-0.196794971824,0.59114998579,1.38115000725
23512,-0.461899757385,-2.16490006447,-0.911149978638
148022,0.382970631123,0.537149965763,0.433049976826
1906,-0.289106160402,-0.265499979258,0.931900024414
8878,0.624301552773,0.606350004673,-0.200849995017
3091,0.869546890259,0.632849991322,-0.0390499830246
5743,-0.388370424509,3.2568500042,-0.0116499960423
5321,0.978740572929,-1.18269991875,-0.265150010586
4144,-0.0387470722198,-0.0744000077248,-1.90654993057
1981,0.096604809165,0.247600004077,-0.0512500405312
695,0.212049782276,0.735900044441,1.6765499115
10398,-1.2106808424,0.166900008917,0.921499967575
5708,-0.934132635593,-0.33210003376,0.00464999675751
1213,-0.392793625593,0.106499999762,-0.0822499990463
226,-4.50514888763,0.187749996781,-0.511299967766
6777,-1.17166733742,0.744850039482,1.60914993286
2113,-0.138018384576,1.05680000782,0.0798500180244
3329,0.400934666395,-0.19730001688,-1.52690005302
1050,0.596663534641,-0.598700046539,-0.350250005722
9491,-0.136120349169,0.197349995375,-1.11720001698
22926,0.3054215312,-1.06520009041,0.394499987364
5899,-0.400331228971,0.547550022602,0.0594999790192
5467,-0.21511888504,2.40205001831,1.77020001411
6774,-0.561988353729,0.936999976635,0.264200031757
1788,-0.484460502863,0.50260001421,-0.0735999941826
5921,0.576788544655,-0.111149996519,1.16240000725
5721,-0.8929656744,-1.86090004444,-0.325350016356
2263,0.914584577084,-1.38884997368,-1.88615000248
808,-0.352556705475,2.25479984283,0.78434997797
30001,0.718701481819,-0.32460001111,0.509899973869
348,-0.49059215188,2.10985016823,-0.0038000009954
30849,-0.0375918075442,-0.645299971104,-0.688800036907
