rid,CPC014_A375_6H:BRD-K65331431-001-04-7:10,CPC014_A549_6H:BRD-K65331431-001-04-7:10,CPC014_A549_24H:BRD-K65331431-001-04-7:10,CPC014_ASC_24H:BRD-K65331431-001-04-7:10,CPC014_HA1E_6H:BRD-K65331431-001-04-7:10,CPC014_HCC515_6H:BRD-K65331431-001-04-7:10,CPC014_HEPG2_6H:BRD-K65331431-001-04-7:10,CPC014_HT29_6H:BRD-K65331431-001-04-7:10,CPC014_MCF7_6H:BRD-K65331431-001-04-7:10,CPC014_MCF7_24H:BRD-K65331431-001-04-7:10,CPC014_NEU_24H:BRD-K65331431-001-04-7:10,CPC014_NPC_24H:BRD-K65331431-001-04-7:10,CPC014_PC3_6H:BRD-K65331431-001-04-7:10,CPC014_PC3_24H:BRD-K65331431-001-04-7:10,CPC014_PHH_24H:BRD-K65331431-001-04-7:10,CPC014_SKB_24H:BRD-K65331431-001-04-7:10,CPC014_VCAP_6H:BRD-K65331431-001-04-7:10,CPC014_VCAP_24H:BRD-K65331431-001-04-7:10,NMH002_FIBRNPC_24H:BRD-K65331431-001-05-4:10,NMH002_FIBRNPC_6H:BRD-K65331431-001-05-4:10,NMH002_NEU_6H:BRD-K65331431-001-05-4:10,NMH002_NEU_24H:BRD-K65331431-001-05-4:10,NMH002_NPC_6H:BRD-K65331431-001-05-4:10,NMH002_NPC_24H:BRD-K65331431-001-05-4:10
5720,0.377255231142,-0.419059485197,-0.565451264381,-0.103610739112,0.299500018358,0.142399996519,-0.315621435642,-0.793315529823,0.53297919035,-1.19779992104,1.17715001106,0.966680765152,-0.879715561867,-0.438254833221,3.10419535637,-0.175618588924,-1.68550372124,0.191921681166,0.0259141288698,-0.52530580759,-0.280943989754,-0.137575790286,0.725484073162,-0.16151227057
466,2.33231115341,-0.67925620079,-0.00285682082176,0.65551841259,-0.596766710281,-0.280499994755,0.0837781131268,0.169092744589,0.710643351078,-0.0549499988556,-0.693700015545,-0.857899367809,-1.48937642574,0.458961218596,-0.653467357159,0.736984968185,0.116418123245,0.684037566185,0.196095168591,-0.754702925682,-1.03525805473,0.529544591904,-0.77043235302,0.395437031984
6009,1.38272047043,-1.29379725456,0.60346776247,1.03353881836,0.460400104523,-0.638299942017,0.812069535255,0.0310766994953,-0.0488989874721,2.89499998093,-0.28979998827,0.483273327351,0.798211395741,0.908872067928,0.79073113203,0.110376551747,-0.275414258242,-0.527246117592,-0.609442770481,-0.0876419097185,-0.141786783934,-0.333746820688,0.119154930115,-0.384483635426
2309,2.29695701599,0.249689176679,0.90598076582,-0.106592856348,-1.04670000076,-0.839599967003,0.0459453910589,-0.564122676849,-0.0712058693171,-1.73744988441,-0.428900003433,0.426479905844,-0.797661423683,-0.0492284297943,0.139198973775,1.23722028732,4.19366455078,1.38827419281,0.144405007362,0.185195922852,-0.540390968323,-1.07545185089,-0.218753904104,0.261902928352
387,1.5543833971,0.727024614811,0.343775868416,0.785937786102,0.410933315754,-0.792750000954,0.230362772942,0.689800560474,0.737998604774,2.42775011063,-0.17745000124,0.686262369156,0.438605129719,1.07822108269,2.11282992363,0.118327341974,-0.2592625916,0.28124320507,0.0709938704967,0.262297868729,-0.527784526348,-0.576462268829,-0.032424941659,-0.154882371426
3553,1.45239710808,0.226315528154,-0.4365016222,-1.06173479557,-0.202466666698,0.467800021172,-0.0968077629805,-0.0605565011501,0.418626874685,0.500450015068,0.0788000077009,-0.456705838442,-1.46381044388,-0.995194792747,-0.804017722607,-1.41501116753,0.0522670298815,-0.44751098752,-0.302107095718,0.479991018772,1.93188250065,-0.403485953808,0.319555222988,-0.599936068058
427,2.80798101425,0.135743200779,-0.921492695808,-0.975372195244,0.305700004101,-0.860949993134,-0.589634418488,-0.239169582725,0.200409397483,0.558349967003,-0.517700016499,-0.772981703281,-0.58952498436,-0.0664902329445,-0.641713380814,-0.523795902729,-0.329630553722,-0.0361439585686,0.100672572851,-0.327061116695,-0.430153280497,0.119954623282,-1.57606375217,1.00028216839
5898,1.04917740822,-0.221706926823,0.0199295133352,-0.7144536376,-0.629533290863,-0.0918499976397,0.272827208042,-0.0674487650394,1.27601647377,0.876450061798,-1.23355007172,-0.218368828297,-0.0653387382627,0.904992580414,-0.409313857555,-0.610602796078,0.321113079786,0.624337852001,-0.0710968226194,0.474547088146,-1.05469727516,-0.360177248716,0.555231928825,0.408574849367
23365,2.46395969391,0.099024772644,-0.187961935997,0.114403113723,-0.667566776276,0.50309997797,-0.387170374393,0.325904726982,-0.663125991821,-0.548900008202,-0.597900032997,-0.6935069561,0.97777569294,1.42567121983,-1.78369212151,-1.44560813904,-0.814426720142,-0.856413424015,-0.728553295135,0.283251434565,-0.0184425711632,-0.418736129999,1.86815059185,-0.0720153003931
6657,2.84803962708,-0.530028522015,-0.28760522604,-0.136971279979,0.469100028276,-2.1061501503,-0.14072163403,-0.174270227551,-0.272677659988,0.122800000012,-0.157299995422,0.941028833389,-0.432862877846,-1.08050751686,-1.63843667507,-0.585560917854,1.02768492699,-0.183842509985,-0.542884945869,-0.185506403446,-0.278324484825,0.0801793634892,0.0374817997217,0.0518515706062
