rid,CPC004_A375_6H:BRD-K52075715-001-03-4:10,CPC004_HA1E_6H:BRD-K52075715-001-03-4:10,CPC004_HA1E_24H:BRD-K52075715-001-03-4:10,CPC004_HCC515_6H:BRD-K52075715-001-03-4:10,CPC004_HCC515_24H:BRD-K52075715-001-03-4:10,CPC004_HEPG2_6H:BRD-K52075715-001-03-4:10,CPC004_HT29_6H:BRD-K52075715-001-03-4:10,CPC004_MCF7_6H:BRD-K52075715-001-03-4:10,CPC004_PC3_6H:BRD-K52075715-001-03-4:10,CPC004_PC3_24H:BRD-K52075715-001-03-4:10,CPC004_VCAP_6H:BRD-K52075715-001-03-4:10,CPC004_VCAP_24H:BRD-K52075715-001-03-4:10,CPC015_A375_6H:BRD-K52075715-001-03-4:10,CPC015_A549_6H:BRD-K52075715-001-03-4:10,CPC015_A549_24H:BRD-K52075715-001-03-4:10,CPC015_ASC_24H:BRD-K52075715-001-03-4:10,CPC015_HEPG2_6H:BRD-K52075715-001-03-4:10,CPC015_HT29_6H:BRD-K52075715-001-03-4:10,CPC015_MCF7_6H:BRD-K52075715-001-03-4:10,CPC015_MCF7_24H:BRD-K52075715-001-03-4:10,CPC015_NPC_24H:BRD-K52075715-001-03-4:10,CPC015_PHH_24H:BRD-K52075715-001-03-4:10,CPC015_SKB_24H:BRD-K52075715-001-03-4:10,CPD002_MCF7_24H:BRD-K52075715-001-04-2:10,CPD002_MCF7_6H:BRD-K52075715-001-04-2:10,CPD002_PC3_6H:BRD-K52075715-001-04-2:10,CPD002_PC3_24H:BRD-K52075715-001-04-2:10
5720,-1.02001464367,0.380159407854,-1.49646735191,-1.62508630753,-0.925003707409,0.163153380156,0.63833630085,0.268529206514,-0.534299612045,-2.42961192131,0.715394973755,-0.442824006081,-0.866478562355,0.0888999849558,-2.04150009155,1.6422907114,-1.2267999649,0.0523798801005,1.19148027897,-0.455678462982,0.760626733303,2.2607998848,0.229099988937,0.00128495693207,-0.188781157136,0.83415967226,-1.13827705383
466,-0.171679079533,-3.06388306618,0.378490149975,1.16133213043,-1.30267477036,0.195732474327,0.95703047514,0.272135347128,-0.18276488781,-0.163120016456,1.01854670048,-0.0939246490598,-0.763894915581,0.454600006342,-0.688850045204,-0.327475070953,0.83345001936,1.4723290205,0.364824146032,-1.26474428177,-0.115167140961,-0.746699988842,-0.928300023079,-0.5351755023,-0.218554675579,-0.371843695641,-0.160831928253
6009,-0.782235383987,2.17317128181,2.57729887962,0.854934573174,1.32361519337,-0.182994872332,0.723727226257,0.235713332891,-0.718962848186,0.866314828396,0.96469438076,1.4948567152,2.05421829224,1.39660000801,0.638549983501,2.19875264168,0.6888499856,1.29623234272,1.90027272701,2.86039447784,1.18727397919,0.173500001431,-0.353749990463,1.35850715637,-0.937335371971,-0.641457140446,0.670851767063
2309,0.692073822021,-1.24260699749,-3.28662157059,0.962305665016,-0.505212903023,-0.240877211094,1.2802529335,0.421892046928,0.175929561257,1.14403700829,0.566491961479,-1.48396205902,-0.106761008501,-1.42194998264,1.79264998436,-0.414869487286,-1.53584992886,1.27024662495,-1.10733163357,-0.930038571358,-0.172654509544,1.39450001717,-0.991100013256,-1.73359179497,0.264868438244,3.02808761597,1.40169930458
387,0.201482117176,0.486752152443,-0.46361207962,1.52717590332,0.487599730492,0.214312702417,0.240491375327,0.548735141754,0.27169239521,-0.0805122107267,0.0655129998922,0.319381088018,2.59293270111,0.679650008678,0.41369998455,-0.37392616272,1.79750001431,1.39197826385,1.8431634903,0.426312983036,0.771508455276,1.43540000916,-0.973349988461,-1.15513896942,0.21344421804,-0.36760482192,-0.407128512859
3553,-0.30820825696,0.00789328664541,0.859785437584,-0.128984063864,-0.190364032984,-0.233067855239,-0.0746656805277,0.405905723572,-0.551556646824,-0.480118453503,-0.723641633987,-0.441868543625,-1.7533993721,0.357750028372,-0.193349987268,2.20456504822,-0.405850023031,-1.02477478981,-1.38321697712,0.859465897083,-0.326833039522,-0.781700015068,1.26814997196,1.24864900112,0.208035588264,-2.04022812843,-2.73175263405
427,-0.0612001419067,-0.4418220222,-0.241254553199,-0.193240776658,-0.194574683905,-0.00811569392681,0.253331720829,-1.37568199635,-0.341909945011,1.39946341515,-0.480554997921,-0.466913819313,0.147848457098,0.58210003376,0.558600008488,-0.862583458424,-0.708899974823,-0.0392470061779,1.68195092678,-1.1873666048,1.84100532532,-1.86619997025,0.172250017524,-0.69806677103,-0.123195357621,-0.574619650841,-0.101882167161
5898,0.586624145508,0.43467399478,4.53103542328,2.00557899475,0.744619488716,0.64041519165,2.33141255379,-0.249092146754,0.575381875038,2.46512365341,0.785090923309,0.422973752022,1.06662869453,0.932500004768,-1.20780003071,0.570879101753,0.952149987221,2.18728709221,-0.527838408947,1.2143266201,0.316609710455,-0.18449999392,-0.814949989319,1.78006744385,0.304481178522,1.00256156921,2.79715776443
23365,-0.768357157707,-0.662693738937,-0.422343015671,0.620470285416,-0.851685225964,0.0794073194265,0.504417717457,-1.10361850262,0.681115806103,1.27163553238,0.569096922874,-0.0272407960147,0.779719471931,0.203899994493,0.441550016403,-0.604092419147,0.174149990082,0.547157049179,-0.189602181315,-0.913533449173,0.0528346896172,0.92150002718,-0.191049978137,-0.444606125355,-0.656608760357,-1.31895637512,2.96648788452
6657,-1.70545971394,0.247740209103,-0.712154388428,0.921685934067,-0.786950647831,0.0192483216524,-0.492858499289,-0.620213985443,-0.564303219318,0.702811837196,-1.01922512054,-1.64319312572,-3.12885141373,0.404200017452,-0.700450003147,1.4729180336,0.0615000128746,-0.707750856876,-1.10441637039,0.764233708382,-1.55844855309,1.09270000458,1.8492000103,0.841799616814,0.395500272512,-0.160433441401,-0.0981913506985
