rid,CPC013_A375_6H:BRD-K13390322-001-01-4:10,CPC013_A549_6H:BRD-K13390322-001-01-4:10,CPC013_A549_24H:BRD-K13390322-001-01-4:10,CPC013_ASC_24H:BRD-K13390322-001-01-4:10,CPC013_HA1E_6H:BRD-K13390322-001-01-4:10,CPC013_HCC515_6H:BRD-K13390322-001-01-4:10,CPC013_HEPG2_6H:BRD-K13390322-001-01-4:10,CPC013_HT29_6H:BRD-K13390322-001-01-4:10,CPC013_MCF7_6H:BRD-K13390322-001-01-4:10,CPC013_MCF7_24H:BRD-K13390322-001-01-4:10,CPC013_NEU_24H:BRD-K13390322-001-01-4:10,CPC013_NPC_24H:BRD-K13390322-001-01-4:10,CPC013_PC3_6H:BRD-K13390322-001-01-4:10,CPC013_PC3_24H:BRD-K13390322-001-01-4:10,CPC013_SKB_24H:BRD-K13390322-001-01-4:10,CPC013_VCAP_6H:BRD-K13390322-001-01-4:10,CPC013_VCAP_24H:BRD-K13390322-001-01-4:10,LJP001_BT20_6H:BRD-K13390322-001-02-2:10,LJP001_BT20_6H:BRD-K13390322-001-02-2:2,LJP001_BT20_6H:BRD-K13390322-001-02-2:0.4,LJP001_BT20_6H:BRD-K13390322-001-02-2:0.08,LJP001_BT20_24H:BRD-K13390322-001-02-2:10,LJP001_BT20_24H:BRD-K13390322-001-02-2:2,LJP001_BT20_24H:BRD-K13390322-001-02-2:0.4,LJP001_BT20_24H:BRD-K13390322-001-02-2:0.08,LJP001_HS578T_6H:BRD-K13390322-001-02-2:10,LJP001_HS578T_6H:BRD-K13390322-001-02-2:2,LJP001_HS578T_6H:BRD-K13390322-001-02-2:0.4,LJP001_HS578T_6H:BRD-K13390322-001-02-2:0.08,LJP001_HS578T_24H:BRD-K13390322-001-02-2:10,LJP001_HS578T_24H:BRD-K13390322-001-02-2:2,LJP001_HS578T_24H:BRD-K13390322-001-02-2:0.4,LJP001_HS578T_24H:BRD-K13390322-001-02-2:0.08,LJP001_MCF10A_6H:BRD-K13390322-001-02-2:10,LJP001_MCF10A_6H:BRD-K13390322-001-02-2:2,LJP001_MCF10A_6H:BRD-K13390322-001-02-2:0.4,LJP001_MCF10A_6H:BRD-K13390322-001-02-2:0.08,LJP001_MCF10A_24H:BRD-K13390322-001-02-2:10,LJP001_MCF10A_24H:BRD-K13390322-001-02-2:2,LJP001_MCF10A_24H:BRD-K13390322-001-02-2:0.4,LJP001_MCF10A_24H:BRD-K13390322-001-02-2:0.08,LJP001_MCF7_6H:BRD-K13390322-001-02-2:10,LJP001_MCF7_6H:BRD-K13390322-001-02-2:2,LJP001_MCF7_6H:BRD-K13390322-001-02-2:0.4,LJP001_MCF7_6H:BRD-K13390322-001-02-2:0.08,LJP001_MCF7_24H:BRD-K13390322-001-02-2:2,LJP001_MCF7_24H:BRD-K13390322-001-02-2:0.4,LJP001_MCF7_24H:BRD-K13390322-001-02-2:0.08,LJP001_MDAMB231_6H:BRD-K13390322-001-02-2:10,LJP001_MDAMB231_6H:BRD-K13390322-001-02-2:2,LJP001_MDAMB231_6H:BRD-K13390322-001-02-2:0.4,LJP001_MDAMB231_6H:BRD-K13390322-001-02-2:0.08,LJP001_MDAMB231_24H:BRD-K13390322-001-02-2:0.4,LJP001_MDAMB231_24H:BRD-K13390322-001-02-2:0.08,LJP001_MDAMB231_24H:BRD-K13390322-001-02-2:10,LJP001_MDAMB231_24H:BRD-K13390322-001-02-2:2,LJP001_SKBR3_6H:BRD-K13390322-001-02-2:10,LJP001_SKBR3_6H:BRD-K13390322-001-02-2:2,LJP001_SKBR3_6H:BRD-K13390322-001-02-2:0.4,LJP001_SKBR3_6H:BRD-K13390322-001-02-2:0.08,LJP001_SKBR3_24H:BRD-K13390322-001-02-2:0.4,LJP001_SKBR3_24H:BRD-K13390322-001-02-2:0.08,LJP001_SKBR3_24H:BRD-K13390322-001-02-2:2
5720,3.63906097412,1.75034999847,1.67651796341,1.78094673157,1.47132265568,2.90940237045,0.0096635222435,3.52930593491,3.33246994019,0.182075306773,1.18159997463,0.471382528543,3.55426931381,1.03940439224,1.36061000824,-1.04009997845,-4.4826002121,3.08676671982,1.52212905884,0.925991654396,-0.246024340391,0.982800006866,-1.06926178932,-0.460613012314,0.0966865122318,0.240366563201,0.668799996376,1.74140000343,0.760710179806,1.95260000229,2.61120009422,0.782086610794,0.454923301935,1.99963855743,1.54753911495,0.159969106317,0.305951058865,3.05812168121,-2.0431497097,-0.317750930786,-0.339186280966,3.0737195015,3.28553032875,1.69665980339,1.02058064938,-0.0875499993563,0.363449990749,0.7445499897,2.28264045715,2.56138134003,2.67171549797,0.220678299665,-1.56437969208,-0.507304489613,2.25139093399,2.72755098343,2.00564980507,2.35526633263,-0.136223450303,0.905045151711,-0.32192927599,0.663919985294,1.04485452175
466,-3.55272912979,-1.71025002003,-3.26831007004,-0.409435242414,-1.71834874153,-0.101431943476,-1.54615461826,-2.62315869331,-4.16064548492,-3.15108156204,1.28170001507,0.432346522808,-1.30242872238,-1.68542551994,-1.81104409695,-2.54084992409,-1.12800002098,-1.43260037899,-1.95452928543,-1.09259963036,-0.554652631283,-6.7908000946,-1.04662108421,0.66629332304,0.62145793438,-1.03031098843,-1.75889992714,-0.995750010014,0.172951117158,-4.61920022964,-8.20530033112,-1.49768459797,1.02315139771,-2.41265797615,-2.74003076553,-1.05840575695,0.125711336732,-6.55623102188,-3.59895706177,0.175712704659,1.11330008507,-5.08042383194,-3.02675247192,-1.38889729977,0.630765497684,-9.38859939575,-2.21624994278,0.339149981737,-0.630371630192,-0.520295321941,-1.14722704887,-0.598560154438,-0.533476412296,-0.698523938656,-1.01369857788,-2.48870205879,-7.28667736053,-4.3048915863,0.757623314857,0.278970360756,0.0425271689892,-0.0197301805019,-7.54473876953
6009,-2.89423656464,0.0651499927044,-3.66436004639,-2.3604426384,-0.741191089153,1.33429968357,-2.63347530365,0.00828012824059,-0.577513933182,-2.94519138336,0.500649988651,0.78170645237,-0.449477672577,-4.28343105316,-3.00307321548,-0.00749999284744,-2.58109998703,-0.0081106685102,1.16509222984,-0.758834779263,0.0760601609945,2.49780011177,0.998955070972,0.11226657778,-0.175532639027,-1.80082941055,-0.310699999332,0.280650019646,-0.508772611618,-0.949999988079,-2.16440010071,-0.659255385399,-0.541947066784,-0.787153422832,-0.120286524296,0.28154271841,-0.0436129570007,-6.93362140656,-0.756627082825,-0.645804166794,-0.13922084868,-1.63546967506,-1.4332344532,0.146316945553,0.62445962429,-0.508800029755,0.723250031471,-0.162249997258,0.11252887547,-0.0153040289879,1.26040768623,-0.982483327389,0.473055839539,-0.284984439611,-4.88759803772,-1.77275276184,-0.436664968729,0.0631234049797,1.05619287491,0.29359999299,-0.343989193439,0.147428393364,-0.852812886238
2309,-3.06851220131,-1.23985004425,0.442210912704,-6.91544818878,-5.71465349197,-0.871738433838,-5.64415121078,-2.51149868965,-7.48628091812,-3.5788667202,-0.665650010109,-0.582084655762,-7.27744150162,-3.8015370369,-6.34175491333,-0.610549986362,-2.17070007324,-7.85918903351,-1.05693173409,-0.174051687121,-0.49297145009,-9.54349994659,1.8572883606,-0.165635436773,0.119951993227,-1.62218379974,-0.499149978161,-2.79180002213,-0.468068480492,-3.20009994507,-1.30739998817,0.246648401022,-0.0309330523014,-6.09313201904,-3.62245607376,1.17957258224,-0.418350845575,-7.69096183777,3.58087897301,-0.357660770416,-1.19825041294,-5.46839094162,-5.2298874855,-0.155058458447,0.0483151376247,-5.85445022583,0.748849987984,-0.665549993515,-5.66069602966,-5.05439901352,-1.12786471844,-0.616029441357,0.534597396851,-0.521126508713,-4.2526216507,-1.32791471481,-2.55099534988,-3.59967660904,-0.595459520817,-1.28938448429,-1.50365865231,-0.602733016014,-3.50828313828
387,3.69475841522,2.85279989243,1.16203916073,0.121001034975,3.15309047699,2.29871034622,2.70073008537,3.15652275085,3.32026195526,0.0673008710146,-0.00584995746613,0.61703568697,1.61874520779,0.998418033123,1.06098461151,-0.77889996767,-0.0847999975085,1.7881270647,1.43433916569,0.342474281788,-0.446290969849,-5.56659984589,1.69237589836,0.503971457481,-0.283586412668,0.79369956255,1.31994998455,3.42745018005,0.875102758408,2.38610005379,2.68420004845,0.855208992958,1.35451924801,2.72473502159,2.0685095787,0.620786309242,0.218297272921,1.19530212879,0.394396394491,-0.247093871236,0.222154527903,1.07951080799,0.701491057873,0.902748465538,0.166826367378,0.846449971199,1.29045009613,1.77435004711,3.1349401474,2.79268980026,2.58662867546,-0.460046350956,-0.635534286499,-1.25132608414,2.30703425407,2.53193020821,1.20995461941,1.86706280708,1.49985909462,-0.300384521484,-0.138535171747,-0.166772782803,1.29238092899
3553,2.77578139305,1.24215006828,2.33804154396,0.762076854706,0.814326167107,-0.352750122547,3.32693362236,2.20241713524,3.00747609138,2.70852684975,-0.691150009632,-0.403463572264,-0.0304877795279,1.43207728863,3.22666168213,0.702800035477,-0.188800007105,2.86740040779,1.247579813,1.53780567646,1.8555315733,7.60109996796,-0.100344881415,0.226645410061,0.312302738428,1.5526368618,1.2704501152,0.0885500013828,1.61340808868,4.51970005035,3.77080011368,-0.0900756120682,0.0748938173056,1.63796424866,0.72821199894,-0.014586135745,-0.102110445499,4.16031932831,1.25076699257,-0.236509472132,-0.479953169823,2.25501155853,3.08327817917,1.17496049404,0.365803748369,5.02830028534,0.293650001287,0.184399992228,1.59896278381,0.789480030537,2.11368727684,2.17702627182,0.908751070499,0.515209197998,5.54186868668,3.89198923111,3.54832196236,2.6621863842,1.11070084572,1.98106729984,0.50043118,0.887323200703,7.19544887543
427,4.23715305328,1.88124990463,1.89355969429,1.19248044491,2.00492572784,1.85669851303,2.15415358543,2.2203836441,3.6930513382,2.29737281799,-0.443549990654,0.326022207737,4.55222892761,2.70981836319,2.71418738365,0.24620001018,0.232400000095,0.965888261795,1.90652692318,1.41856503487,0.00592320039868,3.20329999924,1.20669126511,1.30012524128,0.87833404541,1.77894318104,0.989049971104,-0.964999973774,-0.541274309158,-0.187700003386,1.58019995689,1.06534445286,-0.68977367878,0.903966128826,1.23517167568,0.862035274506,1.37376499176,2.42119717598,0.90103238821,0.129598498344,-0.318109750748,2.23977851868,1.32467293739,1.44302034378,0.9562099576,2.30804991722,-0.633449971676,-0.575100004673,2.33743524551,2.71674442291,1.15606617928,0.224215075374,2.02906250954,-0.449439883232,5.77622079849,4.95718050003,1.46480131149,2.51003241539,0.333624720573,-0.274762660265,0.508464217186,-0.653936028481,2.4275906086
5898,-1.0787756443,1.11450004578,-2.05979990959,0.791050493717,-0.647577941418,-1.10471868515,0.49858084321,-0.796977639198,0.786499619484,0.689240157604,-0.574599981308,1.17136287689,0.742642462254,1.59884154797,-2.20737910271,1.29929995537,1.22029995918,0.412944376469,0.33677610755,1.32091200352,0.0733478665352,0.0551000013947,-0.402242422104,0.0181423723698,0.258964955807,-0.0331413820386,-0.941650032997,1.13629996777,0.969176948071,-2.92370009422,-7.43819999695,2.27708363533,0.310011565685,1.49941945076,0.310647457838,0.346454262733,0.463690727949,0.543898880482,1.88418197632,0.175790980458,0.533361017704,-1.93237376213,-0.704118907452,0.49680942297,0.435725480318,-1.83889997005,-1.0353000164,0.33339998126,-0.569492161274,-0.796173393726,-0.258655548096,0.0173653066158,1.82687735558,-0.640999913216,-0.82773733139,-1.10008752346,-2.56001663208,-4.20379638672,1.91236615181,1.16531157494,1.06084823608,0.146877527237,-6.03953742981
23365,0.849663376808,1.36984992027,1.05654907227,-1.16358101368,-0.988991141319,-0.265231192112,-0.368217021227,0.301319152117,1.4197473526,2.18591785431,0.318300008774,-0.288692444563,1.20453095436,1.15915441513,-1.14827334881,-0.821449995041,3.44569993019,0.673261165619,-0.118276238441,-0.0629931390285,-0.568192064762,-3.72350001335,-1.68456220627,-0.136444613338,-0.155866488814,0.113680049777,0.874450027943,1.93490004539,0.319699406624,-0.923399984837,-1.03310000896,-0.0165883153677,-0.428602427244,-0.804083943367,-0.161841422319,-0.894521415234,-0.146548300982,2.55878567696,0.491455644369,1.10783827305,0.554089725018,2.12784767151,0.0251574460417,-1.63307535648,-0.606723964214,1.11084997654,-0.648699998856,-0.731999993324,0.868282854557,0.527556478977,1.09312224388,0.059231877327,-0.605684220791,0.0515961907804,-1.31074798107,-2.26407933235,0.356342107058,0.181690037251,-0.730071723461,0.372798472643,-0.36938303709,0.0169524252415,-3.23612332344
6657,1.74292838573,1.21019995213,0.469917654991,2.91100549698,1.00368833542,-1.37755560875,3.01675510406,1.60758340359,2.46926259995,3.3170132637,0.321449995041,0.384301871061,3.6964802742,3.90244197845,2.09302711487,1.13499999046,1.375,3.15651226044,1.80992221832,1.03376626968,1.53792273998,9.48810005188,0.338765949011,-0.438195824623,-0.263261288404,2.64565062523,1.26310002804,0.0205499976873,0.744973778725,4.32749986649,3.26440000534,-0.124848216772,0.324662804604,2.38859319687,1.81775736809,0.375174194574,-0.107709795237,5.34177970886,3.75754833221,-0.439865410328,-0.795053303242,-1.19385135174,-1.07391154766,-1.07641124725,-0.92889213562,3.81634998322,-1.01184999943,-0.763300001621,2.00615692139,1.79305946827,0.748324751854,0.744459807873,0.650897681713,1.61953258514,6.38167095184,4.99945306778,3.97706532478,4.20960330963,1.83782052994,0.834950625896,0.27410787344,0.279890745878,8.04105091095
