rid,DOS025_VCAP_6H:BRD-K82669795-001-01-5:5,DOS025_VCAP_24H:BRD-K82669795-001-01-5:5,DOS047_A375_24H:BRD-K82669795-001-01-5:5,DOS047_A549_24H:BRD-K82669795-001-01-5:5,DOS047_HT29_24H:BRD-K82669795-001-01-5:5,DOS047_MCF7_24H:BRD-K82669795-001-01-5:5,DOS047_PC3_24H:BRD-K82669795-001-01-5:5
5720,-1.04907035828,-0.732773065567,-1.4788775444,-0.69665068388,0.901474714279,0.737137556076,-0.478140920401
466,-0.552393198013,0.343931376934,-1.37802958488,-0.190027490258,0.133733019233,0.31443592906,0.424994647503
6009,0.927943110466,1.24324011803,0.672322571278,1.07783007622,-0.604070067406,-0.0499911010265,0.195528239012
2309,0.546476662159,-1.09635317326,-0.961900234222,0.85921061039,0.356936335564,1.13844764233,-0.14271363616
387,2.59934711456,1.15704154968,2.17095255852,2.45149827003,1.26266038418,0.241619676352,1.1647490263
3553,-0.337960034609,-0.646968662739,-0.546880602837,-0.101390019059,-0.141667500138,0.0433823093772,-0.0129781961441
427,-0.841820538044,-4.23537015915,0.120162218809,-2.55217766762,0.319580495358,0.195502772927,-0.718356251717
5898,-0.493398070335,-0.558347463608,-1.16240525246,0.484381258488,0.1907787323,0.466246306896,0.267397761345
23365,0.934288620949,0.823604941368,1.75375366211,3.17489171028,0.507052242756,0.138057887554,1.03535091877
6657,0.640378832817,3.32155823708,-0.344528108835,-2.33796668053,-0.391977488995,-0.224380463362,-1.16736602783
5054,-0.350916773081,0.893865227699,0.49063462019,0.115599386394,-0.904451310635,1.1085100174,0.639844298363
3108,0.45870500803,-0.648470461369,1.40343236923,1.15838980675,0.241502046585,1.02581501007,-0.312628537416
1950,-1.01814126968,-0.918023049831,-0.776928305626,-1.37228035927,-0.187283873558,-0.669274866581,0.182680428028
351,0.507077217102,0.381451874971,-2.52402067184,-0.467712044716,0.0974840819836,-0.797090768814,0.0494325906038
4846,2.63441514969,-1.71144282818,-0.840989947319,0.10995388031,-0.388255506754,-0.875578999519,0.481717139482
1452,0.059561163187,-0.767602622509,0.462363660336,-1.45573163033,0.0374095141888,0.804308772087,0.267321944237
4776,-0.518889605999,-0.311267018318,-0.991056323051,-0.55225032568,-0.19772708416,-0.124684691429,-0.117980971932
6908,-0.0312588810921,0.753696799278,0.156285524368,-0.545942306519,0.0502094179392,0.13200071454,0.0446220636368
672,-0.566922008991,-0.161889821291,-0.846149146557,-0.853990077972,0.249950796366,0.551930844784,-0.145423084497
5710,1.13918316364,0.295993566513,0.226669743657,0.752062439919,0.0810428857803,0.289618611336,0.252932786942
2115,0.593514323235,-0.571727931499,-0.854181051254,-1.26920068264,-0.735559940338,-0.0713548958302,0.827911376953
7015,-0.402643442154,-1.01463723183,0.313015341759,-0.976645231247,-0.770952343941,-0.560292005539,-0.81739127636
8726,0.977713406086,-0.0155782699585,-0.328386336565,1.66102147102,0.825124144554,0.0317771732807,0.296546816826
2185,0.21344409883,-0.463847666979,-0.564938545227,-0.638557910919,-0.725956082344,-0.946783065796,-1.05170273781
