rid,CPC005_A375_6H:BRD-A77824596-001-03-2:10,CPC005_A375_24H:BRD-A77824596-001-03-2:10,CPC005_A549_6H:BRD-A77824596-001-03-2:10,CPC005_A549_24H:BRD-A77824596-001-03-2:10,CPC005_HA1E_6H:BRD-A77824596-001-03-2:10,CPC005_HA1E_24H:BRD-A77824596-001-03-2:10,CPC005_HCC515_6H:BRD-A77824596-001-03-2:10,CPC005_HT29_6H:BRD-A77824596-001-03-2:10,CPC005_HT29_24H:BRD-A77824596-001-03-2:10,CPC005_MCF7_24H:BRD-A77824596-001-03-2:10,CPC005_MCF7_6H:BRD-A77824596-001-03-2:10,CPC005_PC3_6H:BRD-A77824596-001-03-2:10,CPC005_PC3_24H:BRD-A77824596-001-03-2:10,CPC005_VCAP_6H:BRD-A77824596-001-03-2:10,CPC005_VCAP_24H:BRD-A77824596-001-03-2:10,CPC020_A375_6H:BRD-K94353609-001-15-8:10,CPC020_A549_6H:BRD-K94353609-001-15-8:10,CPC020_HA1E_6H:BRD-K94353609-001-15-8:10,CPC020_HCC515_6H:BRD-K94353609-001-15-8:10,CPC020_HT29_6H:BRD-K94353609-001-15-8:10,CPC020_MCF7_6H:BRD-K94353609-001-15-8:10,CPC020_MCF7_24H:BRD-K94353609-001-15-8:10,CPC020_PC3_6H:BRD-K94353609-001-15-8:10,CPC020_PC3_24H:BRD-K94353609-001-15-8:10,CPC020_VCAP_6H:BRD-K94353609-001-15-8:10,CPC020_VCAP_24H:BRD-K94353609-001-15-8:10,CPD003_MCF7_6H:BRD-K34817515-001-01-8:10,CPD003_MCF7_24H:BRD-K34817515-001-01-8:10,CPD003_PC3_6H:BRD-K34817515-001-01-8:10,CPD003_PC3_24H:BRD-K34817515-001-01-8:10
5720,-1.37995004654,0.801361501217,-0.521899998188,-0.123073145747,0.472799986601,0.980135142803,0.457500010729,-0.670608282089,2.29881381989,-1.22934997082,-0.842054367065,-0.498032987118,1.72697365284,-1.21410477161,-2.4483499527,0.838547646999,0.167432785034,-0.389612317085,0.738417327404,0.841461122036,0.254342496395,-0.848353862762,-0.169122308493,-0.9629945755,0.787152886391,0.170555874705,0.404050022364,-0.578413307667,-1.37205171585,0.0983499884605
466,-1.22405004501,0.57822406292,-0.806200027466,1.28850567341,0.338200002909,-0.284853935242,-2.91070008278,-0.847007632256,1.57460832596,-0.265349984169,-1.77238202095,-2.61236572266,3.00593161583,-0.155611366034,-1.22115004063,1.0417406559,0.235372394323,0.124097727239,-0.858102679253,0.981437504292,0.735829114914,0.154689878225,-0.0570007413626,0.157845169306,1.10484647751,0.577419281006,0.366899996996,-2.75822734833,-0.00216457247734,-0.434699982405
6009,0.389850020409,-0.374041795731,0.140300005674,0.532381951809,0.0,0.17706990242,0.528100013733,1.00339615345,-2.1628112793,-0.408450007439,-0.642951786518,-1.67781591415,-1.19962620735,-1.36264872551,-0.709100008011,1.69125950336,0.731493532658,0.873821139336,-1.29080677032,1.26416635513,0.702077150345,-0.654792666435,0.138576045632,-0.63903516531,1.27131676674,0.137293487787,1.19519996643,0.248505219817,0.925015687943,0.780900001526
2309,0.550500035286,-0.572246909142,2.70869994164,3.60254383087,-1.22469997406,-0.485876083374,3.79380011559,-0.721429824829,-1.27800178528,0.090399980545,0.862627744675,1.05279099941,-0.365730285645,-0.895795345306,1.3723000288,-0.137480556965,3.86191606522,-2.08633613586,3.1082482338,-0.105034291744,0.703427970409,0.00179040431976,-0.671967685223,0.505523920059,-0.0202369689941,0.292620241642,0.102699995041,-0.0579373426735,-0.37909758091,-1.60064995289
387,1.6778999567,3.75282859802,-0.92919999361,1.49042868614,0.756099998951,0.46890693903,-0.517400026321,2.51919841766,4.89264965057,1.05270004272,-0.0236389935017,1.67497348785,-4.46505689621,0.431020379066,-1.19494998455,0.385917961597,0.200340420008,-0.165492683649,-0.0804205238819,2.1832318306,0.548286855221,-0.372746050358,0.0970170050859,-0.281758576632,0.251707911491,0.124197095633,-0.092099994421,-0.822645545006,0.296868950129,0.487199991941
3553,-1.41495001316,-2.02304911613,-0.674499988556,-0.233013033867,0.180099993944,-0.97040271759,1.80970001221,-0.8304438591,1.37272202969,-0.589800000191,1.3426066637,-0.950749754906,-6.51459407806,-0.011471837759,-2.0654001236,-1.12195837498,-0.604735910892,0.690968513489,-0.473660320044,-0.207011058927,-0.496404409409,0.91298353672,-3.69428157806,-1.58595180511,-0.270515233278,-0.566021561623,-0.663249969482,0.697159051895,-4.01426792145,-6.27929973602
427,-1.07474994659,-1.14336133003,0.142499998212,0.103823363781,0.0348999984562,-0.469900161028,0.342700004578,-0.443366706371,-1.72264003754,-0.389100015163,-1.4990530014,-0.572188556194,1.10333251953,2.10043716431,0.495450019836,0.789544761181,-0.711377501488,0.748574197292,0.135097116232,1.20341312885,0.226210907102,0.45330992341,-0.165333166718,0.277733027935,0.83634352684,0.144898116589,-0.955599963665,-1.17255175114,0.768337368965,-0.325149953365
5898,-2.08104991913,-1.69311690331,-1.75709998608,-0.318189561367,0.273000001907,-1.46552944183,-1.703799963,-1.05568444729,0.995138764381,-0.776149988174,-1.74908077717,-1.99839878082,0.521111547947,-0.814280986786,-0.513300001621,-0.180391281843,-0.0978430658579,-0.638393163681,-0.0240954086185,-0.141528606415,0.377884298563,0.765877902508,0.0471466071904,0.652160763741,-0.763751864433,-0.195692017674,-0.555649995804,-0.66719263792,-0.368591308594,-1.04615008831
23365,0.894050002098,1.35334467888,0.720799982548,-0.441576123238,-1.15149998665,-0.390224039555,-1.85130000114,-1.3727452755,0.780997514725,-0.979249954224,-1.15897452831,0.381263017654,-4.70737457275,-0.30758357048,0.36075001955,-0.693738937378,0.137021228671,-0.763763308525,0.188769668341,0.718283116817,0.093500085175,-0.146202877164,-0.137577742338,0.218853801489,-0.0820933803916,-0.315852642059,-0.353850007057,-1.22299575806,1.15457653999,0.966750025749
6657,-0.818500041962,-0.510754227638,-1.84130001068,-2.9838142395,1.1821000576,-0.495177447796,-4.17920017242,1.0331389904,0.417661368847,0.456750005484,1.13139402866,3.66089487076,8.3748884201,2.17145872116,0.729250013828,-0.140738964081,-0.37812897563,1.85143899918,-3.81609201431,-0.738028168678,-0.866242945194,1.06782591343,-0.0933728665113,0.518842637539,-0.751864254475,-0.82985419035,-1.13934993744,0.903719186783,-1.07251966,-0.925050020218
5054,0.680450022221,-0.420556992292,5.98579978943,3.73378586769,3.53449988365,3.29851841927,0.149800002575,0.11686630547,-1.15879011154,1.95300006866,0.820420384407,-4.41389751434,-2.31349134445,-0.248400121927,0.0766000151634,0.0710901990533,2.9828042984,2.34556245804,0.543281316757,0.163560301065,0.214585468173,1.32120370865,0.906243503094,0.0298035088927,-0.34347769618,-0.367446929216,-0.979750037193,1.78518772125,0.288953363895,-1.73164999485
3108,0.813250005245,0.730117917061,0.521099984646,-0.660175800323,-1.03610002995,-0.796126365662,-2.47539997101,1.9766522646,-0.106139242649,-0.264599978924,1.1404364109,-0.115204334259,2.14140582085,-0.901062309742,-1.24565005302,-0.345689594746,-0.241026967764,0.579876124859,-0.0373683571815,0.362019121647,-0.111060224473,-0.22605445981,-0.372344851494,-0.645782411098,-0.16135455668,0.341886520386,-1.71035003662,0.920526623726,-0.527111887932,-0.318149983883
1950,0.567749977112,0.888045907021,-0.401699990034,-0.0358753204346,0.488000005484,-1.20865499973,4.3654999733,0.372789204121,0.611987709999,1.43665003777,2.18340826035,0.371861189604,-1.09053134918,1.43181502819,2.44379997253,-0.542030870914,0.380121916533,0.440699547529,-0.144627168775,-0.528296589851,-0.92768406868,2.26222467422,-0.581800282001,-0.489599823952,-0.236026406288,-0.447290897369,-1.25495004654,2.0481672287,0.233142614365,0.401099979877
351,1.17330002785,0.623859226704,-1.09179997444,-0.107568085194,0.437099993229,-0.358873069286,0.852599978447,1.4539000988,-0.57987767458,-0.118749991059,1.2345315218,-0.329971253872,-1.36369371414,-1.21693718433,-0.292349994183,0.175917863846,0.64548265934,1.15195095539,0.17764928937,-1.26984870434,-0.687916994095,1.34862947464,0.0515757501125,0.357217729092,0.733981728554,-0.054643984884,-1.81599998474,0.34062063694,0.329749286175,-0.322700023651
4846,0.436699986458,0.303445279598,-1.16859996319,-0.160560712218,-0.0844999998808,0.624621868134,1.37409996986,-0.319912612438,0.382906556129,0.531750023365,0.763198554516,2.42887020111,1.78258681297,0.378223598003,-0.911149978638,-0.51132196188,0.980819821358,0.725517630577,-0.0639869123697,-0.307033866644,-0.0966131091118,0.517632901669,-0.362086236477,-0.0602196641266,-0.668932616711,0.127375751734,0.857700049877,-0.909900665283,0.240087658167,1.28610002995
1452,-1.66075003147,-1.8546500206,-0.797599971294,-0.00376617908478,-1.83889997005,-1.33945012093,0.22460000217,-0.343419224024,-1.45935702324,-1.9673500061,-0.171405166388,-1.65794229507,-1.7782998085,0.0765170007944,-0.361249983311,0.684698104858,0.81945836544,0.0834885835648,-0.574272751808,-0.664722323418,0.441802054644,-0.520719587803,0.155939415097,-1.16479980946,-0.264680594206,-0.224971055984,0.395900011063,0.625222682953,0.528374969959,-1.2079000473
