rid,CPC004_A375_6H:BRD-A42759514-001-09-8:10,CPC004_HA1E_6H:BRD-A42759514-001-09-8:10,CPC004_HA1E_24H:BRD-A42759514-001-09-8:10,CPC004_HCC515_6H:BRD-A42759514-001-09-8:10,CPC004_HCC515_24H:BRD-A42759514-001-09-8:10,CPC004_HEPG2_6H:BRD-A42759514-001-09-8:10,CPC004_HT29_6H:BRD-A42759514-001-09-8:10,CPC004_MCF7_6H:BRD-A42759514-001-09-8:10,CPC004_PC3_6H:BRD-A42759514-001-09-8:10,CPC004_PC3_24H:BRD-A42759514-001-09-8:10,CPC004_VCAP_6H:BRD-A42759514-001-09-8:10,CPC004_VCAP_24H:BRD-A42759514-001-09-8:10,CPC011_A375_6H:BRD-A42759514-001-15-5:10,CPC011_A549_6H:BRD-A42759514-001-15-5:10,CPC011_A549_24H:BRD-A42759514-001-15-5:10,CPC011_HA1E_6H:BRD-A42759514-001-15-5:10,CPC011_HT29_6H:BRD-A42759514-001-15-5:10,CPC011_MCF7_6H:BRD-A42759514-001-15-5:10,CPC011_MCF7_24H:BRD-A42759514-001-15-5:10,CPC011_PC3_6H:BRD-A42759514-001-15-5:10,CPC011_PC3_24H:BRD-A42759514-001-15-5:10,CPC011_VCAP_6H:BRD-A42759514-001-15-5:10,CPC011_VCAP_24H:BRD-A42759514-001-15-5:10,CPC015_A375_6H:BRD-A42759514-001-09-8:10,CPC015_A549_6H:BRD-A42759514-001-09-8:10,CPC015_A549_24H:BRD-A42759514-001-09-8:10,CPC015_ASC_24H:BRD-A42759514-001-09-8:10,CPC015_HEPG2_6H:BRD-A42759514-001-09-8:10,CPC015_HT29_6H:BRD-A42759514-001-09-8:10,CPC015_MCF7_6H:BRD-A42759514-001-09-8:10,CPC015_MCF7_24H:BRD-A42759514-001-09-8:10,CPC015_NPC_24H:BRD-A42759514-001-09-8:10,CPC015_PHH_24H:BRD-A42759514-001-09-8:10,CPC015_SKB_24H:BRD-A42759514-001-09-8:10,CPD001_MCF7_6H:BRD-A42759514-001-13-0:10,CPD001_MCF7_24H:BRD-A42759514-001-13-0:10,CPD001_PC3_24H:BRD-A42759514-001-13-0:10
5720,-3.19900035858,-0.0462331771851,0.604029595852,-0.3070333004,0.873824119568,0.446055591106,-3.33935570717,0.0748367235065,-6.97128152847,-0.251627981663,0.661831378937,-0.881020784378,0.17499999702,-0.068821631372,-0.117891952395,-0.71614998579,-0.0374644696712,-4.89839982986,0.237199991941,-0.925822794437,0.41174775362,1.47318267822,0.786804378033,0.0812072008848,0.216199994087,-0.806201636791,-0.323975235224,0.0644000023603,0.418849259615,0.549959659576,0.41991558671,-0.0199067443609,-0.288950026035,-0.187750041485,-0.677351534367,-0.291959315538,0.0569664537907
466,0.341833353043,0.330794423819,-0.905583143234,0.87650001049,0.0112179219723,-0.364794075489,-0.36842995882,-0.379113256931,-0.531581401825,-0.0375185459852,0.244286775589,0.332326352596,-0.266499996185,-0.19130218029,-0.517553448677,-0.297250032425,1.15199506283,0.512750029564,0.20560002327,-1.46031117439,-2.76215791702,-0.238275334239,1.33537507057,-0.693099617958,-0.369599997997,0.531986296177,0.0240199863911,0.447849988937,0.113253772259,0.0156301185489,0.560390472412,-0.324458152056,0.14849999547,-0.779850006104,-0.172454684973,-1.03165006638,0.193393349648
6009,-0.683933377266,-0.534489154816,-0.511179387569,-0.420566648245,1.04783773422,-0.0151613354683,0.400767922401,-0.207966476679,0.0836178660393,-0.395275682211,0.118416517973,-0.221442341805,-0.0472499988973,0.835019409657,0.298964142799,0.650249958038,1.02600288391,-0.0189999938011,-1.61340010166,4.3593006134,1.07989895344,0.610954463482,0.758645892143,-0.428673446178,-0.416550010443,-0.728912770748,0.0538556501269,-0.29414999485,0.645164012909,-0.432500660419,-0.140590816736,-1.06429600716,0.417800009251,-0.473749995232,-1.2596206665,0.78418058157,0.476756572723
2309,-0.145866662264,1.11810159683,0.761616528034,0.527866661549,-0.289439797401,0.30857911706,-0.0256496816874,-0.909775316715,3.66150212288,0.0192228555679,-0.194195345044,0.397880345583,-0.551500022411,-0.767533898354,-0.344235986471,-0.388349980116,0.0276919975877,0.508299946785,-0.61384999752,0.891945719719,1.83908939362,0.614002525806,-0.011359192431,-0.810026288033,0.0208999961615,-0.326615691185,-0.614426553249,-0.60949999094,-0.470389097929,0.524522185326,-0.314428329468,-0.508057594299,-0.810100018978,0.465049982071,0.719429552555,0.221083909273,-1.3082857132
387,-0.121166646481,-1.0754108429,-0.87327837944,-0.165300011635,-0.847394347191,-0.261991620064,-0.280652880669,-0.574879050255,-1.26653683186,0.0782238915563,-0.209103539586,0.0708680450916,-0.0153000019491,1.18250977993,1.05623340607,1.51610004902,-0.18362724781,0.452499985695,-0.727250099182,1.66139996052,0.123044654727,-0.450617671013,0.279446482658,0.79143923521,0.103900007904,-0.303714394569,0.0159398391843,-0.427300006151,1.79473304749,0.000270130345598,-0.490296423435,-0.119251072407,0.0961000025272,0.396500021219,-0.211604729295,-0.292905688286,-1.10345816612
3553,1.53766679764,1.06771183014,0.332812726498,0.164499983191,0.211460500956,-0.287210762501,-0.189313203096,0.0982076823711,2.37128162384,0.342976301908,0.0769038200378,-0.0414597541094,-0.545799970627,-0.275149554014,0.0818586200476,-0.371399998665,-0.506756305695,0.680649995804,1.64830005169,0.0240409113467,0.661573469639,-1.07553911209,-1.6887075901,0.269030272961,-0.0286000072956,0.475151658058,0.334253311157,-0.602300047874,-0.302099883556,-1.45443797112,-1.06270074844,1.38196396828,0.537949979305,-0.910400032997,0.0448105707765,0.470725178719,0.0382576063275
427,0.131599962711,0.42474424839,-1.02346074581,0.496800035238,0.151172116399,-0.592296183109,-0.0731485337019,-0.0687382668257,0.438462346792,-0.120879933238,0.00153590925038,0.0325539410114,-0.707149982452,0.200391292572,-1.31394994259,0.209049999714,-0.340299010277,0.562449991703,-1.24785006046,3.95631790161,-0.202484637499,0.521100997925,0.830873608589,0.159809857607,-0.592800021172,0.15794108808,-0.354745566845,-0.183050006628,0.600527048111,-0.441227197647,-0.240083277225,-0.13448870182,2.71929979324,0.157899975777,1.04859554768,-1.06338763237,0.960648596287
5898,0.214833334088,-0.666966617107,-0.874393939972,0.335666686296,0.721229732037,0.393004626036,-0.197034090757,0.187611609697,2.53312778473,0.307904362679,0.641550779343,1.02017903328,-0.580900013447,0.0908458828926,0.591526150703,0.0408999919891,-0.203643321991,0.517449975014,-0.757249951363,-0.0899715647101,-2.45620012283,-1.58288097382,0.429668575525,-2.22092008591,0.926649987698,0.829297184944,0.178379550576,0.808349967003,-1.19573521614,-0.520662844181,0.414174407721,-0.0818955302238,-0.651149988174,-0.526749968529,-0.429190129042,-0.140409260988,0.416063070297
23365,0.367333352566,1.15096914768,-0.0407005213201,0.227666676044,-0.255141526461,0.446766227484,-0.277611017227,0.748904824257,2.74738121033,0.261196583509,0.188732773066,-0.0149338357151,-0.615999996662,-1.49930262566,1.45306432247,0.195199996233,-0.418762117624,-0.191750004888,0.0747000575066,-2.15004062653,-0.324897825718,-0.528570175171,-0.0104098320007,0.412908911705,-0.71179997921,1.03868889809,0.176138699055,-0.414450019598,-0.716100811958,-0.993608176708,-0.170029848814,-0.491501241922,0.191950023174,0.648149967194,-0.502119421959,0.741526007652,-0.229665160179
6657,-0.200499996543,0.729094028473,-0.23778283596,3.39406657219,0.556426286697,0.112509101629,-0.159363791347,0.0618328005075,1.23314428329,-1.00600576401,0.20136937499,-0.966939032078,-0.254150003195,-1.8612112999,0.121651083231,-0.375999987125,-0.652106523514,0.994699954987,0.00370001792908,-0.0753620117903,1.08738994598,-1.19096136093,-1.67320597172,-0.132822111249,-0.398650020361,1.23183226585,0.186786144972,-0.922749996185,0.269382178783,-1.06141877174,-0.701643943787,-1.00836634636,-0.204699993134,-0.969500005245,0.155248656869,0.20804938674,0.789932727814
5054,0.445166707039,0.507918834686,0.129401519895,-0.120799988508,-2.31060147285,-0.271483302116,0.550695717335,-0.200103580952,0.969899713993,0.551191985607,-0.297240495682,0.143127590418,-0.509750008583,0.894697546959,-3.44893980026,0.213550001383,-0.106326691806,4.7922501564,0.295049965382,-0.133836120367,-1.53283548355,-0.0386153459549,-0.214234814048,-0.262605190277,0.0880500078201,-0.139153346419,-0.423451185226,0.0737000107765,0.53696513176,-0.63575398922,-0.80567330122,0.347114622593,0.00884997844696,0.823750019073,-0.158225938678,-0.414095580578,-0.688309311867
3108,0.666133403778,0.261669754982,0.781692385674,0.63480001688,-0.569823026657,-0.547309219837,0.0229852795601,1.13543581963,1.03979837894,0.491382956505,0.249512314796,0.383220493793,-0.63664996624,1.35098898411,0.0150904729962,0.222499996424,0.136208176613,0.382200032473,3.06215000153,2.37704348564,2.06152820587,-0.0546527057886,-0.188839823008,-0.291639685631,2.15964984894,0.350765913725,-0.105015657842,0.416000008583,-0.332620352507,-0.442995756865,-0.0613413602114,2.59393024445,-0.15245001018,4.34444999695,-0.554546892643,0.0710818395019,1.61480462551
1950,-0.0293333232403,0.530300676823,0.0840621739626,0.410733342171,0.261377215385,-0.183887556195,-0.70493888855,-0.219613164663,2.75796079636,-0.411368429661,0.351495206356,-0.224836736917,-0.60664999485,0.0979286432266,-0.262271314859,0.471850007772,-0.212330028415,1.32380008698,0.231350004673,2.28204846382,-0.2297539711,-0.217758104205,-0.574066281319,-0.242538869381,0.147049993277,0.316157609224,2.05726027489,-0.0846999883652,-0.341660887003,-0.549145162106,-0.643305242062,-0.196762412786,-0.567049980164,-1.64194989204,-0.178239241242,0.170464426279,0.593748807907
