rid,CPC010_A375_6H:BRD-A02990301-003-04-1:10,CPC010_A549_6H:BRD-A02990301-003-04-1:10,CPC010_A549_24H:BRD-A02990301-003-04-1:10,CPC010_HA1E_6H:BRD-A02990301-003-04-1:10,CPC010_HCC515_6H:BRD-A02990301-003-04-1:10,CPC010_HEPG2_6H:BRD-A02990301-003-04-1:10,CPC010_HT29_6H:BRD-A02990301-003-04-1:10,CPC010_MCF7_6H:BRD-A02990301-003-04-1:10,CPC010_MCF7_24H:BRD-A02990301-003-04-1:10,CPC010_PC3_6H:BRD-A02990301-003-04-1:10,CPC010_PC3_24H:BRD-A02990301-003-04-1:10,CPC010_VCAP_6H:BRD-A02990301-003-04-1:10,CPC010_VCAP_24H:BRD-A02990301-003-04-1:10,CPD002_MCF7_24H:BRD-A02990301-001-01-1:10,CPD002_MCF7_6H:BRD-A02990301-001-01-1:10,CPD002_PC3_6H:BRD-A02990301-001-01-1:10,CPD002_PC3_24H:BRD-A02990301-001-01-1:10
5720,-0.576032996178,0.336699992418,0.573500037193,1.15434801579,1.28493344784,-0.971331119537,-0.244692653418,0.897740483284,-1.00811386108,-0.815313279629,-0.255624145269,0.0295789111406,-0.233425140381,0.186048820615,1.28713774681,0.38155952096,0.634914278984
466,-0.213484317064,-1.06774997711,-1.04094994068,1.30964076519,0.612966656685,-0.113149449229,0.486338853836,-0.524530053139,-0.228213742375,-0.466094493866,0.149175018072,0.423706382513,0.852683782578,-0.308636546135,0.882987380028,-0.0224888026714,0.228435069323
6009,0.566523373127,0.283899992704,1.1765999794,2.28873491287,0.397200018167,0.507667124271,0.322536051273,0.428141713142,-0.321033388376,-0.235702842474,-0.587544322014,0.09917447716,1.82480800152,-0.0608643293381,-0.979973495007,-1.40338420868,-0.0580313503742
2309,3.07061338425,-0.0741000026464,0.254800021648,0.492387354374,-1.69490003586,-1.2476130724,-0.8311804533,-0.535941123962,-0.30694770813,-0.483153432608,0.808977007866,-0.263955980539,1.22110855579,-0.303512573242,1.01448011398,0.516218066216,0.787211835384
387,0.895120024681,0.83805000782,0.475500017405,0.366067349911,0.988633394241,-0.0343813300133,-0.608212709427,0.900857448578,0.238911628723,-0.141014680266,0.188768744469,-1.22957289219,1.81991612911,-0.0509784966707,-0.461991608143,-0.672362446785,-1.05866312981
3553,0.259031951427,-0.170049995184,0.322499990463,-0.890913903713,0.185399979353,0.174396157265,-0.260442376137,-0.412827283144,-0.853638887405,-0.145080164075,-0.973383307457,-0.0661980211735,2.30869054794,-0.852823853493,-0.52220594883,-0.0456552505493,0.569706320763
427,-0.448180377483,-0.295600026846,-0.454050004482,-0.201389297843,0.691333353519,-0.136281684041,0.502506017685,-0.098273023963,-0.780372023582,1.75143444538,0.332359850407,-0.601633965969,1.98910140991,-0.178809776902,0.338611483574,-1.62619996071,0.459777534008
5898,-0.775330483913,-0.782549977303,-0.396950006485,-2.68485498428,0.103800013661,-1.27079880238,0.0583356693387,-1.12969636917,0.144362747669,0.785984635353,-0.327502161264,-1.0616941452,2.28486847878,0.506214261055,-0.623561739922,-2.19183731079,-1.67895615101
23365,0.727074146271,0.497950017452,-0.432099997997,-1.96046590805,0.541333317757,0.218292355537,-0.436443954706,0.40764978528,0.579635798931,0.00704002007842,0.839984178543,-0.36732429266,2.24405884743,0.359708368778,-0.286889731884,-0.867318868637,-0.934016644955
6657,0.44059997797,0.084500014782,-0.0163999944925,-0.88450050354,-0.0732333362103,1.03935480118,-0.287678658962,3.57847189903,0.433707237244,1.52548754215,-0.537713110447,0.0789792463183,2.40396165848,-0.613286495209,-0.755371510983,0.281524509192,0.35398119688
5054,0.562478065491,-0.40364998579,-2.58064985275,-0.21037773788,0.509533345699,0.182612419128,0.0181844979525,-0.446368098259,0.0464130789042,-1.16627943516,0.598718285561,0.588411211967,1.14227056503,0.798737764359,-0.330876320601,-0.101730145514,0.134169667959
3108,0.877510547638,-0.15055000782,-0.41755002737,0.633824169636,0.351766675711,-0.669806361198,-0.477755367756,-0.0573199763894,0.379718333483,0.931093215942,-0.117858633399,0.539333641529,5.58260393143,0.635464191437,-0.254897743464,-0.269778966904,0.932551681995
1950,0.812191605568,0.502349972725,-0.00100004673004,0.25158905983,0.285833358765,0.401947587729,0.958046495914,-0.469872742891,0.47548314929,1.36524927616,0.255003601313,0.996932923794,1.70813679695,-0.371971964836,-0.666313707829,0.140162780881,-1.12328457832
351,0.949261009693,-0.658749997616,0.20064997673,-1.13101816177,0.497766673565,0.695389866829,0.763336539268,-0.347201764584,0.347870141268,0.726245343685,0.31506434083,0.453038930893,1.39216244221,-0.788583695889,-1.5569716692,1.11373496056,-0.820802986622
4846,1.15877115726,0.0180500000715,-0.608950018883,0.347113966942,-0.238900005817,-0.979230284691,0.327063828707,0.547732174397,0.248225599527,-0.469002366066,0.130502134562,-0.13338470459,-1.0762090683,0.384400367737,0.381315231323,-0.0293078422546,-0.779084920883
1452,0.0743025541306,-0.437200009823,0.0307500064373,0.382086992264,-0.926233410835,-0.107757136226,-0.724708497524,-0.881350338459,-0.197211146355,0.216498881578,-0.364955097437,-0.0469102077186,1.61468267441,-0.339566767216,-0.157209038734,-1.00508081913,-1.04885852337
4776,0.629330992699,-0.257649987936,-0.385349988937,-0.253392070532,0.744600057602,1.12125837803,-0.272478193045,-0.980083882809,-0.237648889422,1.556666255,-0.588001728058,-0.0547922104597,1.4770321846,-0.456111818552,-1.23193335533,1.5723259449,0.309709906578
6908,0.81174492836,0.12760001421,0.180450007319,0.745513379574,1.11863338947,0.802979767323,-0.702618837357,0.325755178928,-0.896335184574,-0.179079294205,-0.0469240546227,0.184703156352,1.82782423496,0.0858866944909,0.378852427006,-1.41701745987,0.253985315561
672,0.370643794537,-2.02709984779,0.0532499849796,-0.138971269131,-0.0173333324492,-1.22166419029,0.13935521245,-0.316119849682,-0.404756575823,1.12048852444,0.510549366474,1.3726580143,3.20248651505,0.54459387064,1.94250535965,-0.283162474632,1.22465717793
5710,-0.636237919331,-0.483550012112,0.141449987888,0.152334183455,0.254566669464,-0.929531574249,-0.951386928558,-0.31017524004,-0.723106265068,-2.70213222504,0.779739379883,0.294595062733,1.09801840782,0.000514420680702,-0.354594260454,-0.786017298698,-0.551558971405
2115,0.804488062859,-1.17629992962,-0.213800013065,-0.94365131855,-0.208766654134,1.04133963585,0.398646891117,-1.31684231758,0.127147629857,0.429177582264,-0.0870873332024,0.450517416,3.27656650543,2.83439874649,-0.284170866013,-1.33286190033,0.100528024137
7015,-0.321153819561,-0.0920500010252,-0.514500021935,-0.297841578722,0.258700013161,1.7284090519,0.211274683475,-0.869311451912,-0.243814647198,0.733615517616,-0.931808948517,0.336539506912,1.00433564186,-0.313071250916,-0.745924532413,1.26096129417,-0.344248831272
8726,-0.243976488709,0.287450015545,-0.983500063419,-0.508497953415,0.176633328199,0.0940830186009,-0.380021989346,-0.660758316517,0.370091497898,-0.437571465969,0.311997115612,-0.403938740492,2.64181447029,0.380268871784,0.808775305748,-0.301233202219,-0.454796105623
2185,-0.288008898497,-0.0154000222683,-0.0645999908447,-0.386377990246,0.290299981833,0.910860180855,-0.153671950102,-0.577860593796,-0.00453265756369,1.33522379398,-0.812928020954,0.00310719013214,1.66527342796,-0.456646770239,-0.904845476151,0.605393946171,1.39913475513
3315,0.176197707653,-2.28014993668,0.677799999714,0.810748815536,-0.387633323669,-0.546403467655,-1.18512606621,-0.998902738094,0.463512867689,-0.677857875824,-0.0986752063036,0.178997218609,-0.838295280933,-0.229894354939,-0.61081880331,0.148053750396,-0.0315200388432
5289,-0.238479882479,0.826550006866,0.409950017929,0.0727991461754,-0.5435333848,-0.0259647965431,-0.29965275526,-0.269553899765,0.0803644657135,0.400840818882,-0.246947526932,0.0195813290775,1.29110610485,0.0696166604757,-1.09394955635,-1.01414632797,-0.352677762508
868,2.28388738632,-0.388400018215,1.03415000439,-0.606042146683,-0.0455333292484,-0.318313777447,0.126416057348,-0.168248027563,0.137448579073,0.412664473057,-0.516163289547,0.469181478024,1.39294445515,0.183007359505,-0.300821393728,-0.683553099632,0.15727289021
1677,0.317173480988,-0.806100010872,-0.272049993277,-0.627291619778,-0.204033330083,0.87865793705,0.694414138794,-0.485156387091,0.310495197773,0.611701369286,0.173466771841,4.13637971878,2.5215113163,-0.114818513393,1.91343843937,3.78801846504,0.136583283544
7043,0.790966391563,0.228000000119,0.0681999996305,-1.12253069878,-0.303600013256,0.834127306938,0.167927920818,-1.09299170971,-0.0436357930303,0.726258099079,-0.31172144413,-0.427241265774,1.77215695381,-0.291327625513,-0.936467647552,-0.41159299016,0.152191981673
5613,0.461886703968,-0.873899996281,0.0666500031948,-1.10465347767,0.435666680336,0.862670779228,-0.0951082929969,-0.551682472229,0.165246859193,1.40243518353,-0.32426443696,0.1508923769,0.939904868603,-0.437321603298,1.411495924,0.141262471676,1.12205517292
595,0.254206895828,-0.744000017643,0.0279000103474,-0.326281547546,-0.441000014544,0.0866768807173,-1.21837759018,0.459863185883,0.0568428747356,-0.775124311447,0.174203753471,-0.528962850571,2.24847793579,0.285890042782,0.52303558588,0.367496460676,-1.02866744995
4793,0.445507764816,0.299499988556,-0.0058000087738,1.06731367111,-0.4769333601,0.173574090004,-0.64283645153,-0.241433084011,0.386755734682,0.106691360474,0.443988978863,0.662622928619,4.16668987274,1.93544149399,-0.114943936467,2.20255255699,0.487763404846
