rid,DOS006_VCAP_6H:BRD-K91424547-001-02-3:5.01,DOS006_VCAP_24H:BRD-K91424547-001-02-3:5.01,DOS036_A549_24H:BRD-K91424547-001-02-3:5.01,ERG015_PC3_24H:BRD-K91424547-001-02-3:10.0261,ERG015_PC3_6H:BRD-K91424547-001-02-3:10.0261,ERG015_VCAP_24H:BRD-K91424547-001-02-3:10.0261,ERG015_VCAP_6H:BRD-K91424547-001-02-3:10.0261
868,-0.296444356441,2.31696295738,-2.25900006294,1.09544277191,-0.584602057934,0.569346606731,-0.186228275299
1677,-0.177199572325,-0.127059832215,-0.486649990082,-0.340063601732,0.948554217815,0.998224079609,0.562185525894
7043,0.47105795145,0.599631905556,-1.06910002232,1.84069156647,0.880087614059,1.98335027695,0.522787570953
5613,0.312847048044,-0.26426410675,-0.652599990368,-1.15135490894,0.536468267441,1.67844498158,1.3037160635
595,-0.68134790659,0.685456395149,-0.777049958706,-0.00563221238554,0.476348996162,0.0580229535699,-1.49221396446
4793,-0.419727414846,-0.724696993828,0.620450019836,1.75709199905,-0.420141965151,-1.00064074993,-0.632442891598
2736,1.01499795914,-0.311273992062,-0.700749993324,0.906584501266,0.127053469419,1.45723116398,-0.658098518848
5290,0.080317184329,-1.50367724895,1.61424994469,0.359145283699,-0.318668812513,0.376782357693,0.591868460178
6194,-0.00032610364724,0.0,-0.000999999931082,0.136322230101,0.443376988173,-0.0102851390839,0.931388616562
1676,0.96634221077,-0.00775675475597,-0.996800005436,0.2802067101,0.746940970421,2.21089720726,0.971954286098
23512,-0.455094575882,0.0243823379278,-0.139050006866,-0.133189320564,-0.931016802788,-0.197039619088,-0.389338493347
148022,-0.785152077675,-0.832502841949,-0.324949979782,0.366741120815,0.425289481878,-0.501626431942,-0.720635890961
1906,-0.00558543298393,-0.164817363024,0.415700018406,-0.809867739677,-0.278119921684,0.476049393415,0.414821922779
8878,-0.642489850521,-1.09698975086,0.673600018024,-4.89545631409,-0.271703004837,-1.25958859921,-0.730062603951
3091,2.07175350189,-0.349059581757,0.0010000000475,-3.8842215538,0.659613788128,1.82637405396,0.070803552866
5743,-0.0273892749101,-0.499679863453,-0.245450004935,-0.362909048796,-0.586373865604,1.06029188633,0.364584892988
5321,0.28603425622,-0.528691470623,-0.488050013781,-0.861273825169,-0.0641169250011,0.880864500999,-0.234891355038
4144,-1.33899581432,0.0663276612759,0.709900021553,-2.39196634293,-0.299962580204,0.911061525345,0.0178709477186
1981,-0.200777649879,-1.21736478806,1.41620004177,-0.713307678699,0.153792664409,-0.148120194674,-0.444097787142
695,0.079113945365,-0.224964976311,-0.238899990916,0.791227579117,0.558096051216,1.04756593704,-0.346774399281
10398,0.0364327207208,0.057505197823,-1.18264997005,-1.02329039574,0.557098388672,1.76675844193,0.834070146084
5708,-0.481082826853,-0.29593911767,-0.643550038338,0.557558059692,-0.412679940462,0.396300464869,-0.677279531956
1213,-0.668330132961,-0.47039437294,0.909800052643,1.09225332737,0.0802765339613,-0.446993410587,-0.751835525036
226,0.010252263397,-1.68751096725,0.802799999714,-0.321106612682,0.479302167892,-0.702230572701,-1.97671031952
6777,-0.321962803602,-0.0527415275574,0.239100009203,-0.259500563145,0.53015857935,-0.124947346747,0.205006361008
2113,0.908169746399,0.00939729809761,-1.49889993668,-0.145568072796,-0.126715943217,0.729472875595,0.658159792423
3329,0.0616122409701,-0.621796011925,0.436100006104,-3.12994933128,0.122261241078,0.351556777954,0.0472059547901
1050,-1.46154975891,0.394844263792,-0.192399993539,-0.677615225315,-0.550265312195,-1.50168931484,-0.187481343746
9491,-0.320992797613,-0.733827471733,0.414350003004,0.0208597518504,0.512773633003,0.642540931702,0.260970890522
22926,0.186014324427,1.05957663059,0.0711999535561,0.103287950158,0.408688247204,0.536515593529,-0.242938011885
5899,-0.500598967075,-0.634765446186,0.517450034618,-0.738582730293,-0.331215918064,0.137106969953,-0.143099159002
5467,4.03405666351,1.18289256096,-1.06704998016,1.72890877724,0.143037140369,1.48504054546,0.399002820253
6774,-0.0532403960824,0.153058171272,-0.0166999995708,-0.116029366851,0.337161034346,-0.450549006462,0.644963860512
1788,1.31822955608,0.028854675591,0.0186000168324,0.116881892085,0.17202603817,1.83707261086,1.2650513649
5921,0.514656305313,0.379841208458,0.555350065231,1.93430566788,1.99290156364,-0.386348336935,-1.29380011559
5721,-0.186110123992,-0.187475278974,-0.536149978638,-0.634426534176,0.00072156265378,-0.26521846652,0.60219758749
2263,-0.465014725924,-1.45012283325,-1.54014992714,-1.14356994629,0.00536422431469,0.705990076065,0.593824863434
808,-0.716471076012,-0.646159291267,-0.024549998343,-0.454419463873,-0.373847544193,1.89083015919,1.22749400139
30001,-0.309824347496,-0.137425199151,-0.0403999984264,-0.559433698654,0.630807757378,-0.0556435063481,-0.387640267611
348,-0.82958650589,-0.24236728251,-0.979449987411,-0.708921074867,-0.0490558743477,0.922519147396,0.874369204044
30849,-0.121756859124,0.315366238356,0.0186500251293,-0.225858151913,1.04912531376,-0.457403451204,-2.87370300293
1454,0.439209640026,0.938848078251,-0.0296999812126,0.69911634922,0.181764289737,0.0237591415644,-0.881974995136
6500,-0.154026985168,0.189003646374,-1.35710000992,0.324429631233,0.515999853611,0.242760002613,-0.799577116966
5627,-0.710150539875,0.0859902650118,-0.321949988604,1.23640191555,0.419007539749,-0.184212356806,-0.904410481453
5715,-0.481768429279,-0.103109300137,1.18394994736,1.56685650349,-4.07641553879,-1.28077495098,-1.23716449738
4791,0.100648894906,0.172514230013,0.508899986744,-0.0996216833591,-0.226341888309,0.359700679779,2.28349113464
56924,0.0105532556772,-0.619058668613,-0.746499955654,-0.626729547977,-0.823943734169,-0.913534522057,-0.0190321207047
2690,-0.116306081414,1.25495386124,0.888249993324,-0.274579465389,-0.662439465523,-0.375532954931,-0.445964992046
1019,-0.279205173254,0.481288909912,-0.801400005817,-1.39219605923,0.0509506985545,-0.27605599165,0.275779485703
51422,-0.131062477827,0.950873434544,-0.824850082397,-2.09602355957,0.882259964943,-0.997735917568,-0.53408741951
5788,1.21730291843,1.18226253986,-0.47025001049,1.628485322,0.826368629932,0.842975318432,0.546958208084
6709,-1.12588799,0.109585940838,0.0975499898195,0.63583946228,-0.848505139351,0.131908431649,-0.605202257633
1277,-0.415667504072,0.238968640566,0.401250004768,-0.395722419024,-0.297822356224,-0.74957960844,0.587240159512
993,0.100980147719,0.152444079518,0.590049982071,0.555728137493,0.344905495644,0.0539020523429,0.650833845139
7157,-0.724243760109,0.654989242554,-0.755999982357,0.335550963879,-0.39310875535,-0.785453855991,-0.29229721427
1958,-1.06150102615,-0.362733483315,0.0966500043869,-0.227991491556,-0.496739804745,-0.48451423645,-0.997437775135
4582,0.365956306458,0.820708632469,-1.63440001011,2.10875296593,3.75138640404,-0.659795284271,-0.845704555511
9212,0.735644638538,-0.340350806713,-1.55875003338,0.274794667959,0.0825832113624,0.992487549782,-0.0676718056202
8440,-0.0115579338744,-1.08029150963,0.258450001478,-0.442109495401,-0.356983184814,-0.305049777031,0.403118848801
6790,-1.04881811142,-1.10209798813,-1.09340000153,0.347219377756,0.310884773731,-0.37292689085,-0.670032799244
8851,-0.459028273821,-0.68952190876,-1.05204999447,0.674715399742,0.713814079762,0.0175221376121,-0.106002032757
2534,-0.40764310956,2.95712852478,0.302249997854,-0.325444102287,-0.149111971259,0.616563916206,-0.947145879269
4893,-0.0282626487315,-0.471617519855,-0.258550018072,-0.690419197083,0.459483593702,0.343442797661,-0.0903676450253
665,-0.579839646816,1.18346381187,1.01979994774,0.978098988533,-0.485529065132,0.0198701508343,0.0993002653122
4313,0.0553483106196,-1.21693909168,-2.54710006714,-0.302366673946,0.530074715614,1.43795359135,1.33907318115
1022,0.1571867764,0.641219079494,-0.434450000525,2.1530380249,0.213446363807,-0.287200301886,-2.90712690353
5880,-0.712667226791,-0.086935967207,-0.356350004673,0.543582856655,-0.357427448034,-0.0965332388878,0.783891201019
3162,-0.36797118187,-0.578659296036,-0.135150015354,-0.862211883068,0.809830725193,-0.303403109312,-0.463615894318
1282,-0.306953161955,-0.404234141111,-0.652500033379,1.83660614491,-0.301234662533,1.74558627605,0.297777354717
3383,-0.860206007957,0.520716905594,-1.34509992599,1.73119997978,-0.613544046879,0.604004323483,0.0972929745913
727,0.0380069576204,2.19249010086,0.328900009394,0.0901682823896,-0.00702214241028,-0.893007040024,-0.481468349695
4792,0.119798913598,-0.591296672821,-0.00879999995232,0.0886760652065,-0.174639880657,-0.569575071335,-0.667082428932
4794,0.396311104298,-0.315672636032,0.119599997997,0.199506521225,0.166556105018,0.744208693504,0.270786941051
902,-1.3328499794,0.0552974231541,-0.100749999285,-4.18590641022,0.173361599445,1.48400855064,1.54516947269
8091,-0.285862863064,-1.52203929424,-0.420149981976,-0.751518011093,1.45334041119,-0.134923353791,-0.724576115608
3486,0.305968761444,0.0459102466702,0.183200001717,0.731696248055,0.257981300354,-1.09617590904,-1.60100877285
10818,0.772562682629,0.803934812546,-1.20219993591,-0.344863116741,0.124761909246,1.11210370064,0.352017641068
3454,-0.232858091593,-0.192010492086,-1.07005000114,1.04509651661,0.211713001132,3.71448516846,1.1116566658
4282,-0.360275864601,0.0,0.000650000059977,0.0131624639034,0.303352832794,-0.227257579565,-0.31341701746
1605,-0.14462685585,-0.192426547408,0.0782499909401,0.790757834911,0.223659157753,-0.530441403389,-1.13938832283
10644,-0.0615704953671,0.752424240112,0.20814999938,-3.76227855682,0.101317703724,0.648310780525,1.5946969986
2065,-0.317711979151,-0.166887074709,-0.143649995327,0.724973380566,0.0109302997589,-0.782035648823,-0.556788146496
8321,0.350461572409,-0.0290185660124,-1.05865001678,-0.357197970152,0.450376689434,0.610981941223,1.32507359982
8503,0.253981858492,0.215833336115,-0.137700021267,1.72867488861,-0.0118697807193,-0.547288477421,-1.18277525902
7027,-0.25729483366,-1.07043552399,0.128700003028,-0.989556670189,0.524471461773,0.626600503922,0.193774789572
6850,-0.287493556738,0.226213440299,-0.164900004864,-0.419953793287,0.0208197534084,1.5528677702,1.6580312252
1978,0.495801717043,-0.375588208437,0.27500000596,-0.584473192692,0.181187048554,-0.982939243317,-1.10971903801
896,0.191808328032,1.28384912014,-0.392199993134,-0.089531198144,0.183542191982,-0.41278848052,0.0729125738144
5777,-0.924747943878,0.586914300919,0.421949982643,1.08115386963,-0.812357723713,-1.13329172134,0.0475386083126
1846,-0.545734643936,-0.547309100628,0.3899500072,-0.119957625866,-0.00598544068635,-0.410543352365,-0.0639054179192
5925,0.295855522156,0.0188665911555,-0.367699980736,-0.466016441584,0.974872231483,2.11101913452,-0.0616927444935
142,0.0116162374616,0.0320569872856,-0.224550008774,-0.0494088828564,-0.801117122173,0.104381322861,-0.303314805031
1021,-0.354634553194,0.545882999897,-0.919899940491,-0.0602674782276,-0.648409485817,0.266585767269,1.94771242142
5699,0.589521050453,0.431721180677,-0.368000000715,-1.41371774673,0.474459558725,-0.306244701147,0.249568402767
8061,0.708321809769,-0.9756513834,-0.0475000143051,2.21374559402,0.264767616987,0.440502643585,-0.0314205884933
1870,-0.0664558261633,0.281831651926,-0.882400035858,-0.896490693092,-0.175075352192,-0.841195166111,1.4487862587
1398,0.202671438456,-0.717090785503,-0.421700030565,0.283776730299,0.590394735336,-0.54450160265,-0.214562281966
3312,0.187020346522,0.204015120864,-0.261799991131,-1.85974621773,-2.82968091965,-0.283560872078,0.388498216867
891,0.467714637518,-0.676910042763,-1.00510001183,-4.85246229172,0.965135276318,1.09624433517,2.10037088394
4775,0.108602173626,-0.546820640564,-0.150750011206,0.98525339365,0.539864182472,0.343325942755,0.0457253754139
5111,0.369598597288,0.0203717574477,-0.000700000033248,1.73910748959,0.524197220802,0.00941137969494,0.0264211092144
5696,-0.0789386108518,-2.93890333176,1.53559994698,2.10173869133,0.11036939919,-0.95619738102,-2.75276708603
5588,0.0523835979402,1.88363480568,0.0529999732971,0.277969628572,0.791009187698,3.78810071945,1.36269855499
6839,-0.139982715249,1.68955588341,0.141099989414,1.67262268066,0.559331178665,-0.669885218143,-0.287552595139
329,0.106710381806,1.04288470745,1.57000005245,-0.125851511955,-0.209025159478,-1.89158046246,-0.850125432014
5058,-0.177628219128,-0.175391793251,0.368900001049,5.05051660538,-0.400322198868,-1.1175673008,-0.859577834606
998,0.0766655877233,-1.44978940487,0.658950030804,-2.17564082146,0.132670491934,-0.268338352442,-0.203904345632
9134,0.184514060616,-2.8603579998,-0.0608500018716,-1.89870882034,0.29564666748,1.20326566696,0.464664340019
6616,-0.072255089879,0.314556181431,-0.482450008392,-0.896397650242,-0.307731032372,-0.320893913507,0.293379127979
5223,0.608076035976,-0.79634052515,0.598800003529,0.50430893898,0.53903657198,-0.0480360016227,-0.226877272129
4690,0.239141523838,0.778564453125,0.935699939728,-0.213096827269,1.15925931931,0.0506370961666,-0.0561727881432
958,0.666564583778,-1.18866086006,-1.75434994698,-0.805772125721,-0.239001482725,0.124493710697,-0.0237457156181
1616,0.329550385475,0.0387993231416,1.5597499609,-1.52700126171,-0.00718680024147,-0.527644991875,0.345787346363
991,0.197492584586,0.910307586193,-0.0927499979734,-1.0746076107,0.231661960483,-5.83506441116,-0.483603000641
6347,0.0297251809388,-0.049576535821,-0.522150039673,-1.26215672493,-0.643541514874,-0.266918718815,0.144247591496
6714,-1.57305669785,-0.314276695251,-0.699000000954,2.37174034119,2.49283695221,0.141826063395,-1.22458386421
652,0.290784806013,-0.621711015701,0.336250007153,-0.278145641088,-0.059598043561,0.666263699532,1.07050728798
4331,1.46846985817,0.949104964733,-0.615249991417,-1.06304991245,0.818378150463,0.501951217651,-0.643538832664
7099,-0.000493852421641,2.33008480072,0.931949973106,-0.169765934348,-0.466107040644,-0.322010934353,0.994586586952
10320,-0.46332192421,0.193673834205,0.941200017929,1.62448763847,0.12994505465,0.596834897995,0.602412164211
2042,-0.552771091461,1.04809391499,0.811749994755,3.38036680222,-0.0838242173195,0.972723007202,1.5089609623
843,0.41352429986,-0.474594265223,-0.843850016594,0.265243291855,0.0377494394779,1.69243633747,0.526594281197
840,0.0112590119243,1.66547429562,0.899950027466,1.45414566994,0.188584059477,-0.332089573145,0.106595650315
7048,-0.30108910799,-0.0611834973097,-1.3790500164,-1.21131587029,0.0252559483051,3.46395492554,-0.489206016064
4851,0.584346354008,0.232310563326,-1.64230000973,0.347402483225,0.171164304018,0.394755274057,0.84347063303
6464,0.393552750349,-0.818585634232,0.640600025654,0.00555211305618,-0.785875439644,0.162383407354,0.150631934404
23410,0.469431996346,0.729758560658,-0.849900007248,1.42680251598,1.14753818512,0.667717039585,-0.506939351559
54205,-4.35290622711,-2.13637018204,0.49849998951,-1.85366511345,-0.366934329271,0.470118582249,0.834787428379
2770,0.490047544241,0.225289270282,-1.25094997883,-0.516222894192,-0.577934145927,-0.578885436058,-0.384002447128
80204,2.40063786507,1.68281900883,3.43934988976,-0.600519001484,3.17844223976,-1.108517766,-1.68577241898
4208,0.00356458965689,-0.69524538517,0.134599998593,1.33287465572,1.92313456535,-0.818842530251,-0.505385935307
1845,0.129168152809,0.204882875085,-0.935950040817,-0.342498064041,1.21910667419,-0.0590374693274,-0.141652584076
23368,0.237712934613,0.597585916519,0.322499990463,-0.733645498753,0.774316906929,1.42928934097,1.59470939636
5583,-0.417616933584,-1.5596716404,-0.931999981403,0.33117967844,0.251637071371,-0.190831556916,-0.132429346442
8900,0.362892270088,-0.478342145681,-0.149450004101,-0.0966028571129,-0.561076462269,0.492628604174,3.60924339294
581,0.155842915177,-0.84181034565,-1.18124997616,-0.782264709473,0.534173965454,1.70404613018,1.54820811749
6193,0.105072125793,-0.319835960865,0.44240000844,-0.539228618145,-1.10867869854,0.0485420823097,-0.0599074475467
6622,0.763680994511,-0.867910981178,0.422800004482,3.1761469841,-0.35868871212,-0.118961326778,0.645229876041
11261,-0.443575561047,-0.418724089861,0.101600006223,0.526998221874,0.587622880936,-0.474900603294,-0.900120437145
6696,-0.0914798304439,-0.555995941162,0.0947000086308,0.546714663506,0.174289554358,0.348373174667,-0.124172911048
8312,-0.667309403419,-0.0743545740843,1.30604994297,-0.989523649216,2.12058520317,-0.393804252148,0.995361924171
835,0.14699652791,0.92326772213,-0.286000013351,-0.299231886864,0.358253329992,-0.49682456255,-1.33727455139
8324,-0.342279016972,-0.911991477013,0.159500002861,-0.0480518043041,-0.359573274851,-1.12306499481,-0.152172654867
1848,0.999009609222,-0.181330680847,-0.86234998703,-1.26608538628,0.0485137254,0.439906895161,0.354725837708
154,-0.451917797327,2.52902460098,-0.419600009918,0.533155918121,2.52316379547,-0.0333526730537,-0.318530440331
4312,0.157048344612,-0.162122055888,-0.0833999961615,0.00586730986834,1.14953422546,0.224845662713,1.06490671635
994,-0.342445135117,-0.479150772095,-0.700600028038,1.39397764206,-0.17252612114,-0.761140823364,0.265779405832
2048,-0.529634296894,-0.422514140606,-0.651600003242,1.75690186024,0.301832705736,-1.11822485924,0.242700502276
1111,1.10320842266,-0.729949533939,-0.540600001812,0.314433187246,0.317744344473,1.14482927322,0.366230845451
5154,0.18413592875,1.36341965199,1.1603499651,-0.0570630431175,0.638482809067,-0.151135638356,-0.202119767666
2920,-0.234361112118,0.30550891161,-0.171350002289,-0.791713118553,-0.00323936343193,-0.525838196278,-0.199648827314
3122,0.0775913149118,-0.649488866329,1.17094993591,-0.79189491272,-0.468503206968,0.815035104752,0.904506087303
2769,0.53286075592,-0.772340655327,-0.345899999142,-0.443863868713,0.295978188515,1.51944231987,0.863437056541
5900,-0.699198424816,0.65262824297,-0.134649991989,0.799039721489,-0.979741454124,-1.09268736839,-1.19106447697
6304,0.037620164454,0.0110424729064,-0.514600038528,0.988883733749,-0.347538083792,-0.532826781273,-0.146357730031
5211,-0.362828493118,0.0688170194626,-0.668849945068,1.74383449554,-0.00967812538147,0.143463656306,-1.15542411804
2886,0.0383628644049,-0.639721691608,0.89904999733,-0.441991269588,-0.290932148695,0.605844676495,-0.0152509100735
9261,-0.977963447571,-1.22959375381,0.0423000007868,4.41290903091,-0.00129989162087,-0.550632953644,-0.0193583667278
8569,0.533171892166,0.131482571363,-2.40015006065,-0.0729167461395,0.066839247942,1.49594044685,1.70644927025
3303,-0.174246311188,0.878770589828,1.88969993591,-6.96991825104,0.214499235153,-0.351734817028,1.2464723587
5331,0.711636960506,0.725461363792,0.0869999974966,2.20405101776,0.0388441756368,-0.175588876009,-0.0602978467941
5347,0.357392251492,-0.496067374945,0.435299992561,2.63780498505,0.00291810929775,0.235576927662,-0.956170201302
4638,-0.209832444787,0.872632145882,-0.848999977112,0.844497442245,-0.535974264145,7.47134780884,-0.247033298016
2264,0.515150010586,0.490745306015,0.457050025463,1.00318419933,-0.0656911879778,2.20088839531,-0.518874049187
1029,-0.283347755671,0.680383563042,0.0991000086069,-0.536540389061,-4.29144477844,-2.18894076347,1.90001606941
1027,-0.120686411858,-1.01575696468,0.352399975061,-0.152160048485,0.015866626054,-0.372265517712,-0.883444130421
2597,0.0,0.032752212137,-0.000700000033248,-1.40439784527,-2.04161787033,-4.09213113785,-0.508607208729
55847,0.0360829606652,0.620204269886,0.54984998703,-0.37331661582,0.807051479816,1.19254982471,0.816989660263
25803,-0.2536868155,1.52306747437,-0.475699990988,-0.253703415394,0.27112787962,-0.746766090393,-0.589498221874
3480,-0.247612014413,1.11337530613,-0.951099991798,-1.77065110207,-0.0234857499599,0.0290843397379,-1.59636044502
2946,0.621237337589,-1.09593808651,0.0288499891758,1.09922122955,-0.234751075506,2.31727981567,-0.0649289190769
9517,0.0536364465952,-0.287524700165,0.0449500009418,0.104160249233,-0.453394830227,-0.442655742168,-1.50843644142
25987,-1.13671922684,0.197180777788,0.037349998951,2.79921197891,0.200918197632,-0.309134215117,-1.38547182083
23670,-0.740810215473,1.54874718189,1.06295001507,0.10962921381,0.192689955235,-0.681342065334,-1.06411123276
11182,0.421364665031,1.17275512218,0.202000007033,0.441345274448,-1.3866225481,0.760911524296,-0.313462466002
2146,-0.67565870285,0.512447714806,0.291199982166,2.18958592415,0.0207729116082,-0.244595721364,0.664667785168
3385,-0.207369878888,0.189434707165,0.125549986959,0.445644795895,0.794037759304,-0.16395278275,-1.59140324593
5261,0.533956885338,-0.657093942165,-0.915799975395,-2.03223824501,0.412711530924,2.78489923477,1.74815273285
10765,-0.698424935341,-0.820827722549,-0.327800005674,1.28187763691,-0.62272888422,-1.0440813303,1.44996285439
25839,-0.67118948698,-0.625278353691,0.554849982262,2.05733752251,0.226493805647,-0.626750648022,-1.06972837448
4172,-0.868528962135,0.141790419817,-0.981950044632,1.69294929504,0.0188774466515,0.417195826769,0.2767149508
23161,0.099215708673,-0.647217750549,-0.942000031471,-2.18856096268,-0.0897353291512,0.320427596569,-0.0875547230244
10298,-0.82022768259,-0.721176564693,0.332300007343,2.36919808388,0.63207256794,-1.3658425808,-0.702047944069
1802,-0.913713574409,1.03529298306,-0.00375000014901,1.06267571449,0.0182113945484,-1.16767406464,-0.840023517609
58533,0.507935166359,0.695898771286,0.999400019646,-0.0219629704952,-0.00286495685577,-1.25032246113,-1.24369382858
147179,-0.486418277025,0.406519114971,0.447800010443,0.364205211401,-1.42264258862,-1.12508642673,-1.22265839577
29937,-0.476462423801,1.19670462608,-0.293150037527,-1.12712717056,0.201891198754,-0.747801303864,-1.12141084671
6184,0.273775905371,0.953891038895,0.338599979877,-5.27823448181,-1.10566043854,-0.661228954792,-0.216019555926
9854,-1.14205443859,-1.09476554394,0.413800001144,-2.25608515739,1.59254586697,-0.900550484657,-0.617643475533
2553,-0.481229305267,0.253363966942,-0.757149994373,-0.264866679907,0.236392363906,0.562372148037,-0.0506751537323
5440,-0.492130309343,0.876822173595,1.2242000103,-4.20663976669,-0.454173326492,0.934989094734,0.15773448348
54623,0.376465857029,0.104467570782,-2.27469992638,-2.14372372627,0.442351460457,1.23045456409,-0.844329893589
9533,-0.045505605638,0.163132891059,-1.67449998856,-2.06423711777,-0.550247311592,0.271673440933,0.492327690125
8607,-0.185535609722,-3.82252788544,0.196099996567,-1.6556096077,-0.40521633625,0.244912430644,-0.725466430187
207,-0.932229042053,0.888171851635,-0.332749962807,4.4165725708,-0.413508355618,-0.440920770168,0.24603703618
26054,-0.513251543045,0.0493077859282,-0.236200004816,0.0940540358424,0.563542604446,-0.055209197104,-0.921964287758
10682,0.449452966452,-0.0880068838596,0.305400013924,-2.00931167603,0.50182723999,-1.04579973221,-0.666857719421
8573,-0.974335551262,-0.49992620945,0.209550008178,1.77198898792,-0.424615085125,0.339535057545,-0.318792909384
23378,-0.567971527576,0.376820445061,0.250499993563,0.523389041424,0.289173483849,-0.532891273499,-2.15507388115
8553,0.884663641453,-0.658604502678,-0.0497500002384,2.3028588295,0.228814378381,-0.0983591973782,-0.74458783865
622,-1.01896226406,-0.393762141466,-0.585349977016,0.422805547714,0.696051836014,-0.414839625359,-1.03969562054
9467,-0.497200250626,0.132642865181,-0.775449991226,-2.1569621563,-0.344075411558,1.46880531311,1.40081822872
5525,-0.547617733479,0.139888569713,0.0134499967098,0.926245570183,-1.91964495182,0.0122798681259,-0.373486399651
256364,-0.317711621523,1.08885073662,-0.905949950218,0.668036401272,-0.241028040648,-1.3554224968,1.00608801842
332,-0.318701595068,-0.845762312412,0.072849996388,2.31108498573,0.561225533485,-0.531610429287,-1.19199728966
2058,-1.15958893299,-0.885363161564,0.816299974918,-0.928623437881,-0.160109743476,-1.05398333073,-0.690066337585
7849,-1.3254660368,1.04820895195,0.0450000017881,0.630346596241,-0.292483627796,-0.964567005634,0.719948291779
23244,0.536692678928,-0.137092322111,1.06735002995,-2.57521724701,-0.0484285056591,-0.448431700468,-0.604270935059
7494,-0.545122742653,1.61897873878,-0.965049982071,-1.75100433826,-0.269640296698,-0.221021518111,-1.30408024788
4836,-1.02104651928,1.07713091373,2.21504998207,0.690400838852,-1.22628057003,-0.486763447523,-4.8967461586
23647,-1.03507947922,-0.197708308697,-1.03419995308,1.85540294647,0.203179687262,-0.794052481651,-1.25298631191
10617,0.42786693573,0.858130097389,-0.437399983406,-1.09257531166,0.94103038311,-0.958675324917,-1.30302155018
2184,-0.41943359375,0.881408691406,-1.44859993458,0.839541316032,0.868922352791,0.225024729967,-1.12822020054
5355,-0.149014309049,-0.493608534336,-0.156750008464,0.779974997044,-0.367995351553,0.539099931717,0.336186975241
6659,-0.302403390408,-0.585944712162,0.19810000062,0.677240312099,0.31482064724,-0.90638422966,-0.911518573761
