rid,CPC004_A375_6H:BRD-K31542390-001-01-5:10,CPC004_HA1E_6H:BRD-K31542390-001-01-5:10,CPC004_HA1E_24H:BRD-K31542390-001-01-5:10,CPC004_HCC515_6H:BRD-K31542390-001-01-5:10,CPC004_HCC515_24H:BRD-K31542390-001-01-5:10,CPC004_HEPG2_6H:BRD-K31542390-001-01-5:10,CPC004_HT29_6H:BRD-K31542390-001-01-5:10,CPC004_MCF7_6H:BRD-K31542390-001-01-5:10,CPC004_PC3_6H:BRD-K31542390-001-01-5:10,CPC004_PC3_24H:BRD-K31542390-001-01-5:10,CPC004_VCAP_6H:BRD-K31542390-001-01-5:10,CPC004_VCAP_24H:BRD-K31542390-001-01-5:10,CPC018_A375_6H:BRD-K31542390-001-01-5:10,CPC018_A549_6H:BRD-K31542390-001-01-5:10,CPC018_A549_24H:BRD-K31542390-001-01-5:10,CPC018_ASC_24H:BRD-K31542390-001-01-5:10,CPC018_HEPG2_6H:BRD-K31542390-001-01-5:10,CPC018_HT29_6H:BRD-K31542390-001-01-5:10,CPC018_MCF7_6H:BRD-K31542390-001-01-5:10,CPC018_MCF7_24H:BRD-K31542390-001-01-5:10,CPC018_NPC_24H:BRD-K31542390-001-01-5:10,CPC018_PHH_24H:BRD-K31542390-001-01-5:10,CPC018_SKB_24H:BRD-K31542390-001-01-5:10,CVD001_HEPG2_6H:BRD-K31542390-001-01-5:10,CVD001_HEPG2_6H:BRD-K31542390-001-01-5:2.5,CVD001_HEPG2_6H:BRD-K63750851-001-05-8:10,CVD001_HEPG2_6H:BRD-K63750851-001-05-8:2.5,CVD001_HEPG2_24H:BRD-K31542390-001-01-5:10,CVD001_HEPG2_24H:BRD-K31542390-001-01-5:2.5,CVD001_HEPG2_24H:BRD-K63750851-001-05-8:10,CVD001_HEPG2_24H:BRD-K63750851-001-05-8:2.5,CVD001_HUH7_6H:BRD-K31542390-001-01-5:10,CVD001_HUH7_6H:BRD-K31542390-001-01-5:2.5,CVD001_HUH7_6H:BRD-K63750851-001-05-8:2.5,CVD001_HUH7_6H:BRD-K63750851-001-05-8:10,CVD001_HUH7_24H:BRD-K31542390-001-01-5:10,CVD001_HUH7_24H:BRD-K31542390-001-01-5:2.5,CVD001_HUH7_24H:BRD-K63750851-001-05-8:10,CVD001_HUH7_24H:BRD-K63750851-001-05-8:2.5,CVD001_PHH_6H:BRD-K31542390-001-01-5:10,CVD001_PHH_6H:BRD-K31542390-001-01-5:2.5,CVD001_PHH_6H:BRD-K63750851-001-05-8:2.5,CVD001_PHH_6H:BRD-K63750851-001-05-8:10,CVD001_PHH_24H:BRD-K31542390-001-01-5:10,CVD001_PHH_24H:BRD-K31542390-001-01-5:2.5,CVD001_PHH_24H:BRD-K63750851-001-05-8:10,CVD001_PHH_24H:BRD-K63750851-001-05-8:2.5
5720,-0.767731308937,-0.37870156765,0.946511805058,-0.594084084034,-0.643762230873,0.225570201874,-0.29911801219,1.07146275043,-4.52085018158,-1.32420659065,-0.225601732731,0.769842386246,0.0301539301872,0.194790095091,-0.67745000124,-0.173590257764,0.123405814171,1.11280751228,0.234393641353,1.19089400768,-0.69955098629,-0.543559253216,-0.538310050964,0.239068120718,1.1606041193,1.36605584621,-0.742106437683,-0.464230030775,-1.19650912285,-1.71547210217,-0.46069034934,0.923003315926,0.968150019646,-0.326081097126,0.60379999876,0.833763003349,1.17811501026,0.949589967728,0.622896432877,0.518873393536,0.247919023037,0.0295000076294,-1.34759998322,-0.930748939514,-0.333359330893,-1.5716739893,-0.0455075874925
466,-5.20541763306,0.00523678213358,0.416467159986,-1.06646645069,-2.85858559608,-2.40101695061,-3.743496418,-4.56433153152,-2.39040017128,-0.547202944756,-2.12746071815,-0.941668212414,-5.64494228363,-3.4665081501,-1.91874992847,-1.27109718323,-1.07002139091,-4.86039543152,-6.40574836731,-7.19799089432,-0.921716928482,0.00456461310387,0.0215613022447,-1.9071958065,-2.48530340195,-1.34463727474,-1.36070513725,-0.500662088394,-0.0235591158271,-0.868726670742,0.334458738565,-2.96627283096,-2.30595016479,-2.43892288208,-3.83739995956,-4.94167137146,-2.96625471115,-5.23414134979,-2.76007342339,-0.0501745045185,-0.0745748355985,0.501899957657,-0.413399994373,-0.845022559166,-0.369264483452,-1.00409913063,0.729951679707
6009,-1.25682008266,-0.0772249847651,0.220244824886,-0.730315744877,0.429749906063,-1.30780267715,-0.293322473764,-2.0116019249,0.251949965954,-0.0853047370911,-1.75880253315,0.663503408432,-0.038497492671,-1.09405219555,-2.28200006485,-1.08096528053,-0.294111430645,-0.0198724940419,-1.63313043118,-2.75986003876,-0.426405876875,0.714142560959,-0.557324945927,-0.357812464237,-0.887199640274,-1.84876406193,-1.23643529415,-0.519895732403,-0.837008476257,-2.02860188484,-1.56556940079,-0.661538898945,-1.37074995041,-1.13550031185,-2.25760006905,0.0218029916286,0.153484895825,-2.11794424057,-1.08949422836,-0.519969880581,0.352863311768,-1.10619997978,-1.84529995918,-0.042696967721,-1.28403377533,-0.585859179497,-0.473689198494
2309,0.85525894165,0.266946524382,0.35325050354,0.36525785923,1.08261573315,-0.291990071535,-0.634156167507,0.0821470022202,1.62469995022,2.96608161926,-0.440009623766,2.07531881332,1.60744929314,-0.741794586182,0.623550057411,-0.0607730597258,-0.844929695129,-0.473443627357,0.292044103146,4.53689527512,-0.114966288209,1.02255773544,-0.0759563371539,-0.482493340969,-0.387375175953,-1.18932986259,-2.58407783508,-1.22139358521,-0.793349981308,-0.84926378727,-1.07307338715,0.608922719955,0.958899974823,-0.495215713978,-0.27840000391,1.37789785862,0.629757523537,1.48684835434,0.907434105873,-1.28873324394,-1.71616017818,-2.32169985771,0.34319999814,0.941792309284,0.585477828979,0.795319914818,-2.45699572563
387,0.0409018099308,-0.576190829277,0.17598798871,0.299396336079,1.25838136673,-0.238615766168,-0.378730326891,0.369830906391,2.0992500782,0.527809083462,-0.221145182848,-0.2214846313,0.300117701292,-0.760136842728,-1.32910001278,-0.133257448673,0.679119467735,0.855140864849,0.300301283598,-1.26454472542,0.211573317647,0.378098756075,0.109854690731,0.481777131557,0.961393892765,1.1393558979,0.304729998112,-1.32965326309,0.836733043194,-1.38209199905,-0.0014204531908,-0.0677052587271,0.184949994087,-0.938100636005,0.0555999986827,-0.601243078709,-0.303493916988,-0.951995193958,-1.29891860485,0.0309793204069,-0.450146973133,-0.249450013041,-1.04470002651,0.282880961895,-0.40029156208,0.178464442492,-0.323056012392
3553,0.963737845421,0.433716386557,0.260979145765,0.397073060274,0.90682888031,-0.0692679584026,0.856063067913,-0.177376464009,0.364050030708,1.81075596809,0.592771172523,-0.58607506752,0.391950845718,1.36336612701,1.51119995117,0.513952076435,-0.151776269078,-0.159388139844,1.01107239723,0.523095071316,0.643374681473,0.0345088168979,-0.362383216619,-0.185920864344,-0.13577260077,0.0226330757141,2.01124858856,0.0276876091957,-0.945713877678,3.3463113308,-0.551971971989,-0.471170991659,-0.999400019646,1.2559595108,0.522300004959,-0.170562654734,-0.379703074694,1.82797038555,0.548414289951,0.552505493164,0.934511184692,-0.980299949646,1.64250004292,-1.05542230606,0.116796627641,-0.421827822924,-0.25221991539
427,0.50500869751,-0.582697927952,-1.4603164196,-0.651823282242,0.194849669933,-0.0688078030944,-0.150995001197,0.149498730898,1.58665001392,1.74469792843,0.2037974298,0.937313199043,-0.322096824646,-1.6169680357,0.204799994826,-1.18284070492,-0.0405458956957,-0.802537083626,0.0519283413887,-0.405188888311,-0.212839707732,-1.17266786098,0.404166817665,0.315652012825,0.250987172127,-1.18727076054,0.615520715714,-0.75941991806,-0.330929785967,-0.872169435024,-1.91995823383,0.483200579882,0.434049993753,-0.0873165130615,0.467900007963,0.0725300684571,-0.3001498878,-0.356648355722,0.00039903819561,-0.488602310419,-1.31402289867,0.304100006819,0.551400005817,-1.06425797939,-0.572419404984,-0.85817027092,0.450861752033
5898,-0.0978217571974,-0.199927851558,0.0873284563422,1.29315757751,1.06700086594,-0.313505113125,0.603703796864,0.555183172226,1.42335009575,0.448648273945,1.19050049782,0.879333496094,-1.06518101692,0.443024754524,2.07005000114,-2.08490610123,0.514937460423,0.214174777269,0.234672278166,-0.828467547894,0.219257414341,0.69195920229,-0.465307295322,-0.646364569664,-0.658192634583,-0.346569269896,-0.223667696118,0.857583045959,1.31829750538,0.610920786858,1.24782621861,0.12623219192,-1.47045004368,0.335207223892,0.194800004363,-0.453477203846,0.133861646056,-0.361668765545,0.99175620079,0.122624710202,0.719923913479,0.698549985886,1.12489998341,-0.421706199646,-0.923486769199,0.354304641485,-0.664233028889
23365,-1.08901882172,-1.10904979706,-0.854573726654,-0.672813415527,-0.46983730793,0.130578622222,-0.78432738781,0.240940064192,1.41020011902,1.65625929832,-0.0942014455795,-0.379045844078,-0.687541663647,-1.23603928089,-0.804000020027,0.13558781147,0.852544367313,-0.593485355377,-0.390905946493,-0.299586832523,1.38496148586,0.276987940073,0.249971061945,-0.285362422466,0.140848577023,0.381994783878,-0.420490294695,-0.202011883259,0.258748680353,-0.811383783817,0.179018050432,0.304604917765,-0.758849978447,-0.782784581184,-0.314200013876,0.0455939173698,0.556116342545,-0.144206911325,-0.193075329065,-0.2426892519,0.757945716381,-0.0225500166416,0.229000002146,0.683650255203,0.42998456955,0.7232016325,-0.147399052978
6657,-2.23286032677,0.138231232762,-0.367204904556,0.513824343681,-1.84177279472,0.31817522645,1.18600058556,0.02567698434,0.356349974871,0.57933318615,0.4187476933,-0.746449649334,-1.82199156284,1.59772121906,0.191100001335,0.128517091274,-0.431726753712,-0.407515764236,-0.200152277946,0.515351772308,-0.0276534184813,-0.434817582369,-0.0133306980133,-0.664609789848,0.219492167234,-0.291587769985,1.29672276974,1.2494494915,0.0744927972555,4.45685195923,0.479657649994,0.284253895283,-0.321850001812,1.28826367855,1.75220000744,0.9396879673,0.0248015373945,2.44957923889,0.0481459200382,-0.160619363189,0.893532633781,-0.614199995995,2.45600008965,-0.407781898975,-0.419606804848,-1.18420410156,-0.472252219915
