rid,CPC004_A375_6H:BRD-K71799949-001-18-2:10,CPC004_HA1E_6H:BRD-K71799949-001-18-2:10,CPC004_HA1E_24H:BRD-K71799949-001-18-2:10,CPC004_HCC515_6H:BRD-K71799949-001-18-2:10,CPC004_HCC515_24H:BRD-K71799949-001-18-2:10,CPC004_HEPG2_6H:BRD-K71799949-001-18-2:10,CPC004_HT29_6H:BRD-K71799949-001-18-2:10,CPC004_MCF7_6H:BRD-K71799949-001-18-2:10,CPC004_PC3_6H:BRD-K71799949-001-18-2:10,CPC004_PC3_24H:BRD-K71799949-001-18-2:10,CPC004_VCAP_6H:BRD-K71799949-001-18-2:10,CPC004_VCAP_24H:BRD-K71799949-001-18-2:10,CPC006_A375_6H:BRD-K71799949-001-20-8:96,CPC006_A375_24H:BRD-K71799949-001-20-8:96,CPC006_A549_6H:BRD-K71799949-001-20-8:96,CPC006_A549_24H:BRD-K71799949-001-20-8:96,CPC006_A673_6H:BRD-K71799949-001-20-8:96,CPC006_AGS_6H:BRD-K71799949-001-20-8:96,CPC006_CL34_6H:BRD-K71799949-001-20-8:96,CPC006_CORL23_6H:BRD-K71799949-001-20-8:96,CPC006_COV644_6H:BRD-K71799949-001-20-8:96,CPC006_DV90_6H:BRD-K71799949-001-20-8:96,CPC006_EFO27_6H:BRD-K71799949-001-20-8:96,CPC006_HA1E_6H:BRD-K71799949-001-20-8:96,CPC006_HA1E_24H:BRD-K71799949-001-20-8:96,CPC006_HCC15_6H:BRD-K71799949-001-20-8:96,CPC006_HCC515_6H:BRD-K71799949-001-20-8:96,CPC006_HCC515_24H:BRD-K71799949-001-20-8:96,CPC006_HCT116_6H:BRD-K71799949-001-20-8:96,CPC006_HEC108_6H:BRD-K71799949-001-20-8:96,CPC006_HEPG2_6H:BRD-K71799949-001-20-8:96,CPC006_HT115_6H:BRD-K71799949-001-20-8:96,CPC006_HT29_6H:BRD-K71799949-001-20-8:96,CPC006_HT29_24H:BRD-K71799949-001-20-8:96,CPC006_JHUEM2_6H:BRD-K71799949-001-20-8:96,CPC006_LOVO_6H:BRD-K71799949-001-20-8:96,CPC006_MCF7_6H:BRD-K71799949-001-20-8:96,CPC006_MCF7_24H:BRD-K71799949-001-20-8:96,CPC006_MDST8_6H:BRD-K71799949-001-20-8:96,CPC006_NCIH1694_6H:BRD-K71799949-001-20-8:96,CPC006_NCIH1836_6H:BRD-K71799949-001-20-8:96,CPC006_NCIH2073_6H:BRD-K71799949-001-20-8:96,CPC006_NCIH508_6H:BRD-K71799949-001-20-8:96,CPC006_NCIH596_6H:BRD-K71799949-001-20-8:96,CPC006_NOMO1_6H:BRD-K71799949-001-20-8:96,CPC006_OV7_6H:BRD-K71799949-001-20-8:96,CPC006_PC3_6H:BRD-K71799949-001-20-8:96,CPC006_PC3_24H:BRD-K71799949-001-20-8:96,CPC006_PL21_6H:BRD-K71799949-001-20-8:96,CPC006_RMGI_6H:BRD-K71799949-001-20-8:96,CPC006_RMUGS_6H:BRD-K71799949-001-20-8:96,CPC006_SKLU1_6H:BRD-K71799949-001-20-8:96,CPC006_SKM1_6H:BRD-K71799949-001-20-8:96,CPC006_SKMEL1_6H:BRD-K71799949-001-20-8:96,CPC006_SKMEL28_6H:BRD-K71799949-001-20-8:96,CPC006_SNGM_6H:BRD-K71799949-001-20-8:96,CPC006_SNU1040_6H:BRD-K71799949-001-20-8:96,CPC006_SNUC4_6H:BRD-K71799949-001-20-8:96,CPC006_SNUC5_6H:BRD-K71799949-001-20-8:96,CPC006_SW480_6H:BRD-K71799949-001-20-8:96,CPC006_SW620_6H:BRD-K71799949-001-20-8:96,CPC006_SW948_6H:BRD-K71799949-001-20-8:96,CPC006_T3M10_6H:BRD-K71799949-001-20-8:96,CPC006_THP1_6H:BRD-K71799949-001-20-8:96,CPC006_TYKNU_6H:BRD-K71799949-001-20-8:96,CPC006_U937_6H:BRD-K71799949-001-20-8:96,CPC006_VCAP_6H:BRD-K71799949-001-20-8:96,CPC006_VCAP_24H:BRD-K71799949-001-20-8:96,CPC006_WSUDLCL2_6H:BRD-K71799949-001-20-8:96,CPC015_A375_6H:BRD-K71799949-001-18-2:10,CPC015_A549_6H:BRD-K71799949-001-18-2:10,CPC015_A549_24H:BRD-K71799949-001-18-2:10,CPC015_ASC_24H:BRD-K71799949-001-18-2:10,CPC015_HEPG2_6H:BRD-K71799949-001-18-2:10,CPC015_HT29_6H:BRD-K71799949-001-18-2:10,CPC015_MCF7_6H:BRD-K71799949-001-18-2:10,CPC015_MCF7_24H:BRD-K71799949-001-18-2:10,CPC015_NPC_24H:BRD-K71799949-001-18-2:10,CPC015_PHH_24H:BRD-K71799949-001-18-2:10,CPC015_SKB_24H:BRD-K71799949-001-18-2:10,CPC020_A375_6H:BRD-K71799949-001-28-1:10,CPC020_A549_6H:BRD-K71799949-001-28-1:10,CPC020_HA1E_6H:BRD-K71799949-001-28-1:10,CPC020_HCC515_6H:BRD-K71799949-001-28-1:10,CPC020_HT29_6H:BRD-K71799949-001-28-1:10,CPD001_MCF7_6H:BRD-K71799949-001-25-7:10,CPC020_MCF7_6H:BRD-K71799949-001-28-1:10,CPD001_MCF7_24H:BRD-K71799949-001-25-7:10,CPC020_MCF7_24H:BRD-K71799949-001-28-1:10,CPC020_PC3_6H:BRD-K71799949-001-28-1:10,CPD001_PC3_24H:BRD-K71799949-001-25-7:10,CPC020_PC3_24H:BRD-K71799949-001-28-1:10,CPC020_VCAP_6H:BRD-K71799949-001-28-1:10,CPC020_VCAP_24H:BRD-K71799949-001-28-1:10,NMH002_FIBRNPC_24H:BRD-K71799949-001-29-9:10,NMH002_FIBRNPC_6H:BRD-K71799949-001-29-9:10,NMH002_NEU_6H:BRD-K71799949-001-29-9:10,NMH002_NEU_24H:BRD-K71799949-001-29-9:10,NMH002_NPC_6H:BRD-K71799949-001-29-9:10,NMH002_NPC_24H:BRD-K71799949-001-29-9:10,CPC006_H1299_6H:BRD-K71799949-001-20-8:96,CPC006_RKO_6H:BRD-K71799949-001-20-8:96
5720,0.040523506701,-4.32774209976,0.504975259304,0.512265086174,0.570005536079,-0.381520926952,-0.910715281963,0.156013920903,-3.3414247036,-1.71135962009,0.12185100466,0.36187851429,-0.140876203775,0.0532048642635,-0.508523881435,0.315845221281,-1.03415000439,0.783450007439,-2.44190001488,-0.701200008392,-0.421650022268,0.180550009012,-0.351099997759,-1.03171801567,-0.200523361564,-0.20091342926,-3.49934601784,-1.19127440453,-0.243349999189,-1.00775527954,0.521947681904,-1.36490011215,-1.13434350491,0.208291620016,-0.0767999961972,-0.41090002656,0.273012906313,-0.00346238538623,-0.599349975586,-0.768400013447,-0.406700015068,-1.27520000935,-0.519299983978,-0.951499998569,0.0531000010669,-0.550450026989,-1.13454949856,0.310544192791,-0.796000003815,-0.126549988985,-0.837593197823,-0.0153499990702,-1.21010005474,-1.3993999958,-0.0173000097275,-1.18650007248,0.377900004387,0.875400006771,-3.39319992065,1.03489995003,0.286630362272,-0.909002065659,0.295399993658,-0.489089459181,0.221150010824,-0.281549990177,-0.237410098314,-0.804756224155,0.37784999609,0.648495614529,0.446799993515,0.813783228397,-0.15203088522,-0.707549989223,0.520086586475,0.367687016726,0.78243046999,0.484825015068,-0.375650018454,-1.91270005703,0.525570213795,-0.617100000381,0.287900000811,-0.7132999897,-0.0158499926329,0.430496931076,1.05667603016,0.0976666659117,0.236213639379,-0.414469391108,0.568170070648,0.390940874815,-1.18500614166,-0.920046269894,-0.0392850935459,0.536707103252,0.538377225399,0.741649508476,0.792930960655,0.785002112389,0.0857499986887,0.32515001297
466,0.693809807301,0.210925757885,-3.13790130615,-0.736667513847,-0.340847015381,-0.273073524237,-0.932377398014,0.110349133611,-0.731354415417,-1.53134870529,0.616299390793,-0.192539945245,-0.00322017073631,0.136808753014,0.430064618587,-0.398927271366,0.102999985218,0.892050027847,-2.64795017242,-0.037249982357,-1.35385000706,-0.227349996567,-0.0706000030041,-0.863648355007,-0.297874629498,-0.421250402927,0.15720115602,-0.817155838013,-0.744650006294,-0.936909377575,0.0407058298588,-0.328449994326,-2.11974048615,0.543942272663,-1.71425008774,-0.494000017643,0.103794999421,0.38817307353,-1.99734997749,-1.09420001507,-0.59659999609,-1.37345004082,0.0478500127792,-3.26060009003,0.10869999975,-4.72135019302,1.2142843008,0.0538109354675,-1.50604999065,-1.796200037,-1.19424390793,-1.63339996338,-0.637950003147,-0.0981499999762,0.368349999189,-0.717299997807,-0.84139996767,-1.01519989967,-5.01634979248,-0.60949999094,-1.94625449181,0.0318301990628,-1.1779999733,-0.284594535828,-0.151549994946,0.162099987268,-0.0787424817681,-1.02575421333,-1.43219995499,0.643415331841,1.60434997082,-0.514908850193,-0.56050747633,0.499550014734,1.51745760441,0.373264402151,-2.22114491463,-0.113550007343,0.628350019455,0.679899990559,0.631412267685,0.673200011253,0.880800008774,-0.223349988461,-0.11862500757,0.629653453827,0.403614670038,-0.0811332985759,-0.178415954113,-0.119318522513,-0.567017257214,-0.832205355167,0.240409374237,0.446925878525,-0.227457568049,-0.656574428082,0.795670449734,-1.14223206043,0.862330675125,-1.76332235336,0.319150000811,0.702250003815
6009,0.897199511528,-1.27959465981,0.208458811045,-0.0963747948408,0.897929787636,-1.4206277132,-0.617640018463,1.05661821365,-0.148754656315,-4.86935806274,1.08159279823,0.302208930254,0.556272447109,0.0816669389606,0.125289753079,-0.254292100668,1.43309998512,1.02464997768,-5.38059997559,-1.00859999657,-0.499300003052,1.4781999588,0.371199995279,-0.559212625027,-0.268210351467,-0.349524438381,0.140147775412,0.0109703540802,0.127200007439,0.646727919579,-0.41370844841,0.145500004292,-1.37953829765,0.752409279346,1.08775007725,-0.169750005007,0.0429876595736,-0.305239677429,-0.460599988699,-0.604749977589,-0.33244997263,0.139499992132,-0.606100022793,-0.805099964142,-0.191899999976,-1.02474999428,1.04291582108,0.452370077372,0.935549974442,0.00104999542236,-0.546174407005,-1.72944998741,-0.589250028133,0.212549999356,0.254949986935,0.221650004387,-0.16384999454,0.58704996109,-5.07800006866,0.644050002098,0.299032002687,-0.585941016674,-0.57230001688,-0.364063322544,-1.18140006065,-0.403499990702,0.231362074614,-0.154302954674,-0.194900006056,-0.518393278122,0.942149996758,1.52095413208,-0.215156763792,1.7188000679,0.198410481215,0.316074341536,1.079433918,0.337524950504,-0.629249989986,0.830200016499,0.12958791852,-0.1276999861,0.607400000095,-0.152799993753,-0.260850012302,-0.213963106275,0.189411893487,0.64583337307,0.65615862608,0.380629748106,0.396424919367,1.26999986172,-0.736081898212,-0.512156486511,-0.068197414279,1.24859321117,2.12764644623,0.29280436039,0.964766800404,0.907136917114,0.601800024509,-0.218249991536
2309,0.294613420963,0.584675431252,0.273300647736,0.927214741707,0.132822006941,-0.136672616005,1.54383575916,-0.875900268555,0.162606880069,1.18735563755,1.3789151907,-0.857226729393,-0.0685583502054,-0.521785795689,0.2972471416,-0.393399357796,-0.317350000143,-1.02874994278,0.194099992514,0.198699980974,0.179249972105,-0.142750009894,0.307199984789,0.237630367279,0.795017659664,-0.214356333017,-0.245304077864,-0.510988652706,-0.475250005722,-0.797742486,-0.504318714142,-0.219700008631,0.0659493505955,-0.582843661308,0.110950022936,-0.0306500196457,-0.824384152889,-0.226135745645,-0.0642500072718,0.299500018358,-0.492749989033,0.412200003862,-0.364849984646,-0.195500001311,0.228200003505,-0.997900009155,-0.0821777135134,-0.669714748859,-2.38895010948,0.623199999332,-0.269924372435,-1.22615003586,-0.508499979973,0.56485003233,0.350650012493,0.383149981499,-0.552100002766,1.09185004234,-1.61689996719,0.614249944687,0.190817818046,-1.81348991394,0.333000004292,-0.261235684156,-0.45039999485,-0.611699998379,-0.650490105152,0.171257406473,0.613200008869,-0.7316365242,-0.41265001893,2.06147933006,0.432089924812,0.570850014687,0.330660462379,-0.331389933825,0.315796792507,0.780099987984,0.723450005054,-0.290399998426,-0.150376856327,4.39414978027,-1.16444993019,1.97955000401,-0.113600000739,-0.523042023182,-0.880756795406,0.758399963379,-1.03103518486,-1.55828356743,-0.768698573112,1.70892214775,4.08938550949,-0.154182806611,-0.174122110009,0.403297543526,0.637509584427,0.807852983475,0.433762699366,1.8198530674,-0.199700012803,0.11605001986
387,0.264975190163,0.930975079536,0.425406575203,0.446387708187,0.341304183006,-0.819113254547,-0.0818619206548,-0.979280292988,0.502001225948,-1.9232429266,0.840836107731,-0.0934611782432,0.515693306923,0.79245197773,1.01239216328,0.0717243254185,2.27824997902,-2.73049998283,-2.55115008354,-0.390249997377,0.900449991226,1.3314499855,1.7120500803,0.670727193356,0.439694821835,-0.655867099762,0.169478654861,-0.118859522045,-0.540050029755,0.691916942596,-0.533976733685,0.593549966812,-1.14752709866,0.878739714622,2.15555000305,-0.334749996662,-0.0889798849821,0.183614879847,0.684350013733,-1.52445006371,0.328850001097,0.857499957085,0.162599995732,-0.450949966908,-0.940800011158,-0.202449977398,-0.254330694675,0.575179040432,-0.959699988365,0.878799974918,-0.700217604637,-1.59165000916,-5.28754997253,-0.0225499868393,1.46370005608,-1.14215004444,-0.335049986839,0.324999988079,-2.72729992867,0.239300012589,0.310062766075,-0.52601993084,0.513999998569,-1.34828495979,-0.307099997997,-0.599500000477,0.571708500385,0.888915419579,1.59634995461,-0.457368016243,0.506299972534,0.836114287376,-1.06840848923,0.0876499935985,-0.136101573706,-0.129584118724,0.770747303963,0.413499951363,-1.55690002441,-1.20140004158,0.00436294078827,0.5638499856,-0.830399990082,-0.735100030899,-0.698400020599,-0.108379274607,0.076507806778,0.974500060081,-0.523307561874,0.247128844261,0.113814204931,1.95934343338,0.00788760185242,-0.244057074189,0.00592184625566,0.681424021721,0.223365962505,1.61796033382,0.0963163822889,1.60409414768,0.394950032234,1.32875001431
3553,-0.0593218207359,0.0174877680838,0.206915214658,-0.550128817558,-0.755045592785,0.415908157825,0.198887705803,-0.333534240723,0.380247890949,1.46340751648,0.17740380764,0.392080247402,0.210985034704,-0.0163714718074,-0.477406799793,-0.553689956665,0.0295000001788,0.0880500003695,0.917050004005,0.0987000018358,0.128949999809,-0.278149992228,0.737850010395,0.563790202141,-0.943120241165,0.281666278839,0.395658433437,0.967207968235,0.834949970245,0.554344892502,0.244520694017,0.710800051689,1.08826076984,-0.772911429405,1.20060002804,-0.238150030375,0.590202450752,-0.329813450575,0.350450009108,-0.515850007534,0.40465003252,0.128350019455,0.2132999897,1.17455005646,-0.381799995899,0.531300008297,0.0605957657099,0.149062946439,0.622599959373,0.40885001421,0.129668191075,1.64614987373,0.831149995327,1.02454996109,-0.591250002384,1.08724999428,0.339849978685,-0.317900002003,0.0373000055552,0.753550052643,0.200929895043,-0.0662159398198,-0.125200003386,-1.09231626987,0.0297999978065,0.984799981117,-0.534413933754,0.429856836796,0.46384999156,0.181695535779,-0.0311999991536,-1.15930581093,0.760874330997,1.52910006046,-0.94069314003,0.0277733039111,1.20715987682,0.571250021458,-0.011000007391,-0.429100006819,-2.33359074593,0.0362000018358,-0.577300012112,-0.670599997044,-0.328224986792,-0.69141459465,-0.476239651442,-0.424200028181,0.94018214941,-3.23473906517,0.246574521065,-1.65414261818,-0.362778067589,-0.29033640027,0.579892277718,-1.33513891697,-1.21294331551,0.173611789942,-1.25651693344,1.75252890587,-0.107850000262,-0.584800004959
427,-0.0593476891518,0.728720724583,-0.621534705162,0.353158295155,-0.229518860579,-0.459199011326,-0.0059038521722,0.436655372381,1.40531003475,0.715995848179,0.571947574615,0.66779500246,-0.408002316952,-0.0424477010965,0.654955923557,-0.202104523778,-2.52625012398,0.66295003891,-0.147099971771,-1.05959999561,-0.876900017262,-0.238100007176,-2.43055009842,-0.351688325405,-0.529960751534,-0.0869119167328,0.915994644165,-0.930549025536,-1.59490001202,0.224784269929,-0.564442157745,-0.273050010204,-1.23399806023,0.0978430062532,-0.306400001049,-0.0626000165939,-0.413836181164,-0.0940264686942,-0.776099979877,-0.545449972153,-0.308200001717,-0.922700047493,-0.0243000015616,-0.582300007343,-0.30680000782,-1.78589999676,0.170661121607,0.100498192012,-1.05550003052,-1.16604995728,-0.288069069386,0.188699990511,0.183400005102,-1.50189995766,0.144100010395,-0.356100022793,0.285050004721,-0.912349998951,3.31844997406,-0.622900009155,-1.36522936821,-0.229788318276,0.349299997091,0.120877623558,-0.788599967957,0.1943000108,0.231464639306,-0.630785942078,-1.60490000248,0.119228899479,0.24849998951,-0.924144506454,-0.575663924217,0.0602499991655,0.821281313896,-0.318439781666,-1.15772616863,2.07955002785,-1.04499995708,-0.986199975014,1.51742243767,-0.0560500025749,0.55805003643,-0.0907500088215,0.244749978185,0.441916882992,0.890489637852,-0.085499972105,0.115620285273,-0.168341606855,0.534735500813,0.088434189558,0.60599988699,0.7674305439,-1.36366915703,-0.764335751534,-0.64640468359,-0.217920318246,0.278277426958,-0.564376592636,1.89090001583,0.418700009584
5898,0.613870024681,0.404201567173,-0.197770357132,-1.28902435303,0.289069056511,-0.890013575554,-0.580378174782,0.076926857233,-0.657897830009,-1.31254673004,-0.0497434437275,-0.368629962206,-0.519762575626,-0.247481614351,-0.263547867537,0.150275498629,-1.47235000134,0.217599987984,-1.80645000935,-0.432300001383,0.0627000033855,0.484349995852,-1.0189999342,-1.23719739914,-0.349378496408,-0.646178364754,0.00358586013317,-0.643180012703,-1.45020008087,-0.0161285996437,-0.0652515366673,0.441700011492,-1.36606216431,-0.938497722149,-0.524250030518,-0.838550031185,0.285700649023,0.136555954814,-0.00360000133514,-0.721199989319,-0.0879000425339,-1.08634996414,0.212350010872,0.109699994326,0.615899980068,0.378450006247,0.110635653138,-0.21095559001,-1.42549991608,0.230549991131,-0.586405754089,1.39915001392,-0.836749970913,0.0755499601364,-2.10529994965,0.696500003338,-1.17379999161,-1.19525003433,-1.08394992352,0.801949977875,-1.58124184608,-1.41538119316,-0.527300000191,1.06393623352,-0.454100012779,0.470400005579,-0.734750986099,-0.0077732950449,-0.145999997854,-0.07487346977,0.623449981213,-0.640228748322,-0.983853638172,0.744899988174,0.429704427719,0.460560709238,-2.1887512207,-0.418999999762,-0.451799988747,1.14250004292,0.505794227123,-1.76835000515,0.799950003624,-0.378549993038,-0.788675010204,-0.436666548252,0.365519285202,-1.30253338814,-0.176505327225,-0.159086540341,0.279142916203,-4.12590312958,0.95537930727,0.747081339359,-0.666440010071,-0.745731115341,0.912354230881,-3.29248809814,-0.362005323172,-3.89163637161,-0.0276000201702,0.721150040627
23365,-0.106215260923,0.614308714867,0.57316827774,-0.0661051869392,1.2597591877,-0.55467236042,-0.341421127319,-0.0401966124773,1.62272906303,1.10093641281,-0.314247995615,-0.343506723642,0.287567585707,0.690725564957,0.934336662292,0.554464936256,1.57940006256,0.473149985075,1.72055006027,0.616600036621,0.407400012016,-0.592350006104,0.263900011778,0.770750522614,-0.56708407402,2.30026006699,0.896099090576,1.18642199039,0.49509999156,1.29049277306,0.127802103758,-0.307900011539,1.52575266361,0.442003250122,0.733799993992,0.0218000113964,0.644109725952,0.767693996429,0.439150005579,0.373450040817,1.48960006237,0.514199972153,0.588699996471,2.72249984741,0.32570001483,-0.119049996138,0.0562136992812,0.686762928963,1.46780002117,0.94059997797,0.66643756628,1.80140006542,2.55555009842,0.867750048637,0.612550020218,-0.00334995985031,0.395399987698,-0.601649999619,2.04489994049,-0.0547500029206,-0.510681509972,0.818360209465,-0.456299990416,-0.00994061678648,-0.00165000557899,0.630200028419,0.509075343609,-0.0516324825585,2.07529997826,-0.263116985559,-0.445149987936,-1.19248831272,-0.417474806309,0.83394998312,-0.307658851147,-0.170487970114,0.94303548336,0.00905001163483,-0.177949994802,1.27209997177,1.33845424652,0.186100006104,-0.759249985218,-0.264699995518,-0.107124969363,-0.129837304354,0.543831110001,-0.432133346796,-1.06450879574,0.666351258755,-0.436680197716,-0.429367572069,0.528497695923,-0.326450288296,0.160628169775,-0.774329781532,-0.0249798893929,0.615139365196,-0.293026715517,-1.43174827099,1.01139998436,0.761550009251
6657,0.611671447754,-0.174953684211,0.727414608002,-1.58998131752,-0.281631290913,0.0986901447177,0.113391652703,0.264469027519,0.536050677299,-0.0329482480884,-0.503103852272,0.0808797776699,0.212792217731,0.334397166967,-0.224142715335,0.184058144689,-0.379700005054,-0.130850017071,1.16184997559,0.0436500012875,0.720549941063,-0.89770001173,-0.0940500050783,0.0504858195782,-1.15359675884,0.636350750923,0.876924991608,0.385486960411,-0.263049989939,1.1822167635,0.919453144073,0.140249997377,1.80106329918,0.112761750817,0.140649974346,0.857150018215,-0.0464791990817,-0.410153508186,0.682550013065,-0.744800031185,0.106350004673,0.232400000095,0.00925001502037,1.42320001125,-0.408899992704,1.56434988976,-0.224152415991,0.0785488411784,1.81710004807,0.830150008202,0.372916698456,2.42754983902,1.39999997616,0.573599994183,-0.567200005054,1.40785002708,0.48394998908,-0.0665000081062,0.995999991894,0.273249983788,-0.220468908548,0.10290582478,-0.520799994469,1.62613666058,0.210099995136,0.727700054646,-0.501245081425,0.340368330479,0.00175000727177,0.59915971756,0.128700003028,-1.1607517004,0.66965675354,0.966799974442,-1.20810186863,-0.398068398237,-0.301203370094,-0.290149986744,0.973399996758,0.16930000484,-0.254883468151,-0.772600054741,0.296049982309,-3.85435009003,0.311999976635,-0.806289076805,-0.386351108551,0.165833353996,1.38790225983,0.460131287575,-0.44500759244,0.417681932449,-0.184195250273,-0.442012667656,1.01244282722,1.74020814896,1.10422277451,1.02316999435,0.200125589967,0.836765646935,-0.391049981117,-0.690600037575
