rid,CPC012_A375_6H:BRD-A80788753-001-01-7:10,CPC012_A549_6H:BRD-A80788753-001-01-7:10,CPC012_A549_24H:BRD-A80788753-001-01-7:10,CPC012_ASC_24H:BRD-A80788753-001-01-7:10,CPC012_HA1E_6H:BRD-A80788753-001-01-7:10,CPC012_HCC515_6H:BRD-A80788753-001-01-7:10,CPC012_HT29_6H:BRD-A80788753-001-01-7:10,CPC012_MCF7_6H:BRD-A80788753-001-01-7:10,CPC012_MCF7_24H:BRD-A80788753-001-01-7:10,CPC012_NEU_24H:BRD-A80788753-001-01-7:10,CPC012_NPC_24H:BRD-A80788753-001-01-7:10,CPC012_PC3_6H:BRD-A80788753-001-01-7:10,CPC012_PC3_24H:BRD-A80788753-001-01-7:10,CPC012_PHH_24H:BRD-A80788753-001-01-7:10,CPC012_SKB_24H:BRD-A80788753-001-01-7:10,CPC012_VCAP_6H:BRD-A80788753-001-01-7:10,CPC012_VCAP_24H:BRD-A80788753-001-01-7:10,CPC014_A375_6H:BRD-A80788753-001-01-7:10,CPC014_A549_6H:BRD-A80788753-001-01-7:10,CPC014_A549_24H:BRD-A80788753-001-01-7:10,CPC014_ASC_24H:BRD-A80788753-001-01-7:10,CPC014_HA1E_6H:BRD-A80788753-001-01-7:10,CPC014_HCC515_6H:BRD-A80788753-001-01-7:10,CPC014_HEPG2_6H:BRD-A80788753-001-01-7:10,CPC014_HT29_6H:BRD-A80788753-001-01-7:10,CPC014_MCF7_6H:BRD-A80788753-001-01-7:10,CPC014_MCF7_24H:BRD-A80788753-001-01-7:10,CPC014_NEU_24H:BRD-A80788753-001-01-7:10,CPC014_NPC_24H:BRD-A80788753-001-01-7:10,CPC014_PC3_6H:BRD-A80788753-001-01-7:10,CPC014_PC3_24H:BRD-A80788753-001-01-7:10,CPC014_PHH_24H:BRD-A80788753-001-01-7:10,CPC014_SKB_24H:BRD-A80788753-001-01-7:10,CPC014_VCAP_6H:BRD-A80788753-001-01-7:10,CPC014_VCAP_24H:BRD-A80788753-001-01-7:10
5720,0.166546717286,0.995207548141,-0.26060000062,0.999975085258,-0.196724593639,-0.151281103492,0.449993520975,0.133334040642,0.289282977581,1.45746672153,0.77831363678,0.399539202452,0.791294634342,0.480740666389,-0.0959093421698,1.07667398453,0.984412550926,-0.0841037705541,-0.27557682991,-0.188665688038,-0.173800587654,0.501316428185,-0.148401215672,-0.174044698477,-0.274874866009,0.36264654994,-0.0490566119552,-0.386999994516,-0.276698112488,-1.00247740746,0.590753138065,-0.0581915155053,-0.978995740414,0.146370649338,-0.0098429620266
466,-0.331696242094,0.402523875237,-0.439999997616,0.393325865269,1.27998316288,0.733126342297,-0.760331332684,0.0118270218372,-1.43794465065,-0.217166662216,-0.440297663212,0.202955305576,0.398513793945,0.382635354996,-0.289048522711,0.191456794739,-0.0115975290537,0.890137910843,-0.225023806095,0.579059422016,-1.00847315788,-0.180186226964,0.0453340113163,0.0119586288929,-0.459108412266,0.0827300325036,-0.436060488224,-0.484649986029,1.64487183094,-0.541029632092,-0.57504338026,0.385337769985,0.248829692602,0.358471959829,0.373956918716
6009,-0.278922051191,0.359350800514,0.563950002193,0.29700088501,0.344099521637,-1.27075362206,0.571277976036,-0.296870529652,0.223314419389,0.204100042582,-0.408296614885,-0.630434513092,0.694897174835,0.110394984484,0.718934893608,0.296831190586,0.314833521843,-0.0818120241165,-1.33017385006,0.247299492359,-0.419618576765,-0.366449981928,-0.0716573148966,0.226958990097,-0.188032507896,-0.58251452446,-0.205690979958,0.196999996901,-1.55201542377,-0.133932590485,0.383898437023,-1.60313665867,-1.40500891209,-0.342550456524,-0.318015515804
2309,-0.0412962585688,0.214248150587,0.0572500005364,0.243144318461,-1.15967023373,-0.611502349377,1.58125591278,0.238218262792,0.599337697029,0.337633341551,1.29899406433,0.502185583115,1.68110597134,-0.65832388401,-0.349111199379,0.749253153801,0.828632593155,-0.578521370888,-1.0057246685,0.00669408403337,0.744053661823,0.38878595829,-0.0683253929019,-0.420129179955,0.669926285744,-0.173024088144,-1.08781123161,-0.116599999368,-1.52068161964,-0.294764280319,0.013578735292,-0.12222674489,-1.3665920496,-0.40546631813,-0.160055845976
387,-0.941099464893,0.0170857980847,0.217700004578,-0.0789053738117,-0.559812664986,-0.784464657307,-1.32415854931,-1.17184495926,0.182907253504,-0.377333372831,0.577825427055,-0.201140135527,0.704359710217,1.54928994179,1.61105084419,0.130210101604,-0.429487556219,-0.350330293179,-0.84326505661,-0.204421550035,-6.02276849747,0.142777621746,-0.545148015022,-0.328827381134,-0.746628046036,-1.0898052454,-1.28718733788,-0.571350038052,-0.60225123167,-0.575533986092,0.260220229626,-0.743074893951,-2.63596987724,-0.00571239739656,0.601197481155
3553,-0.481457859278,-0.454372704029,-0.721800029278,-1.21905422211,-0.304315060377,-0.667469263077,0.360072523355,0.413220286369,-0.0628694146872,-0.621999979019,1.3434946537,-0.585280299187,-0.22930033505,-1.22107470036,-0.358417868614,-0.971700847149,-1.1065967083,0.352158248425,1.20437550545,0.313746064901,0.211991220713,0.071051761508,0.200687393546,0.287524491549,0.741214871407,-0.18947070837,0.0542988367379,0.0775000154972,0.857581317425,0.18320196867,0.374548465014,0.756334543228,1.55700039864,-0.032800514251,0.0162304490805
427,-0.329664230347,0.388623327017,0.444299995899,0.191647678614,1.07745027542,0.524779140949,-0.173307940364,-0.781315982342,-1.17908370495,0.537400007248,0.108188778162,0.0185744538903,-0.781190752983,0.129858091474,-0.208898767829,-0.00418397784233,-0.806123971939,0.29056635499,-0.514919519424,-0.460061490536,-0.607405900955,-0.830721139908,0.412519335747,0.110806703568,-0.354783445597,-0.976387023926,-0.231246337295,-0.154100000858,0.148319706321,-1.13411772251,-0.790457546711,0.200535237789,0.923917472363,-0.493148207664,-1.52053022385
5898,-1.05442976952,-0.0469434931874,-0.217649996281,-2.28833556175,0.707676231861,0.386765301228,0.00819174014032,-0.113342247903,-1.10890126228,-0.497733354568,-0.832490444183,-0.350210338831,-0.443865716457,-0.559205889702,-0.672768831253,-0.825291514397,-1.37614119053,0.551376581192,-1.28221321106,0.659349799156,-2.73800396919,-0.385167062283,0.0168804526329,-0.0872864276171,-0.261314928532,-0.459053516388,-1.96277046204,0.955699980259,0.887698769569,0.140620172024,-0.708610892296,0.451401978731,0.609365284443,-0.0251246392727,-1.66204738617
23365,-0.14557223022,-0.405085146427,0.289750009775,0.154586747289,-0.404051989317,0.128500252962,0.500123500824,0.198007911444,0.325213581324,0.570100009441,-1.00983774662,-0.422099530697,-0.0119168907404,0.0879674851894,-0.203549936414,0.0459883883595,0.11337608099,0.334117501974,-0.399224698544,-0.00188683206216,0.692898154259,0.37899312377,0.382390588522,0.149086624384,-0.553793370724,-0.170039206743,1.0562069416,-0.676200032234,0.962759613991,-0.198560222983,0.716985702515,0.232367247343,0.105847790837,0.603426396847,0.139361932874
6657,0.543901145458,-0.435419768095,-0.440649986267,-1.49582278728,0.84560751915,-0.186127573252,0.345865875483,0.74190223217,0.206908881664,0.390966683626,-0.286063164473,-0.232057094574,-0.704628705978,-0.25485381484,-0.285652428865,-0.768448770046,-1.0998673439,0.156760841608,1.1742169857,0.560991227627,-0.144140511751,-0.456266701221,0.281053960323,0.521817326546,0.195073068142,0.515903353691,0.289126634598,-0.33805000782,-0.741768181324,0.844211101532,-0.488247990608,0.94010335207,2.42795157433,0.161714211106,-0.794148087502
