rid,CPC010_A375_6H:BRD-K20032655-001-04-4:10,CPC013_A375_6H:BRD-K20032655-001-01-0:10,CPC010_A549_6H:BRD-K20032655-001-04-4:10,CPC013_A549_6H:BRD-K20032655-001-01-0:10,CPC010_A549_24H:BRD-K20032655-001-04-4:10,CPC013_A549_24H:BRD-K20032655-001-01-0:10,CPC013_ASC_24H:BRD-K20032655-001-01-0:10,CPC010_HA1E_6H:BRD-K20032655-001-04-4:10,CPC013_HA1E_6H:BRD-K20032655-001-01-0:10,CPC010_HCC515_6H:BRD-K20032655-001-04-4:10,CPC013_HCC515_6H:BRD-K20032655-001-01-0:10,CPC010_HEPG2_6H:BRD-K20032655-001-04-4:10,CPC013_HEPG2_6H:BRD-K20032655-001-01-0:10,CPC010_HT29_6H:BRD-K20032655-001-04-4:10,CPC010_MCF7_6H:BRD-K20032655-001-04-4:10,CPC010_MCF7_24H:BRD-K20032655-001-04-4:10,CPC010_PC3_6H:BRD-K20032655-001-04-4:10,CPC010_PC3_24H:BRD-K20032655-001-04-4:10,CPC010_VCAP_6H:BRD-K20032655-001-04-4:10,CPC010_VCAP_24H:BRD-K20032655-001-04-4:10,CPC013_HT29_6H:BRD-K20032655-001-01-0:10,CPC013_MCF7_6H:BRD-K20032655-001-01-0:10,CPC013_MCF7_24H:BRD-K20032655-001-01-0:10,CPC013_NEU_24H:BRD-K20032655-001-01-0:10,CPC013_NPC_24H:BRD-K20032655-001-01-0:10,CPC013_PC3_6H:BRD-K20032655-001-01-0:10,CPC013_PC3_24H:BRD-K20032655-001-01-0:10,CPC013_SKB_24H:BRD-K20032655-001-01-0:10,CPC013_VCAP_6H:BRD-K20032655-001-01-0:10,CPC013_VCAP_24H:BRD-K20032655-001-01-0:10
5720,0.116185702384,-0.62988960743,1.50215005875,-0.957999944687,-4.01140022278,-1.75832211971,1.79018032551,0.0977027863264,0.399224162102,-0.163366645575,-0.743900060654,-0.826631307602,0.374005824327,0.183986216784,-0.11083778739,0.173714846373,-0.902006745338,0.0239950437099,-1.40286922455,1.14756810665,-0.387513190508,-0.598214387894,-0.932804822922,-0.0860000029206,-0.544527649879,-0.2681016922,-1.07045733929,0.84301429987,-0.966826498508,-0.378514736891
466,0.54677271843,0.128951072693,1.93780004978,-0.490999996662,0.0952500104904,-0.854320585728,0.254176914692,-0.243165299296,0.08849593997,-1.10176670551,-0.305452764034,-0.81278192997,0.74055403471,0.263816893101,0.167489632964,1.07003855705,-0.101822249591,-1.64512526989,0.0467402338982,0.0582719296217,-0.246185675263,0.885326385498,-0.459946095943,-0.147199988365,0.776435017586,-0.556404232979,-0.132842004299,-2.10130667686,-0.469115376472,-1.14302933216
6009,-0.247895359993,1.38507509232,0.557799994946,-0.418399989605,-1.01655006409,-1.00114417076,1.81460213661,-0.255551844835,0.194146856666,-0.287866681814,-0.376427710056,-0.585580170155,-0.056239426136,0.329932630062,0.118358999491,0.330116689205,-0.668141186237,0.514120936394,-3.13375806808,0.389344871044,-0.0238164961338,0.11872471869,-0.209215283394,-0.0502000004053,0.637428641319,0.263413488865,0.124257296324,0.328826785088,-2.68299126625,0.831405699253
2309,0.124751575291,0.0931449010968,0.248999983072,-1.83249998093,1.12209999561,-0.844720065594,-0.916418969631,-1.14392185211,0.619853615761,-0.694033324718,-0.465178072453,-0.234022244811,0.993568778038,-0.186462402344,-0.378907203674,-2.04022359848,-1.00911986828,-0.204047292471,-0.214553102851,0.0901303440332,-0.071471825242,0.774306535721,-0.244130283594,-1.74639999866,-0.85051715374,-1.39595627785,-0.186916664243,0.240502133965,-0.979272723198,-0.297074556351
387,-0.797983467579,0.986641168594,0.0771000012755,-0.479499995708,-3.86234998703,-0.527314901352,1.77274012566,-0.780322849751,-0.0425055772066,-0.509966731071,-0.631882309914,-0.818534314632,-0.165618494153,0.700583338737,-0.368608415127,0.671267986298,0.119800075889,0.931927323341,-0.499190539122,0.502648830414,0.176270723343,-0.593352258205,-0.694325685501,-0.0430999994278,-0.389985322952,0.344586223364,-0.603923857212,0.908735215664,0.0749659612775,0.753083646297
3553,-1.3283097744,0.393550693989,-0.403499990702,0.648999989033,1.77935004234,1.63136732578,0.408985316753,-0.0520105957985,-0.877471268177,0.434866666794,0.552100896835,1.35249519348,-0.83655667305,-0.147179409862,0.00349164009094,0.718316197395,-0.744854390621,-1.22458446026,-1.44336926937,-0.787312567234,0.403195947409,0.2077973634,0.240588918328,1.33000004292,0.361244440079,-1.9795255661,-1.5771945715,0.189039856195,0.369995355606,0.10212289542
427,-0.791381299496,0.352057904005,0.468899995089,-0.556950032711,3.76139974594,0.330493718386,-1.15699851513,1.429022789,-1.2558978796,-0.59203338623,-0.267255395651,0.361444950104,-0.801956295967,0.852209746838,0.517887234688,0.600343167782,0.419252842665,-0.67450940609,-1.29788577557,-0.014436352998,0.139635249972,0.502952992916,-0.101900011301,1.47605001926,0.265541434288,-0.443113327026,-0.51318114996,-1.02177548409,0.0364961177111,-1.17768442631
5898,0.368248641491,-0.418874382973,1.3913500309,0.548299968243,0.0272000133991,-1.46933197975,0.426994591951,-1.38236689568,0.144437089562,0.346933335066,0.218402981758,0.00104653835297,0.382562607527,-0.88946968317,0.00507812947035,-0.089363694191,-0.423379421234,-1.13016915321,-0.829200685024,-0.355792284012,-0.220542624593,0.345782279968,-0.631444871426,-0.267350018024,0.606522381306,-0.00212135910988,0.140026807785,-0.905389904976,-0.127012655139,-0.32051256299
23365,0.250305473804,2.70729088783,0.256850004196,1.06194996834,2.82465004921,1.93593049049,0.989309430122,-0.104351431131,-0.645324170589,0.599533319473,0.393426597118,-0.126230284572,-0.00864289887249,-0.352294266224,-0.504356682301,0.42177298665,0.529435276985,0.445035934448,-0.479571968317,0.746783435345,0.41521024704,0.159639239311,0.519182264805,1.29470002651,-0.595867753029,-0.139616876841,2.75312852859,-0.0369618088007,0.00473660230637,0.964629948139
6657,-1.08184909821,0.862674832344,-0.793099999428,0.943000018597,3.52754998207,1.10532712936,0.455282151699,0.823167204857,-0.858736813068,-0.0706666707993,0.238947376609,0.917989552021,-0.56687527895,0.146145641804,0.280889451504,0.827468156815,-0.174178004265,0.446789413691,0.43991240859,-0.90457123518,0.0392804853618,-0.410533517599,0.590844810009,0.350849986076,0.148706376553,0.00116018299013,0.250445336103,-0.0803044587374,0.264726877213,-0.0186143871397
5054,0.529550969601,-0.361503154039,-0.115199998021,-0.133799999952,-1.82395005226,-0.972032189369,-1.89537286758,0.620478332043,1.09389138222,0.00800001621246,-0.134163230658,-0.740179717541,2.43655586243,0.499501138926,0.344137281179,1.17861163616,0.835603773594,-0.0928410738707,0.037750788033,0.366434127092,0.611198604107,0.360389828682,0.0230200588703,-1.18884992599,0.122117608786,-0.201955407858,1.21466183662,-0.835923016071,-0.836206257343,0.126642912626
3108,0.00895772874355,0.23009210825,0.379150003195,0.679099977016,6.242000103,0.257407456636,-0.11080083251,-2.20522594452,-0.7465082407,-0.910766661167,-1.18645012379,0.0384228229523,0.19268681109,-0.55322432518,-0.366002053022,-0.762502551079,-0.493197023869,-0.397255122662,0.198181942105,0.021286290139,0.379981964827,0.248607873917,0.286463737488,1.77684998512,-0.151241660118,-0.584155499935,-0.626139700413,0.266583502293,-0.203075706959,0.00391840189695
1950,-0.724772453308,0.401536822319,-0.447500020266,0.985249996185,-1.5610499382,-0.486679434776,-0.652143239975,-0.160771101713,-0.270345360041,0.31536668539,0.417858719826,0.625278532505,-0.705933749676,-0.309257507324,-0.150740087032,0.695400416851,-0.483956158161,-0.414804309607,1.0359416008,-0.505808651447,-0.184932291508,-0.801361739635,0.606035530567,4.75889968872,-0.789218246937,-0.151519477367,-0.707472205162,-0.378601431847,0.0580400750041,-1.42732572556
351,-0.673645138741,-0.402466595173,-0.724399983883,0.77120000124,-0.707050085068,-1.2394849062,-0.617577135563,-1.29087221622,-0.470426410437,0.272933334112,-1.3440464735,0.660259723663,-0.535350143909,-0.0491450726986,-0.442775309086,0.497385323048,-0.183335110545,-0.898138582706,-4.92826604843,-0.0142588913441,0.122856751084,-0.759461581707,0.0759384483099,-0.000650000059977,-1.06869244576,-0.552146553993,0.178301632404,-0.027526171878,-0.757415056229,0.251707673073
4846,-1.11404919624,0.525450110435,0.234549999237,0.575299978256,1.22389996052,-0.288741290569,-0.371424436569,-0.138089701533,0.31720083952,-0.34133335948,-0.210454404354,-0.958862006664,-0.692126452923,0.650681614876,-0.710363149643,-0.165077567101,-0.0590324029326,-1.72816061974,1.1614613533,-0.208007663488,0.832642674446,-0.132443353534,0.123341113329,0.997650146484,-0.666865825653,-0.372708976269,-0.26059871912,0.140270039439,0.0681516602635,-1.20550131798
1452,0.027202129364,-2.97179222107,0.303600013256,0.979299962521,-0.648549973965,-0.207195162773,0.571886658669,-2.22333168983,0.43048709631,-2.36220002174,0.836023688316,-1.12174034119,0.117138460279,0.342288017273,0.415359735489,-0.487131118774,-2.62154388428,1.11054706573,-1.43997597694,0.161519482732,-1.16275250912,-1.35284340382,0.299504548311,0.941799998283,-0.350645303726,0.0572797730565,-0.368121534586,-0.321536034346,0.317647993565,-1.91780352592
