rid,CPC007_A375_6H:BRD-K07530279-001-08-1:10,CPC007_A375_24H:BRD-K07530279-001-08-1:10,CPC007_A549_6H:BRD-K07530279-001-08-1:10,CPC007_A549_24H:BRD-K07530279-001-08-1:10,CPC007_HA1E_6H:BRD-K07530279-001-08-1:10,CPC007_HA1E_24H:BRD-K07530279-001-08-1:10,CPC007_HCC515_6H:BRD-K07530279-001-08-1:10,CPC007_HT29_6H:BRD-K07530279-001-08-1:10,CPC007_HT29_24H:BRD-K07530279-001-08-1:10,CPC007_MCF7_6H:BRD-K07530279-001-08-1:10,CPC007_MCF7_24H:BRD-K07530279-001-08-1:10,CPC007_PC3_6H:BRD-K07530279-001-08-1:10,CPC007_PC3_24H:BRD-K07530279-001-08-1:10,CPC007_VCAP_6H:BRD-K07530279-001-08-1:10,CPC007_VCAP_24H:BRD-K07530279-001-08-1:10,CPC020_A375_6H:BRD-K07530279-001-04-0:10,CPC020_A549_6H:BRD-K07530279-001-04-0:10,CPC020_HA1E_6H:BRD-K07530279-001-04-0:10,CPC020_HCC515_6H:BRD-K07530279-001-04-0:10,CPC020_HT29_6H:BRD-K07530279-001-04-0:10,CPC020_MCF7_6H:BRD-K07530279-001-04-0:10,CPC020_MCF7_24H:BRD-K07530279-001-04-0:10,CPC020_PC3_6H:BRD-K07530279-001-04-0:10,CPC020_PC3_24H:BRD-K07530279-001-04-0:10,CPC020_VCAP_6H:BRD-K07530279-001-04-0:10,CPC020_VCAP_24H:BRD-K07530279-001-04-0:10
5720,-0.841062545776,-1.19574034214,-0.2298630476,0.492561608553,0.101769894361,-1.19362664223,0.957300007343,-0.174286112189,0.0840348750353,-0.267305642366,-0.390715360641,-0.760512530804,-1.21282064915,-0.332171082497,0.122195482254,-0.401843011379,0.180900007486,1.37637841702,-0.972299993038,0.494707405567,0.194219857454,0.0897067859769,-0.594398796558,-0.862618267536,0.138959690928,0.625319838524
466,-0.193190217018,-0.897444546223,-0.167116641998,-1.90284979343,0.451326370239,-0.826365530491,-0.862049996853,-0.0330822393298,-0.235759720206,-0.652933359146,-0.0194031894207,0.421293199062,0.391279816628,0.0751959979534,-0.238272324204,-0.0932770296931,0.457150012255,-0.604730606079,-0.632899999619,0.620998084545,0.357739150524,-0.214094281197,0.292807161808,0.280984312296,-0.340198844671,0.490756392479
6009,-1.27644026279,0.0839118808508,0.359800308943,0.51853197813,-0.993676543236,0.0537077598274,-1.39890003204,-0.420118480921,0.306276232004,-0.836014509201,1.11271882057,-1.62782120705,-0.937768161297,0.532099425793,-0.700093209743,-0.576010763645,0.503100037575,0.888506889343,0.0310500003397,0.2135412395,-0.415515899658,-0.392954587936,-0.361489862204,-0.503731787205,0.0904867947102,-0.146541178226
2309,-0.641916453838,1.11162805557,3.17117142677,-0.441597044468,0.0543870180845,-0.668408215046,0.15664999187,0.136779651046,0.88712823391,-0.114545077085,0.694871664047,0.237104594707,-1.09738922119,-0.44277215004,-0.604878842831,-0.351090908051,0.695050001144,-0.142585977912,-0.327499985695,1.09374034405,0.0232881903648,-0.164059102535,0.459899514914,-0.764959514141,-0.193695038557,0.219370171428
387,0.73352098465,-0.566302657127,-0.515295922756,-1.39346814156,0.112220659852,-0.573059082031,-0.336899995804,-0.950486719608,-0.978526234627,-1.03589773178,2.43242096901,-1.1659681797,-1.23697280884,-0.938628435135,-0.126070633531,-0.406483381987,0.112399995327,-0.850295901299,0.264849990606,1.02081012726,0.22501078248,-0.348595380783,-0.42467135191,-0.488620221615,0.136005729437,-0.0350635908544
3553,0.144782394171,-0.463238477707,-0.0736816301942,3.03825879097,0.172350853682,0.155443847179,-1.22389996052,0.0277057494968,-0.281212031841,0.430123239756,-0.297463655472,-1.6796194315,-0.897226154804,-0.377142727375,0.00312117859721,0.862695336342,0.0179999992251,1.08296382427,0.608500003815,-0.835413753986,-0.362058401108,-1.22882163525,-1.72530400753,-1.56658327579,0.0309992432594,-0.698149383068
427,0.0518009215593,0.129216074944,0.685122489929,0.350732088089,-0.903585195541,0.210200875998,-0.313749998808,0.142679810524,0.455532521009,0.408315658569,0.0693569332361,1.26049232483,-0.342664718628,-0.900530815125,-0.172081813216,4.41794586182,-0.722400009632,-0.625263035297,0.202299997211,0.251925945282,0.25041899085,-0.57265406847,1.45008194447,-0.0102274417877,-0.548652350903,0.230657443404
5898,-0.730716824532,-0.165837138891,0.106936603785,-1.89163398743,-0.173896804452,0.120607182384,0.669250011444,0.0778063833714,0.694454848766,-0.301706969738,-2.14853000641,1.02746212482,-0.310901641846,-0.0563087761402,-0.402965307236,-1.46430432796,0.75695002079,-0.576880097389,-0.909749984741,-0.152388036251,0.0447729974985,-1.45566534996,-0.324492961168,-0.23461958766,-0.365987300873,-0.0212614685297
23365,1.135024786,1.39937663078,0.35006082058,-0.126919940114,0.35439068079,0.420735865831,1.58960008621,0.276501059532,-0.744719862938,0.543205857277,-0.881699919701,0.84949785471,-0.213635459542,0.0474026575685,0.37464761734,0.187095105648,-0.142849996686,-0.923845112324,-0.678550004959,1.46027588844,0.46055752039,0.318422079086,0.138795718551,0.115084946156,-0.62661087513,0.252265810966
6657,-0.427444726229,0.601410269737,1.21484827995,0.699316382408,1.35047531128,0.216760158539,0.15569999814,0.551946222782,0.478091061115,0.272125184536,-0.527711689472,1.21672272682,0.949151515961,0.355670809746,0.283892303705,0.191875249147,-0.195899993181,1.05473065376,0.330949991941,-0.719923734665,-0.690389811993,-0.747843980789,-0.598683714867,-0.0597356557846,0.213778078556,-1.11440086365
5054,0.00518101453781,-0.852123081684,-0.0862552002072,-1.58364629745,0.448782861233,-0.366553723812,0.0344999954104,-0.470371961594,2.30842518806,-0.249254316092,-0.809846043587,-0.642483353615,1.10232746601,0.275891363621,-0.480086237192,-0.172032147646,0.112150005996,-1.05011165142,-1.22870004177,-0.465410917997,-0.933868050575,-0.305503547192,-0.107841186225,-0.0206700563431,-0.28165653348,-0.6482847929
3108,-0.278453558683,-0.824693441391,0.614679098129,-0.0958889350295,-0.387805223465,-0.217083990574,1.13030004501,0.00649109482765,0.680612683296,-0.0739730000496,1.22518384457,2.72903037071,-0.941555380821,-0.00975456833839,-0.137567818165,-0.948891699314,0.301449984312,0.060693461448,-0.953649997711,0.922228753567,-0.729377388954,0.263370573521,-0.420477628708,-0.279439389706,0.633661746979,-0.43384501338
1950,0.208507716656,-0.147497192025,-0.144641667604,-0.378271192312,0.131253495812,-0.0221567898989,-0.633099973202,-0.153751209378,-0.500170707703,-0.0526208877563,-0.729653120041,1.50424611568,0.983116567135,-0.301086544991,-0.395431786776,0.639265298843,-0.0971499979496,0.423133909702,0.376599997282,-0.433151125908,-0.469536691904,-0.187227889895,-0.972230434418,-0.584891438484,0.323480039835,-0.362359434366
351,0.00711905956268,0.247158139944,-0.216638147831,0.170541465282,0.0380369350314,0.325914472342,-0.506850004196,0.909228444099,0.313003182411,0.298482149839,-0.446851432323,2.12878894806,0.159061565995,1.15052163601,0.0393504947424,0.248260766268,-0.478749990463,0.171205222607,0.36265000701,0.635235190392,-0.150400161743,-0.379375934601,0.325244903564,0.551024138927,-0.346988946199,-0.483197510242
4846,0.124727368355,-0.342570453882,0.62872427702,1.03184556961,-0.648050665855,-0.717202961445,0.331450015306,-1.52750074863,-0.270777672529,0.165342986584,0.223695039749,2.12345409393,1.14623105526,-0.124370880425,0.179333150387,0.0450350791216,-0.324449986219,0.984324991703,0.139399975538,0.538326978683,0.570828080177,-0.45865380764,-0.194671794772,0.185069605708,0.459198951721,0.0775868594646
1452,-0.695652484894,-1.15804553032,-0.0128055512905,-1.87159585953,-0.831005811691,-0.495458781719,-0.748049974442,-1.45454061031,-1.41722762585,0.632899165154,0.447945892811,-1.16650617123,-0.429168432951,0.0945643186569,-0.457121521235,0.031582519412,0.974600017071,-0.198256015778,-1.23714995384,0.863894581795,-0.0664800107479,-0.346009254456,-0.758752524853,0.325932979584,-0.191982552409,-1.09415888786
4776,-0.557724416256,-0.52400457859,-0.543060958385,0.616419732571,0.556503772736,0.0654400885105,0.0957999974489,0.0201040878892,-0.121806353331,-0.0292384698987,-1.00827777386,1.81738901138,0.935779571533,0.12919858098,0.382697045803,1.63784039021,-0.620949983597,0.534044861794,1.22699999809,-0.638238549232,-0.983187675476,-0.915184736252,-0.26072627306,-0.181933939457,0.014458572492,-0.860051095486
6908,-0.528603136539,-1.14925932884,-0.0375845134258,3.39262747765,-0.00743196904659,0.365757793188,-0.246199995279,-0.179152816534,0.35276311636,-0.894701361656,0.601567089558,-0.879134953022,-0.914936184883,0.0377463251352,-0.0263881776482,-0.651102423668,-0.177900001407,0.449770629406,-0.823500037193,-0.0372416377068,0.551394224167,0.528591811657,-0.543624818325,-0.778855323792,0.747716784477,0.796784102917
672,-0.151947110891,0.338706701994,-0.505617260933,-1.26006543636,0.232864052057,-0.272990137339,0.411400020123,0.0906429439783,-0.483914136887,0.270570278168,-1.07904791832,0.50503885746,0.623074173927,-0.091596506536,0.184565424919,-0.260436058044,0.761449992657,-0.467519819736,-0.729600012302,1.38159263134,1.32241117954,0.915868639946,0.357248783112,-0.161952629685,0.0783931016922,0.919034123421
