rid,CPC011_A375_6H:BRD-K92870997-001-13-8:10,CPC011_A549_6H:BRD-K92870997-001-13-8:10,CPC011_A549_24H:BRD-K92870997-001-13-8:10,CPC011_HA1E_6H:BRD-K92870997-001-13-8:10,CPC011_HT29_6H:BRD-K92870997-001-13-8:10,CPC011_MCF7_6H:BRD-K92870997-001-13-8:10,CPC011_MCF7_24H:BRD-K92870997-001-13-8:10,CPC011_PC3_6H:BRD-K92870997-001-13-8:10,CPC011_PC3_24H:BRD-K92870997-001-13-8:10,CPC011_VCAP_6H:BRD-K92870997-001-13-8:10,CPC011_VCAP_24H:BRD-K92870997-001-13-8:10,NMH002_FIBRNPC_24H:BRD-K92870997-001-14-6:10,NMH002_FIBRNPC_6H:BRD-K92870997-001-14-6:10,NMH002_NEU_6H:BRD-K92870997-001-14-6:10,NMH002_NEU_24H:BRD-K92870997-001-14-6:10,NMH002_NPC_6H:BRD-K92870997-001-14-6:10,NMH002_NPC_24H:BRD-K92870997-001-14-6:10
5720,-3.43990468979,-0.363900125027,-0.0906384065747,-0.180150002241,-0.991172850132,-5.22700023651,-0.130249992013,0.0647914558649,-0.621764481068,-1.06046569347,-1.22561597824,-0.757300019264,-0.388686060905,-0.144866675138,0.0655218064785,0.207996368408,-0.826431691647
466,1.60115289688,-0.153627246618,-0.588094830513,-0.884449958801,0.16915756464,0.689799964428,0.0265499986708,-0.22644752264,-0.847922623158,-0.720698237419,-1.00369644165,-0.174099996686,-0.401866674423,0.217500016093,-1.71489715576,1.29193067551e-05,-0.283671230078
6009,0.90632802248,0.0156147330999,0.0709225460887,-1.5694000721,-0.267998456955,0.0636500120163,0.443950027227,0.136054068804,0.846679389477,0.0369224101305,0.595523834229,-0.410133361816,-0.756831943989,-0.326333343983,0.756258249283,0.250608801842,1.11660313606
2309,2.02387261391,-0.860943138599,0.694032013416,-0.884050011635,1.30143177509,1.44304990768,-1.00524997711,-0.792364835739,-0.112399041653,-0.297028660774,0.269721865654,0.0689000189304,-1.2570207119,0.00976666808128,0.307771325111,0.7116933465,-0.489417999983
387,0.249271988869,-0.175803646445,-0.284267306328,-1.35194993019,1.00749540329,2.61500000954,0.474849998951,-0.179813683033,-0.186417579651,-0.274830967188,-0.798640489578,-0.476233333349,-0.0435235202312,0.470966696739,0.53447508812,0.152756541967,-0.569191634655
3553,2.55150318146,0.56577038765,1.1743619442,0.644150018692,0.297383904457,1.9117000103,-0.471500009298,-1.11308848858,0.134118154645,0.422110676765,2.604845047,-0.100366681814,1.13558256626,0.328866690397,-0.776628196239,0.165902942419,-0.112608738244
427,1.59260761738,-0.18496721983,-0.318168491125,-0.059800028801,1.53136730194,0.615749955177,0.258650004864,0.384527117014,-0.118895091116,0.0291577726603,-0.146161258221,-0.109100021422,-1.25709116459,0.19549998641,0.0262625142932,-0.511011123657,0.447478175163
5898,-1.46713340282,-1.18864154816,1.01336050034,-1.2146500349,-1.36987769604,0.74874997139,0.458499997854,0.0805286765099,0.869916319847,0.651774525642,0.647387981415,0.506066679955,-1.04992759228,0.747400045395,0.402678728104,-0.645229697227,0.24707429111
23365,1.6568608284,-0.166315674782,-0.137940406799,-0.523600041866,0.840192019939,0.431899994612,-0.133799999952,0.605713009834,-0.422339081764,0.525756120682,0.0268443971872,0.746333360672,0.123824626207,0.563800036907,0.833939552307,-0.0831725075841,-0.102165952325
6657,1.64337658882,0.380553334951,0.205690950155,1.06980001926,1.24040830135,1.10669994354,-0.748350024223,-0.611155033112,-0.102977328002,0.96083766222,1.72877645493,1.38546669483,0.905348300934,0.412966698408,0.644130468369,1.05457055569,-0.353820949793
5054,2.52668642998,-0.451565891504,-0.61116617918,-0.719449996948,0.102355591953,1.58985006809,0.307700008154,0.499993503094,-0.92008548975,0.110212773085,0.25767403841,0.325933367014,-1.09924137592,-0.598300039768,-0.684459209442,0.893746614456,0.680670380592
3108,1.18826770782,-0.0983220338821,0.271365106106,-0.434549987316,0.364341855049,1.32104992867,-0.0430000014603,-0.542659401894,0.174496591091,-0.42957213521,-0.190761625767,-0.2785333395,0.711378991604,0.0822666659951,-0.51201158762,-0.678047895432,3.20718932152
1950,1.27203428745,-0.0322673767805,-0.678598344326,1.27830004692,0.60266149044,-0.312950015068,-0.847699999809,-0.566706240177,0.593507230282,0.731868982315,0.259426474571,0.0767666697502,1.00230658054,-0.972333431244,-0.36217674613,0.552789449692,4.28127479553
351,-4.33504247665,0.743427276611,0.983613193035,0.121950000525,-0.169656097889,-5.42259979248,0.430599987507,0.36668241024,-0.820992052555,-0.113909557462,0.618759393692,0.160633340478,-1.70799899101,0.179566666484,-0.550129950047,-0.56701117754,0.58349275589
4846,1.09784376621,-0.101772665977,0.136250689626,-0.686450004578,2.31807088852,1.16149997711,-0.381300002337,0.412463515997,0.212693929672,1.35881984234,1.25844550133,0.609300017357,0.195629432797,0.714433372021,0.496403336525,0.458861291409,0.0818121880293
