rid,DOS014_VCAP_6H:BRD-K60474343-001-01-3:5,DOS014_VCAP_24H:BRD-K60474343-001-01-3:5,DOS041_A375_24H:BRD-K60474343-001-01-3:5,DOS041_A549_24H:BRD-K60474343-001-01-3:5
5720,-2.56135010719,-0.731213629246,-0.21014149487,-0.194350004196
466,-1.69134998322,-0.428226530552,-0.981034994125,0.297649979591
6009,1.29330003262,1.57280540466,-0.178384542465,0.0569500029087
2309,0.343849986792,-1.40098285675,1.63037443161,1.84889996052
387,2.3952498436,0.748992979527,2.00741243362,1.19229996204
3553,-0.431599974632,0.117253363132,-0.122115910053,-1.59000003338
427,-1.77620005608,1.39032280445,0.999050498009,-0.518249988556
5898,0.105650007725,-0.56439447403,-1.2373894453,-1.74094998837
23365,1.03600001335,-0.0937124490738,-1.23809421062,-0.17444999516
6657,0.344449967146,0.234507367015,-0.472306072712,-0.335150033236
5054,0.36360001564,0.236250028014,1.66247344017,-0.419499993324
3108,0.18599998951,2.10319209099,2.16107130051,0.441249996424
1950,0.192449986935,-1.3934378624,0.429447025061,-0.789950013161
351,-0.822200000286,0.867017447948,-4.38923072815,-1.59419989586
4846,-0.532549977303,0.191052228212,0.128637909889,-1.42355000973
1452,-0.31329998374,-0.663857877254,1.0035970211,0.153750002384
4776,-0.355650007725,0.0943145900965,-0.980467557907,-1.6521999836
6908,-0.443849980831,0.562117874622,1.01098382473,2.22424983978
672,-1.28999996185,-0.965053141117,-1.21193909645,0.982649922371
5710,-1.15659999847,-0.0714891180396,0.248376876116,1.61650002003
2115,-0.873250007629,-0.402240335941,0.29679453373,-0.374549984932
7015,-1.2717499733,-0.574612617493,0.288494348526,-1.18799996376
8726,0.264999985695,-0.103701889515,-1.21119832993,0.861199975014
2185,-0.67460000515,0.230280920863,-0.0395461320877,-1.04869997501
3315,-0.141149997711,-0.891355216503,-0.154436469078,0.833550035954
5289,-1.29960000515,-0.983030080795,-1.66137981415,-1.46274995804
868,-3.12534999847,0.0562308877707,2.20830106735,-1.32365000248
1677,-0.764500021935,-0.582799553871,-0.990190923214,-0.670099973679
7043,0.895150065422,2.06359219551,0.22370903194,-0.7757999897
5613,-1.10830008984,0.0503171384335,-0.682705104351,-0.405499994755
595,-0.246399998665,0.126437276602,-0.314302325249,3.73285007477
4793,-0.938250005245,-0.164776936173,2.45389246941,0.628549993038
2736,4.85710000992,0.512176275253,0.206646278501,-0.500900030136
5290,0.704899966717,-0.166102454066,-0.356996715069,-0.843850016594
6194,-0.623149991035,0.262685030699,-0.886183321476,-0.612450003624
1676,-1.50655007362,1.0522441864,-0.502487719059,-0.794200003147
23512,-1.52935004234,0.0222857743502,-3.53984069824,-3.94255018234
148022,0.236200004816,0.81850194931,0.906580209732,-0.580299973488
1906,-0.412099987268,0.0218657255173,-0.316175758839,0.00215000659227
8878,-0.961800038815,0.174978688359,-0.0683555006981,1.15310001373
3091,-4.17914962769,-0.285147279501,-1.44680643082,-0.60070002079
5743,-0.751699984074,-0.384913235903,0.486679643393,0.0476000010967
5321,-0.75830000639,0.13462254405,-1.11260521412,0.208350002766
4144,-3.08875012398,0.753364920616,-1.94932293892,0.086050003767
1981,1.02009999752,-0.133217766881,0.667890667915,0.414250016212
695,-0.493799984455,-0.190756738186,4.31602191925,-0.51139998436
10398,-1.65934991837,-0.0561049096286,-0.470069050789,-2.63514995575
5708,-4.31675004959,0.802230894566,-2.04973554611,-2.11989998817
1213,1.51209998131,1.53459310532,-0.736027181149,-1.22035002708
226,-0.430849969387,0.692390322685,0.674866974354,-0.322250008583
6777,-1.04094994068,0.473954886198,1.48624658585,1.80455005169
2113,0.0149500072002,1.1834435463,0.804852962494,0.35484996438
3329,-2.85135006905,-0.0493363142014,0.250261902809,1.97905004025
1050,-0.552399992943,-0.115553498268,1.00088369846,1.17779994011
9491,-0.144250005484,0.615114867687,0.335165351629,-0.11724999547
22926,-0.498099982738,0.283725768328,0.578730463982,0.338699996471
5899,0.14770001173,-0.394238054752,0.203241407871,0.337450027466
5467,1.52139997482,0.486872911453,1.63090968132,-1.22269999981
6774,0.324200004339,0.599807560444,0.29892373085,0.835550010204
1788,-1.07959997654,-0.241510242224,-0.795148849487,-0.181750014424
5921,0.206499993801,0.449198931456,-0.511497974396,-0.104050002992
5721,0.472550004721,0.0358489155769,0.531894207001,-1.17755007744
2263,0.0413499996066,-0.755097150803,1.62988352776,-1.08634996414
808,-0.432550013065,1.8888040781,0.188490629196,-0.805599987507
30001,-0.611150026321,-0.411155045033,0.491455316544,1.43095004559
348,0.0899500101805,-0.0228165760636,-0.468908369541,-1.0639500618
30849,-0.574100017548,-0.0729860663414,-0.2511972785,0.561349987984
1454,0.655050039291,-0.563032507896,0.629608511925,-1.35599994659
6500,0.549549996853,0.693913519382,-0.655113637447,0.54549998045
5627,-0.450850009918,-0.196043670177,2.6409432888,1.53500008583
5715,0.150900006294,-3.2203514576,-1.67053747177,-0.730849981308
4791,-0.842100024223,-0.391700327396,0.0948457121849,-0.838999986649
56924,-0.790799975395,0.186123713851,0.0678806900978,-0.16914999485
2690,-0.0234499573708,1.13654744625,2.61934876442,-0.851300001144
1019,-1.94854998589,0.0356308743358,-1.19391012192,1.34109997749
51422,-0.338399976492,-0.41565105319,-0.0610552877188,-0.130850017071
5788,-0.812449991703,0.981744885445,-0.293921560049,-0.795349955559
6709,-0.95275002718,0.462946563959,-0.230208218098,1.47455000877
1277,0.974900007248,0.659912884235,4.50669956207,-0.340750008821
993,-1.38100004196,-0.262262135744,-0.432937562466,1.43174993992
7157,-0.676599979401,-0.237911954522,-0.773813962936,0.916500031948
1958,-0.710150003433,-0.411440014839,4.68396806717,0.212549999356
4582,-0.869800031185,-0.540146529675,0.827025175095,-0.123700007796
9212,-1.2228000164,1.54566609859,-0.855921506882,-0.512049973011
8440,-0.263100028038,1.36303901672,0.659031569958,1.52600002289
6790,-1.06814992428,-0.642987847328,1.53833973408,1.1968998909
8851,0.665350019932,0.685650289059,-1.79079556465,1.36204993725
2534,-0.561200022697,1.62590610981,0.625074386597,0.00485002994537
4893,-1.11974990368,-0.0196688324213,-0.281376332045,-0.635200023651
665,-0.102300018072,-0.221913829446,-0.368947505951,0.186549991369
4313,-0.24699999392,1.64799201488,0.0914864838123,-2.95249986649
1022,1.54554998875,-0.320422112942,-0.696520090103,-1.13514995575
5880,-0.85689997673,-1.38914394379,1.35817670822,0.435500025749
3162,-0.237949997187,0.261237859726,-0.703829526901,0.749050021172
1282,0.490799963474,0.821063756943,0.79882401228,-0.735700011253
3383,-0.11249999702,0.0535359382629,1.31543874741,-0.5013499856
