rid,CPC002_HA1E_6H:BRD-K72029282-001-15-4:10,CPC002_HA1E_24H:BRD-K72029282-001-15-4:10,CPC002_HCC515_6H:BRD-K72029282-001-15-4:10,CPC002_HCC515_24H:BRD-K72029282-001-15-4:10,CPC002_PC3_6H:BRD-K72029282-001-15-4:10,CPC002_PC3_24H:BRD-K72029282-001-15-4:10,CPC002_VCAP_6H:BRD-K72029282-001-15-4:10,CPC002_VCAP_24H:BRD-K72029282-001-15-4:10,CPC018_A375_6H:BRD-K72029282-001-15-4:10,CPC018_A549_6H:BRD-K72029282-001-15-4:10,CPC018_A549_24H:BRD-K72029282-001-15-4:10,CPC018_ASC_24H:BRD-K72029282-001-15-4:10,CPC018_HEPG2_6H:BRD-K72029282-001-15-4:10,CPC018_HT29_6H:BRD-K72029282-001-15-4:10,CPC018_MCF7_6H:BRD-K72029282-001-15-4:10,CPD001_MCF7_6H:BRD-K72029282-001-17-0:10,CPC018_MCF7_24H:BRD-K72029282-001-15-4:10,CPD001_MCF7_24H:BRD-K72029282-001-17-0:10,CPC018_NPC_24H:BRD-K72029282-001-15-4:10,CPD001_PC3_24H:BRD-K72029282-001-17-0:10,CPC018_PHH_24H:BRD-K72029282-001-15-4:10,CPC018_SKB_24H:BRD-K72029282-001-15-4:10
5720,-0.293395519257,0.562229394913,1.50405907631,-0.324964404106,1.26350533962,0.233754724264,-1.02095878124,-0.358408808708,0.00214473204687,-0.0648294463754,0.671900033951,0.293249189854,-1.14249992371,-1.50528717041,0.521131575108,0.341225743294,-1.98414111137,-0.170677542686,-0.613831698895,-0.581876993179,-0.154347032309,-0.110884509981
466,0.347916692495,0.366558045149,1.10914707184,0.622492969036,0.765894770622,0.00705604255199,-0.937337040901,0.536811947823,-0.373557984829,-0.733574390411,1.09509992599,-1.37366175652,-1.15926671028,-1.66930115223,-0.303463608027,-3.59581589699,-1.47557842731,-0.702956795692,0.0343090593815,0.602178156376,0.457005918026,-1.05663096905
6009,-0.0201875567436,0.543311953545,1.0186611414,2.5284538269,0.377220988274,-0.106021806598,-3.32100057602,0.713123381138,-0.350072681904,0.792176127434,-0.419999986887,-1.06656110287,-0.184133321047,0.107653558254,0.420360267162,1.07981300354,0.372104436159,1.26602637768,1.10470676422,0.0100227594376,-0.46019077301,-0.722359597683
2309,0.390929341316,1.50598967075,-0.0728160738945,0.265154272318,-0.623593211174,-0.762234985828,0.983793377876,-0.173414349556,0.308221101761,0.0906439647079,-0.447349995375,-0.838106155396,0.141766667366,-1.1238642931,0.26261228323,1.85694742203,-0.0363347455859,-0.664649188519,0.676046252251,-0.827040314674,0.820053160191,-0.526183009148
387,0.872031331062,-0.0950980186462,1.47696149349,1.02193832397,0.6884739995,0.780876398087,-1.18332433701,1.27115249634,0.904528677464,0.34791469574,-1.17589998245,-0.387069284916,1.14486670494,0.460939735174,0.347874104977,1.26166427135,0.488038182259,0.372849702835,0.954737901688,-0.0493701994419,-0.37873762846,0.539739012718
3553,-1.19609296322,3.05230545998,-1.25893235207,0.250011861324,-0.34288802743,-0.00420432537794,0.937212109566,-0.0847082734108,-0.741207063198,0.211293742061,-0.632149994373,1.06396353245,0.658533334732,1.6096060276,0.179975196719,0.567243278027,-0.0367927998304,1.18599581718,-0.999629318714,-1.01550245285,1.43964064121,1.91108763218
427,0.56595492363,-0.734649658203,0.347247242928,0.168452769518,0.00476627983153,0.830578923225,-0.0619081407785,-1.12177848816,0.245920985937,0.595266759396,0.923949956894,-2.76337313652,-0.0392333269119,-1.54829442501,-0.324953317642,-0.348302423954,-0.320755720139,0.643961191177,-0.427999079227,1.19755136967,0.454102247953,-0.424167573452
5898,0.379333198071,0.547136545181,0.113191880286,-4.07907247543,0.76213145256,0.158348381519,-0.0795141160488,0.258543133736,0.527956604958,-0.7625041008,-0.152700006962,-1.28445780277,0.100966662169,-1.00613439083,0.0424471497536,-2.31638669968,-0.124151498079,-0.29060152173,-0.329343438148,-0.550217270851,0.0014106631279,0.0366049669683
23365,0.594214916229,0.314514160156,-0.429915130138,1.00577557087,-0.139580115676,-0.212213367224,0.74196600914,0.794284105301,0.80058246851,1.19963479042,-0.765699982643,0.048461407423,2.71503353119,0.423336207867,1.15824890137,0.717005491257,0.525063574314,-0.118003934622,0.609018087387,0.471534460783,0.166010513902,-0.411244511604
6657,-0.462179809809,-1.11473417282,0.124319016933,-0.49333012104,-1.3325895071,-0.870077133179,1.0602158308,-0.331617951393,-0.267909437418,0.278661042452,-0.58679997921,0.0142241418362,0.449000000954,1.05933141708,0.204012855887,1.65583693981,-0.365268886089,1.46341741085,0.862933337688,0.262881219387,0.689959287643,0.881935358047
