rid,CPC004_A375_6H:BRD-A87445400-003-03-6:10,CPC005_A375_6H:BRD-K35586044-003-03-0:10,CPC005_A375_24H:BRD-K35586044-003-03-0:10,CPC005_A549_6H:BRD-K35586044-003-03-0:10,CPC005_A549_24H:BRD-K35586044-003-03-0:10,CPC004_HA1E_6H:BRD-A87445400-003-03-6:10,CPC002_HA1E_6H:BRD-A51410489-003-02-8:10,CPC005_HA1E_6H:BRD-K35586044-003-03-0:10,CPC004_HA1E_24H:BRD-A87445400-003-03-6:10,CPC002_HA1E_24H:BRD-A51410489-003-02-8:10,CPC005_HA1E_24H:BRD-K35586044-003-03-0:10,CPC004_HCC515_6H:BRD-A87445400-003-03-6:10,CPC002_HCC515_6H:BRD-A51410489-003-02-8:10,CPC005_HCC515_6H:BRD-K35586044-003-03-0:10,CPC004_HCC515_24H:BRD-A87445400-003-03-6:10,CPC002_HCC515_24H:BRD-A51410489-003-02-8:10,CPC004_HEPG2_6H:BRD-A87445400-003-03-6:10,CPC004_HT29_6H:BRD-A87445400-003-03-6:10,CPC005_HT29_6H:BRD-K35586044-003-03-0:10,CPC005_HT29_24H:BRD-K35586044-003-03-0:10,CPC004_MCF7_6H:BRD-A87445400-003-03-6:10,CPC005_MCF7_24H:BRD-K35586044-003-03-0:10,CPC004_PC3_6H:BRD-A87445400-003-03-6:10,CPC002_PC3_6H:BRD-A51410489-003-02-8:10,CPC004_PC3_24H:BRD-A87445400-003-03-6:10,CPC002_PC3_24H:BRD-A51410489-003-02-8:10,CPC004_VCAP_6H:BRD-A87445400-003-03-6:10,CPC002_VCAP_6H:BRD-A51410489-003-02-8:10,CPC004_VCAP_24H:BRD-A87445400-003-03-6:10,CPC002_VCAP_24H:BRD-A51410489-003-02-8:10,CPC005_MCF7_6H:BRD-K35586044-003-03-0:10,CPC005_PC3_6H:BRD-K35586044-003-03-0:10,CPC005_PC3_24H:BRD-K35586044-003-03-0:10,CPC005_VCAP_6H:BRD-K35586044-003-03-0:10,CPC005_VCAP_24H:BRD-K35586044-003-03-0:10,CPC016_A375_6H:BRD-A51410489-003-02-8:10,CPC015_A375_6H:BRD-A87445400-003-03-6:10,CPC016_A549_6H:BRD-A51410489-003-02-8:10,CPC015_A549_6H:BRD-A87445400-003-03-6:10,CPC016_A549_24H:BRD-A51410489-003-02-8:10,CPC015_A549_24H:BRD-A87445400-003-03-6:10,CPC015_ASC_24H:BRD-A87445400-003-03-6:10,CPC016_HEPG2_6H:BRD-A51410489-003-02-8:10,CPC015_HEPG2_6H:BRD-A87445400-003-03-6:10,CPC016_HT29_6H:BRD-A51410489-003-02-8:10,CPC015_HT29_6H:BRD-A87445400-003-03-6:10,CPC016_MCF7_6H:BRD-A51410489-003-02-8:10,CPC015_MCF7_6H:BRD-A87445400-003-03-6:10,CPC016_MCF7_24H:BRD-A51410489-003-02-8:10,CPC015_MCF7_24H:BRD-A87445400-003-03-6:10,CPC016_NEU_24H:BRD-A51410489-003-02-8:10,CPC016_NPC_24H:BRD-A51410489-003-02-8:10,CPC015_NPC_24H:BRD-A87445400-003-03-6:10,CPC015_PHH_24H:BRD-A87445400-003-03-6:10,CPC015_SKB_24H:BRD-A87445400-003-03-6:10,CPD002_MCF7_24H:BRD-K99712306-003-01-2:10,CPD002_MCF7_6H:BRD-K99712306-003-01-2:10,CPD002_PC3_6H:BRD-K99712306-003-01-2:10,CPD002_PC3_24H:BRD-K99712306-003-01-2:10
5720,0.395586252213,0.00181047618389,0.669968008995,0.581583023071,0.591524004936,-0.952464818954,-1.34231996536,0.0742500126362,-0.136112257838,-1.08673787117,-0.00333186984062,-1.26420474052,0.0894700437784,-0.665950059891,1.07909142971,-0.165824323893,-1.73199081421,0.0375571772456,0.789954304695,0.713044941425,-0.870258808136,0.241520345211,-0.0196705441922,-0.862565815449,0.460020601749,0.234372839332,-0.337373673916,0.439484417439,-0.145721927285,-0.580321073532,-0.120584875345,-0.30166003108,-1.02933454514,-2.6965174675,0.394990116358,1.00171589851,-0.189484447241,-4.95804977417,-0.383450001478,0.417176425457,0.126399993896,0.0847751945257,-1.5122500658,0.277599990368,1.42104041576,-0.391751766205,-0.0541421771049,-1.00645565987,2.05614995956,-0.251618951559,-0.496100008488,0.130199998617,-0.245299994946,0.21535000205,-0.512849986553,0.337533354759,-0.467020630836,0.0065840035677,0.185121625662
466,0.515698611736,0.591681718826,1.16482925415,0.980172276497,1.07063031197,1.22740793228,-1.29956889153,0.629750013351,-0.259048193693,-1.12232303619,0.0852988958359,0.254980772734,0.535670876503,-0.53100001812,0.698688864708,-0.0307845324278,0.0537879094481,-0.00881280656904,0.936357319355,0.351120263338,-1.95969116688,-0.442377477884,0.353274524212,0.41529405117,0.168640509248,-0.650918364525,-0.14854426682,-1.43308377266,-0.886037290096,-0.0144301597029,-0.463299870491,-0.595742166042,-0.388577848673,1.01935136318,-0.36644589901,1.55591356754,0.231270596385,1.97654998302,0.352549999952,-0.414123088121,-0.24703335762,0.560265958309,0.536200046539,-0.502050042152,1.54262769222,-0.393707811832,1.07855618,0.297494739294,-1.19735002518,-0.88434356451,-1.21819996834,-0.830500006676,-0.0653000026941,-1.23044991493,0.129550009966,0.393400013447,-0.13289436698,0.100373789668,0.330865502357
6009,-0.76265001297,0.218000650406,0.073049210012,-0.743126153946,-0.313913345337,0.459840774536,0.32529515028,0.00855000317097,0.828556954861,0.477623432875,0.13992460072,-0.233290582895,-0.821395397186,-0.416599988937,0.51817047596,-0.817906796932,0.621692717075,0.567894220352,0.962325870991,-0.236642971635,-0.649950385094,-0.852717518806,-0.226977184415,0.881335735321,0.564811885357,0.24896338582,-0.138529539108,0.488319575787,0.173023328185,0.983266711235,-1.13183093071,0.0340649858117,-0.535688638687,-1.02500545979,-0.481214404106,0.521670103073,-0.353108733892,-0.839400053024,-0.839800000191,0.330508619547,-0.394566714764,-0.472961187363,-2.43699979782,-0.464900016785,0.917828798294,-0.224651500583,0.534859240055,-0.150387078524,1.91524994373,-0.583531439304,-0.940999984741,-2.30629992485,0.123475000262,-0.145050004125,0.270799994469,-0.0987333059311,0.398835361004,0.686137914658,0.144034922123
2309,0.0524856485426,0.190379872918,-0.355741977692,-0.249520406127,0.446019768715,-0.518603265285,0.311545550823,-0.576600015163,-0.265073776245,0.213698446751,-0.464398622513,-0.773400902748,0.523679733276,1.19000005722,-0.492300361395,1.0709900856,-0.837256491184,-0.214837163687,-0.904049575329,-1.24380409718,-0.138333529234,0.548280596733,0.213267654181,-0.488924086094,-0.0642946958542,-1.12659204006,-0.181385397911,0.395602405071,-0.147056862712,0.137511789799,-0.584092974663,-0.270885497332,-0.42854475975,0.0999869555235,-0.371209383011,-0.0935456454754,-0.580160319805,0.642649948597,0.558799982071,-1.45830273628,-0.438700020313,-0.862814486027,-2.01935005188,0.404500007629,0.0463192164898,-1.07767057419,-1.06899511814,-0.346689045429,0.247350007296,-0.289970964193,1.75440001488,0.347999989986,0.334800004959,-1.44410002232,-0.240400016308,-0.0476333349943,-0.365162074566,-0.222884550691,-0.0466047972441
387,0.265763401985,-0.202083587646,0.338741064072,-0.737186193466,0.553931295872,1.16833257675,1.32264685631,-0.800549983978,0.162789016962,0.687458217144,-0.0822384655476,0.0799162983894,-0.390201240778,-0.223699986935,0.119249403477,-1.35550487041,-0.912078797817,-0.198818355799,0.0350511968136,-0.106659621,0.470778286457,-0.0898829698563,-0.0615362785757,1.32847726345,0.182848185301,0.0517140626907,-0.510452568531,0.857562184334,-0.0495452843606,1.37914085388,-0.0487153232098,-0.0958815813065,-0.00520201027393,-1.49613845348,-1.03097617626,0.644405305386,-0.217789813876,-3.73099994659,0.0233999937773,0.243882834911,0.170366674662,-1.39011597633,2.10710000992,-0.137099996209,1.42548298836,0.0437778234482,0.229872107506,-0.67141109705,1.67065000534,-0.416526317596,-0.730000019073,0.589200019836,-0.0719999819994,-0.356449991465,0.762699961662,-0.213033348322,2.40238285065,1.23805439472,0.788375139236
3553,0.403053969145,0.220351338387,-0.492770731449,0.708931565285,-0.126920357347,0.116380468011,-0.352762818336,0.254850000143,0.314515203238,0.554647982121,-0.745653629303,-0.196050673723,0.0152454227209,0.807299971581,0.172711282969,-0.524127960205,1.63150012493,0.211157947779,0.038985222578,0.591468334198,1.16098201275,-0.60674649477,-0.0411468334496,-0.112545721233,0.143665492535,0.368319004774,-0.0863849520683,-0.208261862397,0.0973161533475,-0.506239175797,0.893207669258,0.446042120457,0.522708952427,-0.0668946653605,1.52437961102,-1.52649223804,0.406864464283,1.20469999313,-0.572350025177,0.292866885662,0.59423327446,0.758231163025,2.89415001869,-0.298000007868,-0.567962348461,0.627622187138,-0.1526902318,2.04702329636,0.906149983406,-0.181971818209,0.837599992752,2.46309995651,-0.700250029564,-0.0660000145435,0.868700027466,0.449533343315,0.485733121634,0.39853516221,0.339186906815
427,-0.090604417026,0.0260052382946,1.34271144867,0.158514037728,-0.207747116685,0.70332711935,-0.323666185141,0.444849997759,-0.589795589447,-0.749591648579,0.889999210835,0.0210342556238,0.275998145342,-1.71854996681,-0.12539845705,-0.0537382662296,-0.217812493443,0.931705892086,0.170908927917,0.258185356855,-0.887054681778,0.403373539448,-0.303017288446,-0.420076131821,-0.334909290075,-0.200747668743,0.0674712210894,-1.06198191643,-0.426690787077,-0.104913011193,-0.33589014411,0.237878680229,-0.235316485167,1.02541434765,-0.0807262957096,-0.167697563767,-0.175097048283,1.7093000412,-0.717850029469,0.682488501072,-0.741800069809,-0.30523750186,0.728599965572,-1.08789992332,2.48776078224,0.512698233128,1.4697906971,0.560217857361,-0.837750017643,-0.0475755035877,-0.832700014114,1.44120001793,-0.107675001025,2.45024991035,1.19615006447,0.023600012064,0.744568705559,-0.594087541103,-0.436810910702
5898,-1.06546580791,0.359370589256,1.25419390202,0.797796368599,0.944854021072,1.21604502201,-0.0625410079956,0.450049996376,0.182963505387,0.0346500054002,-1.03732061386,-0.0328897535801,-0.745499670506,0.0974999964237,-0.423966348171,0.0302058011293,-0.0936069637537,-0.164947673678,0.783081591129,0.0359549298882,-1.18133080006,-0.520827412605,-0.896311581135,0.494325786829,-0.519654691219,0.323525011539,-0.0567362681031,-0.0751692131162,-0.0220193024725,0.316581338644,-0.14251293242,0.0599888712168,-0.496589064598,0.65274977684,0.128562152386,-0.0665136352181,0.0287833511829,-2.65890002251,0.290149986744,-0.500768125057,-0.439833313227,0.303898096085,1.18014991283,0.385900020599,-1.21000087261,1.65575218201,0.191627711058,1.40306603909,-4.81514978409,0.0123789645731,-1.89989995956,1.45599997044,-0.0885500088334,-0.509200036526,-1.26954996586,-0.788666665554,0.721437990665,-3.01616716385,0.539348304272
23365,0.0295863896608,-0.354517817497,-0.427632331848,-0.699034333229,0.222720608115,-0.793059051037,1.59122490883,-0.988750040531,0.538196980953,-1.55552589893,0.256617039442,0.0369042158127,-0.302699446678,-0.193849980831,0.234284192324,0.173545479774,0.204092219472,-0.129501700401,-0.65969645977,-0.00427731871605,0.357863128185,2.79529643059,0.886366844177,1.27077102661,0.280583977699,0.181852936745,1.2336037159,0.195888608694,0.550944983959,-0.442769944668,-0.580589652061,0.0993858128786,0.0521615743637,0.110315017402,-1.08886420727,-0.725069820881,0.182938635349,1.85425007343,0.397549986839,0.409589231014,0.14280000329,0.568847298622,0.0550000071526,-0.107250005007,-0.71788752079,-0.22404718399,0.849144816399,0.766211092472,-1.88615000248,0.873286485672,-0.347299993038,-0.87809997797,-0.119750007987,0.745350003242,-0.620000004768,0.0392000377178,0.808963835239,-0.121291354299,0.868820548058
6657,-0.0853523239493,-0.588217496872,0.235838860273,-0.969156801701,-0.291278541088,-0.726863026619,-0.221109867096,-0.981700003147,-0.362657397985,1.08922946453,-0.0905982553959,-0.133354902267,-0.0792430117726,0.655499994755,0.151429831982,-0.446102380753,1.09872078896,-0.03807618469,-0.214220717549,0.00567962601781,1.21159482002,-0.143023505807,-0.81803804636,-0.429002940655,-0.443821310997,0.622469484806,0.149770587683,-0.20643197,-0.165007293224,-0.472860306501,1.05787444115,-0.301310360432,0.87449914217,0.833859086037,0.277387291193,-1.19794797897,0.377049714327,-0.269249975681,-0.825049996376,0.747545421124,0.473233342171,0.394772738218,2.92340016365,-0.516499996185,-0.389701098204,0.704674839973,0.673004150391,0.960191488266,1.60249996185,-0.416355371475,1.01419997215,-1.04540002346,0.448550015688,0.737299919128,0.134200006723,-0.530000030994,-0.34263715148,-0.488511055708,-0.501008033752
