rid,CPC005_A375_6H:BRD-A60197193-001-05-4:10,CPC005_A375_24H:BRD-A60197193-001-05-4:10,CPC005_A549_6H:BRD-A60197193-001-05-4:10,CPC005_A549_24H:BRD-A60197193-001-05-4:10,CPC005_HA1E_6H:BRD-A60197193-001-05-4:10,CPC005_HA1E_24H:BRD-A60197193-001-05-4:10,CPC005_HCC515_6H:BRD-A60197193-001-05-4:10,CPC005_HT29_6H:BRD-A60197193-001-05-4:10,CPC005_HT29_24H:BRD-A60197193-001-05-4:10,CPC005_MCF7_24H:BRD-A60197193-001-05-4:10,CPC005_MCF7_6H:BRD-A60197193-001-05-4:10,CPC005_PC3_6H:BRD-A60197193-001-05-4:10,CPC005_PC3_24H:BRD-A60197193-001-05-4:10,CPC005_VCAP_6H:BRD-A60197193-001-05-4:10,CPC005_VCAP_24H:BRD-A60197193-001-05-4:10,CPC011_A375_6H:BRD-A60197193-001-09-6:10,CPC011_A549_6H:BRD-A60197193-001-09-6:10,CPC011_A549_24H:BRD-A60197193-001-09-6:10,CPC011_HA1E_6H:BRD-A60197193-001-09-6:10,CPC011_HT29_6H:BRD-A60197193-001-09-6:10,CPC011_MCF7_6H:BRD-A60197193-001-09-6:10,CPC011_MCF7_24H:BRD-A60197193-001-09-6:10,CPC011_PC3_6H:BRD-A60197193-001-09-6:10,CPC011_PC3_24H:BRD-A60197193-001-09-6:10,CPC011_VCAP_6H:BRD-A60197193-001-09-6:10,CPC011_VCAP_24H:BRD-A60197193-001-09-6:10,CPD002_MCF7_24H:BRD-A60197193-001-08-8:10,CPD002_MCF7_6H:BRD-A60197193-001-08-8:10,CPD002_PC3_6H:BRD-A60197193-001-08-8:10,CPD002_PC3_24H:BRD-A60197193-001-08-8:10
5720,0.826214373112,0.460456907749,1.29593861103,0.213542878628,-0.113299995661,0.203812688589,-0.954299986362,0.211555361748,0.107378661633,-0.630146086216,0.609345316887,-0.179341137409,0.506748020649,0.116991862655,0.145318031311,0.197915270925,-0.226524829865,-0.61917167902,-0.398649990559,-0.606699705124,-0.290049999952,0.65600001812,0.390845000744,0.629574239254,0.403400987387,-0.319570034742,-0.443189203739,0.500680863857,0.413992077112,-0.717629909515
466,0.538317859173,1.16840577126,1.89215350151,0.597571372986,0.346400022507,0.906829893589,-1.04320001602,0.493195414543,1.18592679501,-0.764890491962,0.10295239836,-0.490160405636,-0.0487887859344,-1.75979936123,-0.126395240426,-0.324276506901,-0.576487779617,-0.120955549181,-0.498449981213,-0.12422272563,-0.316000014544,0.490999996662,0.594446539879,-0.329275786877,-0.222998380661,-0.423085600138,1.06952106953,0.2087469697,-0.356783241034,0.396245270967
6009,0.143146932125,1.02821135521,0.183601856232,-0.574279010296,0.331250011921,0.541661024094,-0.0805999934673,0.182684838772,-0.936353087425,-0.718870699406,0.234830498695,-0.841862022877,0.419763803482,-0.418822407722,-0.765123069286,-0.110018789768,-0.480295598507,-0.682183265686,-0.658100008965,0.133221611381,-0.851099967957,-0.0647999942303,-0.173145577312,0.5687058568,-0.0577683262527,0.178239256144,0.103670597076,0.339945137501,-0.000705536454916,-0.957230985165
2309,-0.466058075428,-0.143967166543,-0.706823587418,-0.870764017105,-0.460049986839,-0.387625277042,-0.302900016308,-0.187025591731,-0.415006518364,-0.16732428968,-0.0242836102843,0.689512848854,0.479863494635,-0.921412229538,-0.512009263039,-0.619825184345,-0.472026854753,1.02766990662,0.248150020838,-0.215146750212,0.338249981403,-0.287299990654,-0.0347700864077,-0.335625529289,0.310604602098,0.181442379951,-0.884802877903,-0.0105382800102,-0.548085808754,-0.420978665352
387,0.25608804822,-0.0442479066551,0.738534808159,0.00365108251572,-0.219700008631,-0.491750776768,-0.782850027084,-0.0458669625223,-0.734047889709,-1.13748562336,-0.00135910138488,-0.613435864449,-0.942440927029,0.368392378092,-0.860703527927,0.20217654109,-1.42368137836,-0.782658517361,-0.603500008583,-0.0586772784591,-0.232949987054,-0.178000003099,-0.0370240360498,0.118122279644,0.120488867164,-1.00749206543,1.26633775234,0.769774675369,0.497366189957,0.829694926739
3553,-0.249353900552,-0.660860717297,0.0957592725754,0.314893007278,0.0656000077724,1.50477445126,0.00249999761581,-0.272749364376,0.0443841144443,2.46037578583,0.926329433918,0.102324604988,0.0699948444963,0.679889440536,0.345605701208,-0.562273859978,0.900841712952,0.263281673193,-0.10925000906,1.09483242035,-0.971799969673,-0.00155000388622,-0.282542228699,-0.407045662403,0.641887784004,1.40212357044,-0.837284088135,-0.302602887154,1.96892952919,0.169487074018
427,-0.173579290509,-0.0675419270992,2.67383718491,0.553935289383,0.376800000668,0.0901107043028,-0.0572500005364,0.537337183952,0.608892321587,-0.366352617741,0.453387528658,-1.65931499004,0.0881456285715,-0.817322432995,-0.445437669754,-0.0675745755434,-0.556928634644,-0.151281103492,-2.43340015411,0.0104704871774,-0.568799972534,0.104299999774,-0.273145675659,-0.693331718445,-0.189663499594,0.36427795887,0.254394799471,0.592810988426,-0.479315876961,0.687939882278
5898,0.918365955353,0.563636898994,1.30264472961,-0.105607941747,0.649699985981,0.125233471394,-0.0619000047445,0.352603673935,-0.246745362878,0.5337241292,-0.608342647552,0.0179006382823,-1.51217079163,-0.0620025321841,0.534340560436,-0.150301471353,-2.86989307404,0.185838475823,0.224300011992,0.365152776241,-0.346399992704,0.194449990988,1.08205270767,0.274544984102,0.225974157453,-0.787240803242,0.54087293148,0.478319585323,-1.01371526718,0.0584265105426
23365,-0.281320929527,-0.202063530684,-0.63832461834,0.752053439617,-0.277249991894,0.161222189665,-0.432350039482,-0.439942121506,-0.0292837619781,1.67062175274,-0.154857680202,0.396184712648,-1.37739920616,0.758562266827,-0.0306166317314,-0.17845749855,0.112397283316,1.02862656116,0.00480002164841,1.47205269337,-0.372799992561,-0.42769998312,0.473499953747,0.381309807301,0.969729065895,-0.239197939634,1.41905605793,-0.512615144253,0.687226295471,1.08549165726
6657,0.0436102002859,0.0101217031479,-1.19513273239,0.282751560211,0.604650020599,0.11923519522,0.319400012493,0.26011878252,-0.650052964687,1.55516672134,0.761736571789,-0.174249917269,-0.22795702517,0.450331807137,-0.276385575533,-0.280219078064,0.877175927162,0.510835587978,-0.0911499857903,0.305907040834,-0.633049964905,-0.332100003958,-0.941990315914,-0.271841704845,-0.159745052457,0.999504208565,-0.776533007622,-0.45269048214,0.22401972115,-0.415972977877
