rid,CPC002_HA1E_6H:BRD-K28578425-001-02-1:10,CPC002_HA1E_24H:BRD-K28578425-001-02-1:10,CPC002_HCC515_6H:BRD-K28578425-001-02-1:10,CPC002_HCC515_24H:BRD-K28578425-001-02-1:10,CPC002_PC3_6H:BRD-K28578425-001-02-1:10,CPC002_PC3_24H:BRD-K28578425-001-02-1:10,CPC002_VCAP_6H:BRD-K28578425-001-02-1:10,CPC002_VCAP_24H:BRD-K28578425-001-02-1:10,CPC016_A375_6H:BRD-K28578425-001-02-1:10,CPC016_A549_6H:BRD-K28578425-001-02-1:10,CPC016_A549_24H:BRD-K28578425-001-02-1:10,CPC016_ASC_24H:BRD-K28578425-001-02-1:10,CPC016_HEPG2_6H:BRD-K28578425-001-02-1:10,CPC016_HT29_6H:BRD-K28578425-001-02-1:10,CPC016_MCF7_6H:BRD-K28578425-001-02-1:10,CPC016_MCF7_24H:BRD-K28578425-001-02-1:10,CPC016_NEU_24H:BRD-K28578425-001-02-1:10,CPC016_NPC_24H:BRD-K28578425-001-02-1:10,CPC016_SKB_24H:BRD-K28578425-001-02-1:10,PCLB002_A375_24H:BRD-K28578425:10,PCLB002_A375_24H:BRD-K28578425:3.33,PCLB002_A375_24H:BRD-K28578425:1.11,PCLB002_A375_24H:BRD-K28578425:0.37,PCLB002_A375_24H:BRD-K28578425:0.12,PCLB002_A375_24H:BRD-K28578425:0.04,PCLB002_A549_24H:BRD-K28578425:10,PCLB002_A549_24H:BRD-K28578425:3.33,PCLB002_A549_24H:BRD-K28578425:1.11,PCLB002_A549_24H:BRD-K28578425:0.37,PCLB002_A549_24H:BRD-K28578425:0.12,PCLB002_A549_24H:BRD-K28578425:0.04,PCLB002_HA1E_24H:BRD-K28578425:10,PCLB002_HA1E_24H:BRD-K28578425:3.33,PCLB002_HA1E_24H:BRD-K28578425:1.11,PCLB002_HA1E_24H:BRD-K28578425:0.37,PCLB002_HA1E_24H:BRD-K28578425:0.12,PCLB002_HA1E_24H:BRD-K28578425:0.04,PCLB002_HCC515_24H:BRD-K28578425:10,PCLB002_HCC515_24H:BRD-K28578425:3.33,PCLB002_HCC515_24H:BRD-K28578425:1.11,PCLB002_HCC515_24H:BRD-K28578425:0.37,PCLB002_HCC515_24H:BRD-K28578425:0.12,PCLB002_HCC515_24H:BRD-K28578425:0.04,PCLB002_HEPG2_24H:BRD-K28578425:10,PCLB002_HEPG2_24H:BRD-K28578425:3.33,PCLB002_HEPG2_24H:BRD-K28578425:1.11,PCLB002_HEPG2_24H:BRD-K28578425:0.37,PCLB002_HEPG2_24H:BRD-K28578425:0.12,PCLB002_HEPG2_24H:BRD-K28578425:0.04,PCLB002_HT29_24H:BRD-K28578425:10,PCLB002_HT29_24H:BRD-K28578425:3.33,PCLB002_HT29_24H:BRD-K28578425:1.11,PCLB002_HT29_24H:BRD-K28578425:0.37,PCLB002_HT29_24H:BRD-K28578425:0.12,PCLB002_HT29_24H:BRD-K28578425:0.04,PCLB002_MCF7_24H:BRD-K28578425:10,PCLB002_MCF7_24H:BRD-K28578425:3.33,PCLB002_MCF7_24H:BRD-K28578425:1.11,PCLB002_MCF7_24H:BRD-K28578425:0.37,PCLB002_MCF7_24H:BRD-K28578425:0.12,PCLB002_MCF7_24H:BRD-K28578425:0.04,PCLB002_PC3_24H:BRD-K28578425:10,PCLB002_PC3_24H:BRD-K28578425:3.33,PCLB002_PC3_24H:BRD-K28578425:1.11,PCLB002_PC3_24H:BRD-K28578425:0.37,PCLB002_PC3_24H:BRD-K28578425:0.12,PCLB002_PC3_24H:BRD-K28578425:0.04
5720,0.603714346886,-2.82442474365,0.242731064558,-3.7450978756,-0.688328921795,0.590692400932,-1.33398544788,0.22854617238,-0.185335546732,-0.749099969864,0.442000001669,0.265971720219,0.609905064106,0.448636978865,-1.13899719715,-0.394291132689,0.524122953415,1.2585337162,-0.116362154484,0.951719999313,-1.6760058403,-0.511902093887,0.549990713596,-0.143771007657,-0.0738383084536,-0.210402965546,-0.92347329855,-0.350666642189,0.824949264526,-0.021034643054,1.53319430351,0.957655489445,0.0542666614056,0.175653412938,0.587065339088,0.475089907646,0.895319163799,0.603533327579,-0.213726818562,0.296804845333,0.252666682005,1.00297808647,-0.292670488358,-0.55404061079,0.273637741804,0.554652631283,0.11902807653,0.389124572277,1.41216444969,0.425633370876,0.194207251072,0.397497057915,0.445000767708,0.968810558319,0.548496186733,0.2824678123,-0.455974310637,0.548426508904,0.790209054947,0.203906208277,0.0591580197215,0.0584999769926,-0.0715592950583,-0.0670098364353,-0.324838608503,0.0959560871124,0.988736987114
466,-0.134744256735,-3.0486946106,0.221394047141,0.0358470678329,0.482061296701,1.97365236282,-1.27920019627,-0.00908395648003,-0.449080765247,-0.154500007629,-1.14300000668,-0.151164487004,1.25614070892,-0.0434696264565,-1.05327677727,0.135934054852,-0.331059277058,-1.73464787006,0.491321802139,0.345113962889,-1.27621638775,-0.787967681885,0.558435857296,0.667694509029,0.282229721546,0.111814051867,-0.778704106808,-0.0459999740124,-0.0852438658476,-0.760290265083,0.606141805649,0.214148789644,0.0751333534718,0.791767835617,-0.82274544239,0.425663679838,0.261477291584,0.0313666686416,1.08181142807,0.211698323488,0.0546333193779,-0.0345899760723,0.269956350327,0.345267951488,-1.0288990736,0.381917357445,0.402830034494,0.201012194157,-0.570170879364,-0.901500046253,-0.673936843872,0.986569881439,-0.0575766116381,0.640399217606,-0.690215229988,0.439923703671,1.38964033127,-0.480799823999,0.0445992052555,-0.248398602009,-0.270058751106,-0.326933354139,1.39192914963,-0.565272450447,-0.263425439596,1.69638395309,0.49683406949
6009,-0.698959589005,-1.05185425282,0.29642790556,0.392026335001,-1.03772854805,3.03690743446,0.0554340481758,0.649710357189,0.210048124194,0.331250011921,1.19819998741,0.014020524919,0.505522012711,-0.611345350742,-0.357123523951,-0.57898414135,0.079722173512,-0.629036486149,0.0213889237493,-0.284312307835,-0.436400651932,-0.314891278744,0.384211838245,-0.275367617607,-0.0267473459244,-0.34184807539,-0.120580896735,-1.09463334084,0.234913662076,-0.246970355511,0.931431889534,-0.638107299805,0.669933378696,-0.148730143905,0.0512137524784,0.415811210871,0.889278173447,-0.549400031567,0.666702389717,0.466724634171,-1.18110013008,0.0161506831646,0.567276954651,0.769881904125,-0.31254196167,0.146627902985,0.0223161764443,0.796665370464,0.417137980461,0.35279995203,-0.00236487388611,0.13198582828,0.0711787939072,-0.677146077156,-0.259540647268,0.565611481667,-0.21221229434,-0.135238856077,0.0927572250366,0.182428896427,-0.438684910536,-0.556866705418,-0.9230504632,-0.384523242712,-0.442708045244,0.143131241202,-0.607694387436
2309,-0.0121075101197,-1.98514330387,-0.376920461655,-0.349127620459,0.360661834478,-0.777647554874,0.578641712666,-0.786767482758,0.710117578506,-0.26344999671,0.0902000069618,-0.507266879082,-0.613357365131,-0.428462445736,-0.888588666916,0.60230743885,-1.00558078289,-1.0730907917,0.348281025887,-2.67404222488,0.0858194828033,-1.34248971939,0.613215506077,-0.461706995964,0.47925850749,0.365412384272,-0.0321031361818,-0.174500003457,0.28101631999,-1.05827069283,1.00061261654,-0.513344824314,0.11533331871,-0.618595838547,-0.447115600109,1.77519595623,-0.625788092613,0.234300017357,-0.395978271961,-0.28242123127,-0.129866674542,0.236248195171,-0.421531289816,-1.28764986992,-0.0302284657955,0.32980415225,-0.152968809009,-1.07983708382,-0.374121457338,-0.513300001621,-2.48837304115,0.101953566074,-1.25589621067,-0.0830050706863,-0.957546949387,-0.053352676332,0.158170193434,0.0125035084784,0.51285725832,-0.190097600222,-0.201830968261,-0.270366668701,-1.2509868145,-0.334997713566,-0.497404009104,0.135477751493,-0.0716979280114
387,-0.107429198921,-1.43913853168,0.197779804468,0.617178320885,0.111615628004,-0.0794724747539,1.22432506084,0.599948406219,0.843555271626,0.694850027561,0.490299999714,0.277484238148,0.188519433141,-0.749474048615,-0.0858177542686,0.736937522888,0.335218846798,-0.941915154457,0.347896546125,2.22801613808,-0.113635025918,0.571748614311,0.46945181489,-0.338573694229,-0.190396681428,0.738985776901,0.509051680565,0.0187999904156,-0.127928763628,-0.427360266447,0.971969306469,0.614591598511,0.475633352995,0.00254553556442,-0.686062335968,0.192733585835,-0.72219479084,-2.34790015221,-0.520997107029,0.575319170952,-0.860199987888,0.116947025061,0.601642012596,0.160617440939,-0.115429639816,-1.71353125572,-0.0579452738166,-0.660353541374,-0.39640763402,1.77343344688,0.301803022623,-0.234217107296,-0.0395192503929,0.563977837563,-0.182699009776,0.545772254467,-0.496724098921,-0.73381960392,0.0344654545188,-0.271545350552,-0.185057252645,-0.0935333520174,-0.170526251197,-0.0712045580149,-0.49241822958,0.0651635080576,-1.74615097046
3553,-0.312616169453,7.37900924683,-0.420431643724,-0.233189165592,-0.536094665527,-0.50930249691,0.227307766676,0.843422651291,-0.373159587383,0.116049990058,-0.411350011826,-0.528152287006,-0.653161883354,0.880750179291,1.66679692268,-0.418205529451,-0.0968613475561,1.09757876396,-0.546678900719,-0.773707866669,0.171597838402,-0.686800956726,-0.192999258637,0.020219899714,-0.924374461174,-0.231845080853,0.0508346259594,1.84626674652,-0.189565703273,0.332685142756,-1.14362096786,0.657283365726,0.278433322906,-1.32746577263,-0.957608103752,1.174233675,-0.6317923069,-0.397099971771,-0.126249462366,1.36667692661,-0.315699994564,0.0524661950767,-0.51635658741,-0.276008993387,0.496644973755,0.000862836837769,-0.252333492041,-0.629389882088,-0.662034034729,0.318866670132,1.23014831543,-0.063645273447,0.33812969923,0.482065916061,0.517824947834,0.0705528557301,2.05511116982,-0.0441842079163,-0.505849719048,-0.633306384087,-0.0684029757977,-0.294000029564,-0.674796700478,-0.822281122208,-0.506026029587,-0.133429646492,-0.645735383034
427,-0.154667332768,-1.60869288445,0.526197493076,0.604245662689,0.0814829915762,3.54364943504,0.484652638435,0.248373329639,-0.243272721767,0.473749995232,0.293000012636,-0.0439576096833,1.05215287209,-0.590055048466,0.850887358189,1.20867931843,-0.466558158398,0.0552949160337,-0.220248892903,-0.083322301507,-0.0259803496301,-0.206919759512,-0.830841779709,-0.648247599602,-0.540272653103,-0.483412206173,-0.757134199142,-0.342766672373,-0.616599321365,-0.237729847431,-0.560164690018,0.311310887337,0.36173337698,-1.20930814743,-1.46281945705,-0.951133728027,-0.00526655465364,-0.106800019741,-0.298597663641,-0.511072933674,-0.00363332033157,0.432748317719,-0.116489574313,0.169020101428,0.742205917835,-0.0728515982628,0.668921113014,1.23858809471,-0.00325285643339,-1.36689996719,0.0868925526738,0.0798444151878,0.492605179548,1.27693593502,0.668310642242,0.127401262522,0.192908197641,0.248835623264,0.728130221367,0.161830917001,0.100737422705,-2.05333328247,1.01786565781,-0.390035808086,0.351534843445,0.125825852156,1.29180312157
5898,-0.726899623871,-2.43605709076,0.0895776152611,-0.609080016613,-0.249469414353,-0.234471559525,0.431207150221,-1.07956385612,-0.422125965357,-0.244249999523,-2.15319991112,-0.76570636034,-0.299149334431,0.942099869251,-0.765663743019,0.111839234829,-1.56401264668,-0.888412356377,-0.526270508766,0.662149548531,-0.0474085137248,-0.546298146248,0.508804559708,1.25855994225,0.559353411198,-0.212879419327,-2.21434402466,0.241800010204,0.00317025184631,-1.12373495102,0.968850374222,-0.407116830349,0.0596666634083,-0.0389580875635,-0.38313549757,-0.03148586303,-0.147377818823,-0.665899991989,-0.285684049129,-0.657614707947,-0.355633348227,-0.155635371804,-0.508716881275,-0.376276493073,-0.263241678476,0.578676700592,0.800434887409,0.234567061067,-1.61941862106,0.0742999985814,-0.946812868118,-0.200067490339,0.0182948261499,-0.124286741018,-0.253303557634,0.03753798455,0.17359097302,0.0381258353591,-0.0811569616199,-0.066021040082,0.0997198522091,0.0185333192348,-0.922124624252,-0.319310843945,-0.526960253716,-0.0131053328514,-3.16803216934
23365,0.32937926054,-1.03062486649,0.600322246552,-0.0412028282881,1.58345377445,-0.270773410797,-0.492950797081,-0.315175354481,0.679272830486,1.03839993477,-0.660449981689,0.657924413681,0.41961735487,-0.437823653221,1.29867708683,1.21231234074,0.764383375645,0.64849793911,-0.038286626339,-0.0485608428717,0.454948276281,-0.366013765335,0.478201150894,-0.962004363537,-1.2868720293,0.95637857914,0.583774745464,-0.724099993706,0.165581226349,-0.846988022327,-0.483889520168,-1.20200634003,-0.330866664648,0.242967844009,-0.700113177299,-0.336500674486,-0.541852176189,-0.173866659403,-0.0413282103837,0.437327921391,0.0881333351135,0.105586931109,-0.447370111942,-0.917615652084,0.620977938175,0.867695510387,-0.524232923985,0.0514541603625,0.342281609774,-0.588566660881,-0.252417206764,-0.315187245607,-0.129141926765,0.542837381363,0.198453813791,-0.132138356566,-0.226191073656,0.251319915056,0.440127909184,0.840460956097,-0.562042593956,0.0387666597962,-0.236026704311,-0.303727209568,0.389190971851,-1.55482637882,0.73843061924
6657,-0.502386569977,7.22701931,-0.368775993586,0.213876262307,0.524184286594,0.256671786308,0.403343766928,0.260894358158,-0.318761587143,0.134000003338,0.306349992752,-1.09371232986,-0.0313509702682,0.63253891468,2.24937939644,-0.258372187614,-1.57850337029,0.436579167843,-0.519312262535,-0.0347286015749,-0.0161790456623,0.712260842323,-0.1045999825,-0.103710085154,0.149031758308,-1.18272137642,0.996742427349,0.373433351517,0.0381655171514,0.630482673645,0.781820297241,0.27527821064,-0.453266620636,1.29531896114,0.610359668732,0.481347560883,-0.488511294127,-0.0638666674495,-0.0132907181978,-0.140179395676,-0.312666684389,-0.6268466115,0.308949410915,0.253617465496,0.362340152264,-1.01716709137,0.832548201084,-0.93017667532,-0.657065868378,-1.2963000536,0.979990243912,0.575411260128,0.593623518944,0.441155910492,0.225335344672,-0.648097753525,0.988550424576,-0.259077221155,0.911638498306,-0.0203435607255,0.794642090797,0.360533326864,0.465171933174,-0.275566458702,0.626218795776,0.640004634857,0.081670306623
