rid,CPC002_HA1E_6H:BRD-K28578425-001-02-1:10,CPC002_HA1E_24H:BRD-K28578425-001-02-1:10,CPC002_HCC515_6H:BRD-K28578425-001-02-1:10,CPC002_HCC515_24H:BRD-K28578425-001-02-1:10,CPC002_PC3_6H:BRD-K28578425-001-02-1:10,CPC002_PC3_24H:BRD-K28578425-001-02-1:10,CPC002_VCAP_6H:BRD-K28578425-001-02-1:10,CPC002_VCAP_24H:BRD-K28578425-001-02-1:10,CPC016_A375_6H:BRD-K28578425-001-02-1:10,CPC016_A549_6H:BRD-K28578425-001-02-1:10,CPC016_A549_24H:BRD-K28578425-001-02-1:10,CPC016_ASC_24H:BRD-K28578425-001-02-1:10,CPC016_HEPG2_6H:BRD-K28578425-001-02-1:10,CPC016_HT29_6H:BRD-K28578425-001-02-1:10,CPC016_MCF7_6H:BRD-K28578425-001-02-1:10,CPC016_MCF7_24H:BRD-K28578425-001-02-1:10,CPC016_NEU_24H:BRD-K28578425-001-02-1:10,CPC016_NPC_24H:BRD-K28578425-001-02-1:10,CPC016_SKB_24H:BRD-K28578425-001-02-1:10,PCLB002_A375_24H:BRD-K28578425:10,PCLB002_A375_24H:BRD-K28578425:3.33,PCLB002_A375_24H:BRD-K28578425:1.11,PCLB002_A375_24H:BRD-K28578425:0.37,PCLB002_A375_24H:BRD-K28578425:0.12,PCLB002_A375_24H:BRD-K28578425:0.04,PCLB002_A549_24H:BRD-K28578425:10,PCLB002_A549_24H:BRD-K28578425:3.33,PCLB002_A549_24H:BRD-K28578425:1.11,PCLB002_A549_24H:BRD-K28578425:0.37,PCLB002_A549_24H:BRD-K28578425:0.12,PCLB002_A549_24H:BRD-K28578425:0.04,PCLB002_HA1E_24H:BRD-K28578425:10,PCLB002_HA1E_24H:BRD-K28578425:3.33,PCLB002_HA1E_24H:BRD-K28578425:1.11,PCLB002_HA1E_24H:BRD-K28578425:0.37,PCLB002_HA1E_24H:BRD-K28578425:0.12,PCLB002_HA1E_24H:BRD-K28578425:0.04,PCLB002_HCC515_24H:BRD-K28578425:10,PCLB002_HCC515_24H:BRD-K28578425:3.33,PCLB002_HCC515_24H:BRD-K28578425:1.11,PCLB002_HCC515_24H:BRD-K28578425:0.37,PCLB002_HCC515_24H:BRD-K28578425:0.12,PCLB002_HCC515_24H:BRD-K28578425:0.04,PCLB002_HEPG2_24H:BRD-K28578425:10,PCLB002_HEPG2_24H:BRD-K28578425:3.33,PCLB002_HEPG2_24H:BRD-K28578425:1.11,PCLB002_HEPG2_24H:BRD-K28578425:0.37,PCLB002_HEPG2_24H:BRD-K28578425:0.12,PCLB002_HEPG2_24H:BRD-K28578425:0.04,PCLB002_HT29_24H:BRD-K28578425:10,PCLB002_HT29_24H:BRD-K28578425:3.33,PCLB002_HT29_24H:BRD-K28578425:1.11,PCLB002_HT29_24H:BRD-K28578425:0.37,PCLB002_HT29_24H:BRD-K28578425:0.12,PCLB002_HT29_24H:BRD-K28578425:0.04,PCLB002_MCF7_24H:BRD-K28578425:10,PCLB002_MCF7_24H:BRD-K28578425:3.33,PCLB002_MCF7_24H:BRD-K28578425:1.11,PCLB002_MCF7_24H:BRD-K28578425:0.37,PCLB002_MCF7_24H:BRD-K28578425:0.12,PCLB002_MCF7_24H:BRD-K28578425:0.04,PCLB002_PC3_24H:BRD-K28578425:10,PCLB002_PC3_24H:BRD-K28578425:3.33,PCLB002_PC3_24H:BRD-K28578425:1.11,PCLB002_PC3_24H:BRD-K28578425:0.37,PCLB002_PC3_24H:BRD-K28578425:0.12,PCLB002_PC3_24H:BRD-K28578425:0.04
5054,-0.55609691143,-2.33487224579,0.373685121536,0.285183101892,-1.05182480812,-0.666304707527,0.747241973877,-0.426025867462,-0.895139753819,0.388650000095,-0.85095000267,0.357477873564,-0.17275878787,-0.353921711445,1.84038949013,0.0756056308746,0.571245491505,-1.09291660786,0.600473284721,1.46543991566,0.0601637735963,0.636904597282,0.55960971117,-0.650182247162,1.1098344326,-0.363862246275,-0.366384148598,-0.635266721249,-0.265425682068,0.480113685131,-0.0935083851218,0.742780447006,-0.465300023556,1.14868474007,-3.41166043282,-0.32568949461,-0.368290185928,-0.277366667986,-0.269840270281,0.553795278072,0.166000008583,0.943544745445,0.599133908749,-0.138957560062,0.0864837169647,0.93443608284,-0.215589314699,-0.389914780855,-0.315877586603,0.547766685486,1.50978851318,0.54753100872,0.626852095127,1.43680584431,0.926741123199,0.167095214128,0.702589333057,-0.137407839298,2.7264881134,-0.0985361039639,-0.46579772234,0.596433341503,-0.301040560007,0.521392703056,0.316881209612,0.698572993279,-0.00355968624353
3108,0.0410195626318,-0.815672934055,0.152098238468,-0.0945492982864,1.29177510738,0.634557127953,1.30170154572,-0.152059689164,0.585778474808,0.13560000062,1.71455001831,1.20520186424,-0.666300773621,-0.129897728562,-1.0986187458,0.784223198891,-0.255744874477,-0.0189501196146,0.492617249489,0.537904441357,0.630310714245,0.615228295326,-0.00611262768507,-0.573664307594,0.255170017481,0.683733820915,-0.0239948928356,-0.151666671038,-0.551076769829,0.194179266691,-0.428407073021,1.07995390892,-1.01826667786,-0.598588764668,-0.532009601593,2.55004072189,-1.77105283737,0.281199991703,0.1410151124,-0.391386449337,-0.521666646004,0.868583381176,0.967417359352,-0.362092584372,-0.956402003765,0.62428098917,-1.34206926823,0.278330534697,-0.543745756149,-0.875000059605,-0.54551166296,-0.232651501894,0.300625383854,-0.213758766651,-0.145361989737,0.308606356382,0.135955169797,0.12920743227,-0.212671011686,0.474687576294,-0.842905819416,-0.857366800308,-0.749995470047,-0.0507919117808,-1.02825975418,-0.146749973297,-0.799869537354
1950,-0.397958159447,-2.54646348953,-1.24399161339,1.20771586895,1.86568748951,1.81268846989,0.646324515343,0.377920567989,0.0862616449594,-0.671450018883,0.147500008345,-0.726056158543,0.311188548803,0.0491604357958,1.5580958128,0.0734217315912,-0.252448111773,-0.159603625536,-1.05442869663,-0.122565291822,-0.200473159552,-0.108204066753,0.301244854927,-0.234563022852,-0.889810502529,-0.0922817289829,-0.700178027153,-1.21706676483,0.326435565948,-0.660933017731,-1.36933588982,0.528016269207,3.32903337479,-0.223533689976,-1.49010586739,1.29426515102,1.90085804462,-0.297300040722,0.0715647637844,-0.533963024616,0.255933344364,0.949918150902,-0.0485724061728,0.3654974401,0.774738073349,-0.861799120903,1.2490530014,0.366711080074,-0.129536956549,-0.0729333013296,0.398887366056,-1.15493059158,0.0676999539137,1.22012639046,1.08592426777,-0.377233862877,1.33483242989,0.79195100069,1.09329485893,-0.0225426927209,0.326072573662,0.190366670489,-0.517753839493,-0.309736013412,0.883871614933,0.00812873244286,0.205384224653
351,-0.664337038994,2.26294851303,-0.503318667412,0.929502367973,-1.27641963959,1.22482085228,-0.43070101738,0.0,-0.0404933542013,0.490449994802,-0.264699965715,-0.308188021183,-0.0099803507328,0.526995778084,1.37266767025,0.682725846767,-0.000531207479071,-0.632782161236,-0.0382339134812,-0.379526048899,1.10287356377,-0.86340034008,-0.343882858753,0.320353776217,-0.0161629021168,0.328901976347,0.747046172619,-0.580399990082,0.66788995266,-0.059207201004,-0.0565281547606,0.672102749348,0.0459000170231,-0.709836602211,0.214322954416,1.42133760452,0.736542761326,-0.513633370399,0.128903403878,-0.229285776615,-0.522866666317,1.0461461544,-0.781877398491,0.605154573917,0.526428878307,0.0786114782095,-0.296119898558,-0.471014976501,-0.499945402145,3.72613334656,0.599457204342,0.258319973946,-0.33426335454,0.105710908771,0.013876631856,-0.281813591719,1.29822587967,-0.424517571926,-0.248958110809,-0.210727646947,-0.25860902667,0.218400016427,-1.4853348732,0.390037804842,-0.865767478943,-1.61443972588,0.42411082983
4846,0.119391463697,3.66881513596,-0.332060039043,-0.447679251432,0.326409935951,-0.012503489852,3.6741604805,-0.362585783005,-0.38956874609,0.400700002909,-0.218549996614,-1.04766821861,0.138765573502,-0.408412098885,1.52332949638,-0.314559876919,1.11487948895,1.07006454468,0.286010056734,-0.238741934299,-0.223267823458,-1.18013978004,0.000517621636391,0.381179332733,-0.177868589759,-0.308798193932,0.92495149374,-0.400700002909,-0.0652332827449,-1.42896234989,-0.523306071758,1.47468161583,0.110933333635,-0.415185213089,-1.01959872246,3.41687560081,-0.133532881737,-0.264033347368,-0.0948356837034,-0.0654980540276,-1.24170005322,0.714105606079,2.48189067841,2.84910178185,-0.647125959396,-0.195996046066,-0.682185292244,0.600318908691,-0.0658822804689,-0.154666677117,0.485459148884,0.0786240771413,0.17026437819,-0.290791362524,-0.952401220798,-1.21512305737,-0.577846646309,0.172390639782,0.812998056412,1.40304398537,1.19617438316,-0.163633331656,0.699178755283,-0.359471797943,-0.643445551395,0.00417077541351,0.948006093502
1452,-0.877944529057,-1.62947022915,-1.64024567604,-0.922379791737,-0.982513308525,-1.38703489304,-0.561247706413,-2.68782067299,0.458199113607,0.26234999299,-0.343600004911,-0.729066312313,0.806404232979,-0.849158108234,-0.0768881142139,1.04779672623,-0.225917086005,0.270295143127,-1.23857426643,-0.683267474174,0.166293397546,0.4539719522,0.155233770609,0.138957604766,-0.196095138788,0.0263857170939,-0.201800346375,-0.0421666502953,-1.32820487022,0.647087812424,0.353311479092,0.111822932959,0.383033365011,0.0788580924273,-0.582216084003,0.163224369287,-0.480600148439,-1.41610002518,-0.439507603645,-1.50731301308,-0.85763335228,-0.0706863477826,-0.225593224168,-0.704002022743,0.588311314583,-0.130201235414,0.498685956001,0.853681743145,-0.374788165092,-0.170266658068,-1.09911870956,0.595033288002,-1.04696381092,0.482262641191,-0.0207357257605,0.268429875374,-1.47513484955,0.280017912388,-0.597040593624,0.644897460938,-0.794588029385,0.150066658854,0.19353415072,0.203432291746,-1.02866709232,0.0872266590595,-1.41752362251
4776,-1.24145793915,3.95998430252,-1.15191435814,0.907356858253,0.873369753361,0.031648337841,0.531728327274,0.159821078181,-0.0593605414033,0.0673500001431,-0.243550002575,-0.61389619112,-0.00838834047318,0.992867588997,2.07122516632,-0.959588766098,-0.40473985672,2.98221516609,-0.0143744498491,0.428173720837,0.856042146683,-0.342133462429,-0.137911781669,0.208667725325,-0.0805693343282,0.290902733803,0.316951036453,-0.139300003648,-0.244450330734,0.108453080058,0.0694761425257,0.530449032784,0.027800001204,0.134092360735,-1.79942274094,0.237661466002,-0.0805278420448,0.0383332967758,0.0690599232912,-0.32866409421,0.183266669512,0.437909841537,-0.45314592123,-0.128883332014,-0.542415082455,-0.0637564659119,-0.513697266579,-0.96122688055,-0.234367251396,1.24299991131,1.14619827271,0.0329836308956,0.304739922285,0.761782765388,0.153988733888,0.230959370732,-1.06292307377,-0.00552690029144,-0.207610309124,0.214887350798,-0.854362308979,-0.0739333629608,-0.0591584444046,0.296958446503,0.151523381472,0.514288544655,0.737398266792
6908,0.187267780304,-3.45464873314,0.65924847126,0.259528130293,0.860045552254,1.55948734283,-0.456299424171,-0.0383590459824,0.0424734093249,0.0780499875546,0.355199992657,0.819049835205,0.843930840492,-1.03107130527,-0.668952703476,-0.433945894241,-0.609497845173,-0.541955828667,0.372428357601,-0.481632232666,-0.88899821043,0.392728209496,0.10673455894,-0.00562250614166,0.795646190643,0.322219282389,-0.724996209145,-0.893300056458,0.451773732901,1.2298014164,1.35221457481,0.139587640762,0.74220007658,0.598548054695,-0.743300914764,1.08874130249,-0.454800754786,-0.396533370018,0.761600077152,0.825587928295,-0.130700007081,-0.151816055179,0.742907524109,0.582473397255,-0.645297884941,0.604317188263,1.40043103695,0.387716293335,0.785184383392,0.444100022316,-0.157516807318,0.16573317349,0.73105430603,-0.376280367374,0.729354262352,0.702001869678,-0.576178312302,0.053685516119,-0.665874123573,0.57252240181,0.186435267329,-0.597133398056,-0.427870392799,-0.368618994951,-0.189354926348,-0.195842653513,0.287322878838
672,-0.157169818878,-0.760926604271,-0.496281862259,-0.394620120525,-0.936133205891,-0.706688284874,-1.40004038811,-0.660505056381,-0.547665059566,-0.31510001421,-0.253650009632,-0.795627236366,0.862838745117,-0.381794720888,-0.686726629734,0.343244761229,2.2001478672,1.28171288967,-0.326973378658,-0.545976758003,0.639576971531,0.621698498726,-0.278236746788,0.406765431166,-0.0774969160557,0.592668414116,-0.0992057323456,0.286966651678,0.567517757416,-0.224653825164,-0.0615951269865,-0.44746941328,0.0703000426292,0.126756638288,0.232455611229,-1.10022711754,-0.0439327657223,0.0325666666031,0.178970187902,-0.0370306372643,0.114266678691,0.153992503881,0.372185409069,0.959648728371,0.385108530521,0.551743030548,0.776300370693,-0.00596845336258,0.469638049603,-0.128733336926,-0.193002134562,0.165840744972,1.20366191864,0.0512569844723,0.0544893443584,-0.396002680063,0.488180160522,0.205616250634,0.225607603788,0.276627004147,0.306136727333,-0.487033337355,0.158808156848,0.442188978195,-0.0336210429668,0.0965651571751,0.494638085365
5710,-0.402998864651,-3.37867116928,-1.13809859753,-0.209585815668,0.426441907883,-0.0785982012749,-0.034623876214,-1.24930286407,-0.557810306549,0.132550001144,-0.2349999547,0.419598519802,0.717532634735,0.796139776707,-0.0397186726332,-0.169232755899,0.0166569948196,1.07485890388,0.584571778774,0.170990884304,0.355829000473,-1.39577627182,0.601398348808,-0.34617331624,0.0618802160025,-0.0864845216274,1.22930967808,0.183066666126,0.123364061117,1.30381512642,2.37931656837,0.316006720066,-1.34249997139,1.54262185097,0.7576623559,-0.720653712749,-0.532038927078,-0.419799983501,-0.0612323135138,-0.981394708157,-0.307433307171,0.302412301302,-0.752802252769,0.151816308498,-0.243009448051,0.0144797563553,1.07489049435,0.239426881075,-0.647066175938,-0.705066680908,0.167865887284,-0.621889650822,-0.0355582386255,0.712510883808,0.117509365082,-0.274135440588,0.159897357225,0.383422493935,0.169063657522,-0.121762990952,0.203046217561,-0.0303000062704,-0.792309045792,0.154391586781,-0.257762640715,0.0233835875988,0.564855337143
