rid,CPC011_A375_6H:BRD-K91938660-003-07-8:10,CPC011_A549_6H:BRD-K91938660-003-07-8:10,CPC011_A549_24H:BRD-K91938660-003-07-8:10,CPC011_HA1E_6H:BRD-K91938660-003-07-8:10,CPC011_HT29_6H:BRD-K91938660-003-07-8:10,CPC011_MCF7_6H:BRD-K91938660-003-07-8:10,CPC011_MCF7_24H:BRD-K91938660-003-07-8:10,CPC011_PC3_6H:BRD-K91938660-003-07-8:10,CPC011_PC3_24H:BRD-K91938660-003-07-8:10,CPC011_VCAP_6H:BRD-K91938660-003-07-8:10,CPC011_VCAP_24H:BRD-K91938660-003-07-8:10,CPC020_A375_6H:BRD-A79803969-003-13-8:10,CPC020_A549_6H:BRD-A79803969-003-13-8:10,CPC020_HA1E_6H:BRD-A79803969-003-13-8:10,CPC020_HCC515_6H:BRD-A79803969-003-13-8:10,CPC020_HT29_6H:BRD-A79803969-003-13-8:10,CPC020_MCF7_6H:BRD-A79803969-003-13-8:10,CPC020_MCF7_24H:BRD-A79803969-003-13-8:10,CPC020_PC3_6H:BRD-A79803969-003-13-8:10,CPC020_PC3_24H:BRD-A79803969-003-13-8:10,CPC020_VCAP_6H:BRD-A79803969-003-13-8:10,CPC020_VCAP_24H:BRD-A79803969-003-13-8:10,CPD003_MCF7_6H:BRD-A79803969-003-11-2:10,CPD003_MCF7_24H:BRD-A79803969-003-11-2:10,CPD003_PC3_6H:BRD-A79803969-003-11-2:10,CPD003_PC3_24H:BRD-A79803969-003-11-2:10
5720,-0.563652873039,0.0136993676424,-1.53323447704,-0.0841999948025,0.266852647066,-0.632650017738,-0.195349991322,-1.71908807755,0.442643582821,0.189850851893,-1.48101878166,-0.155868723989,-0.240900009871,0.63926756382,-0.679800033569,0.243740022182,-0.0519212037325,0.35165810585,0.265593737364,-0.320569217205,-0.863820672035,-0.487476468086,0.995399951935,0.378804981709,0.422687709332,1.16369998455
466,-0.74088716507,-0.163793236017,-3.59201836586,-0.272000014782,-0.480107247829,1.0503000021,0.495000004768,-0.758490145206,-0.345906257629,-0.134592846036,-0.383139282465,0.107286475599,1.18295001984,0.440699696541,-0.103900000453,0.298905938864,0.376368224621,-0.760861515999,0.269304186106,-0.898260831833,0.265919953585,0.590742886066,-0.0393000245094,0.0754540115595,-0.0777979791164,0.331000000238
6009,1.41774046421,0.0245730429888,0.962600231171,0.358900010586,0.352465599775,0.930000007153,0.435800015926,0.413548886776,0.212777853012,0.946811795235,2.17480778694,-0.229216188192,0.287100017071,0.567357122898,0.509599983692,0.593531370163,-0.201547086239,0.467477500439,0.25902479887,0.469375520945,-0.41276499629,-0.870066046715,0.477800011635,0.844474196434,-0.155213728547,1.62964999676
2309,-0.806484639645,1.19270086288,0.919615328312,-1.71790003777,-0.278464078903,0.423950016499,0.767699956894,0.0806924104691,-0.140161752701,-0.392286598682,0.893469154835,-0.0196828953922,4.50694990158,-0.639888286591,1.55119991302,-0.0125780254602,-1.23617970943,-0.00909588485956,-1.70645093918,0.623269617558,3.26821827888,-1.37023258209,0.0445500016212,0.315563559532,0.333283960819,0.760550022125
387,0.267278492451,0.815775513649,0.423507392406,0.122250020504,-0.189966931939,1.0992000103,0.383649975061,-0.0669500827789,0.717458963394,0.931682467461,2.65436863899,-0.579329252243,0.630599975586,-0.296996355057,-0.830300033092,-0.505381047726,0.233460456133,0.0792470723391,0.675761699677,0.236610293388,-0.797518908978,-0.0771870315075,-0.272400021553,1.06162333488,0.128101214767,0.86185002327
3553,0.382884204388,-0.89543223381,1.0152285099,-0.259849995375,-0.658007025719,0.482799977064,0.0325999855995,0.460633814335,0.0637784004211,-0.168121576309,-0.355325460434,-0.653730034828,-0.68875002861,-0.252712100744,0.0427499711514,-0.402133643627,-0.120907947421,-0.610754549503,-3.59909701347,-1.91311705112,0.83533591032,-0.19093285501,-1.90954995155,-0.809684634209,-0.141778439283,-0.00704999268055
427,0.228646695614,-2.27113223076,-0.110450267792,-0.770599961281,-0.769485473633,0.323300004005,-0.195249989629,-1.1358101368,-0.58353304863,0.250791281462,-0.736917316914,0.426069617271,-0.0473500043154,0.518713951111,-1.12430000305,0.247792512178,0.468797504902,0.689886808395,0.746244609356,-0.864104509354,0.657902181149,1.34951388836,-0.0683000087738,0.308056771755,-0.245448887348,0.0479499995708
5898,-0.277713567019,-0.0459885150194,-1.31211209297,-0.990400016308,0.12274440378,0.754549980164,-0.0535000041127,-0.551276385784,-1.29991424084,-0.437892496586,0.270932197571,-1.29466331005,-0.0254999995232,0.46275383234,0.0431499928236,-0.222249388695,1.3539493084,-0.938070416451,0.677067279816,-1.97047913074,0.0064013749361,1.13864564896,0.348600000143,0.635190367699,-0.583392381668,-0.0566999912262
23365,0.761258780956,-0.305705696344,4.05544424057,-1.71165001392,-0.465875923634,0.433250010014,-0.380750000477,0.47018969059,-0.025331877172,-0.190076321363,0.302745521069,0.530036568642,-0.768999993801,0.0393571257591,-1.07630002499,-0.14514324069,0.467610985041,-0.285862445831,0.357623666525,0.318231284618,-0.479802727699,0.0540891773999,-0.0266999900341,-0.640336751938,-1.21675992012,-1.74739992619
6657,-0.535324335098,-1.20949470997,3.3733394146,-0.0359999984503,0.200756937265,0.461950033903,-0.427649974823,-0.656628847122,-1.85683178902,-0.492005586624,-0.943846225739,1.22512125969,-0.732949972153,0.409650355577,-2.91734981537,-0.4689694345,-0.625086128712,-0.0526844859123,-0.778640925884,0.313098937273,0.392667859793,-0.379809379578,-1.80859994888,0.0261769592762,-0.744260668755,-0.96924996376
