rid,CPC005_A375_6H:BRD-K41445866-001-03-0:10,CPC005_A375_24H:BRD-K41445866-001-03-0:10,CPC005_A549_6H:BRD-K41445866-001-03-0:10,CPC005_A549_24H:BRD-K41445866-001-03-0:10,CPC005_HA1E_6H:BRD-K41445866-001-03-0:10,CPC005_HA1E_24H:BRD-K41445866-001-03-0:10,CPC005_HCC515_6H:BRD-K41445866-001-03-0:10,CPC005_HT29_6H:BRD-K41445866-001-03-0:10,CPC005_HT29_24H:BRD-K41445866-001-03-0:10,CPC005_MCF7_24H:BRD-K41445866-001-03-0:10,CPC005_MCF7_6H:BRD-K41445866-001-03-0:10,CPC005_PC3_6H:BRD-K41445866-001-03-0:10,CPC005_PC3_24H:BRD-K41445866-001-03-0:10,CPC005_VCAP_6H:BRD-K41445866-001-03-0:10,CPC005_VCAP_24H:BRD-K41445866-001-03-0:10,CPD003_MCF7_6H:BRD-K37439386-001-01-4:10,CPD003_MCF7_24H:BRD-K37439386-001-01-4:10,CPD003_PC3_6H:BRD-K37439386-001-01-4:10,CPD003_PC3_24H:BRD-K37439386-001-01-4:10
5720,1.50202357769,-0.349976062775,1.00924551487,-2.45206427574,0.666149973869,0.35339936614,0.629999995232,0.762244582176,0.596652626991,-0.507820487022,0.278063774109,0.221318185329,0.751244604588,0.313699424267,-0.11230558902,-0.0534999966621,-0.0531250014901,0.658630311489,0.0430000014603
466,1.09384298325,0.622850239277,0.542246878147,0.625029206276,-0.339850008488,0.50565713644,-0.826200008392,0.404665052891,0.681833863258,-0.88093495369,1.67935609818,0.274749010801,0.166515469551,0.417249649763,0.894847393036,-0.330550014973,-0.0344500020146,0.88820207119,-0.504549980164
6009,1.24537372589,-0.882309317589,-0.852294564247,0.461509466171,-0.311250001192,-1.2934012413,0.0486500263214,0.81495475769,0.37326130271,-0.512922286987,2.20150113106,0.69905591011,-0.885532259941,-0.0371693596244,0.154799208045,-0.871500015259,-0.690025031567,0.260486334562,0.522750020027
2309,-0.694188594818,-0.185595676303,-1.06081664562,0.335595697165,0.552900016308,0.397478312254,-0.201999992132,0.0478966906667,0.0792067572474,-0.145183160901,0.555389106274,-0.500561892986,-0.145518183708,0.0394077301025,1.09463202953,-0.77555000782,0.108325004578,0.551735043526,0.0145000070333
387,1.35296010971,-0.0436532497406,-0.58904337883,0.0136575400829,-0.37444999814,-0.442476034164,0.1806999892,-0.229120925069,-0.790868639946,-0.500171363354,-0.876545548439,-0.545151114464,0.187050163746,-0.226049050689,-1.18484723568,0.181750014424,-0.102175012231,0.890697002411,0.526600003242
3553,0.852067291737,-0.743941009045,0.0773856639862,-0.638261735439,-0.280550003052,-0.0677765607834,-0.066550001502,0.26768887043,0.498990297318,-0.292221605778,1.78989267349,-0.730323374271,0.111229747534,0.568700432777,0.463009148836,0.593100011349,0.0636499971151,0.718947887421,0.1304500103
427,1.79646551609,0.526470184326,-0.755131900311,-0.757203102112,-0.00360000133514,0.390197038651,0.146099999547,0.534380793571,0.3239813447,0.659567713737,1.73260307312,-0.294219911098,0.318314790726,0.620313227177,-0.431426286697,-0.494100004435,-0.196025013924,-0.341493844986,0.490799963474
5898,1.21937012672,0.781334757805,0.0125702787191,-0.110009789467,-0.307249993086,0.644721925259,-0.102900028229,0.38558229804,0.762769758701,0.339971929789,-1.95854556561,0.239951699972,-0.423658281565,1.07568454742,1.30660772324,0.484099984169,0.171074956656,-0.670314610004,-0.701399981976
23365,-1.15986418724,-0.316730648279,-0.685292482376,-0.7963758111,0.31740000844,0.937095403671,-0.232299983501,-0.747152626514,-0.528618693352,0.624019980431,-2.77164936066,-0.438637137413,-0.131536751986,0.627742886543,-0.181365445256,0.696449995041,0.329424977303,-0.868098378181,-0.0990500152111
6657,-1.01817989349,0.231811225414,0.41838529706,-0.437248259783,-0.157250002027,-0.731971383095,0.163350000978,-0.0464788116515,-0.112372733653,0.186146005988,-0.310335934162,0.030995387584,0.876971900463,0.482583194971,0.415729701519,-0.447250008583,0.269875019789,-0.858229160309,-0.712249994278
5054,-0.171112626791,-0.3655346632,-0.793446242809,0.0519282594323,-0.111450001597,-0.0133836045861,-0.387150019407,-0.0306766033173,-0.312458783388,-0.0753589272499,3.09790229797,0.91374194622,0.202450320125,0.708515882492,-0.613407790661,-0.200500011444,0.0510250329971,-0.232165887952,-0.12974999845
3108,-0.185624927282,-1.55509901047,0.547646522522,0.204891636968,0.226000010967,-1.07787239552,0.199050009251,-0.199325978756,0.127632662654,-0.0107722133398,-0.109887674451,-0.525260329247,-1.33399605751,-1.21903395653,-0.207510590553,0.0133500024676,-0.321774959564,-0.513946592808,1.89974999428
1950,1.02951931953,-0.114412099123,-0.25996401906,-0.675765037537,0.213150009513,-0.177792236209,-0.828100025654,0.275592535734,-0.302646100521,0.316532611847,1.089854002,-0.133450239897,-0.124780476093,0.765638709068,0.279799282551,0.159999996424,0.87215000391,0.219237983227,0.309300005436
351,-0.326344430447,0.0435773357749,0.0490763783455,-1.42946779728,-0.61075001955,-0.15760730207,0.16859999299,0.196432128549,0.436521589756,0.0317933857441,1.85567307472,-1.88336467743,-0.303855836391,0.101039648056,0.0333228260279,-0.258450001478,-0.314850002527,-0.34917140007,0.0537000000477
4846,1.18055534363,-0.14651799202,0.675895929337,-1.0138938427,-0.437700003386,0.43784403801,-0.00789999961853,0.0612894445658,-0.147653654218,0.586157023907,0.00699391961098,-0.0546767264605,-0.193285316229,0.530287325382,0.253571182489,0.708400011063,-0.278699994087,-0.0725279152393,-0.352549999952
1452,1.46501004696,0.0800593942404,0.467628598213,0.444203794003,-0.0442500114441,-0.654105782509,-0.213499993086,-0.39571839571,0.097887724638,-0.187246888876,-0.738147735596,-0.344533115625,-0.190156921744,0.160941466689,1.01657032967,0.42484998703,-0.698300004005,-0.620249629021,0.188999995589
4776,0.282427042723,-1.50397884846,0.200987517834,-1.21804141998,-0.397799998522,-1.74586009979,0.713150024414,0.677550077438,0.742336034775,-0.0716367438436,-1.92115807533,0.220400497317,-0.292183458805,0.975498020649,-0.123623110354,-0.117699980736,-0.331349998713,-0.814603805542,-0.646300017834
6908,0.0831465795636,0.748364269733,0.912191271782,1.65278494358,1.09459996223,-0.896895468235,-0.827049970627,0.141353309155,0.403970122337,0.286061197519,-1.45558738708,-0.909079015255,-0.291299283504,0.403696894646,0.507001638412,-0.309049993753,-0.0725749582052,0.367506444454,-0.242449998856
672,-0.170474544168,-0.50993937254,0.0234433040023,0.448512911797,0.440649986267,1.07586920261,-0.18275000155,-0.207231000066,0.884297847748,0.374760270119,0.622120976448,0.446384131908,-0.622354030609,0.885270893574,-0.028687838465,2.68320012093,0.240574985743,0.194779932499,-0.0708000063896
