rid,DOS060_A549_24H:BRD-K52006320-001-01-0:5,DOS060_HT29_24H:BRD-K52006320-001-01-0:5,DOSBIO002_A375_24H:BRD-K52006320:9.22592,DOSBIO002_A549_24H:BRD-K52006320:9.22592,DOSBIO002_HT29_24H:BRD-K52006320:9.22592,DOSBIO002_PC3_24H:BRD-K52006320:9.22592,DOSBIO002_MCF7_24H:BRD-K52006320:9.22592,DOSBIO002_NEU_24H:BRD-K52006320:9.22592,DOSBIO002_NPC_24H:BRD-K52006320:9.22592
5720,-1.32630002499,-1.83354997635,1.0559887886,1.10968923569,-0.350752621889,0.10032556951,-0.254658699036,0.00259999930859,1.46803510189
466,-1.06889998913,-2.07614994049,-3.43772292137,0.713910222054,-0.0762891843915,-1.61254560947,0.40029630065,0.0623499974608,0.174089223146
6009,-0.624100029469,3.71570014954,0.688629746437,-0.794482827187,-0.23003514111,-0.584549248219,0.130794286728,-0.616349995136,-1.29412674904
2309,-0.0829000025988,-0.88170003891,-0.939609408379,-0.496197104454,-0.540824174881,0.0162808224559,0.404482901096,-0.180050000548,-0.211937502027
387,0.481799989939,3.84294986725,-0.0903980135918,-0.10529525578,-0.114680662751,-0.1326610744,0.431807994843,0.344700008631,-0.0269028544426
3553,0.973800003529,-0.460850000381,-0.793036699295,0.36054366827,-0.366599261761,-0.0273579359055,-1.03216528893,-0.61779999733,-0.285456895828
427,0.214599996805,0.603100061417,-2.42728376389,-0.0867204964161,-0.34438598156,-0.119217604399,-0.149453341961,-0.288300007582,-0.163691550493
5898,0.587300002575,-0.805450022221,-1.74836111069,0.677394449711,-0.333603650331,-0.388904750347,0.665008962154,0.0180000066757,-1.11056923866
23365,-0.674499988556,0.774200022221,-0.0870979726315,0.386302828789,-0.248392090201,0.142566859722,0.771036028862,0.0677500069141,-0.187455520034
6657,-0.17499999702,-1.9931999445,-0.317871958017,-0.359712153673,-0.600780487061,0.0749829187989,-1.25809538364,-1.39050006866,-1.16148495674
5054,1.2228000164,1.10234999657,-0.513413310051,1.02765059471,1.02065706253,0.258342504501,-0.502525448799,-0.649450004101,0.419444948435
3108,0.753799974918,1.30330002308,-0.0114936828613,0.590939939022,-0.387478381395,-0.400299608707,0.173075914383,0.297299981117,0.124773770571
1950,-1.13259994984,-1.889950037,-0.520869851112,0.114983178675,-0.125997409225,0.637986183167,-0.0339134633541,-0.372900009155,-0.281016856432
351,1.44579994678,-2.33815002441,-0.614585340023,-0.115091174841,0.0136947967112,0.0715599432588,-1.11854720116,0.256300002337,-0.17990039289
4846,0.693599998951,-1.14604997635,0.0695294365287,-0.615700244904,-0.359049886465,1.70381760597,-0.04389539361,-0.277449995279,-0.647360622883
1452,0.274100005627,-0.465099990368,-0.291897535324,0.165039867163,0.0277772396803,-1.21535730362,0.518142640591,-0.455599993467,0.191799148917
4776,0.113899998367,-0.731549978256,-0.145738899708,1.02477955818,0.0217379666865,-0.435351133347,-1.26807248592,-0.581650018692,-0.0929488688707
6908,-1.46340000629,-0.98970001936,0.507193386555,-0.75715136528,-0.158430665731,-0.411939412355,-0.555262565613,-0.531700015068,0.0449464917183
672,-0.763999998569,-4.31150007248,0.330170571804,0.462435930967,-0.268509507179,0.134006381035,-0.1597263515,-0.0160999987274,-0.499264895916
5710,0.29699999094,0.0737999975681,0.219264134765,-1.0159355402,0.484187483788,-0.961698293686,-0.0507077910006,0.577149987221,0.556003510952
2115,-0.414900004864,-0.765850007534,-0.760858178139,-0.221313729882,-0.334404408932,-0.581530153751,0.353898704052,-1.12830007076,-1.23380970955
7015,-0.674499988556,-1.34809994698,0.131570339203,-0.424416720867,1.20856869221,-0.71393597126,-0.942149162292,0.169599995017,-0.0306714773178
8726,-0.047800000757,-0.4483499825,-1.61088967323,-0.569383561611,-0.0765254870057,-0.667303621769,0.160745680332,0.142949998379,0.624920904636
2185,1.05330002308,-0.00210000574589,-0.532846271992,-0.0174519605935,-0.413971871138,-0.730193734169,-1.35181260109,-0.059549998492,0.0397134721279
3315,0.32310000062,1.47585010529,1.18165445328,-0.467774003744,0.0139851868153,0.591607570648,0.335097312927,0.568650007248,-0.503902196884
5289,-1.53069996834,0.554549992085,0.482903301716,-0.299560844898,-0.142919361591,-0.906204879284,-0.364602029324,0.380050003529,-0.555395364761
868,0.710500001907,1.34214997292,-0.498425811529,0.105773299932,-0.137755289674,-0.160200789571,0.448942244053,-0.330249994993,-0.303789526224
1677,1.94889998436,-1.05904996395,-0.0894290208817,0.958899438381,-0.215394511819,-0.243107274175,-0.724958598614,-0.162550002337,0.12795470655
7043,1.04970002174,-0.533200025558,-0.219559520483,0.732578396797,-0.394596219063,1.29760837555,-0.0601703114808,0.0731000080705,0.0162351429462
5613,-0.0456999987364,-1.53169989586,-0.910829722881,-0.588627398014,0.276095092297,0.0919473767281,-1.02876293659,-1.46089994907,-2.05732536316
595,-1.08930003643,3.31890010834,0.974581003189,0.581799447536,0.353553026915,0.0854700654745,0.252574950457,0.300650000572,0.629202604294
