rid,ERG010_VCAP_6H:BRD-K36451640-001-01-2:10,ERG010_VCAP_24H:BRD-K36451640-001-01-2:10
5720,0.600250005722,-0.410100311041
466,0.0581499934196,-0.68670374155
6009,-0.745700001717,-0.813496232033
2309,0.690549969673,0.389778196812
387,0.454100012779,-1.20125484467
3553,1.03180003166,2.10478162766
427,0.378100007772,-0.643272519112
5898,-0.490750014782,1.04391753674
23365,0.6507999897,0.120823189616
6657,-0.101850003004,1.41337811947
5054,-0.592050015926,0.574579775333
3108,-0.191399991512,-0.256145060062
1950,-0.531700015068,1.05922842026
351,-1.42324995995,-0.911879003048
4846,-0.318499982357,-0.366022825241
1452,-1.5123500824,-1.27035558224
4776,0.443549990654,1.65637040138
6908,-0.0106999874115,-1.13435709476
672,-0.96724998951,-0.765688240528
5710,1.14094996452,0.203607112169
2115,-2.13354992867,0.625477790833
7015,0.344349980354,0.822980165482
8726,-0.0117000006139,-0.236945301294
2185,-0.216700002551,0.839947998524
3315,0.84819996357,-0.739515542984
5289,0.319549977779,0.138179928064
868,0.117200016975,0.133409529924
1677,0.139800012112,1.23700714111
7043,0.607949972153,0.408097863197
5613,-0.557299971581,1.71313357353
595,0.944049954414,-0.298542022705
4793,-0.294349968433,-0.670906066895
2736,0.704049944878,0.599713504314
5290,-0.0100499987602,0.448961615562
6194,-1.47275006771,-1.3245588541
1676,0.35695001483,1.15017330647
23512,-0.337249994278,-0.829872369766
148022,0.77380001545,-0.238483548164
1906,-0.229149997234,0.253120064735
8878,0.123500004411,-0.357625901699
3091,-0.543250024319,-0.266655087471
5743,1.10874998569,0.65475410223
5321,-0.598399996758,0.812409758568
4144,-0.913349986076,0.231662258506
1981,-0.624300003052,-0.0154967308044
695,1.85640001297,0.011789649725
10398,0.051499992609,1.29789638519
5708,0.663600027561,-0.569049239159
1213,0.604949951172,-0.506872594357
226,0.580900013447,0.138605058193
6777,0.381199985743,0.43396872282
2113,-0.0257999971509,1.76635038853
3329,-0.0854999944568,-0.520467758179
1050,1.00800001621,-0.803940057755
9491,-0.469449996948,1.04960346222
22926,0.493449985981,0.943205714226
5899,0.0650999993086,0.278853416443
5467,0.872550010681,-0.159766674042
6774,1.3343000412,-0.0428293794394
1788,0.535499989986,0.988535642624
5921,0.635200023651,-0.63057744503
5721,-0.0323000103235,-0.904939770699
2263,-0.416000008583,0.802931547165
808,-0.0604999959469,0.990115046501
30001,1.09389996529,-0.418678253889
348,0.0293000005186,0.64458823204
30849,0.64620000124,1.87029266357
1454,-0.53854995966,1.250177145
6500,0.311450004578,-0.381508618593
5627,-1.05715000629,-0.0426257885993
5715,0.183649986982,-0.389622151852
4791,-0.185249999166,1.12545263767
56924,0.335850000381,-0.0911798328161
