rid,CPC005_A375_6H:BRD-K82846253-001-03-0:10,CPC005_A375_24H:BRD-K82846253-001-03-0:10,CPC005_A549_6H:BRD-K82846253-001-03-0:10,CPC005_A549_24H:BRD-K82846253-001-03-0:10,CPC005_HA1E_6H:BRD-K82846253-001-03-0:10,CPC005_HA1E_24H:BRD-K82846253-001-03-0:10,CPC005_HCC515_6H:BRD-K82846253-001-03-0:10,CPC005_HT29_6H:BRD-K82846253-001-03-0:10,CPC005_HT29_24H:BRD-K82846253-001-03-0:10,CPC005_MCF7_24H:BRD-K82846253-001-03-0:10,CPC005_MCF7_6H:BRD-K82846253-001-03-0:10,CPC005_PC3_6H:BRD-K82846253-001-03-0:10,CPC005_PC3_24H:BRD-K82846253-001-03-0:10,CPC005_VCAP_6H:BRD-K82846253-001-03-0:10,CPC005_VCAP_24H:BRD-K82846253-001-03-0:10,CPC011_A375_6H:BRD-K82846253-001-11-3:10,CPC011_A549_6H:BRD-K82846253-001-11-3:10,CPC011_A549_24H:BRD-K82846253-001-11-3:10,CPC011_HA1E_6H:BRD-K82846253-001-11-3:10,CPC011_HT29_6H:BRD-K82846253-001-11-3:10,CPC011_MCF7_6H:BRD-K82846253-001-11-3:10,CPC011_MCF7_24H:BRD-K82846253-001-11-3:10,CPC011_PC3_6H:BRD-K82846253-001-11-3:10,CPC011_PC3_24H:BRD-K82846253-001-11-3:10,CPC011_VCAP_6H:BRD-K82846253-001-11-3:10,CPC011_VCAP_24H:BRD-K82846253-001-11-3:10,CPD003_MCF7_6H:BRD-K82846253-001-09-7:10,CPD003_MCF7_24H:BRD-K82846253-001-09-7:10,CPD003_PC3_6H:BRD-K82846253-001-09-7:10,CPD003_PC3_24H:BRD-K82846253-001-09-7:10
5720,0.128099992871,-0.302726060152,-0.486572980881,0.711110055447,-4.70034980774,0.58259999752,-0.545799970627,0.510199964046,-1.07526826859,1.0145380497,-0.859314084053,0.566165983677,0.42462259531,0.699719905853,1.26072204113,0.766643166542,0.247299998999,0.437213242054,0.233349978924,0.704615056515,-2.84750008583,1.31885004044,0.541354060173,-0.386726260185,1.49074792862,0.139287933707,0.0107000172138,0.82513666153,0.544464826584,0.649649977684
466,-0.207282096148,0.420608639717,-0.959461212158,0.150255054235,3.56085014343,0.555733323097,-0.531400024891,0.649649977684,-0.19785130024,1.26440787315,0.0876816660166,0.435622662306,0.722257196903,0.81515532732,0.78024572134,0.372576504946,-1.38366675377,1.35808336735,0.246399998665,-0.186741515994,0.741850018501,0.519699990749,-0.612551689148,-0.17578163743,0.853563129902,-0.121298059821,1.18899989128,-2.23107194901,0.169397264719,-0.122999995947
6009,-0.131268188357,-0.00314929336309,-0.606977105141,-0.181291475892,1.63870000839,-0.195166647434,0.179399996996,-0.547999978065,-0.803244948387,0.379771441221,-0.0907502397895,0.519324362278,0.779296040535,0.664295196533,1.35340631008,1.15620052814,0.592966675758,0.582297444344,-0.0629999935627,0.397542148829,-0.77505004406,1.23404991627,0.162503704429,0.201602876186,0.488181650639,0.810885250568,0.0488499999046,-0.376732230186,-0.153520420194,1.17910003662
2309,0.523642420769,-0.0844903364778,-0.00140056014061,-0.345016717911,1.64715003967,0.516766667366,-0.514800012112,1.25720000267,-0.562223136425,0.337652593851,0.997852027416,-0.4409314394,0.591139435768,0.911013841629,1.03331851959,0.0849616229534,0.587466657162,-0.788012862206,-0.274199992418,0.218413680792,0.297399997711,-0.305999994278,0.868598937988,-0.0795606225729,0.182307779789,-0.268031984568,0.0317000001669,0.53341203928,-0.541670680046,0.114550001919
387,0.609780311584,0.269182115793,-0.0690342187881,0.0601794533432,2.03754997253,-0.178500056267,-0.0443999990821,0.957750022411,-0.415416538715,0.0831005051732,-1.14412522316,-0.206360310316,0.247513800859,0.576641440392,1.24505293369,0.412406474352,0.738966703415,0.700376749039,0.318949997425,0.118627771735,1.16814994812,-0.0356499999762,0.300815761089,0.17788733542,0.529558897018,0.389692723751,-0.118650004268,-1.03173041344,-0.193113416433,-0.569350004196
3553,-0.862963020802,-0.30530872941,-1.23718965054,-0.794431209564,3.40429997444,0.445800036192,0.774999976158,1.51279997826,0.00913122296333,-0.105580747128,1.05837023258,0.603005886078,0.382516592741,-1.47457945347,-1.65944957733,-0.664875745773,-0.00999999046326,0.968301594257,0.582249999046,-0.424013912678,-0.690850019455,-0.656399965286,-0.955685436726,-1.02493071556,-0.850827336311,-0.0436954796314,-0.931050002575,-0.373032689095,-0.865043997765,1.1209499836
427,-0.0807800292969,1.06642830372,-0.21284916997,0.118072211742,1.92340004444,-0.123299986124,0.528699994087,0.933950006962,0.706481933594,-0.557178497314,-0.484224736691,0.818667411804,0.0644404515624,-0.445989251137,0.544014275074,-0.104961581528,0.032933332026,1.80525290966,0.764999985695,-0.844842791557,0.744949996471,0.312299996614,-0.00492361187935,-0.584838151932,0.203859448433,-0.635299921036,1.37654995918,-1.76770377159,-0.461662620306,0.260900020599
5898,-1.03254044056,-0.203314736485,-0.64014673233,-0.637640714645,1.50585007668,0.695433318615,-1.76170003414,-1.53869998455,-0.555283129215,0.258880317211,-0.177930936217,0.339163392782,0.1160903126,-0.137084186077,-1.33947217464,0.278931647539,-3.42163348198,1.0246001482,0.0311999991536,-0.514440059662,0.882750034332,0.359799981117,-0.745758533478,0.174850314856,0.275727391243,0.0651577487588,-0.555999994278,0.232934296131,1.21214437485,0.317049980164
23365,-0.0720545351505,-0.342345654964,-0.165906429291,-0.134528338909,1.50230002403,0.26563334465,-0.0233999993652,-0.115100026131,-0.29085278511,-0.388035833836,-0.663202702999,-1.48207569122,1.51783597469,-0.929023265839,-1.38630878925,-0.0317171439528,-0.0492333471775,-0.607253849506,0.412000000477,-0.898669302464,0.67644995451,-0.874000012875,0.15645262599,-0.499908447266,-0.149135351181,-0.441923260689,-1.59274995327,0.176123738289,0.934861898422,-0.614899992943
6657,-0.651327073574,0.177485927939,-0.449643135071,0.491853386164,3.15904998779,0.398366689682,-0.953800022602,2.61910009384,0.52499127388,-0.131619349122,0.168899893761,0.857923567295,-0.874129772186,-1.14725458622,-1.2767277956,-0.451340019703,-0.42560005188,-0.0997144579887,0.0960999950767,-0.711051642895,0.256799995899,-0.880999982357,-0.509509027004,0.248528927565,-1.62946939468,-0.318717420101,0.435649991035,-0.184668958187,0.562163472176,-0.278450012207
5054,0.241482436657,0.164839267731,0.662198483944,0.443598270416,1.88289999962,-0.420766711235,-0.679400026798,1.83314990997,0.414238899946,-0.477861970663,0.618533492088,-0.504544496536,0.462952762842,0.199173927307,0.037042748183,-0.665458381176,0.476766675711,-0.0820954889059,0.867500066757,-0.339887917042,0.0764499902725,-0.0673500001431,-0.0857469439507,-2.7896490097,-0.178879082203,0.0787204653025,0.0428999662399,-1.26112413406,0.263856828213,0.0348999947309
