rid,CPC004_A375_6H:BRD-A92177080-001-01-3:10,CPC004_HA1E_6H:BRD-A92177080-001-01-3:10,CPC004_HA1E_24H:BRD-A92177080-001-01-3:10,CPC004_HCC515_6H:BRD-A92177080-001-01-3:10,CPC004_HCC515_24H:BRD-A92177080-001-01-3:10,CPC004_HEPG2_6H:BRD-A92177080-001-01-3:10,CPC004_HT29_6H:BRD-A92177080-001-01-3:10,CPC004_MCF7_6H:BRD-A92177080-001-01-3:10,CPC004_PC3_6H:BRD-A92177080-001-01-3:10,CPC004_PC3_24H:BRD-A92177080-001-01-3:10,CPC004_VCAP_6H:BRD-A92177080-001-01-3:10,CPC004_VCAP_24H:BRD-A92177080-001-01-3:10,CPC015_A375_6H:BRD-A92177080-001-01-3:10,CPC015_A549_6H:BRD-A92177080-001-01-3:10,CPC015_A549_24H:BRD-A92177080-001-01-3:10,CPC015_ASC_24H:BRD-A92177080-001-01-3:10,CPC015_HEPG2_6H:BRD-A92177080-001-01-3:10,CPC015_HT29_6H:BRD-A92177080-001-01-3:10,CPC015_MCF7_6H:BRD-A92177080-001-01-3:10,CPC015_MCF7_24H:BRD-A92177080-001-01-3:10,CPC015_NPC_24H:BRD-A92177080-001-01-3:10,CPC015_PHH_24H:BRD-A92177080-001-01-3:10,CPC015_SKB_24H:BRD-A92177080-001-01-3:10
5720,-2.37506222725,-1.06415653229,0.608228564262,0.266738921404,0.435493856668,0.719408631325,0.0621031597257,-0.417376041412,-2.40522527695,-0.294885486364,-1.13296747208,-0.389342159033,0.437147766352,-0.318499982357,-0.795104563236,-1.52071785927,-0.186549991369,0.292254477739,0.30674919486,0.0713779479265,1.18192589283,-0.0024000108242,-1.36065006256
466,0.487292289734,-0.264283031225,0.501320838928,-1.0298602581,-0.896139383316,-0.263878315687,0.403929561377,-2.71220588684,-0.0787336826324,0.349034398794,-1.12338709831,0.503174901009,-0.156011492014,-0.120499998331,-2.24870800972,0.538947403431,0.118900001049,-0.713828325272,-0.642811119556,0.834456622601,-0.163107961416,0.3708999753,-0.968099951744
6009,0.314063519239,0.178996816278,1.07493340969,-0.520734071732,-1.17587447166,-0.466334313154,-0.337913781404,0.953513264656,-2.02716612816,-0.326096594334,-0.0638081207871,-0.456848859787,-0.273087143898,0.450049996376,-0.180637642741,-0.394497156143,0.514299988747,-0.621634364128,-0.0640892833471,-0.0850663781166,-0.141125530005,-0.759549975395,0.336299985647
2309,1.40316903591,0.669744670391,-0.0615342408419,1.05978190899,1.96428728104,0.961107254028,0.0350558385253,0.918748140335,0.566760540009,0.487875640392,-0.468644618988,0.11744427681,0.241173446178,4.96605014801,6.62825393677,0.0727467536926,0.717450022697,0.00749060511589,-0.331623524427,-0.833265185356,-0.129504024982,1.84630012512,0.0111000016332
387,-0.228556364775,0.0260777957737,-0.868106842041,0.0958428829908,0.578404188156,0.911001682281,-0.0833003222942,-0.337945282459,-1.25579106808,0.23428696394,-0.561846673489,-0.438815593719,-0.0770132988691,-1.75345003605,-0.341114044189,0.124730333686,-0.304350018501,-1.51866078377,-0.588160991669,0.0710522681475,0.872801601887,-0.351000010967,-0.461349993944
3553,0.79790854454,-0.516317903996,-0.512395739555,0.441606014967,-0.524262309074,-1.16966807842,-0.988853394985,0.562393546104,-1.45286405087,-2.58950710297,0.738376140594,-0.701178848743,-0.784450173378,0.851450026035,0.451551496983,-0.10681296885,0.192350000143,1.42278552055,0.916208565235,-0.231530115008,0.694204449654,1.07380008698,0.559599995613
427,2.07250142097,0.808676064014,-0.630042672157,0.365037739277,2.23755741119,0.216277420521,0.179344713688,-1.05916297436,0.410704910755,0.842208385468,-1.45698034763,0.855034768581,-0.325434565544,-0.325600028038,0.966023683548,-0.116337761283,-0.133349999785,-1.28919124603,-0.564405143261,-0.617265284061,-0.945175588131,-0.175549998879,-0.442149996758
5898,-0.648582577705,-0.664297103882,-0.508132338524,-1.6679122448,-0.063843280077,0.27995249629,0.23840418458,-1.73125624657,-0.781829416752,-0.461307257414,-0.630744099617,0.147834926844,0.408543378115,-0.433950006962,-0.0608218386769,-0.157086104155,-0.264299988747,0.549566328526,0.301580935717,0.490402370691,-0.215329036117,0.399300009012,-0.217700004578
23365,1.19783377647,0.151523962617,-1.10661303997,-0.323072135448,0.323852002621,0.94970023632,-0.14163684845,-0.924633085728,0.822454810143,-0.22062830627,0.344340771437,-0.18060991168,-1.11149311066,-1.089599967,1.02954781055,-0.4993673563,0.052349999547,-1.00396347046,1.31656873226,-0.0487933382392,0.571131944656,-0.0811000019312,-0.557850003242
6657,1.68054366112,-0.0446455031633,-0.745024979115,-1.01115107536,-1.79257011414,-0.579552173615,-1.01971006393,0.770888090134,-0.0461324155331,-0.416988581419,0.404286950827,-0.817925989628,-0.399081498384,1.68134999275,0.563076376915,-1.07212877274,1.57625007629,1.55747580528,0.58531421423,-0.687389552593,0.40572565794,0.456800013781,0.126350000501
5054,0.270230829716,2.84330272675,3.44439983368,-0.90044593811,-0.99881362915,1.93875074387,-0.118723332882,1.68637943268,0.649939000607,-0.437893509865,0.918185353279,-1.02326273918,0.517604529858,0.762100040913,0.733768165112,0.960390865803,0.818850040436,0.271676182747,1.48748910427,0.00356953684241,0.302901118994,-0.308349996805,-0.339500010014
3108,0.00754122436047,-0.721363782883,0.0256582722068,-0.625531792641,-0.311193704605,-0.30114543438,-0.904543340206,0.238267213106,1.20910763741,-0.224610760808,-0.0735230147839,0.193491980433,0.426190257072,0.647000014782,-1.28275358677,2.79820919037,-0.625,-0.321739047766,-0.368759393692,0.689005672932,1.67054653168,-0.463349997997,5.14799976349
1950,1.01861083508,-1.07806766033,-1.78697657585,0.528945028782,-0.111405231059,-1.18992686272,0.252156257629,0.813862025738,1.71538376808,-0.869934856892,0.771970391273,0.0837712734938,-0.0922216027975,0.254449993372,0.999312520027,-1.16612160206,0.0444999933243,0.621859192848,0.098128631711,3.3338663578,0.391272425652,0.397399961948,0.133399993181
351,0.331009984016,-0.162575542927,0.043736577034,0.629612982273,0.878669142723,-0.570812523365,-0.546416580677,0.11156667769,0.00763190817088,-1.39004516602,0.743079185486,-0.585716128349,-0.0574452020228,-0.20870000124,-0.363439500332,-0.546696662903,-0.0936499983072,1.57472610474,0.201885387301,-0.385705769062,-0.807878196239,0.0,-0.450899988413
4846,1.56801950932,-0.538399875164,-0.264085590839,0.253786206245,-0.332567304373,0.420402020216,-0.0289670825005,-0.121826335788,2.27434039116,-0.74232006073,0.304882228374,-0.000875242054462,-0.148644611239,1.21115005016,0.316623032093,1.61499583721,-0.62055003643,-0.417592078447,0.186320573092,0.114231571555,1.90624642372,1.2881500721,-0.183999985456
1452,0.115086585283,-0.133894100785,-0.732932388783,-0.364502131939,0.558826386929,0.137943416834,0.260844707489,0.238062679768,0.786751508713,0.391072332859,-0.246871560812,-0.270199269056,-0.466297507286,1.10105001926,1.85481333733,0.464273989201,-0.596300005913,-0.378041327,-1.05929636955,0.210007414222,0.773448646069,-0.0784499645233,-0.199950009584
4776,1.5050444603,0.312617063522,-0.152926653624,-0.117296367884,0.154316335917,-0.996702671051,-0.800133824348,0.640384078026,0.611963450909,-0.370352417231,1.2975692749,-0.537862181664,-0.611875355244,1.13509988785,0.687225043774,-0.720117926598,0.0942500010133,1.09131371975,0.854934036732,-0.556020975113,0.239469125867,1.11514997482,0.227950006723
6908,0.647437930107,-0.0656061172485,0.271896749735,-0.558187901974,-0.0749515891075,0.241762384772,0.0791071429849,-0.119433581829,0.947698891163,0.0452699363232,-0.987704455853,-0.112427696586,-0.39048653841,-0.810400009155,-0.00494468212128,0.283194720745,0.725449979305,-1.23956632614,-0.423301488161,0.769774436951,0.510613262653,-0.36985000968,0.0531000047922
672,1.22334825993,-0.161287397146,0.275142431259,-0.095321521163,-1.09762263298,1.20430624485,1.12571883202,-0.0746687054634,1.19816660881,0.760206282139,-0.481529533863,0.650835871696,0.839859008789,0.549099981785,-2.32290458679,-0.165612101555,2.1576499939,1.01283657551,-0.347876161337,0.641907811165,0.789412975311,0.0494499802589,-0.142250001431
5710,0.943495154381,0.233746707439,0.293875902891,-0.918703973293,-0.390938460827,-0.0649148225784,-0.0688984245062,-0.467403829098,0.0847619771957,0.04817289114,-0.804575026035,-0.547950208187,-0.35426735878,-2.11675000191,0.0267528146505,0.7004352808,-0.731999993324,-0.871811330318,-1.3593044281,0.663256585598,0.874650120735,-0.379050016403,-0.578449964523
2115,-0.142652407289,-0.454108417034,0.485036373138,-1.7142264843,-1.0643799305,-0.614738285542,-1.89382565022,1.06689524651,0.136056184769,-0.360796153545,0.147203192115,0.578791022301,0.196699202061,0.625850021839,0.552865386009,-0.890412390232,-0.262300014496,1.1339199543,1.6865105629,-0.551309764385,0.517333388329,-1.06124997139,-0.933600008488
