rid,CPD002_MCF7_24H:BRD-K81774264-001-01-6:10,CPD002_MCF7_6H:BRD-K81774264-001-01-6:10,CPD002_PC3_6H:BRD-K81774264-001-01-6:10,CPD002_PC3_24H:BRD-K81774264-001-01-6:10
5720,0.177776947618,0.141747891903,-0.925298273563,-1.70714998245
466,-2.0400698185,0.0352213978767,-0.682925224304,-1.08085000515
6009,0.969123005867,1.79645061493,0.38409397006,-1.62790000439
2309,2.03729510307,-0.332505315542,-0.114162929356,3.25524997711
387,0.904507577419,2.15729808807,-0.68108278513,1.28824996948
3553,-0.491191208363,-0.794929683208,-5.53773784637,-4.28324985504
427,0.643016934395,1.42949652672,-0.635844230652,0.360100001097
5898,-7.63497877121,-1.38489210606,-0.734374821186,-2.27745008469
23365,-0.847065269947,0.383190870285,-0.120174542069,-1.64869999886
6657,0.701950192451,-0.693612515926,-0.0934107601643,0.932700037956
5054,0.0863425880671,1.30860495567,0.95200753212,-1.01579999924
3108,0.586166262627,0.786730647087,-0.0297255814075,1.55939996243
1950,-0.0315447561443,0.657009720802,-0.429807960987,0.970499992371
351,-0.948727488518,1.92886829376,-0.212576970458,0.696399986744
4846,-1.17884027958,-1.16026973724,-0.399325042963,-0.306349992752
1452,-0.459025651217,1.30945312977,0.2845736444,-0.814599990845
4776,-0.622622191906,-0.584301769733,-0.333813428879,0.609249949455
6908,2.52962517738,0.751840174198,0.699048399925,0.0767499804497
672,-2.47733950615,-0.720414340496,0.596297621727,-0.972950041294
5710,1.49157691002,-2.84988188744,-0.205374494195,0.0759499669075
2115,0.451261132956,0.244015395641,-1.20193338394,-0.668250024319
7015,1.75460374355,-0.727976918221,-0.186784252524,2.14330005646
8726,-2.70451807976,-0.287369132042,0.538625121117,-1.06295001507
2185,0.629038572311,-0.0344829559326,-0.0133899152279,0.970749974251
3315,8.58669591253e-05,0.660689592361,0.118438705802,3.05979990959
5289,-1.64642035961,0.0758410990238,-0.235066622496,1.83299994469
868,-0.160023882985,-1.18180370331,-0.794851720333,-0.241200000048
1677,-0.280164301395,0.479374349117,-0.699386000633,0.147500008345
7043,0.0642855167389,0.00652876868844,-0.0921314358711,0.146100014448
5613,7.95246601105,-0.427106261253,-0.262551397085,1.53289997578
595,0.667714178562,0.661213696003,-0.430473357439,0.563449978828
4793,2.64560604095,0.625403642654,1.38279426098,-1.00394999981
2736,6.99794101715,-0.703595399857,-0.50010061264,-0.0908999741077
5290,-0.201063558459,1.36687040329,0.399489700794,0.41660001874
6194,0.0599596723914,1.39522314072,-0.311759591103,0.0903500020504
1676,-2.2297296524,-0.0179077982903,-0.828827500343,-1.22359991074
23512,0.132482990623,-0.550303339958,0.366178631783,0.0997000038624
148022,0.773181319237,-0.47282615304,0.191484421492,-3.60374999046
1906,0.4731965065,-0.129626333714,-0.166098892689,1.90724992752
8878,0.156148135662,-5.8099064827,-0.984984636307,-1.6332000494
3091,-3.42186427116,-0.813856959343,0.220988750458,0.239649996161
5743,0.601867556572,-0.419706970453,2.89842391014,1.38394999504
5321,-1.01283502579,0.853098630905,-0.150734424591,-0.637750029564
4144,1.4400434494,1.27509844303,1.38106262684,0.740050017834
1981,1.50201439857,0.725504755974,-0.017176091671,1.28865003586
695,0.0879429727793,-0.466833174229,-0.343004703522,0.208749994636
10398,-0.158700019121,-0.852507352829,-2.36931228638,-0.556050002575
5708,2.82137918472,1.25329399109,1.11344850063,1.39440000057
1213,-2.05474424362,0.874751567841,0.504055917263,1.04675006866
226,1.38858938217,0.440494924784,-0.262972295284,0.272150009871
6777,0.508285403252,-0.138215124607,0.280944466591,1.84319996834
2113,0.564665496349,-0.104099676013,-0.148043915629,-0.277599990368
3329,0.993278682232,-4.04181957245,-2.19824409485,-1.67005002499
1050,2.13947868347,-0.121433824301,0.527950763702,-0.413500010967
9491,0.159751698375,-0.195346772671,-0.10603120923,0.404550015926
22926,2.30801272392,-0.00567687675357,-0.0596996359527,-0.110749989748
5899,2.8816614151,2.49267721176,0.321922630072,0.662050008774
5467,1.94018602371,0.0879357159138,-1.28237009048,0.945850014687
6774,-0.555549740791,5.30573225021,-1.31704640388,0.0
1788,0.396532177925,0.52526050806,-1.0692025423,0.133399993181
5921,0.992045938969,5.02414894104,-0.257646143436,-2.2743499279
5721,0.103566534817,1.59781527519,0.255592674017,-1.68455004692
2263,0.339591443539,2.86738395691,0.0792086422443,1.08714997768
808,0.629253804684,0.740268051624,-0.00751157850027,0.675749957561
30001,7.74119615555,4.16539287567,0.339678406715,0.782099962234
348,3.26045966148,1.3998786211,0.799010157585,0.868750035763
30849,1.99093401432,1.50020992756,0.0626980364323,-1.33399999142
1454,2.09721255302,-0.0549319386482,0.451000481844,1.65210008621
6500,-1.05295825005,-0.768063008785,1.39702177048,-2.66639995575
5627,0.0370161943138,3.70757436752,3.62091517448,-1.39614999294
5715,0.313744306564,-0.625938653946,-0.179399505258,-4.4846997261
4791,1.05970740318,3.71423530579,-0.698401927948,1.01269996166
56924,1.28898620605,1.38695979118,0.846783876419,-0.393800020218
2690,-0.839730083942,1.95648634434,4.61612653732,0.00744999945164
1019,-7.64574861526,-0.520381510258,-0.901049733162,-2.78605008125
51422,-0.0095495255664,-0.155842125416,0.977654516697,0.802199959755
5788,0.611753582954,0.761635303497,0.063997477293,1.09839999676
6709,1.17551672459,0.849840223789,0.379350244999,-0.799050033092
1277,1.66170084476,2.22828674316,-0.276999622583,3.74510002136
993,1.99126434326,0.458109617233,0.787048518658,-1.18094992638
7157,1.53636789322,-0.750384151936,-0.738742351532,1.26779997349
1958,-0.149601399899,5.18754482269,1.08778476715,0.836699962616
4582,-0.17610180378,-0.41189044714,0.859291195869,-0.177850008011
9212,0.677694797516,0.0531577393413,0.121359013021,0.0586999803782
8440,-1.35067677498,1.180737257,-1.27466857433,-0.336699962616
6790,1.65849459171,-3.13157606125,-0.523543179035,-0.0218500494957
8851,-0.29309412837,3.6340212822,5.15517139435,1.00380003452
2534,-1.43868803978,-0.680614173412,-1.8830883503,-0.488150000572
4893,-0.39944589138,0.701801300049,0.336371928453,1.05400002003
665,-0.64681404829,0.319382488728,-0.55400621891,-3.40374994278
4313,0.246537804604,0.321444123983,0.00196427106857,0.786350011826
1022,0.342500686646,0.967293441296,-0.951448738575,-0.0898000001907
5880,0.310312628746,0.498151093721,0.428151518106,2.24504995346
3162,0.408708035946,-0.663901984692,-0.087961986661,-2.37010002136
1282,-0.525826573372,-0.0627965927124,-0.388303548098,2.60699987411
3383,1.06774449348,2.50204753876,3.71443009377,0.149350017309
727,1.26482093334,1.27822637558,-0.648407876492,2.07949995995
4792,2.74638462067,0.300974428654,1.5157173872,3.74455022812
4794,0.516504824162,-0.204502820969,-0.775177955627,1.91165006161
902,0.237912833691,-3.47237634659,-1.12982726097,0.367699980736
8091,-0.670234620571,5.28239583969,1.90181469917,0.156199991703
3486,1.64071464539,0.0840627998114,-0.916227519512,-2.49145007133
10818,1.43249285221,-0.919772088528,-0.317885011435,0.783300042152
3454,-0.0353625267744,0.167382106185,-0.199765980244,0.156949996948
4282,-1.63706624508,-0.324357748032,0.285408616066,-0.176450014114
1605,1.69352591038,0.147658288479,0.484765797853,-1.45160007477
10644,2.14682102203,-0.472206771374,1.34660506248,0.324299991131
2065,-4.38850879669,-0.157569169998,0.219529926777,-1.10279989243
8321,1.6894851923,0.182737737894,-0.703549623489,1.76185011864
8503,1.40564525127,0.282554984093,-0.923910975456,-0.809000015259
7027,2.49378252029,1.14460933208,-0.373743832111,-2.89144992828
6850,1.79571640491,0.271702885628,-0.0941642448306,2.03079986572
1978,-0.499722570181,-4.85462141037,-0.917282640934,0.475150048733
896,-3.2509303093,-1.4685895443,1.68854403496,-0.364249944687
5777,2.38002896309,1.08599829674,-0.598791182041,-0.0445500016212
1846,0.993266522884,-0.749385356903,0.337437868118,-1.24685001373
5925,-1.50813579559,-1.0983376503,-0.664443433285,0.643050014973
142,4.1777510643,0.58264875412,1.26576960087,2.54010009766
1021,-0.0958024859428,0.283181339502,4.83000850677,-0.021899998188
5699,1.44101393223,-0.248864322901,-0.216885700822,-2.60975003242
8061,-0.0870241001248,1.04168343544,0.193682610989,0.0779500007629
1870,0.483564525843,-0.212647110224,-0.0699048340321,0.781399965286
1398,-4.25839853287,-1.39396297932,-1.02634382248,-1.83780002594
3312,0.272101908922,0.05596755445,1.0155813694,-2.2133500576
891,-2.6210911274,1.74475359917,-0.00819851458073,-4.58185005188
4775,1.50320374966,3.17419672012,-0.607772231102,-0.0864000022411
5111,-2.7575314045,0.662427425385,0.0691719204187,-0.808049976826
5696,0.243468046188,-0.36290833354,-0.812372684479,-0.681949973106
5588,0.558288693428,-0.0247874855995,-0.7522970438,1.20319998264
6839,0.942730903625,0.100260660052,-0.0539070218801,-0.348699986935
