rid,CRCGN001_HA1E_6H:BRD-K42978307-001-01-0:20.4,CRCGN001_HA1E_24H:BRD-K42978307-001-01-0:20.4,CRCGN004_HA1E_24H:BRD-K42978307-001-01-0:20.4UM
5720,-0.186647862196,0.523360490799,1.59208321571
466,-0.0332545749843,0.619132816792,0.587035596371
6009,0.49324336648,0.64631152153,0.130364656448
2309,0.859570086002,0.530615508556,1.19564604759
387,0.43370705843,0.690690636635,0.458614945412
3553,-0.470227301121,-0.903119623661,-0.899125099182
427,0.0886688157916,-0.123097784817,0.298014104366
5898,-0.332439303398,-0.349786370993,0.296952009201
23365,0.130163103342,-0.518587350845,-0.280554652214
6657,-0.774780154228,-0.72411441803,-0.562547326088
5054,-0.196542307734,-0.132055133581,0.536879301071
3108,-0.545821666718,1.4903844595,0.636126279831
1950,-0.881356358528,-0.581794977188,0.0154055804014
351,0.292735785246,0.0249412730336,-0.635908126831
4846,-0.527153968811,-0.0782202854753,-0.510940670967
1452,0.427357196808,0.762779116631,0.896545946598
4776,-0.478942066431,-1.03619861603,-0.949049174786
6908,0.0554972141981,0.715704977512,0.204393357038
672,-0.420135051012,0.125637561083,-0.0574753507972
5710,0.297616869211,-0.0948741286993,0.816220223904
2115,-0.297243505716,-0.52384531498,-0.0037376023829
7015,-0.396386116743,-0.801422953606,-0.561587512493
8726,0.249529659748,0.145094543695,0.617396831512
2185,-0.350410103798,-0.745036423206,-1.46478414536
3315,0.329397588968,0.51849013567,0.270644128323
5289,-0.545993685722,-0.880296707153,-0.506299197674
868,0.0160449258983,-0.763480603695,-0.629357457161
1677,0.443882524967,1.99334681034,-0.992153704166
7043,-0.196031928062,-0.157626450062,-0.477327913046
5613,0.0726106017828,-0.161840558052,-1.60372173786
595,-0.0816291719675,-0.0304062068462,0.953637242317
4793,0.501400411129,-0.0554703995585,1.13356173038
2736,-0.272442817688,-0.369770348072,0.468764394522
5290,-0.843494355679,-0.888213455677,-0.714774250984
6194,-0.000128704486997,-0.000239525572397,-0.000136960938107
1676,-0.413976758718,-0.422869861126,-1.18444442749
23512,-0.167202413082,0.271961480379,-0.0942641794682
148022,-0.214354902506,-0.482689142227,-0.79406952858
1906,-0.715970873833,-1.07702231407,-0.119954138994
8878,0.637523293495,0.0313187353313,0.222048431635
3091,-1.69822716713,-0.419595927,-0.0434514731169
5743,-0.612289965153,-0.874140977859,1.03993582726
5321,0.110243089497,-0.916416943073,-2.04848432541
4144,0.606286108494,-1.11459445953,1.04230213165
1981,0.255153387785,1.0835288763,0.339670807123
695,-0.539704442024,-0.999553859234,0.435680925846
10398,-0.833579242229,-0.634912610054,0.433940559626
5708,-0.722082734108,-0.0310369506478,-0.750227808952
1213,-0.358651787043,-1.02651834488,0.251228123903
226,-0.524102687836,0.278029412031,0.501237034798
6777,1.66752827168,-0.290528923273,0.67561095953
2113,-0.494603037834,-0.839909672737,0.535142302513
3329,0.372320592403,0.808420658112,0.202767327428
1050,0.588890850544,0.755512237549,2.05640220642
9491,-0.751559793949,-1.05955541134,-1.16463935375
22926,0.220115721226,-0.503554165363,-0.24374127388
5899,-1.05578768253,0.0295800697058,1.04547429085
5467,-0.300329297781,-0.366369843483,0.0475797504187
6774,-0.0727998241782,-0.54555696249,-0.306542307138
1788,-0.378894031048,-0.857654392719,-0.875072717667
5921,-0.234556645155,-0.514159798622,0.408740341663
5721,-0.140257716179,0.143438145518,0.00111244618893
2263,0.0256409570575,0.554474174976,-1.52686738968
808,-0.199252977967,-0.307062596083,-0.569713294506
30001,0.227697536349,0.626628816128,0.242516994476
348,-0.501437723637,-0.787177145481,-0.468856334686
30849,0.646759152412,0.479613363743,-0.0786177366972
1454,1.1320977211,0.815469741821,0.59650439024
6500,-0.489221096039,0.301281243563,0.282937198877
5627,0.711213588715,0.440155297518,0.377994179726
5715,0.0136097250506,0.396296739578,0.246764332056
4791,-0.742962241173,-0.977247059345,0.275259584188
56924,-0.262472659349,-0.266138494015,0.418801009655
2690,0.026203263551,-0.114695772529,0.587461233139
1019,-0.20226867497,1.70271801949,0.194061473012
51422,-1.27023541927,-1.15209329128,0.601486325264
5788,-0.332042485476,-0.821964621544,-0.86897778511
6709,0.314978182316,0.659875392914,0.437008649111
1277,1.06403410435,-0.024285569787,0.451681703329
993,0.293446153402,0.993520498276,0.21721701324
7157,0.141736626625,0.170551463962,0.0285373181105
1958,-0.312862455845,-0.341261446476,0.562296926975
4582,-0.163825139403,-0.551672637463,1.38994836807
9212,-0.0940168499947,-1.21798253059,-0.483755290508
8440,-0.100389815867,0.523326456547,1.28503131866
6790,0.459973573685,0.114085614681,0.425022125244
8851,-0.321383237839,0.247631892562,0.000841381028295
2534,0.0618647374213,-0.0125817842782,0.00129829347134
4893,-0.392537236214,-0.478895992041,-0.426582694054
665,-0.538848280907,0.451403915882,0.876731574535
4313,-1.88538634777,-1.0647329092,-1.05303120613
1022,0.0226984061301,-0.547444105148,0.159507483244
5880,0.0626772940159,-0.192136496305,0.39179956913
3162,0.725415229797,0.461570769548,-0.0641126930714
1282,-0.575743913651,-0.422746598721,0.154081016779
3383,-0.445517659187,-0.671241641045,0.478190541267
727,-0.324841320515,-1.03353023529,-0.378436982632
4792,0.29880720377,0.0236413702369,1.28414750099
4794,-0.0708242580295,-0.841829836369,-0.468787670135
902,-0.917676985264,-0.735828101635,-0.68379765749
8091,-0.266859918833,0.672283470631,1.14961516857
3486,-0.491733372211,-0.798344910145,0.926356673241
10818,-0.417439103127,-0.44930395484,-0.785739779472
3454,-0.591391146183,-0.76043099165,-1.22026860714
4282,0.000160806404892,-0.000754500913899,5.61002525501e-06
1605,0.677121579647,0.16678480804,0.824965119362
10644,-0.0364110060036,-0.264764606953,0.808503031731
2065,-0.40741828084,-0.664729893208,0.174977093935
8321,-0.606098771095,-0.91253131628,-1.05409002304
8503,-0.457231402397,-0.763583481312,-0.914251863956
7027,-0.163376748562,0.899819135666,-0.256839305162
6850,-1.09014165401,-0.767228662968,-0.669635057449
1978,0.584028542042,0.852270126343,0.720688760281
896,0.264203071594,-0.413502216339,0.382714629173
5777,-0.399417996407,-0.814409673214,0.0150002967566
1846,-0.177047789097,-0.0143945366144,0.914031922817
5925,-0.603389382362,-1.17468428612,-0.240284115076
142,0.482472717762,0.711273550987,0.654945254326
1021,0.355005443096,0.968088269234,0.662655115128
5699,0.351548820734,-0.546169042587,-0.245806112885
8061,-0.33946248889,-0.147863596678,0.551660716534
1870,1.03174686432,1.33417701721,-0.560189843178
1398,0.624746918678,0.991741299629,0.644656181335
3312,0.000632910523564,0.582762241364,0.573685288429
891,-0.148901209235,-0.32167622447,-2.18788003922
4775,0.383144497871,0.0335332974792,0.123160555959
5111,0.607512712479,0.396477788687,-0.578272044659
5696,-0.866737127304,-0.726913392544,0.429555267096
5588,-0.44797167182,-0.0575046017766,-0.565984427929
6839,0.913814425468,0.615592479706,1.4631383419
329,0.496462225914,0.413978606462,1.00720858574
5058,-0.537857413292,-0.495357871056,0.586720526218
998,0.0804552063346,0.82506942749,0.612098157406
9134,-0.475258558989,-0.341239780188,-0.635395824909
6616,-0.924405395985,-1.01140463352,-0.891191720963
5223,0.286801218987,0.174444168806,0.197291970253
4690,-0.0420112200081,-0.121587745845,0.173483401537
958,-1.22209787369,-1.34807395935,-0.678271710873
1616,-0.468524366617,-0.45083552599,-1.1369856596
991,-1.19239962101,0.356336474419,0.600165009499
6347,-0.81603294611,-0.8842228055,0.911491155624
6714,1.70929396152,-0.0977052301168,1.2529348135
652,-0.599259972572,-0.673560798168,-1.00397872925
4331,-0.471633702517,0.529002070427,0.162387639284
7099,-1.58494222164,0.157265007496,3.16974782944
10320,-0.32238137722,-0.073477730155,0.380719661713
2042,0.36969858408,0.10101094842,-0.266987651587
843,-0.328183978796,-0.594399392605,-1.06972754002
840,-0.267596691847,0.592393577099,-0.163521468639
7048,-0.288582593203,-0.554992079735,0.160473704338
4851,-0.14997664094,-0.446659803391,-0.835411071777
6464,-0.956256091595,-0.854164540768,-0.310073435307
23410,-0.1902346313,-0.826815485954,-0.564080178738
54205,-0.551632702351,0.574327945709,0.2270103544
2770,0.921863913536,-0.932104825974,0.885427415371
80204,-0.344609260559,-0.797491431236,1.08923971653
4208,-0.38159558177,-0.764517426491,-0.315779536963
1845,0.16040726006,0.142170131207,0.489279150963
23368,-1.6686270237,-0.271037578583,-1.05580413342
5583,-0.26834487915,-0.352497160435,-0.741206645966
8900,-1.07941353321,-1.43348896503,-1.06097137928
581,-0.359896630049,0.0142844170332,-1.39828085899
6193,0.607368290424,-0.131970733404,-1.23359787464
6622,0.191079288721,-0.433829188347,-0.634857952595
11261,-0.124534718692,1.43386220932,-0.941186726093
6696,0.510175943375,0.22728523612,0.395253270864
8312,1.0335906744,-0.405015945435,0.0690721571445
835,0.35477411747,1.04188013077,0.331701248884
8324,0.148901388049,0.369132816792,0.609906077385
1848,-0.389510571957,-0.748095571995,-0.120606087148
154,-0.345239162445,-0.471887260675,0.642392516136
4312,-0.962417125702,-0.996197998524,-0.371049553156
994,0.959707081318,-0.130413800478,0.788572490215
2048,-0.649175882339,-0.579049646854,0.877181887627
1111,-2.31526589394,-0.000204145908356,-0.705501079559
5154,0.61578309536,0.410482555628,1.11541473866
2920,-0.00740485452116,-0.557534694672,0.266259640455
3122,-0.0130497785285,-0.588317036629,-1.16768741608
2769,0.236368060112,-1.10827875137,-1.23692560196
5900,-0.269708275795,0.675403892994,0.425835251808
6304,-0.394079685211,0.254423499107,-0.581338167191
5211,1.08895027637,-0.294958055019,0.669197499752
2886,-0.942445635796,0.169350087643,-1.1848282814
9261,1.29971241951,0.163674890995,1.15242528915
8569,-1.02112603188,-0.346636533737,-0.674051165581
3303,-0.668381631374,0.381441861391,0.642785906792
5331,-0.39398753643,-0.916104376316,1.4704656601
5347,0.00313405133784,0.629694521427,0.434530079365
4638,-0.122234933078,-0.591380476952,1.38504087925
2264,0.214596360922,0.581953704357,-0.038354370743
1029,0.930390715599,-1.81528162956,0.749189138412
1027,-0.192606836557,0.152637630701,0.569137334824
2597,0.000705715792719,0.000109098989924,0.603237509727
55847,-0.225576579571,-0.775101840496,-0.839586555958
25803,-0.636021077633,-0.80579572916,-0.165732353926
3480,0.87320882082,-0.054677978158,1.11122965813
2946,-0.469550967216,-0.683165431023,-0.874844253063
9517,0.432058691978,1.02199172974,1.75644612312
25987,0.469813615084,-0.0107346177101,1.32269382477
23670,-0.0104733426124,-0.498639941216,0.686121225357
11182,-0.381321400404,-0.437975555658,1.1376901865
2146,0.93245279789,0.843989849091,0.300406634808
3385,-0.560977697372,-0.326968252659,0.167222172022
5261,-0.561466217041,-0.462344259024,-0.458067417145
10765,-0.227561563253,-1.36348247528,0.860189080238
25839,0.0634706988931,0.355595827103,-0.072115406394
4172,0.415839612484,-0.730350971222,0.102069988847
23161,-0.861720979214,-0.442893654108,-0.812209606171
10298,0.489823669195,-0.0488795265555,0.908688306808
1802,0.600012600422,0.225836291909,0.661689758301
58533,0.583651840687,0.147525951266,1.11071491241
147179,0.835381865501,0.960770845413,0.949203431606
29937,0.75379049778,0.389512777328,1.30401694775
6184,0.450837016106,0.713144004345,0.317981868982
9854,0.859622120857,0.196810513735,0.0792125090957
2553,-0.227571308613,0.199227422476,-0.263747632504
5440,-0.419275969267,0.52691835165,-0.0961049720645
54623,0.130228295922,-0.438096225262,-0.955219984055
9533,-0.121747843921,-0.381644397974,-0.593734800816
8607,0.257792174816,0.774233222008,0.0883042216301
207,0.908100068569,0.592993974686,0.547515273094
26054,-0.443078458309,-0.324093192816,-0.231373652816
10682,0.362032294273,1.44681847095,0.333580315113
8573,0.552470684052,1.35368514061,0.773125171661
23378,4.22065544128,0.851796448231,1.29214143753
8553,-0.1575409621,-0.814585328102,1.07769203186
622,-0.252711474895,-0.292434990406,0.221281468868
9467,-0.778879463673,-0.257927954197,0.135776087642
5525,0.167327180505,0.0849308073521,-1.01197326183
256364,0.554382264614,0.891854465008,2.29988050461
332,0.386219143867,0.741490960121,0.131487444043
2058,0.457619130611,0.871711492538,0.512115836143
7849,-0.494056671858,0.586453974247,0.626946628094
23244,-0.657197654247,-0.682020962238,0.218547821045
7494,0.456139236689,0.236151903868,-0.328232169151
4836,-0.014202605933,-0.330056965351,0.0899724140763
23647,0.674497544765,0.864751040936,0.584982693195
10617,0.557265341282,0.452832192183,0.60429084301
2184,-0.207658022642,-0.0863500460982,-0.188850060105
5355,-0.873372554779,-0.710198640823,-0.135217621922
6659,0.944333553314,0.940207064152,0.840973973274
7016,-0.138805985451,-1.18676483631,-1.78651249409
90861,0.560568332672,0.654876708984,0.965521335602
10670,0.330705463886,0.135534822941,-0.0375898741186
79071,-0.353802084923,-0.717071890831,-0.338694751263
64746,0.100517705083,0.344451963902,0.64775121212
5366,-0.243672251701,-0.373305678368,-0.371071994305
11344,0.502559602261,0.552721261978,1.28542602062
10013,0.458528697491,0.243506014347,0.740453898907
5829,0.00213455175981,-0.0126708969474,-0.165088266134
5257,-0.327944397926,0.456215798855,0.661414563656
22794,0.563909113407,0.361765295267,0.819835603237
9761,0.700326502323,0.90791529417,0.622416436672
23326,0.372304022312,0.772205233574,0.464697241783
10972,-0.12582463026,0.69410598278,-0.306208580732
10523,0.696851372719,0.842204451561,1.1588549614
79090,0.441477954388,-0.172418177128,-0.39642444253
27032,-0.555979311466,-0.597506225109,-0.318669259548
9097,-0.0210947487503,-0.874173223972,-0.342564433813
10513,-0.466641426086,-0.509653270245,-1.14253127575
1891,-0.700157463551,-0.662449896336,-1.82475996017
