rid,CPC006_A375_6H:BRD-K32330832-001-01-0:11.1,CPC006_A375_24H:BRD-K32330832-001-01-0:11.1,CPC006_A549_6H:BRD-K32330832-001-01-0:11.1,CPC006_A549_24H:BRD-K32330832-001-01-0:11.1,CPC006_A673_6H:BRD-K32330832-001-01-0:11.1,CPC006_AGS_6H:BRD-K32330832-001-01-0:11.1,CPC006_CL34_6H:BRD-K32330832-001-01-0:11.1,CPC006_CORL23_6H:BRD-K32330832-001-01-0:11.1,CPC006_COV644_6H:BRD-K32330832-001-01-0:11.1,CPC006_DV90_6H:BRD-K32330832-001-01-0:11.1,CPC006_EFO27_6H:BRD-K32330832-001-01-0:11.1,CPC006_HA1E_6H:BRD-K32330832-001-01-0:11.1,CPC006_HA1E_24H:BRD-K32330832-001-01-0:11.1,CPC006_HCC15_6H:BRD-K32330832-001-01-0:11.1,CPC006_HCC515_6H:BRD-K32330832-001-01-0:11.1,CPC006_HCC515_24H:BRD-K32330832-001-01-0:11.1,CPC006_HCT116_6H:BRD-K32330832-001-01-0:11.1,CPC006_HEC108_6H:BRD-K32330832-001-01-0:11.1,CPC006_HEPG2_6H:BRD-K32330832-001-01-0:11.1,CPC006_HT115_6H:BRD-K32330832-001-01-0:11.1,CPC006_HT29_6H:BRD-K32330832-001-01-0:11.1,CPC006_HT29_24H:BRD-K32330832-001-01-0:11.1,CPC006_JHUEM2_6H:BRD-K32330832-001-01-0:11.1,CPC006_LOVO_6H:BRD-K32330832-001-01-0:11.1,CPC006_MCF7_6H:BRD-K32330832-001-01-0:11.1,CPC006_MCF7_24H:BRD-K32330832-001-01-0:11.1,CPC006_MDST8_6H:BRD-K32330832-001-01-0:11.1,CPC006_NCIH1694_6H:BRD-K32330832-001-01-0:11.1,CPC006_NCIH1836_6H:BRD-K32330832-001-01-0:11.1,CPC006_NCIH2073_6H:BRD-K32330832-001-01-0:11.1,CPC006_NCIH508_6H:BRD-K32330832-001-01-0:11.1,CPC006_NCIH596_6H:BRD-K32330832-001-01-0:11.1,CPC006_NOMO1_6H:BRD-K32330832-001-01-0:11.1,CPC006_OV7_6H:BRD-K32330832-001-01-0:11.1,CPC006_PC3_6H:BRD-K32330832-001-01-0:11.1,CPC006_PC3_24H:BRD-K32330832-001-01-0:11.1,CPC006_PL21_6H:BRD-K32330832-001-01-0:11.1,CPC006_RMGI_6H:BRD-K32330832-001-01-0:11.1,CPC006_RMUGS_6H:BRD-K32330832-001-01-0:11.1,CPC006_SKLU1_6H:BRD-K32330832-001-01-0:11.1,CPC006_SKM1_6H:BRD-K32330832-001-01-0:11.1,CPC006_SKMEL1_6H:BRD-K32330832-001-01-0:11.1,CPC006_SKMEL28_6H:BRD-K32330832-001-01-0:11.1,CPC006_SNGM_6H:BRD-K32330832-001-01-0:11.1,CPC006_SNU1040_6H:BRD-K32330832-001-01-0:11.1,CPC006_SNUC4_6H:BRD-K32330832-001-01-0:11.1,CPC006_SNUC5_6H:BRD-K32330832-001-01-0:11.1,CPC006_SW480_6H:BRD-K32330832-001-01-0:11.1,CPC006_SW620_6H:BRD-K32330832-001-01-0:11.1,CPC006_SW948_6H:BRD-K32330832-001-01-0:11.1,CPC006_T3M10_6H:BRD-K32330832-001-01-0:11.1,CPC006_THP1_6H:BRD-K32330832-001-01-0:11.1,CPC006_TYKNU_6H:BRD-K32330832-001-01-0:11.1,CPC006_U937_6H:BRD-K32330832-001-01-0:11.1,CPC006_VCAP_6H:BRD-K32330832-001-01-0:11.1,CPC006_VCAP_24H:BRD-K32330832-001-01-0:11.1,CPC006_WSUDLCL2_6H:BRD-K32330832-001-01-0:11.1,CPC006_H1299_6H:BRD-K32330832-001-01-0:11.1,CPC006_RKO_6H:BRD-K32330832-001-01-0:11.1
5720,0.454481184483,1.0001718998,-0.802370607853,-2.56042909622,-0.886900007725,0.556850016117,-1.58360004425,-0.0688999891281,0.138099998236,-0.0203499998897,-0.203749999404,-1.84706735611,-0.0750266760588,-0.461394160986,0.618236303329,0.720968782902,-1.27094995975,-0.886638760567,-0.93336212635,-1.43854999542,-0.0647166520357,-0.355279237032,-1.29550004005,-1.54739999771,-1.24621367455,0.603946805,0.648599982262,-0.0433999970555,0.341300010681,-1.26520001888,-0.113700002432,-1.71375000477,-1.14050006866,-1.07330000401,0.100225627422,1.07181227207,-2.17499995232,-0.653900027275,-0.480861783028,-2.92359995842,-1.82854998112,-0.152350008488,-1.30754995346,0.515049993992,-0.817200005054,-0.881249964237,0.132499992847,-1.37964999676,-0.223622202873,-0.432995438576,-0.524150013924,-0.649508476257,-0.861299991608,-1.10140001774,0.0625738948584,-0.580031991005,0.293500036001,0.0188999995589,-0.743099987507
466,0.366607964039,0.462154597044,-0.515109181404,0.0227475762367,-1.37809991837,-0.0385000109673,-0.336049973965,1.09654998779,-1.68470001221,-0.855000019073,-0.565150022507,-0.674910068512,-0.339355647564,-1.14712750912,-1.42886042595,-0.86209321022,-1.00360000134,-0.565239429474,-0.901830613613,0.130050003529,-1.37599992752,-1.28133916855,-1.70805001259,-1.72729992867,-1.57884705067,0.602231860161,0.109300002456,-0.14564999938,0.213200002909,-0.311950027943,-0.752050042152,-1.0775500536,-0.645550012589,-0.415699988604,-0.0145461931825,0.0663510486484,-1.11454999447,-2.74149990082,0.251270860434,-2.16335010529,-1.9143999815,-0.968349993229,-1.64390003681,0.834349989891,0.0212500095367,1.34599995613,-0.984699964523,0.589850008488,0.171930223703,-0.139318749309,-0.940400004387,-0.869066238403,0.0799999833107,-0.972900032997,0.0457736924291,-1.69256019592,-1.49109995365,-1.25220000744,-0.896499991417
6009,0.401529788971,0.154624417424,-0.510439872742,0.661249816418,0.00209999084473,-0.0130000002682,-0.990350008011,-0.193050026894,0.533749997616,-0.580150008202,-0.885499954224,0.70102918148,1.10127162933,-1.40392136574,0.726864337921,-0.383394539356,-1.82820010185,-0.892949640751,0.511927425861,0.924750030041,-0.656783223152,-0.164785146713,-0.0729500055313,-0.153099954128,-0.137721017003,-0.0187237896025,-0.65315002203,0.783500015736,1.30620002747,1.38639998436,0.00554999709129,-1.17980003357,-0.0213500000536,-0.472800016403,-0.617702841759,-0.269514083862,-0.611599981785,1.06830000877,1.07427358627,0.0209500044584,-1.49375009537,-1.34084999561,0.94865000248,0.0294499993324,-0.620050013065,0.657999992371,0.109549999237,0.661350011826,-0.0305621773005,-0.105229496956,0.061700001359,-0.102678671479,0.26004999876,0.0803000032902,1.16092813015,-0.271582007408,-0.234249994159,0.245450019836,-0.277199983597
2309,-0.949693858624,0.134939715266,0.0671446025372,-0.0339248329401,0.55505001545,-0.254800021648,-0.16559997201,1.28499996662,0.254050016403,0.595749974251,-0.403899997473,0.507456183434,0.205906480551,-0.144163757563,-1.05203700066,-0.363976985216,-0.194999992847,-0.456988275051,-1.08233857155,-0.448449999094,0.0653053820133,0.263823717833,-0.510599970818,-1.0638999939,0.313096225262,0.151583880186,-0.201600000262,-0.115749999881,-0.623199999332,1.03045010567,-0.662600040436,-1.16275000572,-1.04560005665,-0.0920499935746,-1.28453040123,-0.184309720993,-0.796299993992,0.832199990749,-1.68749284744,-1.96780002117,-0.0946500003338,-0.103249996901,0.0325500369072,0.00699999928474,-0.21899998188,-1.81754994392,-0.748849987984,-0.375999987125,-0.368416547775,-0.23182195425,-0.719649970531,-0.664686560631,0.331550002098,-2.29060006142,-1.01332581043,-0.896661162376,0.601700007915,-0.251249998808,0.0534500032663
387,0.827202677727,0.4689861238,0.181691423059,0.0014081299305,1.6060500145,0.60949999094,-0.536599993706,-0.734549999237,1.57690000534,0.704449951649,-0.370799988508,0.383460760117,1.30507910252,-1.11556041241,1.05671036243,1.43748748302,-1.0203499794,0.746804893017,0.353563666344,1.59825003147,-0.213913232088,0.557082593441,1.55594992638,1.48009991646,0.628685891628,-0.300290942192,-0.0654000043869,0.172949999571,0.493699997663,2.34710001945,-0.878549993038,-0.837350010872,0.0480000078678,0.500050008297,0.0416874587536,-0.407888740301,0.0636000037193,2.08220005035,-0.399931073189,1.77500009537,-0.278199970722,0.668499946594,1.26139998436,-0.26859998703,-1.56859993935,-0.756900012493,0.270449995995,-5.86289978027,-0.394943207502,0.590962231159,-0.963150024414,0.199894979596,-0.756699979305,1.30765008926,1.77112019062,-0.137731984258,0.53385001421,1.04334998131,0.590849995613
3553,-0.0971015542746,-0.82560056448,0.476182579994,-0.166411072016,0.384799957275,-0.346949994564,0.0823000073433,-0.375699996948,-0.924199998379,-0.404400020838,0.634450018406,0.333946704865,1.56104004383,-0.0659112632275,0.224271446466,1.33389902115,0.925650000572,-0.521725177765,2.82098388672,0.49509999156,0.957964837551,0.322593420744,0.833750009537,0.718349993229,0.275717794895,0.909353613853,-0.312150001526,-0.346000015736,-0.341500014067,-1.87989997864,-0.560549974442,0.868950009346,-0.170899987221,-0.663599967957,-0.0583036765456,0.271415770054,1.15935003757,0.0463000014424,-0.701210319996,0.275600016117,1.16135001183,0.534350037575,2.47084999084,-1.17585003376,1.39235007763,0.0232000052929,-0.51130002737,1.0367000103,0.835885763168,0.0784440487623,-0.199149996042,-0.502371132374,0.552150011063,0.600149989128,0.0512782484293,0.711251080036,-0.756150007248,0.664099991322,0.18314999342
427,0.0188120678067,-0.708201944828,-0.000227458775043,-0.0438045449555,-0.0756500065327,0.194099992514,-0.48584997654,-0.141499996185,-0.871550023556,-0.398000001907,0.072949975729,-1.0449783802,-0.505468428135,0.516049742699,-0.473151922226,-0.765191435814,-0.973600029945,0.0156681537628,-0.789491415024,0.318599998951,-0.420684754848,0.114351809025,0.806699991226,-0.267450004816,-0.850359559059,-0.255835473537,-0.230550006032,0.0620499849319,-0.180600002408,-0.320700019598,-0.132899999619,0.149649992585,-1.31745004654,-0.834650039673,0.156946837902,0.194224447012,-0.718699991703,1.35850000381,-0.566938579082,-1.48000001907,-1.93975007534,-3.53849983215,-0.597450017929,0.170000001788,0.255750000477,0.590499997139,-0.615350008011,1.31134998798,-0.0745811387897,0.130701184273,-0.0916499942541,-1.63662850857,0.203700006008,-0.044999986887,-0.583925426006,-0.283139705658,-0.73785007,-0.048249989748,-0.352750003338
5898,-0.231989443302,-1.04785585403,0.137395560741,-1.42190814018,0.0284000001848,-0.695699989796,0.211950004101,-0.601899981499,-0.232100009918,-2.18324995041,-0.845100045204,-0.369435697794,-1.53704071045,-1.05603373051,1.46489369869,-1.7604380846,0.948450028896,-0.449784755707,-1.56582903862,-0.268800020218,-0.621844291687,-1.08852946758,0.0104499980807,-0.581049978733,-0.499102443457,-1.16974544525,-3.37014985085,-1.60874998569,-0.894450008869,-1.60510003567,-1.09284996986,-0.500200033188,-0.152899995446,-0.371199995279,-0.857723355293,-2.03600525856,-0.122349999845,1.1181999445,0.181824654341,0.908300042152,-1.07515001297,-0.934350013733,0.755750000477,0.12215000391,-0.303200006485,0.772050023079,-0.25079998374,-0.110650002956,-0.638146042824,-1.07699227333,0.0810500010848,-2.35801577568,-1.09700000286,-2.11080002785,-0.334602504969,0.184576824307,0.0246000029147,0.270799994469,0.383249998093
23365,0.9615675807,0.151009917259,0.749357581139,0.375972568989,0.176200002432,0.870949983597,1.51289999485,-0.131749987602,-0.00319999456406,-0.544450044632,-0.251000016928,0.569238483906,0.044895850122,0.167747110128,-0.202383220196,2.75532770157,1.24714994431,-0.27098762989,0.550561785698,0.236499994993,1.16462016106,0.1127262339,0.556400001049,-0.983900010586,0.698770284653,0.723855733871,0.959100008011,-0.36179998517,-0.17429998517,0.237649977207,0.154699981213,0.834399998188,0.890850007534,0.195849999785,-0.168545529246,1.10345697403,1.86570000648,-0.781099975109,-0.577171802521,1.84140002728,1.58679997921,0.0963499993086,3.2892999649,0.329549998045,0.364250004292,0.491499990225,1.70819985867,0.329050004482,0.716195046902,0.418171644211,0.150749981403,0.998991966248,0.46250000596,0.488549977541,0.560449182987,1.29677224159,-0.480000019073,1.26974999905,0.409750044346
6657,0.606797099113,1.1385821104,0.445093154907,-0.204513609409,-0.175500005484,-0.601999998093,0.0395999997854,0.171799987555,-0.879050016403,-0.385399997234,0.894900023937,-1.38068509102,-0.283488810062,0.202002853155,0.613567650318,-0.25721976161,1.27005004883,0.135639041662,1.76035523415,0.676050007343,-0.113652959466,-0.378939121962,0.808500051498,0.108199983835,0.480714321136,1.16184258461,0.184499979019,-0.133949995041,-0.0447999984026,-1.66494989395,0.689949989319,1.26600003242,-0.312500029802,0.129999995232,0.457855671644,-0.28880700469,1.77025008202,-1.54059994221,0.0733369141817,0.682550013065,1.2038500309,-0.131549984217,0.00604999065399,-0.219599992037,1.35450005531,0.0291999876499,-0.228200003505,0.452549993992,0.463751941919,-0.121155165136,0.367649972439,0.758975207806,0.0906500071287,-0.461650013924,0.05503924191,0.715337514877,-0.30735000968,0.387849986553,-0.261449992657
