rid,DOS020_VCAP_6H:BRD-K11977286-001-01-4:5.01,DOS020_VCAP_24H:BRD-K11977286-001-01-4:5.01,DOS043_A375_24H:BRD-K11977286-001-01-4:5.01,DOS043_A549_24H:BRD-K11977286-001-01-4:5.01,DOS043_HT29_24H:BRD-K11977286-001-01-4:5.01,DOSBIO002_A375_24H:BRD-K11977286:10.0269,DOSBIO002_A549_24H:BRD-K11977286:10.0269,DOSBIO002_HT29_24H:BRD-K11977286:10.0269,DOSBIO002_PC3_24H:BRD-K11977286:10.0269,DOSBIO002_MCF7_24H:BRD-K11977286:10.0269,DOSBIO002_NEU_24H:BRD-K11977286:10.0269,DOSBIO002_NPC_24H:BRD-K11977286:10.0269
5720,-1.3614000082,0.970391988754,-0.462963223457,-0.32484999299,-0.962727129459,-0.731406211853,-0.956007599831,-0.705123007298,-0.976286053658,-2.70164012909,1.59364998341,1.27830564976
466,0.0348500013351,0.729537606239,0.283727496862,-0.37135002017,0.234033107758,-0.46595838666,-1.4539784193,-0.183912411332,-0.845402419567,-1.43879747391,1.40779995918,-0.687123954296
6009,1.26665008068,1.14201748371,-1.18152499199,-1.2473000288,-0.846613645554,-0.706643462181,1.18077230453,0.347826421261,1.38803040981,1.20871949196,1.71460008621,0.266360282898
2309,-5.78340005875,-1.97136485577,0.401994585991,-1.16530001163,-0.666998744011,-0.0340113341808,1.07445895672,-0.722289681435,0.939498901367,0.862739682198,0.0822500064969,0.0712574496865
387,-2.6914999485,0.132469013333,-0.221301585436,0.20585000515,-0.821390926838,-0.574258804321,1.22478556633,0.320165604353,1.73711335659,1.77724695206,0.1059499681,0.914572119713
3553,4.63380002975,-0.227638840675,-0.481435596943,-0.492500007153,-1.11955189705,-0.107703886926,0.24973359704,0.986932873726,0.512858867645,1.22373747826,-0.14849999547,0.566287815571
427,-0.34035000205,0.567876517773,0.454429715872,-0.31764999032,0.866667509079,7.73839235306,-0.416227698326,0.425736069679,2.11645936966,-1.14990758896,-0.124799981713,-1.00673031807
5898,-1.31755006313,-0.219701781869,-0.901761293411,-0.383799999952,-0.434519767761,-0.344163477421,-0.73579698801,0.00223602354527,0.961794435978,1.03232336044,-0.305449992418,0.920798838139
23365,-1.13145005703,-0.201841726899,-0.161534816027,0.246549993753,-0.497552782297,0.0807102620602,0.168559253216,0.435553073883,1.90106570721,0.539697945118,-0.504649996758,0.0623293220997
6657,4.33115005493,-0.202970415354,0.313095122576,-1.01455008984,2.90153479576,-0.0741812735796,-0.300585210323,0.452137619257,-0.167775660753,0.422571182251,0.708400011063,-1.11464035511
5054,-0.890100002289,-0.219696447253,0.311875760555,-0.0627000033855,0.0573290660977,1.20923542976,-0.910298407078,0.291776657104,0.245714575052,0.233970671892,1.47834992409,-0.673174381256
3108,-0.917000055313,-0.0717559531331,0.436048895121,-1.12964999676,0.0268942378461,-0.492166310549,1.79981076717,-0.957292795181,1.1437741518,0.821155488491,-0.184199988842,-0.704741120338
1950,2.41194987297,-0.674857854843,0.197010248899,-0.233449995518,1.90204238892,-0.64146643877,-0.300826013088,-1.44422721863,-1.29944205284,0.210150822997,1.21169996262,-0.313268601894
351,0.732300043106,-0.403802633286,0.499269902706,-0.0425500050187,2.14501953125,0.805877327919,-0.546701610088,0.0283800661564,0.00665406137705,-0.840088903904,-0.368649989367,-0.543125808239
4846,0.542850017548,-0.59571325779,0.10019107163,0.470149993896,0.799098730087,-0.0082578510046,0.210605978966,-0.78765630722,0.0253963321447,-1.19292163849,0.298350006342,-0.606325030327
1452,-2.0680000782,0.470261156559,-0.284438759089,-0.341800004244,0.698583543301,0.189132094383,0.373970270157,-0.433165878057,1.01328802109,-0.725928604603,-0.284799993038,0.38624766469
4776,3.76769995689,0.166874736547,0.00685040652752,-0.498449981213,0.291559785604,-0.0247228294611,-0.141050130129,2.26018762589,-1.51521039009,0.701768755913,-0.727999985218,-0.227505177259
6908,-1.56819987297,4.27536201477,0.541616678238,0.210150003433,-0.78956001997,-0.199887409806,-0.0834358334541,-0.72669172287,0.0529299043119,-0.80285847187,-0.0121499896049,-0.48673671484
672,-2.05194997787,-0.0935341417789,-0.204394549131,0.477950006723,0.689538896084,1.45326590538,-0.632118701935,-0.758752942085,-0.760833621025,-1.79151296616,-0.959699988365,-1.56666505337
5710,-1.60684990883,0.318008095026,-0.991399407387,0.135399997234,-0.543903112411,0.179736047983,-0.04305998981,0.746466755867,0.944711327553,1.20132279396,-0.0790999978781,-0.0825292468071
2115,-0.212449997663,-1.35523927212,1.77273964882,-0.540750026703,-0.42246991396,-1.53457462788,0.0508308708668,0.348381102085,-0.261520206928,1.86750042439,0.13299998641,-0.752700805664
7015,2.25225019455,-0.24771900475,0.329519718885,-0.319250017405,0.542036890984,0.341126531363,0.562573611736,0.207608401775,-1.12172031403,-0.438167959452,0.874650001526,0.441240876913
8726,-0.162999987602,0.377237290144,-0.498888969421,4.93139982224,-0.655439019203,-0.0690447092056,-0.0656256526709,-0.0275650918484,0.297140777111,0.975977182388,-0.525349974632,0.241470500827
2185,4.37715005875,-1.38211417198,0.287082880735,-0.0582999587059,0.475803792477,-1.86939406395,0.774733304977,1.34825515747,-0.193176239729,0.120162129402,0.167349994183,0.920558452606
3315,-0.278250008821,-0.485574454069,-0.586863517761,0.568250000477,-2.35943937302,-0.544981479645,0.620927393436,-1.06210756302,0.706040322781,2.24568128586,-0.251049995422,-0.224450826645
5289,0.619600057602,-0.760672330856,0.229884177446,-0.349650025368,-0.252863794565,0.098839327693,0.565036892891,0.426948368549,0.908986926079,0.882292628288,1.63394999504,0.417288422585
868,-4.13815021515,-1.0827190876,-1.57289361954,-0.234549999237,-0.499893963337,-0.543941795826,1.08782351017,0.208335340023,-0.0682439804077,0.359064221382,-1.30404996872,1.12921857834
1677,1.23239994049,-0.67285400629,-0.184511303902,-0.349349975586,1.56729841232,0.59434235096,0.513239383698,0.886915504932,-0.130124807358,-1.56230676174,0.799650013447,1.28318858147
7043,2.51434993744,-0.746289908886,-0.741539657116,-0.683750033379,0.554966747761,-0.234709113836,1.25086820126,1.45081233978,0.709151864052,2.47639894485,-0.715950012207,1.34399318695
5613,3.47270011902,-1.28525149822,1.01857709885,-0.225199997425,0.541766047478,0.302202522755,-0.965836048126,0.804120063782,-1.00411343575,-0.959092855453,-1.16534996033,-0.753141343594
595,-1.45284998417,0.326582670212,0.405845552683,-0.157350003719,0.4968329072,-0.071097895503,-0.650608897209,0.191714793444,0.425572216511,0.354046016932,-0.0764999985695,-0.0772305727005
4793,0.92325001955,-0.968805849552,0.0699711591005,0.331799983978,-0.392446994781,0.623263180256,0.18582624197,0.15682400763,1.68883001804,0.625213980675,-1.22350001335,-0.198753088713
2736,3.08325004578,-0.760522067547,-0.332078456879,-1.12550008297,0.25230294466,-0.244445443153,0.421157777309,1.97541201115,0.499761998653,2.0986521244,-0.606350004673,0.141390785575
5290,2.36014986038,-1.53865921497,-0.70737940073,-0.369049996138,1.38343787193,-0.502536892891,0.393584430218,-0.32717448473,-0.84708148241,-0.353449642658,-0.351299971342,0.172001048923
